,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
184,imutils,jrosebr1/imutils,,image,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39.000000,2021-06-04 12:14:51.000000,2021-01-15 10:46:45.000000,910,140.0,76.0,3719.0,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,,17571.0,16375.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,288746.0,291029.0,https://anaconda.org/conda-forge/imutils,2021-01-15 14:27:25.471000,57078.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
185,huey,coleifer/huey,,data-pipelines,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000000,2021-06-23 16:02:47.000000,2021-06-23 16:02:39.000000,306,,459.0,3570.0,914.0,a little task queue for python.,65.0,28,True,2021-04-20 13:47:00.000000,2.3.2,59.0,huey,conda-forge/huey,,,,1034.0,748.0,https://pypi.org/project/huey,2021-04-20 13:46:36.000000,286.0,42325.0,42840.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487000,20100.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
186,sacred,IDSIA/sacred,,ml-experiments,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000000,2021-06-28 09:41:43.000000,2021-06-28 09:41:43.000000,319,92.0,421.0,3512.0,1310.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",93.0,28,True,2020-12-14 15:21:05.000000,0.8.2,27.0,sacred,,,,,1127.0,973.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000000,154.0,24613.0,24613.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
187,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-06-08 19:03:01.000000,2021-01-27 15:43:03.000000,703,259.0,661.0,3233.0,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,28,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,,,220.0,182.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,17870.0,17927.0,,,,,,,,3.0,3305.0,,,,,,,,,,,,,,,,,,,,
188,bqplot,bqplot/bqplot,,data-viz,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000000,2021-06-30 03:26:51.000000,2021-06-28 15:39:49.000000,407,193.0,345.0,3107.0,3393.0,Plotting library for IPython/Jupyter notebooks.,52.0,28,True,2021-06-08 14:43:56.000000,0.12.29,96.0,bqplot,conda-forge/bqplot,,,['jupyter'],148.0,26.0,https://pypi.org/project/bqplot,2021-06-08 14:39:27.000000,112.0,62069.0,86658.0,https://anaconda.org/conda-forge/bqplot,2021-06-08 14:57:52.705000,675634.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-06-08 14:36:47.182000,10.0,13692.0,,,,,,,,,,,,,
189,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373,262.0,500.0,2963.0,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,9395.0,7773.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,1622.0,10546.0,14637.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,192289.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
190,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-06-29 19:47:35.000000,2021-05-24 08:44:04.000000,143,63.0,373.0,2730.0,1698.0,A grammar of graphics for Python.,85.0,28,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,2391.0,2137.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,171407.0,173691.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,114229.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
191,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-06-10 09:04:19.929000,2021-06-05 20:55:59.000000,328,123.0,351.0,2541.0,1295.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-06-09 23:30:20.000000,0.13.0,24.0,datashader,conda-forge/datashader,,,,807.0,737.0,https://pypi.org/project/datashader,2021-06-09 22:59:52.000000,70.0,39203.0,43695.0,https://anaconda.org/conda-forge/datashader,2021-06-10 09:04:19.929000,197663.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
192,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-05-08 08:31:08.000000,2021-05-08 08:05:59.000000,393,25.0,125.0,2448.0,287.0,Pandas integration with sklearn.,37.0,28,False,2021-05-08 08:32:08.000000,2.1.0,27.0,sklearn-pandas,,,,"['sklearn', 'pandas']",2738.0,2516.0,https://pypi.org/project/sklearn-pandas,2021-05-08 08:14:28.000000,222.0,191723.0,191723.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
193,Cufflinks,santosjorge/cufflinks,,data-viz,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000000,2021-02-25 05:05:09.000000,2021-02-25 05:05:09.000000,535,81.0,122.0,2229.0,452.0,Productivity Tools for Plotly + Pandas.,38.0,28,True,2020-03-01 17:42:01.000000,0.17.3,27.0,cufflinks,,,,['pandas'],3983.0,3749.0,https://pypi.org/project/cufflinks,2020-03-01 17:42:01.000000,234.0,142982.0,142982.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
194,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-03-25 13:32:22.000000,2021-01-03 14:55:15.000000,265,22.0,76.0,2015.0,184.0,A Python Perceptual Image Hashing Module.,17.0,28,True,2021-03-25 13:49:48.000000,4.1.0,17.0,ImageHash,conda-forge/imagehash,,,,3454.0,2922.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,871646.0,874002.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,131946.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
195,TF-Agents,tensorflow/agents,,reinforcement-learning,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000000,2021-07-07 20:23:06.000000,2021-07-07 20:22:29.000000,528,110.0,366.0,1955.0,1806.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",97.0,28,True,2021-05-16 23:41:49.000000,0.8.0,22.0,tf-agents,,,,['tensorflow'],519.0,507.0,https://pypi.org/project/tf-agents,2021-05-16 23:41:49.000000,12.0,23123.0,23123.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
196,hdbscan,scikit-learn-contrib/hdbscan,,others,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000000,2021-04-07 15:55:02.000000,2021-04-07 15:55:02.000000,339,230.0,147.0,1916.0,884.0,A high performance implementation of HDBSCAN clustering.,69.0,28,True,2021-02-03 20:21:02.000000,0.8.27,43.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1033.0,909.0,https://pypi.org/project/hdbscan,2021-02-03 20:21:02.000000,124.0,219392.0,231605.0,https://anaconda.org/conda-forge/hdbscan,2021-02-14 03:07:15.749000,732827.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
197,tesserocr,sirfz/tesserocr,,ocr,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000000,2021-07-03 00:21:46.000000,2021-06-19 22:44:28.000000,202,61.0,150.0,1475.0,167.0,A Python wrapper for the tesseract-ocr API.,26.0,28,True,2021-06-19 21:10:18.000000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,,626.0,526.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000000,100.0,64167.0,66592.0,https://anaconda.org/conda-forge/tesserocr,2021-01-13 16:38:14.456000,50934.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
198,mleap,combust/mleap,,data-pipelines,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000000,2021-06-24 16:39:44.000000,2021-06-17 04:47:43.000000,278,86.0,343.0,1265.0,814.0,MLeap: Deploy ML Pipelines to Production.,67.0,28,True,2021-05-07 20:42:11.000000,0.17.0,6.0,mleap,conda-forge/mleap,,,,183.0,151.0,https://pypi.org/project/mleap,2021-05-07 20:42:11.000000,32.0,500473.0,501816.0,https://anaconda.org/conda-forge/mleap,2021-05-10 09:48:39.778000,36264.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
199,TF Model Optimization,tensorflow/model-optimization,,tensorflow-utils,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000000,2021-07-07 04:07:11.000000,2021-07-07 04:07:03.000000,247,82.0,127.0,1072.0,610.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",54.0,28,True,2021-06-18 06:40:44.000000,0.6.0,23.0,tensorflow-model-optimization,,,,['tensorflow'],964.0,958.0,https://pypi.org/project/tensorflow-model-optimization,2021-06-18 06:24:07.000000,6.0,242414.0,242414.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
200,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-03-26 00:08:03.000000,2021-03-20 09:04:48.000000,204,168.0,452.0,1038.0,3954.0,A Python package to manage extremely large amounts of data.,98.0,28,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,727181.0,774711.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2804162.0,,,,,2.0,158.0,,,,,,,,,,,,,,,,,,,,
201,pmdarima,alkaline-ml/pmdarima,,time-series-data,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000000,2021-07-06 04:46:24.000000,2021-05-07 13:18:59.000000,170,21.0,222.0,919.0,1030.0,"A statistical library designed to fill the void in Python's time series analysis capabilities, including the..",18.0,28,True,2021-04-19 22:17:02.000000,1.8.2,33.0,pmdarima,,,,,1156.0,1144.0,https://pypi.org/project/pmdarima,2021-04-19 22:17:02.000000,12.0,500448.0,500448.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
202,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-07-08 06:45:30.000000,2021-06-29 09:25:35.000000,196,28.0,296.0,839.0,1750.0,Python interface for igraph.,52.0,28,False,2021-06-12 08:08:59.000000,0.9.6,23.0,python-igraph,conda-forge/igraph,,,,2181.0,1757.0,https://pypi.org/project/python-igraph,2021-06-12 08:23:34.000000,424.0,110475.0,118005.0,https://anaconda.org/conda-forge/igraph,2021-06-16 15:20:14.330000,231807.0,,,,,1.0,178100.0,,,,,,,,,,,,,,,,,,,,
203,data-validation,tensorflow/data-validation,,data-viz,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000000,2021-06-30 00:27:05.000000,2021-06-30 00:27:00.000000,99,37.0,92.0,558.0,642.0,Library for exploring and validating machine learning data.,21.0,28,True,2021-06-22 20:34:12.000000,1.1.0,30.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",320.0,302.0,https://pypi.org/project/tensorflow-data-validation,2021-06-22 20:34:12.000000,18.0,5390768.0,5390775.0,,,,,,,,2.0,240.0,,,,,,,,,,,,,,,,,,,,
204,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-07-07 05:16:32.000000,2021-07-07 05:16:32.000000,313,156.0,619.0,447.0,11625.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",123.0,28,True,2021-03-14 14:05:15.000000,1.4.0,23.0,dipy,conda-forge/dipy,,,,490.0,396.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,16228.0,20047.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,236808.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
205,Streamlit,streamlit/streamlit,,others,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000000,2021-07-08 10:46:59.000000,2021-07-08 05:51:33.000000,1299,558.0,1309.0,15178.0,,Streamlit The fastest way to build data apps in Python.,111.0,27,True,2021-07-01 18:43:28.000000,0.84.0,133.0,streamlit,,,,,130.0,96.0,https://pypi.org/project/streamlit,2021-07-01 18:41:54.000000,34.0,344665.0,344665.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
206,PaddleOCR,PaddlePaddle/PaddleOCR,,ocr,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000000,2021-07-08 12:18:44.000000,2021-07-05 02:28:37.000000,2720,678.0,1633.0,13212.0,,"Awesome multilingual OCR toolkits based on PaddlePaddle practical ultra lightweight OCR system, support 80+ languages..",56.0,27,True,2021-05-26 11:43:06.000000,2.1.1,13.0,paddleocr,,,,['paddle'],219.0,219.0,https://pypi.org/project/paddleocr,2021-04-13 04:02:10.000000,0.0,34333.0,34333.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-06-12 21:46:56.000000,2020-01-31 13:06:18.000000,4037,455.0,429.0,11650.0,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,27,False,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,,401.0,327.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,74.0,2639.0,2639.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2021-07-08 13:34:38.000000,2021-07-07 16:17:06.000000,1678,248.0,2744.0,7346.0,9339.0,A library for answering questions using data you cannot see.,409.0,27,True,2021-06-28 06:55:25.000000,0.5.0,54.0,syft,,,,['pytorch'],6.0,,https://pypi.org/project/syft,2021-06-28 06:55:25.000000,6.0,3326.0,3326.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
209,ParlAI,facebookresearch/ParlAI,,nlp,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000000,2021-07-08 00:16:12.000000,2021-07-08 00:16:12.000000,1475,98.0,926.0,7299.0,3802.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,153.0,27,True,2021-07-07 19:58:26.000000,1.3.0,17.0,parlai,,,,['pytorch'],28.0,28.0,https://pypi.org/project/parlai,2021-07-07 19:58:26.000000,0.0,1888.0,1888.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
210,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-06-14 09:00:26.000000,2021-05-08 20:05:36.000000,1765,228.0,417.0,6296.0,292.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,14.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,,,901.0,877.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,24.0,10707.0,26244.0,,,,,,,,2.0,605951.0,,,,,,,,,,,,,,,,,,,,
211,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,,pytorch-utils,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000000,2021-07-02 23:37:04.000000,2021-04-15 15:16:36.000000,1218,121.0,133.0,6189.0,162.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,True,2021-04-15 15:17:23.000000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],14.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000000,14.0,91281.0,130233.0,,,,,,,,1.0,623241.0,,,,,,,,,,,,,,,,,,,,
212,tsfresh,blue-yonder/tsfresh,,time-series-data,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000000,2021-07-05 16:09:30.000000,2021-07-04 20:23:17.000000,887,38.0,427.0,5767.0,398.0,Automatic extraction of relevant features from time series:.,78.0,27,True,2021-03-06 08:49:53.000000,0.18.0,26.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],66.0,,https://pypi.org/project/tsfresh,2020-09-09 21:08:22.000000,66.0,203365.0,204198.0,https://anaconda.org/conda-forge/tsfresh,2021-03-07 06:57:04.012000,36672.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
213,CleverHans,cleverhans-lab/cleverhans,,adversarial,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2021-05-31 01:26:50.000000,2021-04-20 08:51:08.000000,1295,26.0,419.0,5185.0,3194.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",123.0,27,True,2021-04-28 13:26:45.000000,3.1.0,7.0,cleverhans,,,,['tensorflow'],250.0,234.0,https://pypi.org/project/cleverhans,2021-04-28 13:26:45.000000,16.0,985.0,985.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
214,scikit-surprise,NicolasHug/Surprise,,recommender-systems,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000000,2020-10-13 01:22:58.850000,2020-08-05 17:45:59.000000,865,51.0,291.0,4919.0,622.0,A Python scikit for building and analyzing recommender systems.,38.0,27,True,2020-07-19 14:50:48.000000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,1211.0,1163.0,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000000,48.0,58841.0,63206.0,https://anaconda.org/conda-forge/scikit-surprise,2020-10-13 01:22:58.850000,183350.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
215,Metaflow,Netflix/metaflow,,ml-experiments,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000000,2021-07-06 17:16:49.000000,2021-07-06 17:16:49.000000,380,159.0,167.0,4477.0,284.0,Build and manage real-life data science projects with ease.,35.0,27,True,2021-06-29 22:17:30.000000,2.3.2,26.0,metaflow,conda-forge/metaflow,,,,167.0,165.0,https://pypi.org/project/metaflow,2021-06-29 23:06:48.000000,2.0,77824.0,78802.0,https://anaconda.org/conda-forge/metaflow,2021-06-30 01:42:17.102000,18594.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
216,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-07-05 09:32:16.000000,2021-06-23 16:51:06.000000,283,43.0,348.0,4029.0,960.0,A scikit-learn compatible neural network library that wraps PyTorch.,42.0,27,True,2021-03-23 15:34:51.000000,0.10.0,13.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",377.0,351.0,https://pypi.org/project/skorch,2021-03-23 15:32:29.000000,26.0,14265.0,23065.0,https://anaconda.org/conda-forge/skorch,2021-03-24 00:24:03.810000,299222.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
217,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-06-15 12:26:17.000000,2021-06-15 12:26:16.000000,994,170.0,109.0,4005.0,689.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-05-13 14:14:02.000000,0.3.7,16.0,pyAudioAnalysis,,,,,248.0,226.0,https://pypi.org/project/pyAudioAnalysis,2021-05-13 14:14:02.000000,22.0,14535.0,14535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
218,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-07-07 09:35:40.000000,2021-07-07 09:35:01.000000,486,77.0,152.0,3918.0,1706.0,Fit interpretable models. Explain blackbox machine learning.,27.0,27,True,2021-06-22 01:20:02.000000,0.2.5,35.0,interpret,,,,['jupyter'],98.0,96.0,https://pypi.org/project/interpret,2021-06-22 01:12:04.000000,2.0,29736.0,29736.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
219,espnet,espnet/espnet,,audio,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000000,2021-07-07 16:00:58.000000,2021-07-07 14:07:13.000000,1225,205.0,1186.0,3915.0,11424.0,End-to-End Speech Processing Toolkit.,162.0,27,True,2021-06-22 01:03:09.000000,.0.10.0,36.0,espnet,,,,,11.0,11.0,https://pypi.org/project/espnet,2021-06-22 01:03:33.000000,0.0,3431.0,3432.0,,,,,,,,2.0,72.0,,,,,,,,,,,,,,,,,,,,
220,pyfolio,quantopian/pyfolio,,financial-data,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000000,2021-06-07 17:20:04.000000,2020-07-15 13:46:58.000000,1231,132.0,264.0,3899.0,1184.0,Portfolio and risk analytics in Python.,55.0,27,True,2019-04-15 15:00:21.000000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,332.0,278.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000000,54.0,7407.0,7570.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267000,6705.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
221,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-07-08 06:46:31.000000,2021-07-08 04:58:02.000000,377,65.0,359.0,3426.0,4584.0,Streaming pivot visualization via WebAssembly.,64.0,27,True,2021-06-17 08:14:42.000000,0.9.0,48.0,perspective-python,,,,['jupyter'],203.0,195.0,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000000,8.0,2109.0,4015.0,,,,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-07-08 04:55:21.064000,,1906.0,,,,,,,,,,,,,
222,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-07-08 14:05:28.000000,2021-07-08 14:02:04.000000,1013,406.0,896.0,3019.0,6733.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",165.0,27,True,2021-03-18 03:10:52.000000,2.5.0,280.0,deepchem,,,,['tensorflow'],49.0,45.0,https://pypi.org/project/deepchem,2021-07-08 14:05:28.000000,4.0,5097.0,5097.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
