,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
226,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/Hub,https://github.com/activeloopai/Hub,MPL-2.0,2019-08-09 06:17:59.000,2022-06-16 15:18:34.000000,2022-06-16 08:05:57,5828,390.0,382,61.0,1343.0,55.0,321.0,4623,"Dataset format for AI. Build, manage, query & visualize datasets for deep learning. Stream data real-time to..",98.0,31,True,2022-06-06 17:52:18.000,2.5.2,136.0,hub,,,,,53.0,,https://pypi.org/project/hub,2022-06-06 17:46:09.000,53.0,5116.0,5116.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
227,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-06-16 14:12:30.000000,2022-06-16 06:18:24,919,92.0,602,87.0,1018.0,171.0,538.0,4555,"AutoGluon: AutoML for Image, Text, and Tabular Data.",75.0,31,True,2022-06-01 02:40:34.000,0.4.2,816.0,autogluon,,,,['mxnet'],136.0,132.0,https://pypi.org/project/autogluon,2022-06-16 09:04:54.000,4.0,65671.0,65671.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
228,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-06-16 12:23:55.000000,2022-06-16 01:51:26,4466,200.0,994,128.0,2980.0,72.0,1081.0,4333,NeMo: a toolkit for conversational AI.,152.0,31,True,2022-06-03 20:40:57.000,1.9.0,56.0,nemo-toolkit,,,,['pytorch'],7.0,,https://pypi.org/project/nemo-toolkit,2022-06-03 19:33:56.000,7.0,19092.0,19329.0,,,,,,,,2.0,,7844.0,,,,,,,,,,,,,,,,,,
229,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-06-15 11:40:59.000000,2022-01-27 13:24:16,139,,969,150.0,108.0,146.0,77.0,4103,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,26604.0,25849.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,294519.0,296957.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,87796.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-06-15 16:20:43.000000,2022-06-15 16:20:43,812,74.0,881,80.0,38.0,1.0,457.0,3996,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",25.0,31,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,,624.0,621.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,31429.0,31429.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-06-16 09:39:52.000000,2022-06-16 09:35:53,3360,83.0,377,77.0,338.0,15.0,363.0,3441,Online machine learning in Python.,80.0,31,True,2022-06-06 21:34:22.000,0.11.1,8.0,river,conda-forge/river,,,,144.0,132.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,12.0,10268.0,10942.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,9436.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
232,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-05-31 14:01:29.000000,2022-05-31 14:01:29,3520,13.0,458,108.0,933.0,228.0,358.0,3310,Plotting library for IPython/Jupyter notebooks.,58.0,31,True,2022-02-11 15:29:07.544,0.5.34,100.0,bqplot,conda-forge/bqplot,,,['jupyter'],134.0,32.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,92.0,94369.0,134320.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,979569.0,,,,,2.0,,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,26533.0,,,,,,,,,,,
233,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-06-15 18:28:59.000000,2022-06-14 00:12:06,935,23.0,334,205.0,613.0,87.0,281.0,3236,Model interpretability and understanding for PyTorch.,85.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,,,['pytorch'],589.0,570.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,19.0,54959.0,55167.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,1249.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
234,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2022-04-29 04:46:04.000000,2022-04-29 04:19:24,1698,4.0,361,46.0,1073.0,3.0,332.0,2944,Accelerated deep learning R&D.,103.0,31,True,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,,,['pytorch'],589.0,560.0,https://pypi.org/project/catalyst,2022-04-29 04:46:04.000,29.0,2428428.0,2428428.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-06-10 05:18:30.000000,2022-06-10 05:18:26,387,12.0,533,83.0,178.0,72.0,334.0,2810,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,30.0,31,True,2022-01-29 04:12:37.000,0.5.2,41.0,implicit,conda-forge/implicit,,,,643.0,612.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,31.0,169286.0,176103.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,361322.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
236,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-06-15 22:26:57.000000,2022-06-03 16:33:45,3626,35.0,425,51.0,762.0,296.0,840.0,2790,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,93.0,31,True,2021-12-04 15:50:17.000,1.6.0,31.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],643.0,605.0,https://pypi.org/project/gpytorch,2021-12-04 15:50:17.000,38.0,195957.0,197300.0,https://anaconda.org/conda-forge/gpytorch,2021-12-14 02:46:49.626,36273.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-06-06 16:07:07.000000,2022-05-31 03:18:45,1556,40.0,388,96.0,120.0,60.0,339.0,2789,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,31,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,672.0,625.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,47.0,98472.0,100584.0,https://anaconda.org/conda-forge/nmslib,2022-04-15 23:08:32.465,54913.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-03-23 19:55:26.000000,2020-11-16 22:20:52,8622,,600,111.0,919.0,205.0,1093.0,2581,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,31,False,2020-09-17 22:26:01.000,0.7.4,62.0,mrjob,conda-forge/mrjob,,,,1121.0,1008.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000,113.0,76560.0,83319.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,466431.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-06-16 14:55:40.000000,2022-06-16 12:15:32,1660,195.0,148,33.0,1315.0,179.0,405.0,2525,Aim easy-to-use and performant open-source ML experiment tracker.,39.0,31,True,2022-05-31 17:20:44.000,3.10.3,267.0,aim,conda-forge/aim,,,,89.0,84.0,https://pypi.org/project/aim,2022-06-16 00:14:26.000,5.0,45659.0,46879.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,13420.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2022-06-15 21:34:33.000000,2022-06-15 16:02:42,2723,230.0,160,24.0,139.0,205.0,514.0,2437,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",52.0,31,True,2022-06-02 12:31:49.000,0.19.6,91.0,ploomber,conda-forge/ploomber,,,,47.0,42.0,https://pypi.org/project/ploomber,2022-06-02 12:31:49.000,5.0,7042.0,7902.0,https://anaconda.org/conda-forge/ploomber,2022-06-02 15:25:09.606,10323.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-02-03 21:29:27.000000,2021-10-12 13:32:38,1570,,422,66.0,512.0,232.0,387.0,2350,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,2955.0,2781.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,174.0,977907.0,987259.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,551771.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-06-07 03:26:49.000000,2022-06-03 17:23:01,571,7.0,507,73.0,70.0,55.0,156.0,2268,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",42.0,31,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,1589.0,1457.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,696664.0,698432.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,106139.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-05-10 10:55:09.000000,2022-05-02 14:25:44,946,5.0,396,56.0,117.0,274.0,159.0,2180,A high performance implementation of HDBSCAN clustering.,78.0,31,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1566.0,1416.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,150.0,433729.0,449368.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1110424.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-06-15 19:40:07.000000,2022-06-15 19:39:55,1412,216.0,322,31.0,561.0,222.0,250.0,2022,Time series forecasting with PyTorch.,30.0,31,True,2022-05-23 11:53:35.000,0.10.2,32.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,65972.0,66938.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,20289.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-06-14 16:17:49.000000,2022-06-14 16:17:48,2501,61.0,250,30.0,457.0,41.0,187.0,1982,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",52.0,31,True,2022-05-25 19:13:02.000,0.3.5,43.0,textattack,conda-forge/textattack,,,,88.0,81.0,https://pypi.org/project/textattack,2022-05-25 19:09:47.000,7.0,11140.0,11283.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,3005.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
246,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-06-14 09:15:48.000000,2022-06-14 09:15:43,757,58.0,154,37.0,282.0,38.0,127.0,1954,JAX-based neural network library.,61.0,31,True,2022-02-14 13:30:31.000,0.0.6,8.0,dm-haiku,conda-forge/dm-haiku,,,,489.0,459.0,https://pypi.org/project/dm-haiku,2022-02-14 13:30:31.000,30.0,97501.0,97692.0,https://anaconda.org/conda-forge/dm-haiku,2022-02-14 15:16:38.407,3067.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
247,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-06-16 06:52:51.000000,2022-06-15 20:10:41,4296,139.0,580,86.0,4184.0,252.0,533.0,1777,TFX is an end-to-end platform for deploying production ML pipelines.,140.0,31,True,2022-05-26 01:00:04.000,1.8.0,81.0,tfx,,,,['tensorflow'],12.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,12.0,335263.0,335263.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-06-15 00:27:50.000000,2022-06-15 00:27:50,628,25.0,176,37.0,705.0,66.0,245.0,1771,PyTorch extensions for high performance and large scale training.,61.0,31,True,2022-03-09 19:12:03.000,0.4.6,28.0,fairscale,conda-forge/fairscale,,,['pytorch'],341.0,326.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,15.0,157610.0,161111.0,https://anaconda.org/conda-forge/fairscale,2022-03-22 05:13:02.529,24511.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
249,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000,2022-04-08 08:13:55.565000,2022-01-07 20:13:06,422,,148,42.0,51.0,10.0,99.0,1672,a python library for doing approximate and phonetic matching of strings.,25.0,31,True,2022-01-07 20:20:43.000,0.9.0,32.0,jellyfish,conda-forge/jellyfish,,,,4180.0,3782.0,https://pypi.org/project/jellyfish,2022-01-07 20:20:43.000,398.0,2131606.0,2135116.0,https://anaconda.org/conda-forge/jellyfish,2022-04-08 08:13:55.565,242255.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
250,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2022-06-14 00:43:03.000000,2022-05-03 11:44:45,998,15.0,296,72.0,377.0,90.0,354.0,1390,MLeap: Deploy ML Pipelines to Production.,73.0,31,True,2022-04-04 13:22:30.000,0.20.0,10.0,mleap,conda-forge/mleap,,,,214.0,188.0,https://pypi.org/project/mleap,2022-04-04 13:22:30.000,26.0,256360.0,257608.0,https://anaconda.org/conda-forge/mleap,2022-04-05 03:50:48.321,47449.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-06-15 21:51:51.000000,2022-06-15 21:51:51,3542,87.0,907,137.0,835.0,54.0,411.0,1323,Documentation and samples for ArcGIS API for Python.,80.0,31,True,2022-06-01 17:24:30.000,2.0.1,33.0,arcgis,,esridocker/arcgis-api-python-notebook,,,26.0,,https://pypi.org/project/arcgis,2022-06-02 11:54:17.000,26.0,71420.0,71566.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-06 11:26:10.139398,34.0,7035.0,3.0,,3671.0,,,,,,,,,,,,,,,,,,
252,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-06-01 02:10:15.000000,2022-06-01 02:10:05,1749,2.0,196,29.0,191.0,18.0,355.0,1180,The ctypes-based simple ImageMagick binding for Python.,98.0,31,True,2021-12-15 14:01:46.387,0.2.0,50.0,wand,conda-forge/wand,,,,12096.0,11405.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,691.0,339749.0,340286.0,https://anaconda.org/conda-forge/wand,2022-05-18 03:24:18.727,12281.0,,,,,2.0,-1.0,7596.0,,,,,,,,,,,,,,,,,,
253,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-06-09 23:33:46.000000,2022-06-09 23:33:44,1161,47.0,246,71.0,91.0,27.0,49.0,1160,Model analysis tools for TensorFlow.,43.0,31,True,2022-05-16 03:23:38.000,0.39.0,49.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-05-16 03:38:20.000,21.0,770968.0,770968.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
254,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-06-05 00:21:56.123000,2022-05-24 23:24:15,2609,14.0,319,58.0,983.0,329.0,778.0,1056,Cartopy - a cartographic python library with matplotlib support.,110.0,31,False,2022-01-13 02:45:47.000,0.20.2,25.0,cartopy,conda-forge/cartopy,,,,2751.0,2448.0,https://pypi.org/project/cartopy,2022-01-13 02:48:14.000,303.0,132065.0,160734.0,https://anaconda.org/conda-forge/cartopy,2022-06-05 00:21:56.123,2150194.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
255,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-06-08 06:15:03.866000,2022-06-08 00:11:09,1254,23.0,178,49.0,182.0,77.0,366.0,1020,Python Extract Transform and Load Tables of Data.,55.0,31,True,2022-06-08 00:21:43.000,1.7.10,85.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,821.0,743.0,https://pypi.org/project/petl,2022-06-08 00:21:43.000,78.0,200303.0,201494.0,https://anaconda.org/conda-forge/petl,2022-06-08 06:15:03.866,82186.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-05-23 19:42:53.000000,2022-05-22 19:18:50,2819,194.0,244,32.0,35.0,,415.0,1015,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,31,True,2022-05-20 16:09:28.000,0.31.2,172.0,ktrain,,,,['tensorflow'],303.0,300.0,https://pypi.org/project/ktrain,2022-05-20 16:08:40.000,3.0,24568.0,24568.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
257,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-06-15 09:43:44.000000,2022-06-08 20:54:34,1906,37.0,219,33.0,137.0,39.0,363.0,978,Python interface for igraph.,60.0,31,False,2022-06-08 20:51:59.000,0.9.11,29.0,python-igraph,conda-forge/igraph,,,,1088.0,708.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,380.0,255771.0,266602.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,294623.0,,,,,1.0,,415734.0,,,,,,,,,,,,,,,,,,
258,metrics,PyTorchLightning/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-06-15 21:09:56.000000,2022-06-13 20:06:34,832,131.0,189,24.0,593.0,58.0,318.0,911,"Machine learning metrics for distributed, scalable PyTorch applications.",139.0,31,True,2022-06-08 20:23:01.000,0.9.1,20.0,metrics,conda-forge/torchmetrics,,,['pytorch'],3323.0,3309.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,3152.0,27773.0,https://anaconda.org/conda-forge/torchmetrics,2022-06-09 09:53:51.053,368602.0,,,,,2.0,,724.0,,Lightning-AI/metrics,,,,,,,,,,,,,,,,
259,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-05-31 20:07:37.000000,2022-05-29 22:12:57,12274,119.0,357,50.0,1763.0,147.0,662.0,519,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",133.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,,655.0,575.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,12875.0,17113.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,309402.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-06-16 15:15:42.000000,2022-06-15 13:57:29,656,61.0,109,41.0,602.0,81.0,167.0,443,All the open source things related to the Hugging Face Hub.,64.0,31,True,2022-06-16 15:11:27.000,0.8.0,33.0,huggingface_hub,conda-forge/huggingface_hub,,,,85.0,,https://pypi.org/project/huggingface_hub,2022-06-16 15:15:42.000,85.0,6393633.0,6404636.0,https://anaconda.org/conda-forge/huggingface_hub,2022-05-25 08:24:35.170,176063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347,,4320,586.0,368.0,477.0,432.0,12689,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,437.0,398.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1532.0,1532.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
262,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-05-26 20:30:40.000000,2021-05-08 20:05:36,292,,1919,278.0,70.0,259.0,429.0,7062,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1131.0,1115.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,10656.0,25972.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,2954.0,,,,,2.0,,759435.0,,,,,,,,,,,,,,,,,,
263,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-06-13 19:34:40.000000,2022-06-13 08:46:59,3233,65.0,576,124.0,112.0,91.0,778.0,6539,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",69.0,30,True,2022-06-03 07:11:56.000,13.4.7,199.0,ocrmypdf,conda-forge/ocrmypdf,,,,12.0,,https://pypi.org/project/ocrmypdf,2022-06-03 07:11:56.000,12.0,26133.0,26922.0,https://anaconda.org/conda-forge/ocrmypdf,2022-06-03 12:33:19.089,12624.0,,,,,2.0,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
