,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
133,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2024-04-18 14:58:47.000000,2024-04-16 14:05:35,3001.0,61.0,963.0,89.0,3291.0,313.0,2633.0,5272.0,AI Toolkit for Healthcare Imaging.,184.0,35,True,2023-10-12 17:37:33.000,1.3.0,81.0,monai,conda-forge/monai,,,['pytorch'],2147.0,2091.0,https://pypi.org/project/monai,2024-04-18 06:27:10.000,56.0,230112.0,230907.0,https://anaconda.org/conda-forge/monai,2023-10-12 17:35:33.024,22284.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
134,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-02-28 17:12:19.096000,2023-11-23 21:41:49,1136.0,,661.0,89.0,269.0,32.0,252.0,4271.0,Geocoding library for Python.,133.0,35,True,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,,4113.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,4113.0,5104561.0,5132656.0,https://anaconda.org/conda-forge/geopy,2024-02-28 17:12:19.096,1292406.0,,,,,2.0,,33.0,,,,,,,,,,,,,,,,,,
135,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-04-17 21:51:01.000000,2024-04-17 17:55:11,3739.0,96.0,804.0,57.0,1528.0,361.0,1233.0,3972.0,"Serve, optimize and scale PyTorch models in production.",189.0,35,True,2024-03-15 00:03:31.000,0.10.0,23.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],654.0,638.0,https://pypi.org/project/torchserve,2024-03-14 21:47:35.000,16.0,51627.0,78251.0,https://anaconda.org/pytorch/torchserve,2024-03-14 21:47:30.323,167411.0,https://hub.docker.com/r/pytorch/torchserve,2024-03-14 22:46:13.511478,25.0,1243107.0,2.0,,5646.0,,,,,,,,,,,,,,,,,,
136,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-04-18 11:38:53.000000,2024-04-16 11:49:19,1308.0,12.0,810.0,283.0,1465.0,323.0,516.0,3441.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",154.0,35,True,2024-03-28 15:40:21.000,0.17.2,33.0,torchtext,,,,['pytorch'],500.0,,https://pypi.org/project/torchtext,2024-03-27 21:12:57.000,500.0,635038.0,635038.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-04-08 16:26:58.000000,2024-04-08 16:26:55,1182.0,7.0,1674.0,150.0,210.0,6.0,690.0,3435.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,35,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],345.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,345.0,3581208.0,3583363.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-01-30 18:21:57.617,94853.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
138,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2024-04-17 14:03:11.000000,2024-04-17 14:03:11,7374.0,24.0,609.0,116.0,1163.0,349.0,1109.0,3213.0,High-performance interactive 2D/3D data visualization library.,194.0,35,True,2024-03-14 16:50:16.000,0.14.2,38.0,vispy,conda-forge/vispy,,,['jupyter'],1630.0,1480.0,https://pypi.org/project/vispy,2024-03-14 16:13:05.000,148.0,91871.0,102771.0,https://anaconda.org/conda-forge/vispy,2024-03-15 02:52:28.032,468331.0,,,,,2.0,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,2.0,9.0,,,,,,,,,,,
139,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-03-26 18:33:29.000000,2024-02-11 16:39:29,1856.0,7.0,199.0,32.0,212.0,22.0,397.0,1357.0,The ctypes-based simple ImageMagick binding for Python.,104.0,35,True,2023-11-04 01:41:17.000,0.6.13,56.0,wand,conda-forge/wand,,,,19416.0,18695.0,https://pypi.org/project/wand,2023-11-03 23:18:50.000,721.0,878142.0,879548.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,39889.0,,,,,2.0,,45119.0,,,,,,,,,,,,,,,,,,
140,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-04-13 13:53:28.000000,2024-04-12 12:46:25,3015.0,67.0,356.0,55.0,1151.0,303.0,950.0,1348.0,Cartopy - a cartographic python library with matplotlib support.,125.0,35,True,2024-04-10 17:52:06.000,0.23.0,30.0,cartopy,conda-forge/cartopy,,,,5254.0,4753.0,https://pypi.org/project/cartopy,2024-04-10 17:52:06.000,501.0,209145.0,283182.0,https://anaconda.org/conda-forge/cartopy,2024-04-11 10:31:26.888,3479753.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
141,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-04-18 15:00:25.000000,2024-04-18 14:11:57,1646.0,110.0,167.0,30.0,1539.0,72.0,177.0,1154.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,78.0,35,True,2024-04-11 16:14:44.000,2024.3.0,26.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],10390.0,10363.0,https://pypi.org/project/scikit-learn-intelex,2024-04-11 13:19:45.000,27.0,147182.0,154126.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-04-16 16:44:36.005,249984.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
142,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-04-12 13:31:17.000000,2024-04-12 13:28:31,1545.0,18.0,211.0,34.0,685.0,31.0,572.0,985.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 02:07:12.000,3.6.1,61.0,pyproj,conda-forge/pyproj,,,,31108.0,28981.0,https://pypi.org/project/pyproj,2023-09-21 02:07:12.000,2127.0,8802534.0,8967370.0,https://anaconda.org/conda-forge/pyproj,2023-12-08 10:35:21.072,7417655.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
143,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-04-15 18:33:56.000000,2024-03-22 00:49:10,14865.0,61.0,506.0,51.0,2289.0,394.0,959.0,731.0,Workflows and interfaces for neuroimaging packages.,256.0,35,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,4417.0,4239.0,https://pypi.org/project/nipype,2023-04-06 12:55:55.544,178.0,154811.0,168428.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,599149.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
144,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-04-17 16:03:03.000000,2024-04-17 15:55:53,1510.0,13.0,7269.0,382.0,656.0,465.0,3048.0,28625.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",267.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1718.0,1712.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,6.0,,5178.0,https://anaconda.org/conda-forge/detectron2,2024-01-18 08:57:46.349,233038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
145,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-04-18 02:28:42.000000,2024-04-18 01:16:36,7853.0,307.0,2653.0,296.0,192.0,28.0,1039.0,26024.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,34,True,2024-04-13 03:14:38.000,7.6.0,637.0,netron,,,,"['pytorch', 'tensorflow']",87.0,12.0,https://pypi.org/project/netron,2024-04-13 03:14:38.000,75.0,27273.0,159259.0,,,,,,,,1.0,,131986.0,,,,,,,,,,,,,,,,,,
146,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-03-22 21:40:44.000000,2024-03-13 15:16:33,391.0,2.0,4735.0,845.0,268.0,550.0,611.0,25566.0,Library for fast text representation and classification.,68.0,34,True,2020-04-28 09:54:50.000,0.9.2,36.0,fasttext,conda-forge/fasttext,,,,6068.0,5835.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,233.0,1144599.0,1146376.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,76413.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
147,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-02-18 05:01:17.000000,2021-11-17 17:52:52,3466.0,,3875.0,663.0,1674.0,143.0,1985.0,24212.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],455.0,412.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,43.0,6004.0,22928.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2601.0,,,,,2.0,,1128699.0,,,,,,,,,,,,,,,,,,
148,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,libpng-2.0,2018-08-02 17:56:45.000,2024-04-18 13:41:42.000000,2024-04-18 04:10:36,17785.0,915.0,2683.0,378.0,4873.0,436.0,3389.0,21198.0,The platform for customizing AI from enterprise data.,825.0,34,False,2024-04-15 13:43:59.000,24.4.3.0,462.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,2024-04-15 13:45:13.000,,16600.0,16600.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
149,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-04-15 14:54:35.000000,2024-04-05 18:42:52,8866.0,65.0,2975.0,271.0,1239.0,166.0,666.0,17928.0,Best Practices on Recommendation Systems.,131.0,34,True,2022-07-20 05:58:55.000,1.1.1,12.0,recommenders,,,,,109.0,107.0,https://pypi.org/project/recommenders,2022-04-01 08:49:49.000,2.0,40574.0,40581.0,,,,,,,,1.0,,470.0,,recommenders-team/recommenders,,,,,,,,,,,,,,,,
150,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-04-04 11:05:28.000000,2023-10-18 07:33:05,791.0,,4457.0,437.0,441.0,386.0,1725.0,17721.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,34,True,2023-10-10 12:57:04.000,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,150.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,129.0,816864.0,848859.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1150781.0,,,,,1.0,,2482.0,,,,,,,,,,,,,,,,,,
151,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2024-04-18 12:04:54.000000,2024-04-18 12:04:53,18214.0,705.0,5878.0,72.0,11666.0,1030.0,15916.0,14018.0,The Unified AI Framework.,1471.0,34,True,2023-06-29 19:33:01.167,0.0.0,116.0,ivy,,,,,9.0,,https://pypi.org/project/ivy,2024-03-15 11:49:07.000,9.0,864.0,864.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
152,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2024-03-27 20:19:41.000000,2024-03-25 12:37:43,1333.0,1.0,2229.0,334.0,1588.0,372.0,1857.0,13939.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,34,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,1167.0,1130.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,37.0,56290.0,56290.0,,,,,,,,2.0,,,stable/horovod,,,,,,,,,,,,,,,,,
153,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-04-18 04:59:39.000000,2024-04-18 04:59:38,3848.0,40.0,1162.0,192.0,2851.0,363.0,755.0,10779.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",154.0,34,True,2024-04-08 23:26:12.000,0.10.3,55.0,ludwig,,,,['tensorflow'],254.0,245.0,https://pypi.org/project/ludwig,2024-04-08 23:26:12.000,9.0,4825.0,4825.0,,,,,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,
154,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2024-04-16 16:43:04.000000,2024-04-16 16:43:04,2466.0,28.0,986.0,201.0,2294.0,249.0,836.0,8347.0,Deep universal probabilistic programming with Python and PyTorch.,154.0,34,True,2024-02-19 18:03:28.000,1.9.0,35.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],116.0,,https://pypi.org/project/pyro-ppl,2024-02-19 18:03:28.000,116.0,277175.0,281372.0,https://anaconda.org/conda-forge/pyro-ppl,2024-02-20 17:06:11.848,155322.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
155,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2024-04-17 20:35:08.000000,2024-03-01 05:10:21,4343.0,98.0,870.0,141.0,479.0,99.0,774.0,7043.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,34,True,2024-03-01 06:47:02.000,1.8.1,24.0,stanza,stanfordnlp/stanza,,,,2756.0,2657.0,https://pypi.org/project/stanza,2024-03-01 06:42:39.000,99.0,188753.0,188904.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7401.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
156,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2024-04-01 13:06:05.000000,2023-11-16 08:43:39,1418.0,,872.0,219.0,221.0,174.0,233.0,6783.0,Efficiently computes derivatives of numpy code.,56.0,34,True,2023-06-23 08:37:07.368,1.6.2,29.0,autograd,conda-forge/autograd,,,,8190.0,7862.0,https://pypi.org/project/autograd,2023-06-23 08:37:07.368,328.0,1321797.0,1340579.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,413219.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
157,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-04-10 10:37:11.000000,2024-04-03 20:11:11,3271.0,10.0,914.0,136.0,651.0,53.0,1127.0,6663.0,Python library for audio and music analysis.,120.0,34,True,2023-08-16 13:52:19.000,0.10.1,41.0,librosa,conda-forge/librosa,,,,1605.0,,https://pypi.org/project/librosa,2023-08-16 13:52:19.000,1605.0,2606913.0,2623156.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,730957.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
158,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2024-04-18 11:54:19.000000,2024-04-18 11:54:19,2643.0,632.0,1193.0,243.0,8587.0,782.0,1421.0,5885.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Baichuan, Mixtral, Gemma, etc.) on Intel..",99.0,34,True,2023-11-13 02:02:20.000,2.4.0,869.0,bigdl,,,,,54.0,49.0,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,1.0,5100.0,5105.0,,,,,,,,2.0,,423.0,,intel-analytics/ipex-llm,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
159,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-04-16 15:41:52.000000,2024-04-16 15:41:47,2340.0,61.0,626.0,95.0,254.0,446.0,537.0,5221.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",94.0,34,True,2024-04-09 16:24:23.000,1.15.1,159.0,clearml,,allegroai/trains,,,1059.0,1041.0,https://pypi.org/project/clearml,2024-04-09 16:23:34.000,18.0,315475.0,316037.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30238.0,2.0,,2398.0,,,,,,,,,,,,,,,,,,
160,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2024-03-31 13:12:23.000000,2024-03-31 13:12:23,1645.0,8.0,839.0,118.0,527.0,145.0,340.0,4757.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,106.0,34,True,2024-01-05 09:13:47.000,0.23.1,52.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],13156.0,12963.0,https://pypi.org/project/mlxtend,2024-01-05 09:13:47.000,193.0,806742.0,813440.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,301450.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
161,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-04-18 13:11:45.000000,2024-04-17 20:10:11,1688.0,34.0,607.0,60.0,1833.0,153.0,1256.0,4453.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,481.0,34,True,2024-04-01 10:35:11.000,0.5.0.post2,1593.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2852.0,2799.0,https://pypi.org/project/pytorch-ignite,2024-04-18 00:13:28.000,53.0,170911.0,173471.0,https://anaconda.org/pytorch/ignite,2024-04-01 12:32:01.049,179268.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
162,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-04-17 22:28:43.000000,2024-04-05 22:35:54,12206.0,60.0,1105.0,102.0,1335.0,152.0,748.0,4443.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",135.0,34,True,2024-02-17 23:58:41.000,1.17.1,58.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,518.0,507.0,https://pypi.org/project/adversarial-robustness-toolbox,2024-02-17 23:56:02.000,11.0,28249.0,29074.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-02-18 02:39:29.665,37132.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
163,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-04-18 00:39:42.000000,2024-04-11 06:02:44,1146.0,23.0,588.0,115.0,868.0,284.0,1043.0,4044.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",165.0,34,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3893.0,3720.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,173.0,211551.0,212964.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,54450.0,,,,,2.0,,9291.0,,,,,,,,,,,,,,,,,,
164,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-02-15 18:01:45.000000,2024-02-15 18:01:44,1293.0,3.0,2511.0,1970.0,533.0,386.0,1076.0,3949.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-11-09 22:25:24.000,1.54.0,102.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,2024-02-06 19:36:25.000,48.0,623244.0,623252.0,,,,,,,,2.0,,547.0,,,,,,,,,,,,,,,,,,
165,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-04-18 14:09:41.000000,2024-04-18 14:04:56,1845.0,72.0,363.0,54.0,1587.0,65.0,413.0,2943.0,Bayesian optimization in PyTorch.,110.0,34,True,2024-02-27 06:16:38.000,0.10.0,43.0,botorch,conda-forge/botorch,,,['pytorch'],1002.0,954.0,https://pypi.org/project/botorch,2024-02-27 06:16:38.000,48.0,130262.0,132601.0,https://anaconda.org/conda-forge/botorch,2024-02-27 09:02:55.942,102924.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
166,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-04-18 14:04:17.000000,2024-02-07 15:14:19,5271.0,2.0,274.0,78.0,787.0,17.0,124.0,2787.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,34,True,2024-02-07 18:33:24.000,8.2.3,233.0,thinc,conda-forge/thinc,,,,46165.0,45517.0,https://pypi.org/project/thinc,2024-04-08 14:52:55.000,648.0,8044796.0,8103099.0,https://anaconda.org/conda-forge/thinc,2023-12-29 09:50:56.118,2740287.0,,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,
167,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-04-18 11:34:42.000000,2024-03-24 23:49:13,2305.0,8.0,624.0,74.0,2866.0,217.0,719.0,2379.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",225.0,34,True,2024-03-28 15:39:10.000,2.2.2,33.0,torchaudio,,,,['pytorch'],627.0,,https://pypi.org/project/torchaudio,2024-03-27 21:12:31.000,627.0,5936465.0,5936465.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-04-18 13:59:17.000000,2024-04-18 13:54:01,2979.0,187.0,287.0,68.0,1704.0,84.0,606.0,2262.0,Adaptive Experimentation Platform.,167.0,34,True,2024-03-01 16:28:08.000,0.3.7,40.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],729.0,700.0,https://pypi.org/project/ax-platform,2024-03-01 16:28:08.000,29.0,93057.0,93592.0,https://anaconda.org/conda-forge/ax-platform,2024-03-02 16:28:38.668,18194.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
169,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-04-16 18:11:45.829000,2024-04-16 14:21:13,1016.0,77.0,361.0,56.0,1165.0,327.0,393.0,2132.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,103.0,34,True,2024-04-16 13:45:10.000,1.19.0,61.0,optimum,conda-forge/optimum,,,,2227.0,2147.0,https://pypi.org/project/optimum,2024-04-16 13:44:51.000,80.0,949397.0,949920.0,https://anaconda.org/conda-forge/optimum,2024-04-16 18:11:45.829,12566.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
