,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
121,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-03-06 05:05:21.000000,2022-03-06 05:05:21,1985.0,73.0,3639,452.0,109.0,998.0,830.0,11339,State-of-the-art 2D and 3D Face Analysis Project.,39.0,34,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,,,['mxnet'],144.0,139.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,21535.0,21535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
122,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-02-28 15:32:54.000000,2022-02-13 11:37:49,699.0,9.0,1245,124.0,553.0,239.0,346.0,9813,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,100.0,34,True,2021-10-04 09:30:33.000,1.1.0,49.0,albumentations,conda-forge/albumentations,,,['pytorch'],7111.0,6932.0,https://pypi.org/project/albumentations,2021-10-04 09:30:33.000,179.0,354527.0,355484.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638,31592.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
123,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-02-19 04:31:27.000000,2022-02-19 04:31:26,1296.0,22.0,1349,312.0,796.0,75.0,731.0,8381,AutoML library for deep learning.,131.0,34,True,2022-02-18 08:27:53.000,1.0.18,55.0,autokeras,,,,['tensorflow'],295.0,285.0,https://pypi.org/project/autokeras,2022-02-18 08:27:53.000,10.0,45627.0,45683.0,,,,,,,,1.0,2934.0,,,,,,,,,,,,,,,,,,,
124,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562.0,,1057,271.0,155.0,101.0,154.0,8071,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,19498.0,18130.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,926268.0,928515.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,150590.0,,,,,2.0,98.0,,,,,,,,,,,,,,,,,,,
125,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2022-03-10 11:59:33.000000,2022-03-09 07:13:23,13653.0,804.0,1783,210.0,3270.0,319.0,2761.0,7971,A library for answering questions using data you cannot see.,434.0,34,True,2021-12-01 19:46:09.000,0.6.0,65.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2022-03-06 12:23:33.000,5.0,5771.0,5771.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
126,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-02-23 01:15:05.984000,2022-02-19 15:16:23,483.0,9.0,850,85.0,231.0,72.0,366.0,7261,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,34,True,2021-11-21 09:12:04.000,2.4.1,17.0,tensorboardX,conda-forge/tensorboardx,,,,18415.0,17539.0,https://pypi.org/project/tensorboardX,2022-02-22 14:24:47.000,876.0,1160928.0,1173891.0,https://anaconda.org/conda-forge/tensorboardx,2022-02-23 01:15:05.984,647897.0,,,,,2.0,344.0,,,,,,,,,,,,,,,,,,,
127,Modin,modin-project/modin,data-containers,,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000,2022-03-10 14:09:34.000000,2022-03-08 21:28:52,1755.0,118.0,484,105.0,1786.0,828.0,1714.0,6936,Modin: Speed up your Pandas workflows by changing a single line of code.,88.0,34,True,2022-02-10 18:43:47.000,0.13.2,50.0,modin,conda-forge/modin-core,,,['pandas'],609.0,587.0,https://pypi.org/project/modin,2022-02-10 18:42:21.000,22.0,211320.0,219257.0,https://anaconda.org/conda-forge/modin-core,2022-02-11 09:25:54.555,27883.0,,,,,2.0,195913.0,,,,,,,,,,,,,,,,,,,
128,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-03-01 20:30:54.000000,2021-11-29 10:21:36,1194.0,,924,127.0,253.0,362.0,233.0,6118,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,34,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,6330.0,5930.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,400.0,2043408.0,2051979.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292,360020.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
129,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-03-10 04:33:19.000000,2022-03-10 04:33:18,3463.0,747.0,349,66.0,272.0,92.0,328.0,5411,"Wrap UIs around any model, share with anyone.",65.0,34,True,2022-03-08 06:11:08.000,2.8.8,212.0,gradio,,,,,619.0,603.0,https://pypi.org/project/gradio,2022-03-09 04:01:26.000,16.0,89903.0,89903.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
130,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-03-10 09:59:21.000000,2022-03-09 08:54:03,1546.0,53.0,442,98.0,359.0,183.0,419.0,5327,Fast State-of-the-Art Tokenizers optimized for Research and Production.,54.0,34,True,2022-02-28 10:53:49.000,0.11.2,69.0,tokenizers,conda-forge/tokenizers,,,,139.0,42.0,https://pypi.org/project/tokenizers,2022-02-28 09:38:05.000,97.0,5329563.0,5335453.0,https://anaconda.org/conda-forge/tokenizers,2022-03-01 13:38:13.278,117808.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
131,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-03-05 16:23:43.329000,2022-03-05 14:38:52,1420.0,16.0,1045,150.0,146.0,121.0,119.0,5323,(JMLR 19) A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,34.0,34,True,2022-03-05 14:48:29.000,0.9.8,76.0,pyod,conda-forge/pyod,,,,1185.0,1155.0,https://pypi.org/project/pyod,2022-03-05 14:42:43.000,30.0,572706.0,573403.0,https://anaconda.org/conda-forge/pyod,2022-03-05 16:23:43.329,16738.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
132,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-03-10 13:50:54.000000,2022-03-10 12:56:08,2347.0,181.0,772,108.0,1137.0,371.0,632.0,5043,A unified framework for machine learning with time series.,152.0,34,True,2022-02-20 22:48:17.000,0.10.1,20.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],389.0,370.0,https://pypi.org/project/sktime,2022-02-20 22:48:17.000,19.0,121986.0,122243.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-02-24 18:54:54.331,2051.0,,,,,1.0,64.0,,,,,,,,,,,,,,,,,,,
133,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-03-09 18:32:56.000000,2022-03-09 18:23:14,3140.0,19.0,787,135.0,510.0,34.0,916.0,5039,Python library for audio and music analysis.,93.0,34,True,2022-02-15 23:14:52.000,0.9.1,34.0,librosa,conda-forge/librosa,,,,1172.0,,https://pypi.org/project/librosa,2022-02-15 23:14:52.000,1172.0,592277.0,598668.0,https://anaconda.org/conda-forge/librosa,2022-02-15 23:33:02.381,434632.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
134,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2022-02-28 20:52:27.000000,2022-02-28 20:52:27,1274.0,25.0,735,120.0,457.0,99.0,300.0,3824,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,87.0,34,True,2021-09-03 00:02:55.000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],5485.0,5340.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000,145.0,1135421.0,1138908.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719,195323.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
135,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-03-10 12:53:40.000000,2022-03-08 16:08:29,7481.0,152.0,1265,151.0,1489.0,451.0,998.0,3477,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",185.0,34,True,2022-01-18 21:35:03.000,2.6.1,390.0,deepchem,conda-forge/deepchem,,,['tensorflow'],79.0,75.0,https://pypi.org/project/deepchem,2022-03-08 16:17:00.000,4.0,17856.0,18191.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,8397.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
136,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-03-10 14:15:52.000000,2022-03-08 16:28:26,1792.0,207.0,540,81.0,1859.0,154.0,1344.0,2789,AI Toolkit for Healthcare Imaging.,90.0,34,True,2022-02-16 23:46:11.000,0.8.1,40.0,monai,conda-forge/monai,,,['pytorch'],243.0,229.0,https://pypi.org/project/monai,2022-02-16 23:13:47.000,14.0,52173.0,52228.0,https://anaconda.org/conda-forge/monai,2022-01-09 02:58:07.863,165.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-03-10 14:05:12.000000,2022-03-09 11:13:51,2606.0,252.0,301,71.0,1175.0,182.0,326.0,2726,Flax is a neural network library for JAX that is designed for flexibility.,139.0,34,True,2022-01-27 14:47:49.000,0.4.0,16.0,flax,conda-forge/flax,,,['jax'],785.0,728.0,https://pypi.org/project/flax,2022-01-27 14:47:49.000,57.0,109194.0,109397.0,https://anaconda.org/conda-forge/flax,2022-01-27 17:22:13.419,2435.0,,,,,2.0,32.0,,,,,,,,,,,,,,,,,,,
138,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-03-09 05:54:04.000000,2022-03-04 05:59:32,827.0,14.0,509,80.0,111.0,40.0,489.0,2588,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",36.0,34,True,2022-03-04 06:31:59.000,64,63.0,opencv-python,,,,,8937.0,,https://pypi.org/project/opencv-python,2022-03-09 05:54:04.000,8937.0,5062914.0,5062914.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
139,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000,2022-03-01 10:47:10.000000,2022-03-01 10:47:07,2569.0,50.0,863,115.0,356.0,49.0,267.0,2162,IPython Parallel: Interactive Parallel Computing in Python.,106.0,34,True,2021-12-22 08:42:58.000,8.1.0,37.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],2129.0,1846.0,https://pypi.org/project/ipyparallel,2022-02-07 14:22:40.000,283.0,53038.0,61025.0,https://anaconda.org/conda-forge/ipyparallel,2022-02-07 17:40:52.548,567127.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
140,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-03-02 20:38:48.000000,2022-03-02 20:38:48,10287.0,21.0,348,60.0,2471.0,829.0,1922.0,2130,"With Holoviews, your data visualizes itself.",117.0,34,True,2022-02-16 13:26:03.000,1.14.8,81.0,holoviews,conda-forge/holoviews,,,['jupyter'],201.0,,https://pypi.org/project/holoviews,2022-02-22 12:12:16.000,201.0,283764.0,294783.0,https://anaconda.org/conda-forge/holoviews,2022-02-16 13:45:49.563,647518.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205,,1769.0,,,,,,,,,,,,,
141,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-03-09 01:59:22.000000,2022-03-01 20:04:14,1294.0,21.0,178,47.0,414.0,77.0,593.0,892,Fiona reads and writes geographic data files.,66.0,34,True,2022-02-07 17:34:18.000,1.8.21,99.0,fiona,conda-forge/fiona,,,,8741.0,7968.0,https://pypi.org/project/fiona,2022-02-07 17:17:02.000,773.0,2639474.0,2675572.0,https://anaconda.org/conda-forge/fiona,2022-02-08 04:44:10.347,2599063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
142,Bottleneck,pydata/bottleneck,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000,2022-03-02 22:51:26.000000,2022-03-02 22:51:26,1253.0,12.0,84,28.0,185.0,41.0,184.0,715,Fast NumPy array functions written in C.,25.0,34,True,2022-02-22 12:05:02.000,1.3.4,30.0,Bottleneck,conda-forge/bottleneck,,,,32582.0,31016.0,https://pypi.org/project/Bottleneck,2022-02-22 12:05:02.000,1566.0,435013.0,462791.0,https://anaconda.org/conda-forge/bottleneck,2022-02-22 14:50:50.048,1944490.0,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,,
143,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-03-07 15:30:35.000000,2022-02-25 15:44:53,5115.0,44.0,234,41.0,669.0,140.0,316.0,463,Python package to access a cacophony of neuro-imaging file formats.,93.0,34,True,2022-02-07 16:58:12.000,3.2.2,33.0,nibabel,conda-forge/nibabel,,,,7495.0,6526.0,https://pypi.org/project/nibabel,2022-02-07 16:58:12.000,969.0,233838.0,239750.0,https://anaconda.org/conda-forge/nibabel,2022-02-07 20:18:47.734,413841.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
144,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-03-04 15:45:48.000000,2022-03-04 15:19:01,381.0,2.0,4392,859.0,240.0,470.0,599.0,23450,Library for fast text representation and classification.,59.0,33,True,2020-04-28 09:54:50.000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,2825.0,2664.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,161.0,450709.0,451213.0,https://anaconda.org/conda-forge/fasttext,2021-11-08 12:46:40.327,26727.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
145,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226.0,,4203,1013.0,1864.0,346.0,651.0,14966,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,919.0,834.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,3728.0,4030.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5439.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
146,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-03-09 18:09:03.000000,2022-03-07 18:36:47,706.0,12.0,4011,419.0,342.0,188.0,1586.0,14132,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,142.0,33,True,2021-04-02 23:45:16.000,1.0,14.0,fbprophet,conda-forge/prophet,,,,120.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,120.0,1164692.0,1167550.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,31338.0,,,,,1.0,642.0,,,,,,,,,,,,,,,,,,,
147,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-03-09 21:02:13.000000,2022-01-13 09:36:20,7343.0,101.0,2132,262.0,1006.0,128.0,535.0,12536,Best Practices on Recommendation Systems.,105.0,33,True,2022-01-13 20:18:21.000,1.0.0,10.0,recommenders,,,,,13.0,11.0,https://pypi.org/project/recommenders,2021-03-14 00:31:18.000,2.0,10826.0,10829.0,,,,,,,,1.0,127.0,,,,,,,,,,,,,,,,,,,
148,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531.0,,1524,273.0,105.0,30.0,525.0,9635,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,True,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,2125.0,2018.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,677155.0,678645.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,93871.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
149,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-03-01 04:24:50.000000,2021-11-13 00:48:18,549.0,,2144,214.0,208.0,110.0,366.0,8632,A little word cloud generator in Python.,64.0,33,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,634304.0,638174.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,259337.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
150,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-03-09 23:12:56.000000,2022-03-07 11:56:09,2247.0,55.0,1541,143.0,779.0,388.0,628.0,7621,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",57.0,33,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],729.0,725.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,4.0,10968.0,10983.0,,,,,,,,2.0,565.0,,,,,,,,,,,,,,,,,,,
151,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-03-09 23:18:41.000000,2022-03-09 23:18:41,2306.0,20.0,881,201.0,2116.0,184.0,748.0,7342,Deep universal probabilistic programming with Python and PyTorch.,118.0,33,True,2021-12-14 16:17:56.000,1.8.0,28.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],689.0,640.0,https://pypi.org/project/pyro-ppl,2021-12-14 16:19:58.000,49.0,84999.0,85371.0,https://anaconda.org/conda-forge/pyro-ppl,2021-12-14 19:13:11.247,4469.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
152,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2022-03-10 11:05:04.000000,2022-03-08 16:03:41,1447.0,57.0,624,102.0,577.0,74.0,575.0,6679,"A Python framework for creating reproducible, maintainable and modular data science code.",142.0,33,True,2022-02-22 16:01:08.000,0.17.7,31.0,kedro,,,,,805.0,770.0,https://pypi.org/project/kedro,2022-02-22 16:01:08.000,35.0,354973.0,354973.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
153,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-02-09 23:36:34.000000,2021-11-27 04:08:51,2937.0,,1808,201.0,205.0,13.0,1332.0,6175,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,33,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1009.0,963.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,21390.0,21444.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,261.0,,,,,2.0,131.0,,,,,,,,,,,,,,,,,,,
154,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-03-04 12:58:05.000000,2022-02-18 11:05:58,2617.0,35.0,1123,214.0,577.0,106.0,741.0,6078,Automated Machine Learning with scikit-learn.,79.0,33,True,2022-02-18 11:09:52.000,0.14.6,40.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],296.0,266.0,https://pypi.org/project/auto-sklearn,2022-02-18 11:09:52.000,30.0,32666.0,32963.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,3273.0,,,,,2.0,21.0,,,,,,,,,,,,,,,,,,,
155,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-03-07 22:04:26.000000,2022-03-07 22:04:10,1934.0,111.0,394,95.0,307.0,352.0,930.0,5860,An open source multi-tool for exploring and publishing data.,63.0,33,True,2022-02-07 23:57:15.000,0.60.2,114.0,datasette,conda-forge/datasette,,,,751.0,608.0,https://pypi.org/project/datasette,2022-02-07 23:57:15.000,143.0,271506.0,271771.0,https://anaconda.org/conda-forge/datasette,2022-02-08 02:44:23.524,2919.0,,,,,2.0,34.0,,,,,,,,,,datasette,,,,,,,,,
156,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-02-16 04:30:27.000000,2022-02-16 04:30:27,707.0,7.0,786,109.0,228.0,58.0,468.0,5726,Unsupervised text tokenizer for Neural Network-based text generation.,62.0,33,True,2021-06-18 09:34:31.000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,13562.0,13211.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,351.0,4900133.0,4908547.0,https://anaconda.org/conda-forge/sentencepiece,2022-02-11 08:18:24.634,158890.0,,,,,2.0,20213.0,,,,,,,,,,,,,,,,,,,
157,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-03-10 09:01:02.000000,2022-03-07 22:44:25,892.0,6.0,1133,153.0,939.0,60.0,753.0,5082,Gluon CV Toolkit.,115.0,33,True,2022-03-07 23:40:19.000,0.10.5,1324.0,gluoncv,,,,['mxnet'],744.0,685.0,https://pypi.org/project/gluoncv,2022-03-10 09:01:02.000,59.0,603942.0,603942.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
158,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-03-09 22:51:00.000000,2022-03-09 22:50:37,873.0,60.0,519,67.0,69.0,42.0,294.0,4214,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",24.0,33,True,2022-03-01 02:00:02.000,1.2.0,177.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],219.0,211.0,https://pypi.org/project/pytorch-metric-learning,2022-03-01 01:48:55.000,8.0,464265.0,464498.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-03-01 02:00:57.207,6067.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
