,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
180,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-04-03 14:33:19.000000,2024-03-16 17:36:36,1731.0,9.0,1310.0,147.0,208.0,196.0,145.0,7901.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,33,True,2024-02-09 06:52:05.000,1.1.3,91.0,pyod,conda-forge/pyod,,,,3524.0,3459.0,https://pypi.org/project/pyod,2024-02-09 06:50:32.000,65.0,684052.0,686022.0,https://anaconda.org/conda-forge/pyod,2024-02-09 07:53:55.073,92604.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
181,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-02-11 06:38:37.000000,2024-02-11 06:36:31,669.0,5.0,325.0,68.0,107.0,29.0,136.0,7853.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",26.0,33,True,2023-10-01 01:13:00.000,0.7.0,13.0,einops,conda-forge/einops,,,,30351.0,30351.0,https://pypi.org/project/einops,,,6752012.0,6756648.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,194712.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
182,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-04-03 18:03:50.000000,2024-04-02 22:59:55,886.0,72.0,702.0,279.0,1172.0,307.0,367.0,7514.0,"Build and manage real-life ML, AI, and data science projects with ease!.",83.0,33,True,2024-03-29 22:28:10.000,2.11.9,116.0,metaflow,conda-forge/metaflow,,,,644.0,616.0,https://pypi.org/project/metaflow,2024-03-29 22:28:10.000,28.0,252855.0,256469.0,https://anaconda.org/conda-forge/metaflow,2024-03-29 10:01:52.330,162655.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
183,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-04-04 14:00:22.000000,2024-04-03 22:10:19,38537.0,503.0,817.0,147.0,9387.0,1064.0,5060.0,7195.0,cuDF - GPU DataFrame Library.,276.0,33,True,2024-02-27 15:12:35.000,24.02.02,48.0,cudf,,,,,63.0,52.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,11.0,2972.0,2972.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
184,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-04-04 09:05:26.000000,2024-04-04 01:17:41,2142.0,61.0,833.0,98.0,2388.0,332.0,920.0,7035.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",117.0,33,True,2023-11-30 05:58:09.000,1.0.0,1441.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",661.0,652.0,https://pypi.org/project/autogluon,2024-04-04 09:05:26.000,9.0,75382.0,75509.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,7259.0,1.0,,,,,,,,,,,,2.0,,,,,,,
185,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-04-02 22:34:34.000000,2024-04-02 22:34:33,1351.0,36.0,858.0,158.0,1694.0,171.0,824.0,7000.0,An open source python library for automated feature engineering.,72.0,33,True,2024-02-26 17:29:32.000,1.30.0,105.0,featuretools,conda-forge/featuretools,,,,1655.0,1577.0,https://pypi.org/project/featuretools,2024-02-26 17:29:32.000,78.0,53274.0,57134.0,https://anaconda.org/conda-forge/featuretools,2024-02-27 14:54:50.393,177569.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
186,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-04-03 16:53:16.000000,2024-03-29 23:28:48,1786.0,23.0,759.0,129.0,273.0,449.0,332.0,6906.0,Uniform Manifold Approximation and Projection.,129.0,33,True,2024-04-03 16:53:16.000,0.5.6,40.0,umap-learn,conda-forge/umap-learn,,,,600.0,1.0,https://pypi.org/project/umap-learn,2024-04-03 16:53:16.000,599.0,718472.0,769387.0,https://anaconda.org/conda-forge/umap-learn,2024-02-04 15:29:26.812,2342097.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
187,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-04-04 09:56:55.000000,2024-04-04 09:40:31,3094.0,159.0,708.0,139.0,100.0,91.0,328.0,5974.0,Fit interpretable models. Explain blackbox machine learning.,42.0,33,True,2024-03-18 15:53:29.000,0.6.0,48.0,interpret,,,,['jupyter'],680.0,648.0,https://pypi.org/project/interpret,2024-03-16 10:19:37.000,32.0,91965.0,91965.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
188,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,290.0,6588.0,13.0,2030.0,5861.0,A flexible framework of neural networks for deep learning.,324.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3616.0,3212.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,19309.0,19643.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16746.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
189,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-02-02 08:20:24.000000,2023-07-28 00:16:45,2332.0,,1102.0,189.0,234.0,270.0,281.0,5523.0,Distributed Evolutionary Algorithms in Python.,87.0,33,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,4965.0,4590.0,https://pypi.org/project/deap,2023-07-21 10:51:54.000,375.0,190647.0,199253.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,361487.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
190,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-04-03 00:26:51.000000,2024-03-26 22:58:37,1083.0,32.0,466.0,235.0,757.0,205.0,333.0,4516.0,Model interpretability and understanding for PyTorch.,110.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,,['pytorch'],1990.0,1923.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,67.0,230322.0,231119.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,22329.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
191,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-03-22 23:25:46.000000,2023-12-03 03:47:34,490.0,,595.0,65.0,216.0,191.0,156.0,3970.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6299.0,6233.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,66.0,779721.0,783161.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,137632.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
192,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-03-29 02:46:09.000000,2024-03-08 17:56:57,1272.0,20.0,236.0,36.0,427.0,85.0,210.0,3498.0,Lightning fast forecasting with statistical and econometric models.,38.0,33,True,2024-02-05 21:45:31.000,1.7.3,31.0,statsforecast,conda-forge/statsforecast,,,,804.0,778.0,https://pypi.org/project/statsforecast,2024-02-05 21:45:31.000,26.0,509682.0,512130.0,https://anaconda.org/conda-forge/statsforecast,2024-02-06 03:02:36.606,61207.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
193,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-04-04 14:25:42.000000,2024-04-03 16:02:17,2935.0,157.0,302.0,24.0,2699.0,159.0,1688.0,3064.0,"Argilla is a collaboration platform for AI engineers and domain experts that require high-quality outputs, full data..",84.0,33,True,2024-03-27 13:16:39.000,1.26.1,100.0,rubrix,conda-forge/rubrix,,,,2373.0,2373.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,384.0,1418.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,28962.0,,,,,2.0,,argilla-io/argilla,,,,,,,,,,,,,,,,,
194,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-04-04 13:00:31.000000,2024-04-04 13:00:31,2941.0,13.0,692.0,77.0,858.0,272.0,629.0,2606.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",125.0,33,True,2024-03-08 20:41:28.000,0.1.25,25.0,pgmpy,,,,,933.0,900.0,https://pypi.org/project/pgmpy,2024-03-08 20:00:14.000,33.0,61498.0,61504.0,,,,,,,,2.0,316.0,,,,,,,,,,,,,,,,,,
195,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-03-07 12:10:22.000000,2024-03-07 12:10:22,2293.0,5.0,584.0,69.0,481.0,245.0,702.0,2277.0,Survival analysis in Python.,117.0,33,True,2024-01-03 22:01:02.000,0.28.0,170.0,lifelines,conda-forge/lifelines,,,,2473.0,2339.0,https://pypi.org/project/lifelines,2024-01-03 22:01:02.000,134.0,485740.0,492518.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,318601.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
196,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-04-04 06:32:50.000000,2024-03-31 19:42:31,3686.0,16.0,193.0,50.0,1357.0,129.0,717.0,1959.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,1993.0,1971.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,22.0,214485.0,225083.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,455729.0,,,,,2.0,,,,,,,,,,,,,,,,,pythran,python-pythran,
197,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-03-28 12:36:49.000000,2024-03-01 15:29:40,1173.0,8.0,359.0,66.0,599.0,272.0,349.0,1450.0,A Jupyter - Leaflet.js bridge.,88.0,33,True,2024-01-23 17:57:40.189,0.18.2,81.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],8195.0,8010.0,https://pypi.org/project/ipyleaflet,2024-01-23 17:54:03.000,179.0,143902.0,176929.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1110866.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-01-23 17:57:40.189,6.0,9392.0,,,,,,,,,,,,
198,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-04-04 13:25:23.000000,2024-04-03 17:26:52,13916.0,241.0,419.0,50.0,2078.0,151.0,771.0,663.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",159.0,33,False,2024-03-08 22:14:36.000,1.9.0,28.0,dipy,conda-forge/dipy,,,,1152.0,1039.0,https://pypi.org/project/dipy,2024-03-08 22:14:36.000,113.0,28671.0,38693.0,https://anaconda.org/conda-forge/dipy,2024-03-10 04:37:57.447,430960.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
199,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-02-24 12:51:59.000000,2022-06-10 09:12:18,238.0,,13029.0,1566.0,227.0,731.0,584.0,51556.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,,,164993.0,165471.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19977.0,,,,,2.0,1227.0,,,,,,,,,,,,,,,,,,
200,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-04-04 14:34:54.000000,2024-04-04 14:33:48,4051.0,751.0,2578.0,263.0,3431.0,89.0,476.0,23479.0,You like pytorch? You like micrograd? You love tinygrad!.,295.0,32,True,2024-01-09 18:16:07.000,0.8.0,5.0,,,,,['pytorch'],55.0,55.0,,,,,,,,,,,,,1.0,,tinygrad/tinygrad,,,,,,,,,,,,,,,,,
201,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2024-04-02 09:33:47.000000,2023-12-24 05:29:03,2283.0,,5056.0,499.0,153.0,1036.0,1354.0,21021.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,32,False,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],1911.0,1911.0,https://pypi.org/project/insightface,,,447625.0,666124.0,,,,,,,,2.0,2621997.0,,,,,,,,,,,-3.0,,,,,,,
202,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3357.0,465.0,671.0,575.0,672.0,14813.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:10:01.000,1.15.7,75.0,tensor2tensor,,,,['tensorflow'],1463.0,1463.0,https://pypi.org/project/tensor2tensor,,,5407.0,5407.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
203,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1760.0,263.0,114.0,96.0,535.0,11240.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,5480.0,5299.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,181.0,361647.0,363915.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,199616.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
204,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1127.0,337.0,1683.0,502.0,1294.0,11149.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:44:07.000,6.4.1,30.0,turicreate,,,,,368.0,368.0,https://pypi.org/project/turicreate,,,18512.0,18639.0,,,,,,,,3.0,9681.0,,,,,,,,,,,,,,,,,,
205,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-04-02 16:39:05.000000,2024-04-02 16:39:00,863.0,1.0,1271.0,419.0,86.0,32.0,159.0,9684.0,TensorFlow-based neural network library.,59.0,32,True,2024-01-02 11:08:14.000,2.0.2,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1263.0,1263.0,https://pypi.org/project/dm-sonnet,,,23223.0,23734.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,27113.0,,,,,3.0,,google-deepmind/sonnet,,,,,,,,,,,,,,,,,
206,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-04-03 04:02:25.000000,2024-04-03 01:11:50,1150.0,21.0,1217.0,148.0,165.0,241.0,1246.0,8225.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,142.0,32,False,2024-02-22 18:30:39.000,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],761.0,761.0,https://pypi.org/project/pytorch3d,,,7406.0,11171.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,199594.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
207,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-03-28 11:13:27.000000,2024-03-08 03:19:52,2899.0,4.0,1621.0,87.0,1635.0,307.0,1834.0,8186.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",119.0,32,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1156.0,1152.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,2850.0,2850.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
208,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-04-04 05:48:13.000000,2024-04-04 01:48:20,1588.0,92.0,642.0,82.0,704.0,103.0,238.0,8180.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",46.0,32,False,2024-03-19 22:29:03.000,2.6.3,28.0,cleanlab,conda-forge/cleanlab,,,,297.0,287.0,https://pypi.org/project/cleanlab,2024-03-19 22:29:03.000,10.0,15057.0,15630.0,https://anaconda.org/conda-forge/cleanlab,2024-03-25 10:23:11.703,20637.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
209,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,,870.0,86.0,274.0,78.0,376.0,7786.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,42712.0,41704.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,1008.0,2340089.0,2365588.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1147265.0,,,,,2.0,413.0,,,,,,,,,,,,,,,,,,
210,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-04-04 14:09:38.000000,2024-04-04 14:09:31,1163.0,41.0,779.0,61.0,927.0,253.0,1136.0,7183.0,A python library for user-friendly forecasting and anomaly detection on time series.,113.0,32,True,2024-03-05 21:28:26.000,0.28.0,41.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,568.0,563.0,https://pypi.org/project/u8darts,2024-03-05 21:28:26.000,5.0,23463.0,24693.0,https://anaconda.org/conda-forge/u8darts-all,2024-03-06 11:14:27.080,40365.0,https://hub.docker.com/r/unit8/darts,2024-03-05 10:14:43.603879,,528.0,2.0,,,,,,,,,,,,,,,,,,,
211,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-03-25 21:56:46.000000,2024-03-13 19:58:20,1220.0,2.0,1078.0,124.0,274.0,250.0,426.0,7059.0,Distributed Asynchronous Hyperparameter Optimization in Python.,103.0,32,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,14697.0,14186.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,511.0,2250021.0,2261270.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,753718.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
212,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-04-04 08:20:52.000000,2024-03-01 05:10:21,4343.0,102.0,844.0,141.0,478.0,95.0,774.0,7020.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,False,2024-03-01 06:47:02.000,1.8.1,22.0,stanza,stanfordnlp/stanza,,,,2609.0,2609.0,https://pypi.org/project/stanza,,,228958.0,229108.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7381.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
213,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-03-13 10:57:14.000000,2024-03-13 09:36:57,2708.0,3.0,1130.0,209.0,1048.0,20.0,615.0,6525.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,32,True,2024-03-13 10:57:14.000,1.6.0,63.0,deeppavlov,,,,['tensorflow'],389.0,382.0,https://pypi.org/project/deeppavlov,2024-03-13 10:57:14.000,7.0,8991.0,8991.0,,,,,,,,2.0,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,
214,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1850.0,198.0,206.0,12.0,1343.0,6298.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:04:45.487,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1549.0,1502.0,https://pypi.org/project/tensorpack,2021-01-22 19:59:12.425,47.0,13713.0,14060.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10377.0,,,,,3.0,163.0,,,,,,,,,,,,,,,,,,
215,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-04-01 08:16:02.000000,2024-04-01 08:13:40,1215.0,6.0,651.0,63.0,133.0,59.0,435.0,5720.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",41.0,32,True,2024-04-01 08:16:02.000,2.5.0,210.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1391.0,1358.0,https://pypi.org/project/pytorch-metric-learning,2024-04-01 08:03:08.000,33.0,368201.0,368422.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11278.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
216,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-03-30 15:17:59.000000,2024-03-30 15:17:56,612.0,13.0,681.0,108.0,187.0,14.0,341.0,5469.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,32,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,1254.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1254.0,2295340.0,2308661.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,599470.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
217,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-04-03 20:07:55.000000,2024-03-22 10:52:33,2173.0,30.0,279.0,43.0,2136.0,336.0,654.0,4726.0,Aim An easy-to-use & supercharged open-source experiment tracker.,64.0,32,True,2024-03-22 10:54:33.000,3.19.2,945.0,aim,conda-forge/aim,,,,526.0,503.0,https://pypi.org/project/aim,2024-04-03 20:07:55.000,23.0,74853.0,76147.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
