,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
202,mleap,combust/mleap,,data-pipelines,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000000,2021-07-29 14:21:14.000000,2021-07-20 19:08:24.000000,278,86.0,343.0,1273.0,846.0,MLeap: Deploy ML Pipelines to Production.,68.0,28,True,2021-05-07 20:42:11.000000,0.17.0,6.0,mleap,conda-forge/mleap,,,,188.0,156.0,https://pypi.org/project/mleap,2021-05-07 20:42:11.000000,32.0,492287.0,493646.0,https://anaconda.org/conda-forge/mleap,2021-05-10 09:48:39.778000,36716.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,TF Model Optimization,tensorflow/model-optimization,,tensorflow-utils,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000000,2021-07-27 19:24:21.000000,2021-07-27 19:24:13.000000,247,82.0,128.0,1081.0,618.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",57.0,28,True,2021-06-18 06:40:44.000000,0.6.0,23.0,tensorflow-model-optimization,,,,['tensorflow'],1033.0,1027.0,https://pypi.org/project/tensorflow-model-optimization,2021-06-18 06:24:07.000000,6.0,222606.0,222606.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
204,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-07-28 18:12:08.000000,2021-07-27 15:46:52.000000,175,79.0,13.0,1075.0,624.0,Mesh TensorFlow: Model Parallelism Made Easier.,42.0,28,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],607.0,551.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,56.0,1601193.0,1601193.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
205,pmdarima,alkaline-ml/pmdarima,,time-series-data,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000000,2021-07-24 17:22:29.000000,2021-07-24 17:10:53.000000,171,20.0,224.0,935.0,1032.0,"A statistical library designed to fill the void in Python's time series analysis capabilities, including the..",19.0,28,True,2021-04-19 22:17:02.000000,1.8.2,34.0,pmdarima,,,,,1229.0,1217.0,https://pypi.org/project/pmdarima,2021-04-19 22:17:02.000000,12.0,638670.0,638670.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
206,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-07-28 23:48:49.000000,2021-07-12 09:39:56.000000,196,28.0,296.0,846.0,1751.0,Python interface for igraph.,53.0,28,False,2021-06-12 08:08:59.000000,0.9.6,23.0,python-igraph,conda-forge/igraph,,,,2221.0,1797.0,https://pypi.org/project/python-igraph,2021-06-12 08:23:34.000000,424.0,109928.0,117866.0,https://anaconda.org/conda-forge/igraph,2021-06-16 15:20:14.330000,236854.0,,,,,1.0,195404.0,,,,,,,,,,,,,,,,,,,,
207,data-validation,tensorflow/data-validation,,data-viz,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000000,2021-07-29 08:40:38.000000,2021-07-28 22:37:38.000000,100,37.0,92.0,566.0,647.0,Library for exploring and validating machine learning data.,21.0,28,True,2021-07-28 23:29:27.000000,1.2.0,32.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",328.0,310.0,https://pypi.org/project/tensorflow-data-validation,2021-07-28 23:29:27.000000,18.0,6534820.0,6534827.0,,,,,,,,2.0,265.0,,,,,,,,,,,,,,,,,,,,
208,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-07-26 19:19:09.000000,2021-07-22 13:53:16.000000,313,156.0,619.0,451.0,11653.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",123.0,28,True,2021-03-14 14:05:15.000000,1.4.0,23.0,dipy,conda-forge/dipy,,,,503.0,409.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,12889.0,16839.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,244956.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
209,CNTK,microsoft/CNTK,,ml-frameworks,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2021-07-27 09:13:07.000000,2020-03-31 15:55:14.000000,4402,836.0,2523.0,17063.0,16116.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",268.0,27,False,2019-04-26 14:13:32.000000,2.7,32.0,cntk,,,,,34.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,34.0,1729.0,1938.0,,,,,,,,3.0,13857.0,,,,,,,,,,,,,,,,,,,,
210,Streamlit,streamlit/streamlit,,others,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000000,2021-07-29 09:25:54.000000,2021-07-28 14:39:34.000000,1340,558.0,1345.0,15432.0,,Streamlit The fastest way to build data apps in Python.,112.0,27,True,2021-07-27 22:10:44.000000,0.85.1,137.0,streamlit,,,,,136.0,102.0,https://pypi.org/project/streamlit,2021-07-27 22:11:13.000000,34.0,386767.0,386767.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
211,PaddleOCR,PaddlePaddle/PaddleOCR,,ocr,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000000,2021-07-29 11:33:55.000000,2021-07-28 05:30:48.000000,2776,747.0,1669.0,13491.0,,"Awesome multilingual OCR toolkits based on PaddlePaddle practical ultra lightweight OCR system, support 80+ languages..",56.0,27,True,2021-05-26 11:43:06.000000,2.1.1,13.0,paddleocr,,,,['paddle'],238.0,238.0,https://pypi.org/project/paddleocr,2021-04-13 04:02:10.000000,0.0,15607.0,15607.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
212,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-06-12 21:46:56.000000,2020-01-31 13:06:18.000000,4040,455.0,429.0,11723.0,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,27,False,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,,403.0,329.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,74.0,1451.0,1451.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
213,ParlAI,facebookresearch/ParlAI,,nlp,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000000,2021-07-29 12:42:11.000000,2021-07-29 12:42:11.000000,1586,103.0,962.0,8031.0,3863.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,158.0,27,True,2021-07-23 14:14:36.000000,1.4.1,19.0,parlai,,,,['pytorch'],32.0,32.0,https://pypi.org/project/parlai,2021-07-23 14:26:08.000000,0.0,2243.0,2243.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
214,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2021-07-29 14:28:02.000000,2021-07-26 03:49:46.000000,1685,258.0,2750.0,7409.0,9339.0,A library for answering questions using data you cannot see.,412.0,27,True,2021-06-28 06:55:25.000000,0.5.0,54.0,syft,,,,['pytorch'],6.0,,https://pypi.org/project/syft,2021-06-28 06:55:25.000000,6.0,3587.0,3587.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
215,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-06-14 09:00:26.000000,2021-05-08 20:05:36.000000,1776,231.0,419.0,6350.0,292.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,,,924.0,900.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,24.0,10569.0,26333.0,,,,,,,,2.0,614811.0,,,,,,,,,,,,,,,,,,,,
216,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,,pytorch-utils,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000000,2021-07-21 18:37:43.000000,2021-04-15 15:16:36.000000,1225,122.0,133.0,6269.0,162.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,True,2021-04-15 15:17:23.000000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],14.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000000,14.0,91049.0,132854.0,,,,,,,,1.0,668884.0,,,,,,,,,,,,,,,,,,,,
217,tsfresh,blue-yonder/tsfresh,,time-series-data,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000000,2021-07-09 20:36:12.000000,2021-07-09 20:29:39.000000,893,38.0,428.0,5814.0,398.0,Automatic extraction of relevant features from time series:.,79.0,27,True,2021-03-06 08:49:53.000000,0.18.0,26.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],66.0,,https://pypi.org/project/tsfresh,2020-09-09 21:08:22.000000,66.0,217059.0,217927.0,https://anaconda.org/conda-forge/tsfresh,2021-03-07 06:57:04.012000,38220.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
218,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2021-07-28 21:13:31.000000,2021-07-28 15:21:07.000000,729,128.0,481.0,5650.0,,An open source python library for automated feature engineering.,52.0,27,True,2021-07-23 21:46:52.000000,0.26.1,81.0,featuretools,conda-forge/featuretools,,,,870.0,800.0,https://pypi.org/project/featuretools,2021-07-23 21:47:52.000000,70.0,252128.0,254050.0,https://anaconda.org/conda-forge/featuretools,2021-07-26 15:47:14.108000,59603.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
219,CleverHans,cleverhans-lab/cleverhans,,adversarial,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2021-07-24 08:53:21.000000,2021-07-24 08:40:44.000000,1301,25.0,419.0,5207.0,3196.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",124.0,27,True,2021-07-24 08:53:21.000000,4.0.0,8.0,cleverhans,,,,['tensorflow'],257.0,241.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000000,16.0,975.0,975.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
220,scikit-surprise,NicolasHug/Surprise,,recommender-systems,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000000,2020-10-13 01:22:58.850000,2020-08-05 17:45:59.000000,871,51.0,291.0,4955.0,622.0,A Python scikit for building and analyzing recommender systems.,38.0,27,True,2020-07-19 14:50:48.000000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,1250.0,1202.0,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000000,48.0,60896.0,65353.0,https://anaconda.org/conda-forge/scikit-surprise,2020-10-13 01:22:58.850000,187209.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
221,Metaflow,Netflix/metaflow,,ml-experiments,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000000,2021-07-28 01:51:33.000000,2021-07-27 03:50:18.000000,380,159.0,168.0,4516.0,293.0,Build and manage real-life data science projects with ease.,35.0,27,True,2021-06-29 22:17:30.000000,2.3.2,26.0,metaflow,conda-forge/metaflow,,,,177.0,175.0,https://pypi.org/project/metaflow,2021-06-29 23:06:48.000000,2.0,64934.0,65986.0,https://anaconda.org/conda-forge/metaflow,2021-06-30 01:42:17.102000,19999.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
222,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-07-29 13:18:05.000000,2021-07-29 13:18:05.000000,283,44.0,350.0,4060.0,964.0,A scikit-learn compatible neural network library that wraps PyTorch.,43.0,27,True,2021-03-23 15:34:51.000000,0.10.0,13.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",390.0,364.0,https://pypi.org/project/skorch,2021-03-23 15:32:29.000000,26.0,13958.0,23351.0,https://anaconda.org/conda-forge/skorch,2021-03-24 00:24:03.810000,319392.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
223,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-07-09 12:36:46.000000,2021-07-09 12:36:46.000000,1017,175.0,109.0,4043.0,690.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-05-13 14:14:02.000000,0.3.7,16.0,pyAudioAnalysis,,,,,250.0,228.0,https://pypi.org/project/pyAudioAnalysis,2021-05-13 14:14:02.000000,22.0,13389.0,13389.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
224,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-07-28 17:17:29.000000,2021-07-28 16:06:45.000000,497,72.0,152.0,3968.0,1763.0,Fit interpretable models. Explain blackbox machine learning.,27.0,27,True,2021-07-20 21:49:22.000000,0.2.6,36.0,interpret,,,,['jupyter'],105.0,103.0,https://pypi.org/project/interpret,2021-07-20 21:28:01.000000,2.0,56708.0,56708.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
225,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-07-28 20:14:16.000000,2021-07-21 23:32:06.000000,382,65.0,362.0,3474.0,4601.0,Streaming pivot visualization via WebAssembly.,64.0,27,True,2021-07-08 06:14:18.000000,0.10.0,48.0,perspective-python,,,,['jupyter'],206.0,198.0,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000000,8.0,2374.0,4374.0,,,,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-07-08 04:55:21.064000,,2000.0,,,,,,,,,,,,,
226,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-07-29 09:58:35.000000,2021-07-28 01:51:32.000000,1025,411.0,902.0,3063.0,6874.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",168.0,27,True,2021-03-18 03:10:52.000000,2.5.0,300.0,deepchem,,,,['tensorflow'],51.0,47.0,https://pypi.org/project/deepchem,2021-07-28 04:14:11.000000,4.0,5835.0,5835.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
227,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-07-26 18:40:59.000000,2021-07-26 18:40:59.000000,495,59.0,567.0,2711.0,900.0,"Fast, flexible and easy to use probabilistic modelling in Python.",63.0,27,True,2021-03-29 16:51:20.000000,0.14.4,65.0,pomegranate,conda-forge/pomegranate,,,,553.0,497.0,https://pypi.org/project/pomegranate,2021-03-29 16:51:20.000000,56.0,48841.0,51615.0,https://anaconda.org/conda-forge/pomegranate,2020-11-01 16:22:04.857000,66594.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-07-29 10:05:19.000000,2021-07-29 10:04:44.000000,328,16.0,305.0,2677.0,1576.0,Accelerated deep learning R&D.,93.0,27,True,2021-07-29 06:01:51.000000,21.07,97.0,catalyst,,,,['pytorch'],424.0,386.0,https://pypi.org/project/catalyst,2021-07-29 05:58:06.000000,38.0,10046.0,10046.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
229,BentoML,bentoml/BentoML,,model-serialisation,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000000,2021-07-29 02:53:33.000000,2021-07-13 08:24:55.000000,314,74.0,393.0,2677.0,1148.0,Model Serving Made Easy.,85.0,27,True,2021-07-13 10:52:52.000000,0.13.1,70.0,bentoml,,,,,108.0,100.0,https://pypi.org/project/bentoml,2021-07-13 07:00:28.000000,8.0,11435.0,11467.0,,,,,,,,1.0,879.0,,,,,,,,,,,,,,,,,,,,
230,Sumy,miso-belica/sumy,,nlp,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000000,2021-07-12 09:31:49.000000,2021-06-17 15:47:06.000000,456,13.0,78.0,2619.0,398.0,Module for automatic summarization of text documents and HTML pages.,21.0,27,True,2019-05-19 14:39:21.000000,0.8.1,13.0,sumy,,,,,1036.0,844.0,https://pypi.org/project/sumy,2019-05-19 14:38:29.000000,192.0,24976.0,24976.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
231,ClearML,allegroai/clearml,,ml-experiments,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2021-07-28 06:19:52.000000,2021-07-28 06:19:52.000000,366,111.0,238.0,2603.0,1245.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management.",34.0,27,True,2021-06-22 14:55:39.000000,1.0.4,45.0,clearml,,allegroai/trains,,,57.0,57.0,https://pypi.org/project/clearml,2021-06-22 14:54:49.000000,0.0,36112.0,37328.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30065.0,2.0,367.0,,,,,,,,,,,,,,,,,,,,
232,gpustat,wookayin/gpustat,,gpu-utilities,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000000,2021-06-04 13:53:57.000000,2021-03-23 06:32:48.000000,205,22.0,52.0,2506.0,168.0,A simple command-line utility for querying and monitoring GPU status.,12.0,27,True,2019-07-22 06:37:00.000000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,1129.0,1071.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000000,58.0,431250.0,433636.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772000,66810.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
233,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-07-25 20:22:57.000000,2021-07-23 23:34:48.000000,263,61.0,194.0,2504.0,839.0,Model interpretability and understanding for PyTorch.,73.0,27,True,2021-07-07 05:16:49.000000,0.4.0,6.0,captum,,,,['pytorch'],230.0,230.0,https://pypi.org/project/captum,2021-07-07 04:40:26.000000,0.0,24427.0,24427.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
234,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2021-05-14 05:51:51.000000,2021-05-08 16:08:26.000000,490,84.0,269.0,2421.0,309.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,29.0,27,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,491.0,447.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,44.0,144265.0,150912.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,279194.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
235,eli5,TeamHG-Memex/eli5,,interpretability,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2021-06-10 22:02:56.000000,2020-01-22 07:39:36.000000,300,145.0,110.0,2415.0,1198.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000000,0.11.0,28.0,eli5,conda-forge/eli5,,,,110.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000000,110.0,530794.0,532791.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385000,99855.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
236,GluonNLP,dmlc/gluon-nlp,,nlp,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000000,2021-05-27 17:38:36.000000,2021-05-24 15:19:12.000000,508,252.0,291.0,2310.0,838.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",81.0,27,True,2020-08-13 19:17:42.000000,0.10.0,26.0,gluonnlp,,,,['mxnet'],566.0,544.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000000,22.0,113375.0,113375.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
237,ta,bukosabino/ta,,financial-data,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000000,2021-07-08 18:37:59.000000,2020-11-29 21:08:14.000000,575,100.0,87.0,2300.0,582.0,Technical Analysis Library using Pandas and Numpy.,23.0,27,True,2020-11-29 10:49:09.000000,0.7.0,49.0,ta,,,,,677.0,665.0,https://pypi.org/project/ta,2020-11-29 10:49:09.000000,12.0,68589.0,68589.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
238,spark-nlp,JohnSnowLabs/spark-nlp,,nlp,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000000,2021-07-29 15:00:53.000000,2021-07-28 11:57:57.000000,469,82.0,452.0,2248.0,11353.0,State of the Art Natural Language Processing.,91.0,27,True,2021-07-20 15:38:10.000000,3.1.3,88.0,spark-nlp,,,,['spark'],0.0,,https://pypi.org/project/spark-nlp,2021-07-20 13:54:27.000000,0.0,794642.0,794642.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
239,BoTorch,pytorch/botorch,,hyperopt,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000000,2021-07-29 10:50:33.000000,2021-07-28 18:46:33.000000,210,44.0,145.0,2014.0,969.0,Bayesian optimization in PyTorch.,58.0,27,True,2021-06-29 19:31:00.000000,0.5.0,17.0,botorch,,,,['pytorch'],145.0,145.0,https://pypi.org/project/botorch,2021-06-29 19:37:54.000000,0.0,72110.0,72110.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
240,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-07-29 06:39:59.000000,2021-07-29 06:39:51.000000,233,168.0,225.0,2003.0,,Flax is a neural network library for JAX that is designed for flexibility.,104.0,27,True,2021-05-18 11:27:56.000000,0.3.4,13.0,flax,,,,['jax'],319.0,313.0,https://pypi.org/project/flax,2021-05-18 11:27:56.000000,6.0,1198187.0,1198188.0,,,,,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,,
241,Foolbox,bethgelab/foolbox,,adversarial,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000000,2021-07-06 10:16:42.000000,2021-06-05 09:38:18.000000,358,58.0,269.0,1985.0,1648.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,27,True,2021-02-23 07:09:34.000000,3.3.1,68.0,foolbox,,,,,240.0,222.0,https://pypi.org/project/foolbox,2021-02-23 07:07:53.000000,18.0,1952.0,1952.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
