,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
282,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-09-29 05:14:18.000000,2022-08-17 17:30:57,3566,18.0,927,151.0,872.0,54.0,458.0,1425,Documentation and samples for ArcGIS API for Python.,81.0,30,True,2022-06-01 17:24:30.000,2.0.1,33.0,arcgis,,esridocker/arcgis-api-python-notebook,,,26.0,,https://pypi.org/project/arcgis,2022-06-02 11:54:17.000,26.0,55957.0,56128.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,36.0,7332.0,3.0,,5826.0,,,,,,,,,,,,,,,,,,
283,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-09-15 07:50:35.000000,2022-09-07 00:21:25,998,23.0,168,55.0,184.0,27.0,241.0,1245,A full spaCy pipeline and models for scientific/biomedical documents.,26.0,30,True,2022-09-07 00:28:02.587,0.5.1,12.0,scispacy,,,,,538.0,519.0,https://pypi.org/project/scispacy,2022-03-10 20:16:24.000,19.0,27264.0,27264.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
284,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466,,138,42.0,126.0,54.0,630.0,1108,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,,1310.0,1174.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,1576151.0,1577595.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,98213.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
285,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-09-06 23:41:05.253000,2022-09-06 19:30:20,521,4.0,379,50.0,35.0,17.0,134.0,1082,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,1502.0,1476.0,https://pypi.org/project/kmodes,2022-04-14 21:22:39.000,26.0,445915.0,446501.0,https://anaconda.org/conda-forge/kmodes,2022-09-06 23:41:05.253,17586.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
286,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-10-13 14:30:38.000000,2022-10-11 10:46:14,10625,222.0,249,32.0,1427.0,382.0,491.0,857,Python package for earth-observing satellite data processing.,128.0,30,False,2022-08-15 08:10:18.324,0.37.1,79.0,satpy,conda-forge/satpy,,,,85.0,74.0,https://pypi.org/project/satpy,2022-04-14 07:42:54.000,11.0,1862.0,4051.0,https://anaconda.org/conda-forge/satpy,2022-08-15 14:27:55.969,111657.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
287,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-09-06 14:51:41.037000,2022-08-25 13:37:51,1715,40.0,181,40.0,170.0,56.0,166.0,834,A Jupyter - Three.js bridge.,30.0,30,True,2022-08-31 09:02:38.000,2.4.1,45.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],70.0,21.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,42.0,74385.0,85100.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,424282.0,,,,,2.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2022-08-24 13:26:43.242,7.0,5205.0,,,,,,,,,,,,
288,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-10-12 23:27:34.000000,2022-10-10 11:29:59,1183,14.0,126,25.0,883.0,108.0,94.0,781,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,57.0,30,True,2022-09-21 16:17:12.872,2021.7.0,14.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],3016.0,3010.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,61379.0,65785.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-09-20 10:20:10.438,79310.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
289,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919,,161,35.0,108.0,33.0,44.0,594,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6749.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6745.0,8435138.0,8506070.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5249029.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
290,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-10-13 14:08:43.000000,2022-09-30 16:26:12,12319,33.0,360,52.0,1772.0,151.0,674.0,547,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,30,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,,703.0,623.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,17490.0,21833.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,334457.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
291,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2022-10-13 13:54:55.000000,2022-10-12 11:06:41,1083,99.0,33,15.0,875.0,25.0,149.0,332,Experiment tracking tool and model registry.,34.0,30,True,2022-09-27 21:58:53.444,0.16.9,140.0,neptune-client,conda-forge/neptune-client,,,,804.0,776.0,https://pypi.org/project/neptune-client,2022-07-01 13:52:49.000,28.0,506739.0,510017.0,https://anaconda.org/conda-forge/neptune-client,2022-09-27 11:36:20.634,108194.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
292,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-09-06 11:31:32.000000,2022-09-06 11:31:32,549,5.0,35,14.0,47.0,5.0,23.0,193,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,30,False,2022-08-04 13:38:01.973,0.9.1,43.0,blis,conda-forge/cython-blis,,,,21250.0,21019.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,231.0,3616879.0,3655805.0,https://anaconda.org/conda-forge/cython-blis,2022-08-05 07:27:36.089,1673837.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
293,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2022-09-30 19:52:17.000000,2022-09-07 11:37:32,493,9.0,2273,370.0,100.0,156.0,545.0,20623,Deezer source separation library including pretrained models.,19.0,29,True,2022-09-07 11:40:35.136,2.3.2,36.0,spleeter,conda-forge/spleeter,,,['tensorflow'],5.0,,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,5.0,10530.0,64914.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,69250.0,,,,,2.0,,1886629.0,,,,,,,,,,,,,,,,,,
294,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347,,4394,601.0,368.0,483.0,432.0,12982,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,29,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,454.0,415.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1657.0,1657.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
295,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-09-18 05:26:44.000000,2021-07-17 22:17:12,2385,,2981,565.0,202.0,42.0,,9450,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,,1228.0,1177.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,51.0,13185.0,13185.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
296,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-10-13 11:56:59.000000,2022-10-10 11:32:27,4141,43.0,687,111.0,361.0,25.0,402.0,6703,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",106.0,29,True,2022-08-22 13:02:00.976,0.8.0,39.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",5.0,,https://pypi.org/project/tts,2022-06-21 12:14:41.000,5.0,6722.0,22463.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,4522.0,,,,,2.0,,291950.0,,,,,,,,,,,,,,,,,,
297,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2022-08-09 13:09:18.000000,2021-12-21 03:31:43,507,,1027,155.0,406.0,54.0,440.0,6679,Automatic extraction of relevant features from time series:.,82.0,29,True,2021-12-21 03:37:03.000,0.19.0,27.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],60.0,,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,60.0,415735.0,420372.0,https://anaconda.org/conda-forge/tsfresh,2021-12-21 18:56:28.651,273627.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
298,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-10-13 13:06:31.000000,2022-10-13 13:05:07,961,134.0,989,141.0,121.0,113.0,1043.0,6618,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,107.0,29,False,2022-08-10 11:16:16.000,0.7.0,12.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],296.0,291.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,5.0,13671.0,15634.0,https://anaconda.org/pytorch3d/pytorch3d,2022-08-14 22:28:03.284,68725.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
299,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2022-10-08 09:32:29.000000,2021-03-15 15:49:05,145,,963,185.0,79.0,229.0,150.0,4979,Official Kaggle API.,36.0,29,False,2021-03-13 00:50:03.000,1.5.12,48.0,kaggle,conda-forge/kaggle,,,,341.0,,https://pypi.org/project/kaggle,2021-03-13 00:50:03.000,341.0,139123.0,141575.0,https://anaconda.org/conda-forge/kaggle,2021-12-17 19:19:11.878,100565.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
300,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-10-13 12:50:07.000000,2022-10-13 04:23:44,1998,185.0,466,60.0,2208.0,91.0,635.0,4050,Unified Model Serving Framework.,132.0,29,True,2022-10-03 00:59:50.000,1.0.7,72.0,bentoml,,,,,3.0,,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,22538.0,22576.0,,,,,,,,2.0,,1598.0,,,,,,,,,,,,,,,,,,
301,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2022-10-11 17:41:58.000000,2022-10-10 16:27:58,5886,45.0,492,152.0,1760.0,257.0,1291.0,3940,ArrayFire: a general purpose GPU library.,84.0,29,True,2022-05-19 15:14:26.000,3.8.2,32.0,arrayfire,,,,,5.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,5.0,619.0,651.0,,,,,,,,2.0,,2844.0,,,,,,,,,,,,,,,,,,
302,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738,,396,38.0,120.0,40.0,153.0,3573,Data augmentation for NLP.,33.0,29,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,,458.0,439.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,130653.0,130970.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,5075.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
303,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2022-02-27 20:46:03.000000,2022-02-27 20:46:03,186,,416,69.0,36.0,8.0,114.0,3329,Missing data visualization module for Python.,17.0,29,True,2022-02-27 20:39:36.000,0.5.1,25.0,missingno,conda-forge/missingno,,,,8895.0,8778.0,https://pypi.org/project/missingno,2022-02-27 20:39:36.000,117.0,898743.0,902371.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253,228611.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
304,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2022-09-06 13:46:34.000000,2022-02-09 19:43:12,605,,112,74.0,64.0,12.0,118.0,3319,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,29,True,2022-02-09 19:44:15.000,6.1.1,48.0,ftfy,conda-forge/ftfy,,,,7534.0,7043.0,https://pypi.org/project/ftfy,2022-02-09 19:44:15.000,491.0,2670267.0,2673216.0,https://anaconda.org/conda-forge/ftfy,2022-03-13 19:47:23.479,194676.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
305,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2022-10-13 13:16:49.000000,2022-10-12 12:23:15,1071,88.0,626,69.0,1297.0,239.0,521.0,3025,Probabilistic time series modeling in Python.,96.0,29,True,2022-10-10 12:20:04.054,0.11.0,60.0,gluonts,anaconda/gluonts,,,['mxnet'],7.0,,https://pypi.org/project/gluonts,2022-06-30 19:47:56.000,7.0,140551.0,140563.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,155.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
306,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-10-13 01:12:23.000000,2022-10-07 07:56:22,14878,57.0,425,68.0,2847.0,708.0,1415.0,2973,cuML - RAPIDS Machine Learning Library.,158.0,29,True,2022-10-12 17:54:03.000,22.10.00,24.0,cuml,,,,,4.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,4.0,1087.0,1087.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
307,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2022-09-19 21:08:05.664000,2022-07-04 02:48:18,934,,537,104.0,317.0,67.0,614.0,2966,"Fast, flexible and easy to use probabilistic modelling in Python.",66.0,29,True,2021-11-19 21:46:05.000,0.14.7,68.0,pomegranate,conda-forge/pomegranate,,,,806.0,760.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,46.0,78305.0,80880.0,https://anaconda.org/conda-forge/pomegranate,2022-09-19 21:08:05.664,100438.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
308,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2022-10-08 08:54:11.000000,2022-09-24 16:20:26,585,1.0,648,83.0,160.0,86.0,361.0,2964,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,29,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],887.0,868.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,19.0,67417.0,67628.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,2538.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
309,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2022-10-13 13:15:25.000000,2022-10-12 16:54:21,3238,45.0,610,51.0,878.0,174.0,866.0,2908,"Serve, optimize and scale PyTorch models in production.",131.0,29,True,2022-05-16 20:02:45.000,0.6.0,15.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],9.0,,https://pypi.org/project/torchserve,2022-05-13 21:12:28.000,9.0,15355.0,45781.0,https://anaconda.org/pytorch/torchserve,2022-05-13 21:22:14.370,43110.0,https://hub.docker.com/r/pytorch/torchserve,2022-07-19 22:07:31.666907,16.0,1040999.0,2.0,,2204.0,,,,,,,,,,,,,,,,,,
310,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-06-06 16:07:07.000000,2022-05-31 03:18:45,1556,,402,93.0,120.0,62.0,344.0,2881,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,29,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,729.0,677.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,52.0,111530.0,113734.0,https://anaconda.org/conda-forge/nmslib,2022-04-15 23:08:32.465,66134.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
311,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-10-12 11:09:04.000000,2022-10-12 11:08:31,1135,141.0,355,74.0,48.0,39.0,193.0,2880,A library of reinforcement learning components and agents.,79.0,29,True,2022-02-10 06:52:01.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],108.0,106.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,2.0,5363.0,5553.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,4376.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
312,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-10-12 09:20:07.000000,2022-10-10 08:38:20,2463,37.0,427,79.0,229.0,50.0,151.0,2693,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,60.0,29,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,100.0,97.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,8288.0,8289.0,,,,,,,,2.0,,66.0,,,,,,,,,,,,,,,,,,
313,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452,,609,109.0,73.0,92.0,123.0,2675,Productivity Tools for Plotly + Pandas.,38.0,29,False,2020-03-01 17:42:01.000,0.17.3,28.0,cufflinks,,,,['pandas'],6861.0,6703.0,https://pypi.org/project/cufflinks,2021-12-15 15:49:58.297,158.0,357808.0,357808.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
314,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2022-08-03 16:40:21.000000,2022-08-03 16:40:16,871,3.0,347,89.0,164.0,211.0,145.0,2198,D3 Renderings of Matplotlib Graphics.,51.0,29,True,2022-05-27 14:58:47.679,0.5.8,17.0,mpld3,conda-forge/mpld3,,,,432.0,29.0,https://pypi.org/project/mpld3,2022-05-27 14:58:27.000,399.0,271985.0,274373.0,https://anaconda.org/conda-forge/mpld3,2022-05-27 18:02:10.178,157689.0,,,,,3.0,,,,mpld3,https://www.npmjs.com/package/mpld3,2022-05-27 14:58:47.679,4.0,367.0,,,,,,,,,,,,
315,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-10-06 07:21:25.000000,2022-10-06 07:21:20,665,18.0,502,165.0,63.0,7.0,426.0,1926,Python sync/async framework for Interactive Brokers API.,32.0,29,True,2022-08-23 12:05:23.118,0.9.71,96.0,ib_insync,conda-forge/ib-insync,,,,22.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,22.0,10227.0,10791.0,https://anaconda.org/conda-forge/ib-insync,2022-09-05 02:54:07.331,22027.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
316,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-09-19 00:37:22.000000,2022-08-31 01:52:51,509,7.0,304,102.0,48.0,17.0,150.0,1550,Distributed Deep learning with Keras & Spark.,27.0,29,True,2022-10-10 00:55:34.677,3.4.1,28.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",62.0,59.0,https://pypi.org/project/elephas,2022-03-30 23:25:17.000,3.0,61238.0,61495.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,9775.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
317,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-10-13 14:12:19.000000,2022-10-13 14:12:19,584,59.0,157,35.0,374.0,99.0,186.0,1542,"Algorithms for outlier, adversarial and drift detection.",17.0,29,True,2022-08-17 13:04:59.000,0.10.3,29.0,alibi-detect,,,,,125.0,120.0,https://pypi.org/project/alibi-detect,2022-06-01 16:23:29.000,5.0,22115.0,22115.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
318,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-10-11 15:06:59.000000,2022-09-29 19:56:30,664,36.0,232,42.0,312.0,46.0,163.0,1252,Training PyTorch models with differential privacy.,58.0,29,True,2022-09-09 17:52:24.089,1.2.0,18.0,opacus,conda-forge/opacus,,,['pytorch'],157.0,146.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,17000.0,17527.0,https://anaconda.org/conda-forge/opacus,2022-09-09 22:23:32.756,4742.0,,,,,2.0,,51.0,,,,,,,,,,,,,,,,,,
319,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2022-10-02 14:44:46.000000,2022-10-02 14:44:46,1201,4.0,113,25.0,67.0,36.0,193.0,1186,Statistical package in Python based on Pandas.,35.0,29,False,2022-06-24 18:07:38.000,0.5.2,37.0,pingouin,conda-forge/pingouin,,,,757.0,723.0,https://pypi.org/project/pingouin,2022-06-24 17:59:52.000,34.0,124595.0,126158.0,https://anaconda.org/conda-forge/pingouin,2022-06-24 21:24:35.163,71943.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
320,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-10-01 15:27:07.000000,2022-10-01 15:21:56,2857,34.0,256,31.0,36.0,2.0,423.0,1057,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,29,True,2022-10-01 15:29:01.053,0.31.10,180.0,ktrain,,,,['tensorflow'],344.0,341.0,https://pypi.org/project/ktrain,2022-05-20 16:08:40.000,3.0,21761.0,21761.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
