,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
245,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-11-13 09:43:52.000000,2022-05-31 03:18:45,1556.0,,425.0,93.0,122.0,72.0,348.0,3199.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,47.0,31,False,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,1073.0,1014.0,https://pypi.org/project/nmslib,184630.0,187331.0,https://anaconda.org/conda-forge/nmslib,2023-09-26 10:22:21.295,102648.0,,,,,2.0,,2021-02-03 00:02:08.000,59.0,,,,,,,,,,,,,,,,
246,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-12-11 16:28:56.000000,2022-08-22 18:21:12,586.0,,571.0,78.0,76.0,61.0,161.0,2979.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,False,,,5.0,filterpy,conda-forge/filterpy,,,,4755.0,4755.0,https://pypi.org/project/filterpy,1872765.0,1875834.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,239403.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
247,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-12-13 21:21:22.000000,2023-10-24 18:29:08,333.0,5.0,323.0,66.0,75.0,9.0,120.0,2918.0,A Python Perceptual Image Hashing Module.,26.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,11947.0,11565.0,https://pypi.org/project/ImageHash,1294470.0,1298588.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,350045.0,,,,,2.0,,2022-09-28 08:48:24.658,382.0,,,,,,,,,,,,,,,,
248,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-12-25 19:48:30.000000,2023-12-22 15:40:35,1274.0,4.0,268.0,54.0,214.0,51.0,404.0,2869.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,35.0,31,True,2023-08-21 11:33:22.000,1.12.0,28.0,stumpy,conda-forge/stumpy,,,,625.0,609.0,https://pypi.org/project/stumpy,177716.0,200453.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,954965.0,,,,,2.0,,2023-08-21 11:33:22.000,16.0,,,,,,,,,,,,,,,,
249,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-12-28 11:42:52.000000,2023-04-20 03:41:53,699.0,,244.0,41.0,802.0,71.0,282.0,2691.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],3873.0,3807.0,https://pypi.org/project/fairscale,397524.0,404253.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,168239.0,,,,,2.0,,2022-12-11 18:09:31.906,66.0,,,,,,,,,,,,,,,,
250,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2023-12-19 17:30:18.000000,2023-12-19 08:42:47,1133.0,25.0,228.0,25.0,971.0,95.0,396.0,2630.0,A python library for self-supervised learning on images.,35.0,31,True,2023-12-13 14:31:54.000,1.4.24,111.0,lightly,,,,['pytorch'],201.0,195.0,https://pypi.org/project/lightly,30786.0,30786.0,,,,,,,,2.0,,2023-12-13 14:31:54.000,6.0,,,,,,,,,,,,,,,,
251,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-12-15 04:36:57.000000,2023-12-15 04:36:57,2928.0,27.0,687.0,78.0,847.0,257.0,622.0,2544.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",121.0,31,True,2023-10-16 21:49:45.000,0.1.24,24.0,pgmpy,,,,,847.0,815.0,https://pypi.org/project/pgmpy,53491.0,53498.0,,,,,,,,2.0,306.0,2023-10-16 20:46:07.000,32.0,,,,,,,,,,,,,,,,
252,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-12-25 05:02:29.000000,2023-12-03 09:09:14,2415.0,149.0,244.0,27.0,1120.0,75.0,224.0,2460.0,Database system for AI-powered apps.,73.0,31,True,2023-11-19 16:35:30.000,0.3.9,36.0,evadb,,,,['pytorch'],141.0,141.0,https://pypi.org/project/evadb,17749.0,41789.0,,,,,,,,3.0,408683.0,,,,,georgia-tech-db/evadb,,,,,,,,,,,,,
253,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-12-22 16:58:40.000000,2023-12-11 13:14:47,785.0,26.0,300.0,38.0,859.0,40.0,247.0,2458.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",42.0,31,True,2023-09-09 13:24:13.000,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",227.0,224.0,https://pypi.org/project/python-doctr,15668.0,79819.0,,,,,,,,2.0,2181141.0,2023-09-09 13:24:13.000,3.0,,,,,,,,,,,,,,,,
254,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-12-28 11:34:13.000000,2023-12-01 01:48:51,2293.0,44.0,583.0,75.0,2835.0,165.0,713.0,2297.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",221.0,31,True,2023-12-15 02:05:05.000,2.1.2,27.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,2489709.0,2489709.0,,,,,,,,2.0,,,,,-4.0,,,,,,,,,,,,,,
255,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-12-18 04:15:22.000000,2023-11-17 20:35:45,543.0,15.0,155.0,44.0,76.0,4.0,127.0,1939.0,a python library for doing approximate and phonetic matching of strings.,31.0,31,True,,,14.0,jellyfish,conda-forge/jellyfish,,,,7700.0,7700.0,https://pypi.org/project/jellyfish,2431657.0,2449849.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,764094.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
256,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-12-15 17:15:25.000000,2023-12-13 15:05:30,4135.0,35.0,1075.0,155.0,1083.0,45.0,606.0,1692.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18.000,2.2.0,40.0,arcgis,,esridocker/arcgis-api-python-notebook,,,36.0,3.0,https://pypi.org/project/arcgis,120090.0,120205.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,10056.0,2023-12-12 19:09:17.000,33.0,,,,,,,,,,,,,,,,
257,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-12-28 11:08:05.000000,2023-12-26 14:29:27,842.0,111.0,102.0,21.0,339.0,83.0,207.0,1593.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,43.0,31,True,2023-11-13 18:28:25.000,0.11.2,46.0,equinox,,,,['jax'],400.0,353.0,https://pypi.org/project/equinox,61808.0,61808.0,,,,,,,,1.0,,2023-11-13 18:28:25.000,47.0,,,,,,,,,,,,,,,,
258,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2023-12-25 20:05:38.000000,2023-12-23 21:38:22,933.0,13.0,427.0,87.0,214.0,49.0,235.0,1388.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,73.0,31,True,2023-01-27 12:18:54.000,3.1.4,15.0,emcee,conda-forge/emcee,,,,2195.0,2195.0,https://pypi.org/project/emcee,110135.0,113629.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,317999.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
259,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-12-28 13:56:03.000000,2023-12-28 13:13:25,3729.0,210.0,46.0,160.0,492.0,119.0,352.0,1318.0,Multiplatform plotting library based on Grammar of Graphics.,20.0,31,True,2023-12-28 14:30:03.000,4.2.0,68.0,lets-plot,,,,,53.0,51.0,https://pypi.org/project/lets-plot,24169.0,24180.0,,,,,,,,2.0,575.0,2023-12-28 13:56:03.000,2.0,,,,,,,,,,,,,,,,
260,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2023-12-20 21:47:34.000000,2023-12-20 21:43:49,1108.0,17.0,268.0,43.0,502.0,31.0,181.0,1198.0,ARCH models in Python.,35.0,31,False,2023-09-26 15:06:52.000,6.2.0,45.0,arch,conda-forge/arch-py,,,,1398.0,1329.0,https://pypi.org/project/arch,267781.0,274306.0,https://anaconda.org/conda-forge/arch-py,2023-10-06 06:11:20.798,274061.0,,,,,2.0,,2023-09-26 15:06:52.000,69.0,,,,,,,,,,,,,,,,
261,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2023-12-23 15:29:00.000000,2023-12-23 10:07:35,10327.0,124.0,222.0,36.0,1412.0,206.0,337.0,1104.0,Computations and statistics on manifolds with geometric structures.,87.0,31,True,2023-08-30 05:36:10.000,2.7.0,32.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,91.0,88.0,https://pypi.org/project/geomstats,2832.0,2946.0,https://anaconda.org/conda-forge/geomstats,2023-08-30 16:59:06.279,2056.0,,,,,3.0,,2023-08-30 05:33:32.000,3.0,,,,,,,,,,,,,,,,
262,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-12-13 19:43:52.000000,2023-12-13 19:43:51,921.0,7.0,214.0,59.0,98.0,45.0,173.0,978.0,Input pipeline framework.,28.0,31,True,2023-08-11 23:14:04.000,1.14.0,56.0,tensorflow-transform,,,,['tensorflow'],1636.0,1580.0,https://pypi.org/project/tensorflow-transform,645500.0,645500.0,,,,,,,,2.0,,2023-08-11 23:14:04.000,56.0,,,,,,,,,,,,,,,,
263,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-12-23 01:11:24.000000,2023-12-18 17:38:52,12955.0,565.0,277.0,35.0,1725.0,459.0,607.0,977.0,Python package for earth-observing satellite data processing.,148.0,31,False,2023-12-18 08:08:56.000,0.46.0,92.0,satpy,conda-forge/satpy,,,,133.0,116.0,https://pypi.org/project/satpy,9887.0,14125.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,178013.0,,,,,3.0,,2023-12-18 08:08:56.000,17.0,,,,,,,,,,,,,,,,
264,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,,2012-07-10 12:30:06.000,2023-12-26 15:59:14.236000,2023-12-25 06:03:30,554.0,10.0,96.0,32.0,57.0,64.0,78.0,908.0,Describing statistical models in Python using symbolic formulas.,18.0,31,False,2023-12-25 06:05:13.000,0.5.5,12.0,patsy,conda-forge/patsy,,,,85860.0,85860.0,https://pypi.org/project/patsy,12453278.0,12804346.0,https://anaconda.org/conda-forge/patsy,2023-12-26 15:59:14.236,9478845.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
265,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-12-23 05:01:50.000000,2023-12-23 04:55:48,1657.0,12.0,283.0,43.0,1290.0,268.0,362.0,674.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,31,True,2023-12-19 00:59:41.000,0.35.0,42.0,tensorflow-io,,,,['tensorflow'],35.0,,https://pypi.org/project/tensorflow-io,4397943.0,4397943.0,,,,,,,,2.0,,2023-12-19 00:58:11.000,35.0,,,,,,,,,,,,,,,,
266,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-12-22 21:23:25.000000,2023-12-22 09:58:36,161873.0,3173.0,83.0,52.0,1982.0,105.0,280.0,668.0,TensorFlow ROCm port.,4541.0,31,True,2022-12-06 16:42:53.965,2.9.4,97.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,3511.0,3511.0,,,,,,,,3.0,21.0,2023-10-04 19:01:50.000,5.0,,,,,,,,,,,,,,,,
267,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2023-12-15 12:50:52.000000,2023-12-15 12:50:52,282.0,5.0,107.0,24.0,52.0,35.0,56.0,459.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,25.0,31,True,2023-09-27 19:27:51.000,3.0.1,27.0,audioread,conda-forge/audioread,,,,17672.0,17308.0,https://pypi.org/project/audioread,1649633.0,1668896.0,https://anaconda.org/conda-forge/audioread,2023-09-30 21:07:31.348,731998.0,,,,,2.0,,2023-09-27 19:27:51.000,364.0,,,,,,,,,,,,,,,,
268,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-12-23 16:12:25.000000,2023-12-23 16:11:39,302.0,15.0,2599.0,135.0,44.0,114.0,131.0,16348.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,30,True,2023-12-23 16:12:25.000,1.6.5,185.0,vit-pytorch,,,,['pytorch'],385.0,379.0,https://pypi.org/project/vit-pytorch,24145.0,24145.0,,,,,,,,2.0,,2023-12-23 16:12:25.000,6.0,,,,,,,,,,,,,,,,
269,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-11-21 01:05:50.000000,2020-01-31 13:06:18,347.0,,4769.0,648.0,372.0,495.0,436.0,15053.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,580.0,541.0,https://pypi.org/project/baselines,1231.0,1231.0,,,,,,,,1.0,,2018-02-26 17:07:07.000,39.0,,,,,,,,,,,,,,,,
270,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2023-12-17 10:33:07.000000,2023-11-21 12:31:47,1957.0,5.0,2223.0,271.0,888.0,226.0,668.0,13135.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",122.0,30,True,2023-07-18 11:35:09.110,0.9.3,32.0,pyqlib,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pyqlib,1677.0,1687.0,,,,,,,,2.0,392.0,2023-07-18 11:35:09.110,1.0,,,,,,,,,,,,,,,,
271,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-12-27 05:39:09.000000,2023-12-27 05:39:06,2870.0,21.0,2036.0,192.0,400.0,184.0,471.0,8520.0,FinRL: Financial Reinforcement Learning.,107.0,30,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,28.0,28.0,https://pypi.org/project/finrl,1412.0,1412.0,,,,,,,,1.0,,2022-01-08 13:58:14.000,,,,,,,,,,,,,,,,,
272,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-12-21 21:46:42.000000,2023-12-21 21:43:29,1127.0,23.0,1188.0,146.0,156.0,225.0,1217.0,7932.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,133.0,30,False,2023-10-31 20:06:30.000,0.7.5,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],669.0,669.0,https://pypi.org/project/pytorch3d,4198.0,7778.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,175435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
273,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-10-24 19:57:22.000000,2023-10-24 19:51:03,547.0,3.0,1165.0,166.0,427.0,58.0,469.0,7921.0,Automatic extraction of relevant features from time series:.,91.0,30,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],98.0,21.0,https://pypi.org/project/tsfresh,184006.0,214887.0,https://anaconda.org/conda-forge/tsfresh,2023-07-30 07:29:21.371,1327907.0,,,,,2.0,,2023-06-14 21:34:06.791,77.0,,,,,,,,,,,,,,,,
274,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-12-27 02:39:06.000000,2023-12-15 04:18:45,1158.0,20.0,1251.0,103.0,620.0,673.0,517.0,7771.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,125.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],2178.0,2178.0,,,3569.0,https://anaconda.org/conda-forge/nvidia-apex,2023-06-16 16:18:35.589,178475.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
275,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-12-28 11:03:00.000000,2023-12-28 10:46:40,1490.0,35.0,583.0,74.0,606.0,83.0,206.0,7445.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",43.0,30,False,2023-09-11 14:44:32.000,2.5.0,10.0,cleanlab,conda-forge/cleanlab,,,,221.0,221.0,https://pypi.org/project/cleanlab,11003.0,11600.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,19135.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
276,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-12-17 22:14:34.000000,2023-12-07 21:36:00,355.0,1.0,1455.0,135.0,127.0,12.0,313.0,7215.0,A Python implementation of global optimization with gaussian processes.,42.0,30,True,2023-04-25 22:00:01.831,1.4.3,14.0,bayesian-optimization,,,,,2401.0,2286.0,https://pypi.org/project/bayesian-optimization,246117.0,246118.0,,,,,,,,2.0,140.0,2023-04-25 22:00:01.831,115.0,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,
277,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1303.0,175.0,46.0,75.0,236.0,6647.0,2D and 3D Face alignment library build using pytorch.,26.0,30,True,2023-08-17 14:43:11.000,1.4.1,14.0,face-alignment,,,,['pytorch'],32.0,21.0,https://pypi.org/project/face-alignment,66398.0,66398.0,,,,,,,,2.0,,2023-08-17 14:43:11.000,11.0,,,,,,,,,,,,,,,,
278,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2023-12-28 09:05:08.000000,2023-12-28 01:40:50,2080.0,176.0,810.0,98.0,2321.0,279.0,880.0,6606.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",114.0,30,True,2023-11-30 05:58:09.000,1.0.0,1379.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",9.0,2.0,https://pypi.org/project/autogluon,75957.0,76063.0,,,,https://hub.docker.com/r/autogluon/autogluon,2023-07-26 19:13:58.158186,17.0,5657.0,2.0,,2023-12-28 09:05:08.000,7.0,,,,,,,,,,,,,,,,
279,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-12-24 09:12:15.000000,2023-04-30 18:36:20,483.0,,663.0,89.0,206.0,138.0,356.0,4506.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1360.0,1310.0,https://pypi.org/project/lightfm,666937.0,669316.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,168963.0,,,,,2.0,,2023-03-20 04:15:00.582,50.0,,,,,,,,,,,,,,,,
280,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-11-12 21:40:25.000000,2022-01-27 13:24:16,139.0,,1006.0,154.0,113.0,94.0,79.0,4427.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,,,3.0,imutils,conda-forge/imutils,,,,39558.0,39558.0,https://pypi.org/project/imutils,438542.0,442277.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,153164.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
281,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-12-24 01:20:37.000000,2022-09-24 16:20:26,585.0,,850.0,92.0,207.0,100.0,430.0,4290.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,False,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3562.0,3514.0,https://pypi.org/project/pandas-ta,82891.0,83642.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,19535.0,,,,,2.0,,2021-07-28 20:51:17.000,48.0,,,,,,,,,,,,,,,,
282,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-11-28 14:54:27.704000,2023-11-13 07:19:19,1344.0,2.0,375.0,71.0,366.0,97.0,460.0,4124.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,30,True,2023-11-13 07:24:08.000,0.8.5,29.0,sacred,conda-forge/sacred,,,,2865.0,2755.0,https://pypi.org/project/sacred,23774.0,23951.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4440.0,,,,,2.0,,2023-11-13 07:24:08.000,110.0,,,,,,,,,,,,,,,,
