,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
246,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1816.0,284.0,3507.0,417.0,1684.0,14106.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,31,False,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,68.0,21.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,47.0,15255.0,15255.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
247,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2074.0,182.0,1007.0,574.0,727.0,12786.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1831.0,1824.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,5079.0,5090.0,,,,,,,,2.0,838.0,,,,,,,,,,,,,,,,,,,
248,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-01-29 12:58:28.000000,2025-01-29 12:58:28,2979.0,13.0,2465.0,212.0,490.0,247.0,482.0,10518.0,FinRL: Financial Reinforcement Learning.,121.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,62.0,62.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,2039.0,2039.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
249,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-01-30 13:59:27.000000,2025-01-30 13:59:20,867.0,2.0,1299.0,422.0,91.0,32.0,161.0,9806.0,TensorFlow-based neural network library.,60.0,31,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1401.0,1382.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,19544.0,20167.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,38648.0,,,,,3.0,,,,,,,google-deepmind/sonnet,,,,,,,,,,,,,
250,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,456.0,263.0,579.0,364.0,9620.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5122.0,5108.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,3468.0,3468.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
251,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,2.0,1399.0,300.0,897.0,145.0,760.0,9186.0,AutoML library for deep learning.,145.0,31,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],806.0,793.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,18129.0,18351.0,,,,,,,,2.0,19156.0,,,,,,,,,,,,,,,,,,,
252,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-01-27 17:48:43.000000,2025-01-27 17:43:42,1201.0,18.0,1318.0,149.0,182.0,277.0,1369.0,9010.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,154.0,31,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],14.0,,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,5771.0,10409.0,https://anaconda.org/pytorch3d/pytorch3d,2024-09-13 14:58:15.228,287569.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-12-14 07:09:35.000000,2024-12-14 07:09:34,1196.0,7.0,1401.0,100.0,674.0,735.0,530.0,8515.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,130.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2951.0,2951.0,,,,,8108.0,https://anaconda.org/conda-forge/nvidia-apex,2024-11-04 08:44:59.011,413522.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-01-22 14:40:43.000000,2023-04-18 11:08:13,2759.0,,1282.0,213.0,727.0,201.0,829.0,7709.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],676.0,642.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,15494.0,16129.0,https://anaconda.org/conda-forge/auto-sklearn,2025-01-02 16:30:24.107,28608.0,,,,,2.0,68.0,,,,,,,,,,,,,,,,,,,
255,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-01-20 19:03:49.000000,2024-11-13 18:39:43,1380.0,1.0,878.0,160.0,1733.0,154.0,865.0,7350.0,An open source python library for automated feature engineering.,74.0,31,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,1961.0,1887.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,59867.0,64006.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,227688.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-11-26 06:34:46.000000,2024-11-26 06:34:41,2711.0,1.0,1151.0,210.0,1052.0,27.0,615.0,6774.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:22:54.000,1.7.0,64.0,deeppavlov,,,,['tensorflow'],427.0,423.0,https://pypi.org/project/deeppavlov,2024-08-12 17:22:54.000,4.0,11538.0,11538.0,,,,,,,,2.0,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,
257,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,296.0,161.0,268.0,5798.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1150.0,1136.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,13981.0,14156.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14567.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
258,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2024-11-21 20:20:09.000000,2024-11-21 20:19:33,250.0,2.0,930.0,127.0,40.0,75.0,147.0,5738.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,31,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],4538.0,4422.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,843379.0,843728.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,19579.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
259,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2025-01-19 06:34:14.145000,2024-06-24 00:50:16,586.0,,1081.0,109.0,267.0,107.0,503.0,5709.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators.,45.0,31,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],4800.0,4658.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,142.0,146419.0,147020.0,https://anaconda.org/conda-forge/pandas-ta,2025-01-19 06:34:14.145,23458.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2025-01-02 16:30:25.284000,2023-11-02 13:49:44,662.0,,1003.0,151.0,132.0,139.0,104.0,4483.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,False,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,5443.0,5336.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,107.0,201130.0,201828.0,https://anaconda.org/conda-forge/ta,2025-01-02 16:30:25.284,32821.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-01-30 09:34:04.000000,2025-01-29 04:09:09,15634.0,72.0,545.0,76.0,3753.0,919.0,1642.0,4380.0,cuML - RAPIDS Machine Learning Library.,179.0,31,True,2024-12-11 21:41:19.000,24.12.00,43.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,3049.0,3049.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
262,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2024-02-07 10:05:31.000000,2022-08-22 18:21:12,586.0,,628.0,78.0,82.0,74.0,162.0,3437.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,8304.0,8184.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1658441.0,1661383.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,267800.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
263,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,182.0,737.0,277.0,710.0,3427.0,DyNet: The Dynamic Neural Network Toolkit.,161.0,31,False,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,287.0,269.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,18.0,145927.0,146110.0,,,,,,,,3.0,18179.0,,,,,,,,,,,,,,,,,,,
264,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2025-01-12 23:14:25.000000,2025-01-12 23:14:25,705.0,1.0,281.0,49.0,829.0,103.0,285.0,3238.0,PyTorch extensions for high performance and large scale training.,76.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],7468.0,7315.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,445048.0,455112.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,382468.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2025-01-29 18:15:14.000000,2025-01-29 18:15:09,999.0,6.0,234.0,36.0,559.0,72.0,177.0,2945.0,JAX-based neural network library.,85.0,31,True,2024-10-16 09:11:35.000,0.0.13,16.0,dm-haiku,conda-forge/dm-haiku,,,,2454.0,2279.0,https://pypi.org/project/dm-haiku,2024-10-16 09:11:35.000,175.0,271362.0,271951.0,https://anaconda.org/conda-forge/dm-haiku,2024-12-23 08:50:11.458,27717.0,,,,,3.0,,,,,,,google-deepmind/dm-haiku,,,,,,,,,,,,,
266,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-12-25 16:57:33.423000,2024-06-24 17:09:39,1087.0,,397.0,60.0,499.0,222.0,273.0,2868.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],5168.0,5053.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,376734.0,377897.0,https://anaconda.org/conda-forge/keras-tuner,2024-12-25 16:57:33.423,47686.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2025-01-10 16:26:40.000000,2025-01-10 15:57:55,1707.0,15.0,334.0,37.0,370.0,40.0,185.0,2768.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,40.0,31,True,2025-01-10 16:26:40.000,2.7.6,49.0,shapash,,,,['jupyter'],192.0,188.0,https://pypi.org/project/shapash,2025-01-10 16:26:40.000,4.0,8935.0,8935.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2025-01-23 09:38:41.221000,2025-01-23 09:34:09,1972.0,33.0,159.0,30.0,379.0,75.0,115.0,2428.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",62.0,31,True,2025-01-23 09:38:41.221,2.17.1,138.0,usearch,,unum/usearch,,,199.0,157.0,https://pypi.org/project/usearch,2024-12-29 12:38:31.000,27.0,220913.0,230872.0,,,,https://hub.docker.com/r/unum/usearch,2024-11-21 09:01:45.281389,1.0,171.0,2.0,47683.0,usearch,https://www.npmjs.com/package/usearch,2025-01-23 09:38:41.221,15.0,7303.0,,,,,,,,,,,,,,
269,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-12-19 19:53:58.719000,2024-10-30 12:23:10,890.0,,361.0,82.0,169.0,218.0,149.0,2372.0,An interactive data visualization tool which brings matplotlib graphics to the browser using D3.,53.0,31,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,7075.0,6920.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,146.0,315036.0,319800.0,https://anaconda.org/conda-forge/mpld3,2024-12-19 19:53:58.719,220133.0,,,,,2.0,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,762.0,,,,,,,,,,,,,,
270,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-12-29 21:23:32.000000,2024-12-29 21:20:41,1376.0,3.0,334.0,22.0,50.0,38.0,203.0,2352.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,31,True,2024-12-29 21:23:32.000,0.4.8,92.0,explainerdashboard,conda-forge/explainerdashboard,,,,603.0,590.0,https://pypi.org/project/explainerdashboard,2024-12-29 21:23:32.000,13.0,59065.0,60282.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-18 22:16:35.129,59649.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
271,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2025-01-25 21:40:54.000000,2025-01-25 21:39:23,1902.0,89.0,210.0,47.0,305.0,188.0,166.0,2203.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,31,True,2025-01-25 21:40:54.000,0.35.10,205.0,graphistry,,,,['jupyter'],141.0,135.0,https://pypi.org/project/graphistry,2025-01-25 21:40:54.000,6.0,15912.0,15912.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
272,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-01-10 14:45:40.000000,2025-01-10 14:45:39,954.0,1.0,260.0,45.0,354.0,220.0,143.0,2094.0,Evaluate: A library for easily evaluating machine learning models and datasets.,130.0,31,True,2024-09-11 10:17:30.000,0.4.3,16.0,evaluate,,,,,17080.0,16677.0,https://pypi.org/project/evaluate,2024-09-11 10:15:30.000,403.0,2360469.0,2360469.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-12-31 03:17:58.000000,2024-12-31 03:17:57,575.0,8.0,160.0,43.0,85.0,6.0,137.0,2085.0,a python library for doing approximate and phonetic matching of strings.,34.0,31,True,2024-12-14 19:43:04.000,1.1.3,46.0,jellyfish,conda-forge/jellyfish,,,,276.0,,https://pypi.org/project/jellyfish,2024-12-14 19:43:04.000,276.0,6835613.0,6857425.0,https://anaconda.org/conda-forge/jellyfish,2024-12-17 14:25:05.549,1199667.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2024-09-03 20:56:01.000000,2024-04-15 22:25:34,1519.0,,612.0,56.0,1884.0,92.0,899.0,1696.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,31,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1448775.0,1448775.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-01-30 14:07:02.000000,2025-01-30 12:38:27,4574.0,144.0,53.0,181.0,601.0,161.0,504.0,1618.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,31,True,2024-12-13 18:39:32.000,4.5.2,83.0,lets-plot,,,,,175.0,160.0,https://pypi.org/project/lets-plot,2024-12-17 18:17:21.000,15.0,36462.0,36513.0,,,,,,,,2.0,3205.0,,,,,,,,,,,,,,,,,,,
276,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-11-13 21:41:20.000000,2024-11-07 23:05:03,1082.0,2.0,235.0,36.0,256.0,65.0,274.0,1614.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,31,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,10668.0,10515.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2610155.0,2634712.0,https://anaconda.org/conda-forge/pmdarima,2024-07-14 16:03:51.778,1252430.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
277,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2025-01-21 03:48:43.000000,2024-12-23 17:47:51,1986.0,9.0,289.0,44.0,295.0,59.0,215.0,1589.0,TensorLy: Tensor Learning in Python.,69.0,31,True,2024-11-12 14:54:17.000,0.9.0,21.0,tensorly,conda-forge/tensorly,,,,980.0,881.0,https://pypi.org/project/tensorly,2024-11-12 14:54:17.000,99.0,50530.0,57818.0,https://anaconda.org/conda-forge/tensorly,2024-06-10 02:35:16.323,371719.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-12-16 09:24:29.167000,2024-12-05 15:39:58,1196.0,2.0,362.0,68.0,617.0,297.0,361.0,1503.0,A Jupyter - Leaflet.js bridge.,91.0,31,True,2024-07-22 08:02:59.000,0.19.2,84.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],14153.0,13869.0,https://pypi.org/project/ipyleaflet,2024-07-22 08:02:59.000,275.0,157913.0,187267.0,https://anaconda.org/conda-forge/ipyleaflet,2024-12-16 09:24:29.167,1359011.0,,,,,3.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-07-22 08:02:28.803,9.0,5086.0,,,,,,,,,,,,,,
279,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2025-01-26 20:02:01.000000,2025-01-26 20:02:01,3396.0,11.0,243.0,50.0,418.0,77.0,285.0,1081.0,"OpenCL integration for Python, plus shiny features.",96.0,31,True,2025-01-21 23:57:14.000,2025.1,104.0,pyopencl,conda-forge/pyopencl,,,,2315.0,2134.0,https://pypi.org/project/pyopencl,2025-01-22 00:15:58.000,181.0,86911.0,114341.0,https://anaconda.org/conda-forge/pyopencl,2025-01-22 15:41:17.173,1508662.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
280,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCm/tensorflow-upstream,https://github.com/ROCm/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2025-01-30 14:33:13.000000,2025-01-29 16:33:58,179935.0,3556.0,97.0,51.0,2441.0,71.0,316.0,690.0,TensorFlow ROCm port.,4813.0,31,True,2022-12-06 16:42:53.965,2.9.4,100.0,tensorflow-rocm,,,,['tensorflow'],9.0,,https://pypi.org/project/tensorflow-rocm,2024-01-10 14:33:03.000,9.0,7016.0,7016.0,,,,,,,,3.0,27.0,,,,,,ROCm/tensorflow-upstream,,,,,,,,,,,,,
281,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2024-12-17 17:34:12.000000,2024-12-15 00:03:38,17327.0,42.0,111.0,27.0,3628.0,535.0,3417.0,554.0,"Keep code, data, containers under control with git and git-annex.",57.0,31,True,2024-12-15 00:03:47.000,1.1.5,121.0,datalad,conda-forge/datalad,,,,548.0,449.0,https://pypi.org/project/datalad,2024-12-15 00:03:47.000,99.0,15236.0,28832.0,https://anaconda.org/conda-forge/datalad,2024-11-20 02:36:29.417,747815.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
282,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4283.0,1248.0,557.0,840.0,2543.0,17542.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,30,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,5.0,2.0,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,3.0,974.0,1111.0,,,,,,,,3.0,14828.0,,,,,,,,,,,,,,,,,,,
283,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2025-01-11 04:06:05.000000,2025-01-11 04:06:05,1750.0,7.0,779.0,87.0,815.0,111.0,290.0,10118.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",54.0,30,False,2024-09-26 16:50:26.000,2.7.0,32.0,cleanlab,conda-forge/cleanlab,,,,447.0,429.0,https://pypi.org/project/cleanlab,2024-09-26 16:50:26.000,18.0,36836.0,37642.0,https://anaconda.org/conda-forge/cleanlab,2025-01-02 16:30:44.037,36300.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
