,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,dnf_id,yay_id
180,librosa,librosa/librosa,librosa,conda-forge/librosa,,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000000,2020-10-19 21:24:48.000000,2020-09-11 13:58:44.000000,666.0,53.0,778.0,4167.0,,2020-07-22 01:34:55.000000,0.8.0,28.0,Python library for audio and music analysis.,10337.0,8587.0,80.0,28,https://pypi.org/project/librosa,2020-07-22 01:34:55.000000,1750.0,271469.0,275946.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:18.402000,237332.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Tokenizers,huggingface/tokenizers,tokenizers,conda-forge/tokenizers,,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2020-12-25 16:23:04.000000,2020-12-15 16:50:40.000000,299.0,80.0,259.0,4108.0,1414.0,2020-11-10 04:37:50.000000,0.9.4,57.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,20.0,20.0,39.0,28,https://pypi.org/project/tokenizers,2020-12-08 18:59:15.000000,0.0,881333.0,884364.0,https://anaconda.org/conda-forge/tokenizers,2020-11-19 06:02:47.112000,15159.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
182,DEAP,deap/deap,deap,conda-forge/deap,,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2020-12-25 17:33:19.000000,2020-12-25 17:33:18.000000,827.0,166.0,218.0,4013.0,2147.0,2020-01-21 01:18:06.000000,1.3.1,16.0,Distributed Evolutionary Algorithms in Python.,1979.0,1497.0,67.0,28,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,123658.0,125619.0,https://anaconda.org/conda-forge/deap,2020-10-12 23:58:35.330000,105929.0,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
183,dataset,pudo/dataset,dataset,,,db-clients,,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2020-12-16 15:25:48.000000,2020-11-14 22:02:17.000000,256.0,12.0,232.0,3952.0,655.0,2020-11-14 22:04:37.000000,1.4.1,46.0,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",2764.0,1736.0,71.0,28,https://pypi.org/project/dataset,2020-11-14 22:04:37.000000,1028.0,42207.0,42207.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PyOD,yzhao062/pyod,pyod,,,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2020-12-23 15:20:44.000000,2020-12-23 15:20:10.000000,812.0,100.0,79.0,3946.0,1236.0,2020-12-23 02:28:48.000000,0.8.5,63.0,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,439.0,433.0,20.0,28,https://pypi.org/project/pyod,2020-12-23 02:28:48.000000,6.0,96040.0,96040.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Kornia,kornia/kornia,kornia,,,image,['pytorch'],https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2020-12-25 16:12:26.000000,2020-12-22 23:16:53.000000,345.0,103.0,239.0,3447.0,1466.0,2020-10-20 19:31:49.000000,0.4.1,12.0,Open Source Differentiable Computer Vision Library for PyTorch.,215.0,215.0,78.0,28,https://pypi.org/project/kornia,2020-10-20 19:31:49.000000,0.0,15850.0,15850.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
186,dyNET,clab/dynet,dyNET,,,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2020-10-22 07:16:17.000000,2020-10-22 07:16:12.000000,692.0,255.0,658.0,3156.0,3260.0,2020-10-21 14:31:01.000000,2.1.2,24.0,DyNet: The Dynamic Neural Network Toolkit.,202.0,164.0,155.0,28,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,5662.0,5686.0,,,,True,3,1205.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,Blaze,blaze/blaze,blaze,conda-forge/blaze,,data-containers,,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373.0,262.0,500.0,2918.0,7496.0,2016-07-19 20:40:03.000000,0.11.0,14.0,NumPy and Pandas interface to Big Data.,7838.0,7350.0,64.0,28,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,488.0,10385.0,15067.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,187303.0,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Dedupe,dedupeio/dedupe,dedupe,,,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2020-12-24 19:43:22.000000,2020-11-09 02:38:13.000000,402.0,49.0,568.0,2849.0,2792.0,2020-09-02 00:17:19.000000,2.0.6,157.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",250.0,172.0,55.0,28,https://pypi.org/project/dedupe,2020-09-06 01:50:45.000000,78.0,52409.0,52409.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PyCaret,pycaret/pycaret,pycaret,,,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2020-12-25 12:35:36.000000,2020-12-22 22:14:34.000000,573.0,149.0,514.0,2742.0,1513.0,2020-12-22 22:10:30.000000,2.2.3,68.0,"An open-source, low-code machine learning library in Python.",552.0,552.0,38.0,28,https://pypi.org/project/pycaret,2020-12-22 22:10:30.000000,0.0,26855.0,26923.0,,,,True,2,344.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,phonenumbers,daviddrysdale/python-phonenumbers,phonenumbers,conda-forge/phonenumbers,,nlp,,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2020-12-22 15:32:16.000000,2020-12-22 15:32:10.000000,324.0,3.0,110.0,2593.0,,2020-12-04 08:41:00.000000,8.12.15,166.0,Python port of Google's libphonenumber.,2280.0,,22.0,28,https://pypi.org/project/phonenumbers,2020-12-16 08:06:19.000000,2280.0,789567.0,796332.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,365316.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
191,VisPy,vispy/vispy,vispy,conda-forge/vispy,,data-viz,['jupyter'],https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2020-12-22 03:47:57.000000,2020-11-28 02:03:40.000000,535.0,354.0,778.0,2537.0,6394.0,2020-12-14 15:55:00.000000,0.6.6,16.0,High-performance interactive 2D/3D data visualization library.,558.0,436.0,144.0,28,https://pypi.org/project/vispy,2020-11-28 02:55:50.000000,122.0,13557.0,16683.0,https://anaconda.org/conda-forge/vispy,2020-11-28 13:05:36.454000,116255.0,True,2,,,,,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,67.0,,,,,,,,,,,,,
192,datashader,holoviz/datashader,datashader,conda-forge/datashader,,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2020-12-23 23:10:02.000000,2020-12-23 23:09:56.000000,307.0,144.0,315.0,2376.0,1276.0,2020-08-16 19:52:29.000000,0.11.1,22.0,Quickly and accurately render even the largest data.,612.0,542.0,43.0,28,https://pypi.org/project/datashader,2020-12-23 17:43:10.000000,70.0,14588.0,18046.0,https://anaconda.org/conda-forge/datashader,2020-08-17 11:43:03.087000,127969.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
193,dbt,fishtown-analytics/dbt,dbt,conda-forge/dbt,,data-pipelines,,https://github.com/fishtown-analytics/dbt,https://github.com/fishtown-analytics/dbt,Apache-2.0,2016-03-10 02:38:00.000000,2020-12-24 23:02:56.000000,2020-12-22 19:07:20.000000,462.0,253.0,1408.0,2297.0,2481.0,2020-10-13 21:51:53.000000,0.18.1,139.0,dbt (data build tool) enables data analysts and engineers to transform their data using the same practices that..,168.0,159.0,127.0,28,https://pypi.org/project/dbt,2020-10-21 00:46:58.000000,9.0,88239.0,91239.0,https://anaconda.org/conda-forge/dbt,2020-05-14 13:55:32.153000,147027.0,True,2,,,dbt,,,,,,,,,,,,,,,,,,,,,,,
194,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,sklearn-pandas,,,data-containers,"['sklearn', 'pandas']",https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2020-12-03 06:11:35.000000,2020-12-03 06:11:34.000000,377.0,40.0,116.0,2295.0,267.0,2020-10-01 20:56:27.000000,2.0.3,24.0,Pandas integration with sklearn.,1799.0,1577.0,35.0,28,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27.000000,222.0,112672.0,112672.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
195,eli5,TeamHG-Memex/eli5,eli5,conda-forge/eli5,,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2020-12-09 18:22:22.000000,2020-01-22 07:39:36.000000,282.0,125.0,108.0,2235.0,1198.0,2019-08-29 06:19:32.000000,0.10.1,27.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,901.0,805.0,14.0,28,https://pypi.org/project/eli5,2019-08-29 06:19:32.000000,96.0,242332.0,244302.0,https://anaconda.org/conda-forge/eli5,2020-06-15 13:11:13.408000,84752.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
196,GPyTorch,cornellius-gp/gpytorch,gpytorch,,,probabilistics,['pytorch'],https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2020-12-20 00:38:42.000000,2020-12-18 00:08:52.000000,308.0,190.0,613.0,2215.0,3202.0,2020-11-30 21:36:11.000000,1.3.0,24.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,191.0,183.0,62.0,28,https://pypi.org/project/gpytorch,2020-11-30 21:38:19.000000,8.0,32823.0,32823.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
197,implicit,benfred/implicit,implicit,conda-forge/implicit,,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2020-11-24 06:44:37.378000,2020-11-15 19:47:23.000000,452.0,76.0,255.0,2196.0,300.0,2020-09-15 22:01:38.000000,0.4.4,34.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,351.0,329.0,28.0,28,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,22.0,94338.0,99332.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,174804.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
198,AzureML SDK,Azure/MachineLearningNotebooks,azureml-sdk,,,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2020-12-12 00:49:34.000000,2020-12-12 00:49:33.000000,1464.0,53.0,842.0,2049.0,1081.0,2020-12-07 18:38:50.000000,1.19.0,65.0,Python notebooks with ML and deep learning examples with Azure Machine Learning | Microsoft.,60.0,,52.0,28,https://pypi.org/project/azureml-sdk,2020-12-07 18:38:50.000000,60.0,294538.0,294552.0,,,,True,2,380.0,,,,,,,,,,,,,,,,,,,,,,,,,
199,ImageHash,JohannesBuchner/imagehash,ImageHash,conda-forge/imagehash,,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2020-11-27 16:31:23.000000,2020-11-27 16:31:13.000000,241.0,17.0,69.0,1781.0,182.0,2020-11-19 14:54:24.000000,4.2.0,17.0,A Python Perceptual Image Hashing Module.,2294.0,1762.0,17.0,28,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,372032.0,373967.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,94845.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Ibis,ibis-project/ibis,ibis-framework,conda-forge/ibis-framework,,db-clients,,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000000,2020-12-23 22:54:58.000000,2020-12-23 22:54:57.000000,243.0,515.0,939.0,1495.0,1321.0,2020-11-11 16:01:20.000000,1.4.0,24.0,"A pandas-like deferred expression system, with first-class SQL support.",177.0,129.0,70.0,28,https://pypi.org/project/ibis-framework,2020-11-11 16:01:20.000000,48.0,59767.0,62604.0,https://anaconda.org/conda-forge/ibis-framework,2020-11-13 03:18:14.785000,158875.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
201,pyLDAvis,bmabey/pyLDAvis,pyldavis,conda-forge/pyldavis,,interpretability,['jupyter'],https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2020-12-03 09:31:49.000000,2020-12-02 18:10:12.000000,287.0,91.0,56.0,1369.0,218.0,2018-06-05 18:55:56.000000,2.1.2,17.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,1725.0,1626.0,31.0,28,https://pypi.org/project/pyldavis,2018-06-05 18:55:56.000000,99.0,67130.0,67813.0,https://anaconda.org/conda-forge/pyldavis,2018-06-22 21:16:15.741000,20509.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Flax,google/flax,flax,,,ml-frameworks,['jax'],https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2020-12-27 02:38:45.000000,2020-12-23 18:20:44.000000,149.0,114.0,103.0,1316.0,1393.0,2020-12-08 15:13:37.000000,0.3.0,9.0,Flax is a neural network ecosystem for JAX that is designed for flexibility.,77.0,74.0,68.0,28,https://pypi.org/project/flax,2020-12-08 15:14:03.000000,3.0,60819.0,60821.0,,,,True,3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
203,Bottleneck,pydata/bottleneck,Bottleneck,conda-forge/bottleneck,,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2020-11-25 00:09:27.000000,2020-11-25 00:09:25.000000,61.0,22.0,177.0,566.0,1226.0,2020-02-21 06:22:16.000000,1.3.2,21.0,Fast NumPy array functions written in C.,20500.0,17608.0,20.0,28,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,187161.0,211714.0,https://anaconda.org/conda-forge/bottleneck,2020-10-12 10:23:18.707000,1350455.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
204,pyproj,pyproj4/pyproj,pyproj,conda-forge/pyproj,,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2020-12-20 02:59:03.000000,2020-12-20 02:57:05.000000,146.0,6.0,372.0,557.0,1096.0,2020-11-05 13:39:29.000000,3.0.0.post1,34.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,10411.0,7949.0,39.0,28,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,1148343.0,1178839.0,https://anaconda.org/conda-forge/pyproj,2020-11-06 22:55:31.654000,1829782.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
205,inflect,jaraco/inflect,inflect,conda-forge/inflect,,nlp,,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13.000000,2020-12-18 02:56:48.000000,2020-11-15 19:27:28.000000,57.0,13.0,58.0,463.0,590.0,2020-11-15 17:41:03.000000,5.0.2,30.0,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",1388.0,,25.0,28,https://pypi.org/project/inflect,2020-11-15 17:40:58.000000,1388.0,910429.0,913194.0,https://anaconda.org/conda-forge/inflect,2020-11-15 19:06:38.533000,121674.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
206,minio,minio/minio-py,minio,conda-forge/minio,,db-clients,,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000000,2020-12-10 17:13:57.000000,2020-12-10 17:13:56.000000,169.0,9.0,365.0,385.0,1005.0,2020-12-08 20:45:54.000000,7.0.0,84.0,MinIO Client SDK for Python.,1534.0,1190.0,88.0,28,https://pypi.org/project/minio,2020-12-08 20:28:35.000000,344.0,173816.0,174663.0,https://anaconda.org/conda-forge/minio,2020-12-08 21:39:26.963000,15263.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
207,DIPY,dipy/dipy,dipy,conda-forge/dipy,,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2020-12-17 18:09:13.000000,2020-12-10 16:48:07.000000,313.0,156.0,571.0,371.0,11365.0,2020-11-05 17:35:53.000000,1.3.0,21.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",407.0,313.0,118.0,28,https://pypi.org/project/dipy,2020-11-05 17:35:53.000000,94.0,7731.0,10817.0,https://anaconda.org/conda-forge/dipy,2020-11-14 18:28:50.683000,169741.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Cython BLIS,explosion/cython-blis,blis,conda-forge/cython-blis,,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000000,2020-12-07 11:23:01.451000,2020-12-07 07:21:11.000000,22.0,6.0,15.0,157.0,524.0,2020-12-07 08:56:44.000000,0.7.4,35.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,7849.0,7459.0,9.0,28,https://pypi.org/project/blis,2020-12-07 08:56:44.000000,390.0,814670.0,832656.0,https://anaconda.org/conda-forge/cython-blis,2020-12-07 11:23:01.451000,377712.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
209,CNTK,microsoft/CNTK,cntk,,,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2020-12-09 22:21:57.000000,2020-03-31 15:55:14.000000,4421.0,805.0,2513.0,16941.0,16116.0,2019-04-26 14:13:32.000000,2.7,32.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",17.0,,265.0,27,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,17.0,1460.0,1690.0,,,,True,3,13579.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,Dopamine,google/dopamine,dopamine-rl,,,reinforcement-learning,['tensorflow'],https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000000,2020-11-24 20:59:46.000000,2020-11-24 20:59:42.000000,1225.0,72.0,68.0,9249.0,210.0,2020-10-16 22:05:03.000000,3.1.8,34.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,31.0,,13.0,27,https://pypi.org/project/dopamine-rl,2020-10-16 22:05:03.000000,31.0,66186.0,66186.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
211,AutoKeras,keras-team/autokeras,autokeras,,,hyperopt,['keras'],https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2020-12-21 17:00:14.000000,2020-12-11 07:59:44.000000,1241.0,59.0,647.0,7658.0,1228.0,2020-11-30 02:43:50.000000,1.0.12,46.0,AutoML library for deep learning.,146.0,139.0,125.0,27,https://pypi.org/project/autokeras,2020-11-30 02:43:50.000000,7.0,6303.0,6303.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
212,pretrainedmodels,Cadene/pretrained-models.pytorch,pretrainedmodels,,,pytorch-utils,['pytorch'],https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2020-06-08 16:06:59.000000,2020-04-16 08:02:22.000000,1606.0,85.0,86.0,7553.0,154.0,2018-10-29 08:18:45.000000,0.7.4,16.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",897.0,793.0,22.0,27,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,23165.0,23165.0,,,,True,1,,,,,,,,,,,,,,,True,,,,,,,,,,,
213,Google Images Download,hardikvasa/google-images-download,google_images_download,,,web-scraping,,https://github.com/hardikvasa/google-images-download,https://github.com/hardikvasa/google-images-download,MIT,2015-03-28 16:50:28.000000,2020-12-06 13:01:13.000000,2019-05-21 18:24:10.000000,1699.0,103.0,159.0,7322.0,156.0,2019-05-14 00:35:40.000000,2.7.1,39.0,Python Script to download hundreds of images from 'Google Images'. It is a ready-to-run code!.,214.0,,38.0,27,https://pypi.org/project/google_images_download,2019-05-14 00:35:40.000000,214.0,20671.0,20671.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
214,dgl,dmlc/dgl,dgl,,,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2020-12-27 15:18:28.000000,2020-12-27 03:00:18.000000,1265.0,215.0,653.0,6364.0,1449.0,2020-11-30 07:39:12.000000,0.5.3,331.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",30.0,,93.0,27,https://pypi.org/project/dgl,2020-12-27 08:43:11.000000,30.0,15320.0,15320.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
215,OpenNMT,OpenNMT/OpenNMT-py,OpenNMT-py,,,nlp,['pytorch'],https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2020-12-16 10:12:20.000000,2020-12-09 16:36:52.000000,1742.0,94.0,1110.0,4712.0,2525.0,2020-11-10 18:09:08.000000,2.0.0rc2,26.0,Open Source Neural Machine Translation in PyTorch.,68.0,64.0,164.0,27,https://pypi.org/project/OpenNMT-py,2020-11-10 18:10:02.000000,4.0,3994.0,3994.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
216,GluonCV,dmlc/gluon-cv,gluoncv,,,image,['mxnet'],https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2020-12-26 09:01:43.000000,2020-12-19 05:52:40.000000,1018.0,370.0,371.0,4413.0,818.0,2020-12-02 23:04:17.000000,0.9.0,945.0,Gluon CV Toolkit.,409.0,379.0,106.0,27,https://pypi.org/project/gluoncv,2020-12-26 09:01:43.000000,30.0,45217.0,45217.0,,,,True,2,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,
217,skorch,skorch-dev/skorch,skorch,conda-forge/skorch,,ml-frameworks,"['pytorch', 'sklearn']",https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2020-12-25 23:01:19.000000,2020-12-25 23:01:18.000000,272.0,48.0,311.0,3690.0,935.0,2020-08-30 10:46:40.000000,0.9.0,12.0,A scikit-learn compatible neural network library that wraps PyTorch.,258.0,245.0,39.0,27,https://pypi.org/project/skorch,2020-08-30 10:43:37.000000,13.0,7918.0,13710.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:07.576000,156384.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
218,OCRmyPDF,jbarlow83/OCRmyPDF,ocrmypdf,,,ocr,,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2020-12-27 12:50:29.000000,2020-12-27 11:29:35.000000,411.0,85.0,550.0,3577.0,2796.0,2020-12-27 12:50:29.000000,11.4.2,154.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",112.0,100.0,47.0,27,https://pypi.org/project/ocrmypdf,2020-12-27 12:50:29.000000,12.0,13409.0,13409.0,,,,True,2,,,ocrmypdf,,,,,,,,,,,,,,ocrmypdf,,,,,,,,,
