,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
161,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2024-09-22 18:07:58.000000,2024-09-12 23:27:08,4682.0,109.0,885.0,140.0,498.0,92.0,803.0,7236.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,34,True,2024-09-12 23:17:21.000,1.9.2,28.0,stanza,stanfordnlp/stanza,,,,342273.0,3271.0,3096.0,https://pypi.org/project/stanza,2024-09-12 23:16:02.000,175.0,342127.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7914.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
162,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2024-09-11 20:27:12.000000,2024-09-11 20:27:12,1230.0,15.0,657.0,63.0,137.0,61.0,445.0,5955.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",42.0,34,True,2024-07-25 01:34:14.000,2.6.1,212.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,841405.0,1902.0,1852.0,https://pypi.org/project/pytorch-metric-learning,2024-07-25 01:34:14.000,50.0,841194.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11850.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
163,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1368.0,285.0,6588.0,12.0,2032.0,5886.0,A flexible framework of neural networks for deep learning.,326.0,34,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,144605.0,3368.0,3310.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,58.0,144253.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,19377.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
164,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-09-26 07:42:55.000000,2024-09-26 07:42:31,2427.0,50.0,646.0,95.0,273.0,488.0,563.0,5592.0,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline,..",101.0,34,True,2024-08-27 19:48:22.000,1.16.4,171.0,clearml,,,,2886.0,344052.0,1341.0,1301.0,https://pypi.org/project/clearml,2024-09-23 09:39:53.000,40.0,343527.0,,,,2.0,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30295.0,,,,,,,,,,,,,,,,,,,
165,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-09-25 07:33:51.000000,2024-09-24 09:04:12,12397.0,67.0,1144.0,100.0,1380.0,154.0,757.0,4776.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-07-03 17:29:44.000,1.18.1,60.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,32500.0,605.0,585.0,https://pypi.org/project/adversarial-robustness-toolbox,2024-07-03 17:21:24.000,20.0,31530.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-09-12 19:33:28.595,48516.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
166,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-09-25 18:14:02.000000,2024-09-25 18:11:30,1326.0,29.0,269.0,39.0,476.0,100.0,239.0,3874.0,Lightning fast forecasting with statistical and econometric models.,45.0,34,True,2024-09-19 21:41:21.000,1.7.8,37.0,statsforecast,conda-forge/statsforecast,,,,750263.0,1183.0,1126.0,https://pypi.org/project/statsforecast,2024-09-19 21:39:13.000,57.0,747114.0,https://anaconda.org/conda-forge/statsforecast,2024-09-23 21:39:04.210,94472.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
167,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-09-26 15:43:05.000000,2024-09-26 10:52:28,3411.0,254.0,356.0,30.0,3241.0,136.0,1992.0,3825.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,95.0,34,True,2024-09-25 14:55:23.000,2.2.2,100.0,rubrix,conda-forge/rubrix,,,,2133.0,2708.0,2708.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,1045.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,35929.0,2.0,,,,,,argilla-io/argilla,,,,,,,,,,,,,,,,,,
168,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2024-09-23 13:51:37.000000,2024-09-23 13:51:35,7399.0,9.0,618.0,115.0,1185.0,353.0,1115.0,3298.0,High-performance interactive 2D/3D data visualization library.,198.0,34,True,2024-06-17 12:39:47.000,0.14.3,39.0,vispy,conda-forge/vispy,,['jupyter'],,281424.0,1858.0,1682.0,https://pypi.org/project/vispy,2024-06-17 12:32:22.000,173.0,268912.0,https://anaconda.org/conda-forge/vispy,2024-09-04 12:47:04.775,600261.0,2.0,,,,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,3.0,7.0,,,,,,,,,,,,
169,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-09-24 11:45:23.000000,2024-09-24 01:25:50,2002.0,94.0,390.0,51.0,1747.0,65.0,465.0,3069.0,Bayesian optimization in PyTorch.,129.0,34,True,2024-09-17 16:43:01.000,0.12.0,47.0,botorch,conda-forge/botorch,,['pytorch'],,193972.0,1243.0,1159.0,https://pypi.org/project/botorch,2024-09-17 16:43:01.000,84.0,191442.0,https://anaconda.org/conda-forge/botorch,2024-09-20 23:53:13.019,124006.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
170,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-09-25 13:49:09.996000,2024-09-25 11:39:14,5295.0,98.0,545.0,19.0,1387.0,1120.0,685.0,2244.0,"This is the development home of the workflow management system Snakemake. For general information, see.",342.0,34,True,2024-09-25 11:40:47.000,8.20.5,358.0,snakemake,bioconda/snakemake,,,,122887.0,2312.0,2083.0,https://pypi.org/project/snakemake,2024-09-25 11:40:47.000,229.0,111937.0,https://anaconda.org/bioconda/snakemake,2024-09-25 13:49:09.996,1171698.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
171,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2024-09-07 01:20:44.000000,2024-09-07 01:20:42,565.0,12.0,157.0,42.0,80.0,7.0,130.0,2043.0,a python library for doing approximate and phonetic matching of strings.,32.0,34,True,2024-07-28 08:19:05.000,1.1.0,44.0,jellyfish,conda-forge/jellyfish,,,,5429408.0,10812.0,10544.0,https://pypi.org/project/jellyfish,2024-07-28 08:19:05.000,268.0,5409579.0,https://anaconda.org/conda-forge/jellyfish,2024-09-06 22:00:00.405,1011316.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
172,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2024-05-13 18:30:44.000000,2024-05-13 18:28:50,1241.0,,208.0,32.0,47.0,13.0,168.0,1624.0,Simple Python interface for Graphviz.,23.0,34,True,2024-03-21 07:50:43.000,0.20.3,58.0,graphviz,anaconda/python-graphviz,,,,15389748.0,75827.0,73221.0,https://pypi.org/project/graphviz,2024-03-21 07:50:43.000,2606.0,15389197.0,https://anaconda.org/anaconda/python-graphviz,2024-04-08 21:04:04.101,49089.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
173,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-09-25 19:28:03.000000,2024-09-25 19:28:03,3080.0,31.0,359.0,54.0,1194.0,312.0,970.0,1414.0,Cartopy - a cartographic python library with matplotlib support.,127.0,34,True,2024-04-10 17:52:06.000,0.23.0,30.0,cartopy,conda-forge/cartopy,,,,376243.0,6375.0,5667.0,https://pypi.org/project/cartopy,2024-04-10 17:52:06.000,708.0,298331.0,https://anaconda.org/conda-forge/cartopy,2024-09-12 21:24:51.674,4051437.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
174,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-09-26 13:40:56.000000,2024-09-26 13:40:50,1872.0,7.0,200.0,33.0,214.0,26.0,401.0,1397.0,The ctypes-based simple ImageMagick binding for Python.,106.0,34,True,2023-11-04 01:41:17.000,0.6.13,56.0,wand,conda-forge/wand,,,49955.0,884018.0,19891.0,19634.0,https://pypi.org/project/wand,2023-11-03 23:18:50.000,257.0,882092.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,74025.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
175,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-09-26 00:26:38.000000,2024-09-05 06:54:23,889.0,6.0,337.0,42.0,1054.0,191.0,169.0,1221.0,Making text a first-class citizen in TensorFlow.,116.0,34,True,2024-07-15 22:42:38.000,2.17.0,71.0,tensorflow-text,,,['tensorflow'],,6879145.0,7583.0,7367.0,https://pypi.org/project/tensorflow-text,2024-07-15 22:26:08.000,216.0,6879145.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
176,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-07-30 07:34:33.171000,2024-07-30 00:56:56,1557.0,2.0,155.0,40.0,133.0,4.0,644.0,1170.0,A Python data analysis library that is optimized for humans instead of machines.,53.0,34,True,2024-07-30 00:58:25.000,1.12.0,37.0,agate,conda-forge/agate,,,,10385825.0,3832.0,3783.0,https://pypi.org/project/agate,2024-07-30 00:58:25.000,49.0,10379952.0,https://anaconda.org/conda-forge/agate,2024-07-30 07:34:33.171,234948.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
177,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-09-26 15:02:11.000000,2024-09-26 15:00:49,6136.0,1250.0,2850.0,274.0,5963.0,100.0,625.0,26349.0,You like pytorch? You like micrograd? You love tinygrad!.,339.0,33,True,2024-08-13 23:19:48.000,0.9.2,8.0,,,,['pytorch'],,,100.0,100.0,,,,,,,,1.0,,,,,,tinygrad/tinygrad,,,,,,,,,,,,,,,,,,
178,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,libpng-2.0,2018-08-02 17:56:45.000,2024-09-26 13:54:42.000000,2024-09-26 13:52:25,18660.0,207.0,4790.0,398.0,5371.0,178.0,3789.0,26305.0,The platform for building AI from enterprise data.,840.0,33,False,2024-09-25 14:42:27.000,24.9.4.0,488.0,mindsdb,,,['pytorch'],,24315.0,,,https://pypi.org/project/mindsdb,2024-09-25 14:45:46.000,,24315.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
179,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-09-26 10:59:19.000000,2024-09-23 15:10:35,3322.0,356.0,1333.0,122.0,3635.0,280.0,989.0,19933.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",122.0,33,True,2024-09-23 18:20:31.000,1.11.5,83.0,,,,,157624.0,3844.0,114.0,114.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
180,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-09-23 13:49:48.000000,2024-09-23 13:40:51,805.0,4.0,4501.0,451.0,463.0,420.0,1730.0,18308.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,181.0,33,True,2023-10-10 12:57:04.000,1.1.5,16.0,fbprophet,conda-forge/prophet,,,2807.0,321470.0,112.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,91.0,290752.0,https://anaconda.org/conda-forge/prophet,2023-10-20 01:36:39.935,1258194.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
181,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3461.0,466.0,671.0,590.0,672.0,15362.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,33,False,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,['tensorflow'],,8246.0,1521.0,1507.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,14.0,8246.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
182,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-07-25 20:32:21.000000,2021-07-29 23:17:25,531.0,,1795.0,262.0,117.0,120.0,535.0,11529.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,390260.0,6547.0,6344.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,203.0,387800.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,228808.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
183,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2024-09-25 09:12:22.000000,2024-08-21 07:05:41,3857.0,4.0,1185.0,194.0,2866.0,361.0,766.0,11100.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,33,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,['tensorflow'],,4123.0,277.0,271.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,4123.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
184,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-09-26 00:38:47.000000,2024-09-26 00:34:03,1176.0,12.0,1268.0,148.0,175.0,265.0,1337.0,8697.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,149.0,33,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,['pytorch'],,13936.0,979.0,965.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,9647.0,https://anaconda.org/pytorch3d/pytorch3d,2024-09-13 14:58:15.228,248786.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
185,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-08-13 19:06:58.000000,2024-08-13 19:06:55,544.0,1.0,2389.0,282.0,159.0,325.0,319.0,8339.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",51.0,33,True,2024-05-05 04:42:09.000,3.10.4,59.0,SpeechRecognition,conda-forge/speechrecognition,,,,1117694.0,591.0,21.0,https://pypi.org/project/SpeechRecognition,2024-05-05 04:36:10.000,570.0,1113567.0,https://anaconda.org/conda-forge/speechrecognition,2024-05-06 02:00:59.322,202239.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
186,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-09-24 00:04:41.000000,2024-09-23 04:48:53,6095.0,100.0,1159.0,123.0,1714.0,101.0,702.0,8312.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",94.0,33,True,2024-09-23 15:44:54.000,3.1.0,131.0,perspective-python,conda-forge/perspective,,['jupyter'],4582.0,45448.0,176.0,144.0,https://pypi.org/project/perspective-python,2024-09-23 15:44:54.000,26.0,17737.0,https://anaconda.org/conda-forge/perspective,2024-09-21 14:46:30.468,1185353.0,2.0,,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2024-09-23 15:43:29.269,6.0,4142.0,,,,,,,,,,,,
187,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2024-09-03 22:18:55.000000,2023-11-12 14:28:03,528.0,,865.0,84.0,276.0,81.0,376.0,7853.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,33,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,446.0,3167952.0,49028.0,48403.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,625.0,3143659.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1214442.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
188,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-09-26 09:05:28.000000,2024-09-26 07:57:52,2313.0,58.0,904.0,100.0,2591.0,356.0,1080.0,7751.0,Fast and Accurate ML in 3 Lines of Code.,125.0,33,True,2024-06-14 20:30:21.000,1.1.1,1617.0,autogluon,conda-forge/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",,130381.0,853.0,826.0,https://pypi.org/project/autogluon,2024-09-26 09:05:28.000,27.0,129276.0,https://anaconda.org/conda-forge/autogluon,2024-06-18 07:07:41.213,18805.0,1.0,autogluon/autogluon,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,10230.0,,,,,,,,,,,,,,,,,,,
189,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-09-20 14:04:22.000000,2024-06-21 13:43:40,1379.0,,869.0,156.0,1730.0,149.0,865.0,7213.0,An open source python library for automated feature engineering.,72.0,33,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,76888.0,1840.0,1766.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,72842.0,https://anaconda.org/conda-forge/featuretools,2024-05-15 15:26:44.535,206367.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
190,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-09-25 17:28:01.000000,2024-09-25 17:28:01,1221.0,1.0,1045.0,121.0,277.0,174.0,509.0,7210.0,Distributed Asynchronous Hyperparameter Optimization in Python.,104.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,2238027.0,17416.0,16967.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,449.0,2227072.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,788761.0,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,
191,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-09-09 18:22:59.000000,2024-09-09 18:22:58,3283.0,9.0,957.0,136.0,664.0,53.0,1157.0,7040.0,Python library for audio and music analysis.,123.0,33,True,2024-05-14 15:48:50.000,0.10.2.post1,43.0,librosa,conda-forge/librosa,,,,2900677.0,1347.0,,https://pypi.org/project/librosa,2024-05-14 15:49:38.000,1347.0,2884440.0,https://anaconda.org/conda-forge/librosa,2024-05-15 16:59:32.016,811858.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
192,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2024-09-26 09:40:22.000000,2024-09-26 09:40:22,3491.0,419.0,1242.0,250.0,9567.0,967.0,1586.0,6529.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Baichuan, Mixtral, Gemma, Phi, MiniCPM,..",108.0,33,True,2024-08-22 09:06:57.000,2.1.0,869.0,bigdl,,,,632.0,21590.0,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,21583.0,,,,2.0,,,,,,intel-analytics/ipex-llm,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0,,,
193,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-09-26 11:36:05.000000,2024-09-26 11:35:14,3394.0,162.0,726.0,144.0,123.0,103.0,341.0,6229.0,Fit interpretable models. Explain blackbox machine learning.,46.0,33,True,2024-08-07 19:03:09.000,0.6.3,51.0,interpret,,,['jupyter'],,94083.0,792.0,743.0,https://pypi.org/project/interpret,2024-08-07 19:03:09.000,49.0,94083.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
194,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-09-03 13:46:04.210000,2024-05-07 13:49:33,2334.0,,1118.0,191.0,238.0,277.0,285.0,5780.0,Distributed Evolutionary Algorithms in Python.,88.0,33,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,328973.0,5494.0,5245.0,https://pypi.org/project/deap,2023-07-21 10:51:54.000,249.0,319640.0,https://anaconda.org/conda-forge/deap,2024-09-03 13:46:04.210,438694.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
195,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-09-25 20:46:28.000000,2024-09-25 20:37:19,1135.0,34.0,483.0,268.0,818.0,230.0,338.0,4833.0,Model interpretability and understanding for PyTorch.,119.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,['pytorch'],,261710.0,2509.0,2383.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,126.0,259685.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,66854.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
196,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-08-14 15:31:25.000000,2023-11-23 21:41:49,1136.0,,644.0,89.0,271.0,41.0,253.0,4437.0,Geocoding library for Python.,133.0,33,True,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,82.0,5985983.0,885.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,885.0,5957538.0,https://anaconda.org/conda-forge/geopy,2024-02-28 17:12:19.096,1450714.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
197,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2024-09-03 22:54:33.000000,2024-08-06 01:28:54,637.0,16.0,119.0,76.0,75.0,13.0,130.0,3777.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",19.0,33,True,2024-08-06 01:36:27.000,6.2.3,53.0,ftfy,conda-forge/ftfy,,,13.0,5609996.0,23412.0,22852.0,https://pypi.org/project/ftfy,2024-08-06 01:30:44.000,560.0,5603169.0,https://anaconda.org/conda-forge/ftfy,2024-08-06 18:05:02.848,300405.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
