,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
287,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-06-09 07:55:19.000000,2022-06-08 09:43:18,10192.0,340.0,235,32.0,1360.0,376.0,466.0,839,Python package for earth-observing satellite data processing.,122.0,30,False,2022-04-14 07:42:54.000,0.36.0,77.0,satpy,conda-forge/satpy,,,3553.0,81.0,70.0,https://pypi.org/project/satpy,2022-04-14 07:42:54.000,11.0,1625.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,90657.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
288,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2022-06-09 13:47:06.000000,2022-06-09 12:26:04,620.0,44.0,86,12.0,83.0,50.0,54.0,626,A Python nearest neighbor descent for approximate nearest neighbors.,20.0,30,True,2022-05-14 02:50:55.000,0.5.7,26.0,pynndescent,conda-forge/pynndescent,,,3578707.0,1731.0,1705.0,https://pypi.org/project/pynndescent,2022-05-14 02:50:55.000,26.0,3560660.0,https://anaconda.org/conda-forge/pynndescent,2022-05-15 21:11:06.816,649723.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
289,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2022-06-03 23:31:31.000000,2022-05-30 14:33:26,478.0,35.0,68,21.0,305.0,144.0,279.0,566,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",36.0,30,True,2022-05-09 22:03:14.000,0.8.0,43.0,hvplot,conda-forge/hvplot,,,132678.0,1394.0,1332.0,https://pypi.org/project/hvplot,2022-05-09 07:03:19.000,62.0,128788.0,https://anaconda.org/conda-forge/hvplot,2022-05-09 16:16:22.098,178953.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
290,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919.0,,161,34.0,108.0,33.0,44.0,564,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,6861202.0,6749.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6745.0,6797830.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,4436095.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
291,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-06-02 17:59:11.000000,2022-05-10 11:01:04,542.0,7.0,34,12.0,42.0,5.0,23.0,190,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,11.0,30,False,2022-05-10 14:03:13.000,0.9.0,39.0,blis,conda-forge/cython-blis,,,6339602.0,18849.0,18620.0,https://pypi.org/project/blis,2022-05-10 12:37:32.000,229.0,6300560.0,https://anaconda.org/conda-forge/cython-blis,2022-05-11 10:03:15.285,1522641.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
292,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2021-12-03 07:10:56.000000,2020-01-31 13:06:18,347.0,,4320,585.0,367.0,477.0,432.0,12670,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,29,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,1531.0,437.0,398.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1531.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
293,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-06-03 21:49:38.000000,2022-05-04 03:24:14,243.0,21.0,1669,123.0,32.0,90.0,97.0,10363,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",15.0,29,True,2022-05-04 02:45:07.000,0.35.2,137.0,vit-pytorch,,['pytorch'],,21845.0,120.0,117.0,https://pypi.org/project/vit-pytorch,2022-05-04 02:45:07.000,3.0,21845.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-05-20 19:52:03.000000,2022-05-20 19:48:41,296.0,14.0,1323,446.0,43.0,89.0,85.0,9822,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,29,True,2022-05-20 19:52:03.000,4.0.5,43.0,dopamine-rl,,['tensorflow'],,50573.0,37.0,,https://pypi.org/project/dopamine-rl,2022-05-20 19:52:03.000,37.0,50573.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
295,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-04-27 09:26:40.000000,2021-07-17 22:17:12,2385.0,,2768,549.0,199.0,43.0,,8825,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,13489.0,1118.0,1068.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,50.0,13489.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2021-12-21 18:56:28.651000,2021-12-21 03:31:43,507.0,,1005,151.0,403.0,50.0,440.0,6438,Automatic extraction of relevant features from time series:.,82.0,29,True,2021-12-21 03:37:03.000,0.19.0,27.0,tsfresh,conda-forge/tsfresh,['sklearn'],,499807.0,59.0,,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,59.0,496730.0,https://anaconda.org/conda-forge/tsfresh,2021-12-21 18:56:28.651,169248.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-06-01 20:54:21.000000,2022-06-01 20:52:26,781.0,103.0,877,137.0,105.0,82.0,961.0,6040,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,87.0,29,False,2022-04-28 16:15:23.000,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,['pytorch'],,17125.0,213.0,208.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,5.0,15587.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,47692.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201.0,,1328,190.0,780.0,25.0,422.0,5509,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1482.0,337.0,326.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1352.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3123.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
299,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308.0,,1323,212.0,156.0,40.0,227.0,5277,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,['tensorflow'],,2026.0,638.0,585.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,53.0,2026.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-05-09 20:56:02.000000,2022-04-19 21:26:51,771.0,4.0,1069,210.0,86.0,176.0,118.0,4798,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,29,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,26530.0,291.0,272.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,19.0,26530.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184.0,,1366,307.0,290.0,134.0,265.0,4429,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,6012.0,449.0,417.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,5847.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8593.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
302,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-06-09 02:59:01.000000,2022-06-08 01:37:12,484.0,54.0,287,86.0,319.0,74.0,126.0,3655,Development repository for the Triton language and compiler.,41.0,29,True,2021-10-15 01:19:15.000,1.1.1,132.0,triton,,,,73447.0,110.0,107.0,https://pypi.org/project/triton,2022-06-09 00:14:39.000,3.0,73447.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
303,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-05-31 13:37:09.000000,2022-05-29 16:31:38,880.0,9.0,516,104.0,593.0,90.0,578.0,3636,Visual analysis and diagnostic tools to facilitate machine learning model selection.,106.0,29,True,2022-02-19 22:49:03.000,1.4,23.0,yellowbrick,conda-forge/yellowbrick,['sklearn'],,624147.0,62.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,62.0,622872.0,https://anaconda.org/conda-forge/yellowbrick,2022-03-24 21:56:05.074,28058.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
304,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-05-15 08:44:51.000000,2022-04-03 20:16:49,722.0,10.0,366,38.0,114.0,39.0,143.0,3286,Data augmentation for NLP.,30.0,29,True,2021-12-25 02:49:58.000,1.1.10,36.0,nlpaug,conda-forge/nlpaug,,,71268.0,357.0,343.0,https://pypi.org/project/nlpaug,2021-12-23 17:35:56.000,14.0,71096.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,2074.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-05-20 22:06:54.000000,2022-05-20 22:06:54,469.0,30.0,487,71.0,229.0,48.0,217.0,3059,Uplift modeling and causal inference with machine learning algorithms.,41.0,29,True,2022-03-14 23:38:27.000,0.12.3,19.0,causalml,,,,48641.0,51.0,50.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,48641.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-04-22 07:57:30.389000,2022-04-21 22:32:03,411.0,5.0,471,113.0,72.0,14.0,87.0,2821,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:46.000,0.10.0,15.0,sumy,conda-forge/sumy,,,23178.0,1363.0,1262.0,https://pypi.org/project/sumy,2022-04-21 21:59:46.000,101.0,23090.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1057.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
307,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-06-08 22:46:38.000000,2022-06-03 14:07:10,14805.0,80.0,404,71.0,2755.0,689.0,1355.0,2770,cuML - RAPIDS Machine Learning Library.,151.0,29,True,2022-06-07 18:50:19.000,22.06.00,22.0,cuml,,,,724.0,3.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,3.0,724.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
308,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-06-08 10:33:28.000000,2022-06-08 10:32:53,921.0,155.0,331,73.0,43.0,40.0,170.0,2661,A library of reinforcement learning components and agents.,68.0,29,True,2022-02-10 06:52:01.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,['tensorflow'],,4079.0,83.0,81.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,2.0,3951.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,2440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
309,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,589,106.0,73.0,92.0,123.0,2591,Productivity Tools for Plotly + Pandas.,38.0,29,False,2020-03-01 17:42:01.000,0.17.3,28.0,cufflinks,,['pandas'],,339884.0,6172.0,6014.0,https://pypi.org/project/cufflinks,2021-12-15 15:49:58.297,158.0,339884.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-05-18 19:05:58.000000,2021-08-24 19:11:38,840.0,,519,103.0,1039.0,260.0,296.0,2417,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,29,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,['mxnet'],,79175.0,851.0,829.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,79175.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-05-30 10:24:06.000000,2022-05-25 09:55:55,1696.0,9.0,399,45.0,343.0,21.0,327.0,2246,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,2873.0,310.0,297.0,https://pypi.org/project/foolbox,2022-04-02 15:26:45.000,13.0,2608.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,6108.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
312,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-06-09 13:58:17.000000,2022-06-09 07:06:43,1582.0,1.0,275,60.0,135.0,87.0,184.0,2145,A machine learning toolkit dedicated to time-series data.,37.0,29,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,['sklearn'],,105956.0,520.0,501.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,100915.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,257096.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
313,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-05-04 23:34:17.279000,2021-11-09 18:12:47,178.0,,219,54.0,58.0,81.0,167.0,1638,A Python wrapper for the tesseract-ocr API.,26.0,29,True,2021-06-19 21:10:18.000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,63590.0,733.0,666.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,67.0,61339.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,72041.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
314,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-02-01 14:45:02.000000,2021-03-24 13:03:31,240.0,,320,57.0,64.0,86.0,78.0,1616,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,815967.0,3697.0,3567.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,130.0,815131.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,40153.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
315,lightning-flash,PyTorchLightning/lightning-flash,pytorch-utils,,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2022-06-07 10:40:15.000000,2022-06-06 11:14:01,906.0,67.0,167,34.0,838.0,31.0,428.0,1474,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,70.0,29,True,2022-05-11 18:17:54.000,0.7.5,35.0,lightning-flash,conda-forge/lightning-flash,['pytorch'],,7873.0,85.0,82.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,3.0,7670.0,https://anaconda.org/conda-forge/lightning-flash,2022-05-12 00:02:28.024,2039.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-05-07 13:24:51.000000,2022-05-07 13:24:45,1546.0,17.0,338,52.0,73.0,87.0,346.0,1368,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,47.0,29,True,2022-04-18 01:40:02.000,1.1.13,24.0,vizdoom,,,11515.0,1589.0,152.0,138.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,1436.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
317,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-06-01 15:55:25.000000,2022-06-01 15:55:25,1520.0,1.0,255,54.0,119.0,65.0,159.0,1316,"CUDA integration for Python, plus shiny features.",76.0,29,True,2019-08-12 04:15:37.000,2019.1.2,47.0,pycuda,conda-forge/pycuda,,,34999.0,1521.0,1331.0,https://pypi.org/project/pycuda,2021-04-03 22:28:54.000,190.0,30180.0,https://anaconda.org/conda-forge/pycuda,2022-05-05 00:39:41.933,72285.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
318,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-06-03 08:51:47.000000,2022-05-06 19:31:50,1445.0,32.0,238,42.0,204.0,49.0,138.0,1244,TensorLy: Tensor Learning in Python.,52.0,29,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,10526.0,290.0,260.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,5373.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,252533.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
319,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2022-02-17 22:38:16.000000,2022-02-17 22:38:15,288.0,,440,43.0,176.0,93.0,102.0,1020,"Utilities for working with image data, text data, and sequence data.",52.0,29,True,2020-05-14 03:53:47.000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,['tensorflow'],,11021377.0,1481.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000,1481.0,10993753.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923,1325970.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
320,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000,2022-06-07 18:02:42.000000,2022-04-28 08:48:03,938.0,23.0,205,42.0,407.0,16.0,158.0,928,ARCH models in Python.,30.0,29,False,2022-03-31 08:43:03.000,5.2.0,36.0,arch,conda-forge/arch-py,,,153183.0,612.0,566.0,https://pypi.org/project/arch,2022-03-31 08:43:03.000,46.0,149038.0,https://anaconda.org/conda-forge/arch-py,2022-04-01 07:47:50.740,128503.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2021-09-26 16:29:44.000000,2021-09-26 16:29:39,539.0,,94,29.0,52.0,73.0,69.0,833,Describing statistical models in Python using symbolic formulas.,16.0,29,True,2021-09-27 02:10:26.000,0.5.2,9.0,patsy,conda-forge/patsy,,,10798441.0,55234.0,52588.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2646.0,10729071.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594,4855904.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-06-06 15:39:53.000000,2022-06-06 15:25:17,804.0,7.0,229,39.0,492.0,247.0,244.0,806,Scalable Machine Learning with Dask.,75.0,29,True,2022-05-27 14:17:46.000,2022.5.27,34.0,dask-ml,conda-forge/dask-ml,,,82186.0,682.0,625.0,https://pypi.org/project/dask-ml,2022-05-27 14:17:46.000,57.0,76328.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,328050.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
323,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2022-05-20 14:35:40.000000,2022-05-07 01:15:33,460.0,4.0,95,29.0,100.0,22.0,62.0,721,Python bindings and utilities for GeoJSON.,48.0,29,True,2019-08-09 20:32:15.000,2.5.0,28.0,geojson,conda-forge/geojson,,,805227.0,10546.0,9428.0,https://pypi.org/project/geojson,2019-08-09 20:32:15.000,1118.0,798370.0,https://anaconda.org/conda-forge/geojson,2019-08-11 12:10:34.426,514342.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
324,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2022-06-06 19:17:29.000000,2022-06-06 19:17:28,779.0,34.0,121,46.0,68.0,37.0,120.0,637,Library for exploring and validating machine learning data.,24.0,29,True,2022-05-16 07:40:43.000,1.8.0,38.0,tensorflow-data-validation,,"['tensorflow', 'jupyter']",364.0,1915635.0,510.0,483.0,https://pypi.org/project/tensorflow-data-validation,2022-05-16 07:54:58.000,27.0,1915627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-06-05 10:40:18.000000,2022-06-05 10:40:15,1537.0,14.0,180,21.0,243.0,46.0,231.0,600,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",37.0,29,True,2021-09-04 09:49:51.000,1.4.5,41.0,salib,conda-forge/salib,,,140352.0,58.0,,https://pypi.org/project/salib,2022-02-06 04:55:37.000,58.0,139128.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,82040.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
