,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
220,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23.000,2023-06-21 09:06:28.000000,2023-06-06 09:08:21,5835,2.0,2811.0,235.0,1368.0,717.0,3762.0,9352.0,Open-source simulator for autonomous driving research.,153.0,31,False,2022-12-24 02:26:17.000,0.9.14,25.0,carla,,,,,479.0,479.0,https://pypi.org/project/carla,30243.0,30243.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
221,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-06-22 01:27:14.000000,2023-06-17 13:47:41,2809,75.0,1861.0,181.0,354.0,152.0,466.0,7639.0,FinRL: Financial Reinforcement Learning.,97.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,1826.0,1826.0,,,,,,,,1.0,,2022-01-08 13:58:14.000,,,,,,,,,,,,,,,,,
222,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-06-22 09:39:29.000000,2023-06-14 21:27:42,540,8.0,1155.0,164.0,418.0,58.0,467.0,7433.0,Automatic extraction of relevant features from time series:.,85.0,31,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],69.0,,https://pypi.org/project/tsfresh,208385.0,222939.0,https://anaconda.org/conda-forge/tsfresh,2023-06-16 13:25:36.429,975148.0,,,,,2.0,,2021-12-21 03:37:03.000,69.0,,,,,,,,,,,,,,,,
223,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-06-16 19:25:30.278000,2023-04-18 11:08:13,2759,1.0,1222.0,214.0,696.0,158.0,823.0,7004.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],497.0,458.0,https://pypi.org/project/auto-sklearn,34493.0,35153.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,17178.0,,,,,2.0,46.0,2022-09-20 10:32:07.471,39.0,,,,,,,,,,,,,,,,
224,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-06-22 06:42:11.000000,2023-06-22 06:42:10,1211,17.0,888.0,126.0,265.0,342.0,282.0,6770.0,Distributed Asynchronous Hyperparameter Optimization in Python.,100.0,31,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,10875.0,10875.0,https://pypi.org/project/hyperopt,1801926.0,1814261.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,703099.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
225,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-06-22 11:26:31.000000,2023-06-10 12:11:08,1023,53.0,673.0,51.0,782.0,239.0,841.0,6013.0,A python library for user-friendly forecasting and anomaly detection on time series.,92.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,308.0,304.0,https://pypi.org/project/u8darts,12920.0,14238.0,https://anaconda.org/conda-forge/u8darts-all,2023-06-16 19:27:01.303,30192.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,384.0,2.0,,2022-06-22 08:12:22.000,4.0,,,,,,,,,,,,,,,,
226,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-06-22 14:23:50.000000,2023-06-22 12:26:45,36712,326.0,690.0,137.0,8118.0,827.0,4682.0,5579.0,cuDF - GPU DataFrame Library.,257.0,31,True,2023-06-07 15:25:34.000,23.06.00,36.0,cudf,,,,,5.0,,https://pypi.org/project/cudf,2065.0,2065.0,,,,,,,,2.0,,2020-06-01 20:07:47.000,5.0,,,,,,,,,,,,,,,,
227,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-06-22 09:10:08.000000,2023-06-13 12:45:58,1013,9.0,423.0,216.0,700.0,147.0,309.0,4002.0,Model interpretability and understanding for PyTorch.,102.0,31,True,2022-12-28 01:14:50.000,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1273.0,1273.0,https://pypi.org/project/captum,122532.0,123252.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,12965.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
228,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-06-22 12:38:35.000000,2023-06-22 12:38:34,1354,94.0,697.0,70.0,1656.0,263.0,603.0,3635.0,Probabilistic time series modeling in Python.,106.0,31,True,2023-06-07 13:25:02.158,0.13.2,91.0,gluonts,anaconda/gluonts,,,['mxnet'],13.0,,https://pypi.org/project/gluonts,148782.0,148799.0,https://anaconda.org/anaconda/gluonts,2023-06-16 19:27:39.924,346.0,,,,,2.0,,2022-06-30 19:47:56.000,13.0,,,,,,,,,,,,,,,,
229,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189,,438.0,72.0,37.0,11.0,118.0,3568.0,Missing data visualization module for Python.,18.0,31,True,2023-02-26 20:11:48.000,0.5.2,6.0,missingno,conda-forge/missingno,,,,11885.0,11885.0,https://pypi.org/project/missingno,449382.0,453367.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,282985.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
230,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-06-22 13:31:09.000000,2023-06-13 06:10:59,1287,22.0,765.0,266.0,1425.0,244.0,506.0,3314.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,31,True,2023-05-08 19:49:25.000,0.15.2,24.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,799994.0,799994.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
231,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-06-20 07:30:52.000000,2023-02-05 22:03:50,437,,455.0,63.0,191.0,161.0,137.0,3126.0,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08.000,0.7.0,10.0,hnswlib,conda-forge/hnswlib,,,,1622.0,1579.0,https://pypi.org/project/hnswlib,912284.0,915311.0,https://anaconda.org/conda-forge/hnswlib,2023-06-16 19:24:09.055,90824.0,,,,,2.0,,2022-02-14 22:34:58.000,43.0,,,,,,,,,,,,,,,,
232,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-06-16 16:15:58.517000,2023-05-22 17:51:35,969,34.0,567.0,101.0,327.0,15.0,702.0,3121.0,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,1005.0,949.0,https://pypi.org/project/pomegranate,42389.0,45075.0,https://anaconda.org/conda-forge/pomegranate,2023-06-16 16:15:58.517,126282.0,,,,,2.0,,2021-11-19 21:46:05.000,56.0,,,,,,,,,,,,,,,,
233,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-06-16 19:18:40.569000,2022-05-31 03:18:45,1556,,417.0,91.0,121.0,65.0,348.0,3081.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,31,False,2021-02-03 16:40:09.000,2.1.1,19.0,nmslib,conda-forge/nmslib,,,,884.0,884.0,https://pypi.org/project/nmslib,196857.0,199270.0,https://anaconda.org/conda-forge/nmslib,2023-06-16 19:18:40.569,91702.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
234,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-06-16 16:11:46.167000,2023-04-18 19:00:21,461,5.0,729.0,118.0,110.0,57.0,363.0,2796.0,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,31,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2043.0,1906.0,https://pypi.org/project/hmmlearn,276295.0,279606.0,https://anaconda.org/conda-forge/hmmlearn,2023-06-16 16:11:46.167,182128.0,,,,,2.0,,2022-02-10 14:13:50.000,137.0,,,,,,,,,,,,,,,,
235,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-06-16 13:24:39.196000,2022-08-22 18:21:12,586,,553.0,76.0,72.0,56.0,159.0,2772.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,3516.0,3363.0,https://pypi.org/project/filterpy,2064605.0,2067792.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,229508.0,,,,,2.0,,2018-10-10 22:38:24.000,153.0,,,,,,,,,,,,,,,,
236,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-06-16 13:23:10.041000,2023-02-07 11:44:22,319,,318.0,64.0,68.0,9.0,115.0,2769.0,A Python Perceptual Image Hashing Module.,25.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,9912.0,9551.0,https://pypi.org/project/ImageHash,1375119.0,1379107.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,315109.0,,,,,2.0,,2022-09-28 08:48:24.658,361.0,,,,,,,,,,,,,,,,
237,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-06-17 00:51:22.000000,2023-05-30 18:37:03,1230,33.0,256.0,54.0,196.0,62.0,375.0,2708.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,33.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,490.0,476.0,https://pypi.org/project/stumpy,157648.0,170701.0,https://anaconda.org/conda-forge/stumpy,2023-06-16 16:15:14.989,639631.0,,,,,2.0,,2022-03-31 21:23:48.000,14.0,,,,,,,,,,,,,,,,
238,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-06-16 13:24:16.691000,2023-06-14 18:55:13,967,3.0,443.0,56.0,127.0,319.0,162.0,2468.0,A high performance implementation of HDBSCAN clustering.,82.0,31,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2532.0,2343.0,https://pypi.org/project/hdbscan,558459.0,577652.0,https://anaconda.org/conda-forge/hdbscan,2023-06-16 13:24:16.691,1593047.0,,,,,2.0,,2022-10-31 17:25:01.906,189.0,,,,,,,,,,,,,,,,
239,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-06-16 13:17:51.662000,2023-06-06 06:37:27,2821,65.0,962.0,122.0,466.0,53.0,289.0,2421.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],290.0,,https://pypi.org/project/ipyparallel,116990.0,126902.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,852466.0,,,,,2.0,,2015-10-27 13:25:37.000,290.0,,,,,,,,,,,,,,,,
240,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-06-16 19:27:50.549000,2023-04-20 03:41:53,699,3.0,225.0,38.0,781.0,64.0,280.0,2369.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],2350.0,2301.0,https://pypi.org/project/fairscale,451801.0,458983.0,https://anaconda.org/conda-forge/fairscale,2023-06-16 19:27:50.549,136462.0,,,,,2.0,,2022-12-11 18:09:31.906,49.0,,,,,,,,,,,,,,,,
241,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-06-22 14:18:12.000000,2023-06-22 09:22:54,2157,651.0,201.0,20.0,1899.0,233.0,990.0,2221.0,Argilla: the open-source data curation platform for LLMs.,57.0,31,True,2023-06-16 11:04:10.000,1.10.0,85.0,rubrix,conda-forge/rubrix,,,,832.0,831.0,https://pypi.org/project/rubrix,852.0,2144.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,23256.0,,,,,2.0,,2022-10-24 18:22:00.951,1.0,,,,,,,,,,,argilla-io/argilla,,,,,
242,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-06-22 12:00:07.000000,2023-06-21 16:11:40,2126,164.0,553.0,77.0,2643.0,179.0,622.0,2130.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",211.0,31,True,2023-05-08 20:03:52.000,2.0.2,24.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,957253.0,957253.0,,,,,,,,2.0,,,,-4.0,,,,,,,,,,,,,,,
243,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-06-20 15:12:19.000000,2023-04-03 00:19:55,1816,29.0,246.0,91.0,123.0,29.0,230.0,2072.0,"NLP, before and after spaCy.",35.0,31,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1468.0,1468.0,https://pypi.org/project/textacy,122430.0,124228.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,131290.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
244,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-06-16 16:08:55.034000,2023-04-24 15:04:32,275,4.0,347.0,55.0,75.0,82.0,99.0,1716.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,31,True,2023-04-23 23:49:39.000,3.4.1,7.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5077.0,5077.0,https://pypi.org/project/pyldavis,333013.0,334159.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,68765.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
245,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-06-20 18:46:23.000000,2023-06-10 14:30:23,670,35.0,383.0,42.0,57.0,14.0,253.0,1689.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,31,True,2023-04-07 06:00:55.135,1.3.6,19.0,ogb,conda-forge/ogb,,,,939.0,917.0,https://pypi.org/project/ogb,32345.0,33095.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,24754.0,,,,,2.0,,2022-11-02 22:00:56.960,22.0,,,,,,,,,,,,,,,,
246,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2023-06-16 13:16:26.628000,2023-06-01 11:45:07,914,4.0,427.0,88.0,193.0,49.0,232.0,1326.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,68.0,31,True,2023-02-02 20:53:47.943,3.1.0,24.0,emcee,conda-forge/emcee,,,,2258.0,1928.0,https://pypi.org/project/emcee,115668.0,119105.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,292196.0,,,,,2.0,,2022-05-10 15:29:37.000,330.0,,,,,,,,,,,,,,,,
247,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-06-19 18:26:56.404000,2023-06-09 13:33:02,1453,10.0,160.0,33.0,224.0,1.0,,1261.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",21.0,31,True,2023-06-12 11:30:42.000,1.2.5,71.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1127.0,1092.0,https://pypi.org/project/spacy-transformers,261333.0,262236.0,https://anaconda.org/conda-forge/spacy-transformers,2023-06-19 18:26:56.404,17172.0,,,,,2.0,,2022-07-05 11:45:09.000,35.0,,,,,,,,,,,,,,,,
248,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-06-21 08:26:35.000000,2023-06-13 20:26:33,2785,30.0,341.0,56.0,1047.0,298.0,850.0,1241.0,Cartopy - a cartographic python library with matplotlib support.,123.0,31,False,2022-12-12 22:21:03.000,0.21.1,23.0,cartopy,conda-forge/cartopy,,,,3457.0,3457.0,https://pypi.org/project/cartopy,80401.0,114791.0,https://anaconda.org/conda-forge/cartopy,2023-06-16 13:17:05.582,2991934.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
249,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2023-06-14 21:41:26.000000,2023-06-14 21:39:43,2975,78.0,265.0,33.0,37.0,2.0,461.0,1142.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,31,True,2023-06-14 21:41:26.000,0.37.2,100.0,ktrain,,,,['tensorflow'],434.0,434.0,https://pypi.org/project/ktrain,19531.0,19531.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
250,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2023-06-16 16:19:10.926000,2023-05-31 10:01:48,1075,61.0,231.0,42.0,476.0,19.0,172.0,1121.0,ARCH models in Python.,34.0,31,False,2023-05-26 17:01:25.000,6.1.0,44.0,arch,conda-forge/arch-py,,,,1021.0,1021.0,https://pypi.org/project/arch,208873.0,214473.0,https://anaconda.org/conda-forge/arch-py,2023-06-16 16:19:10.926,240800.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
251,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-06-19 14:00:11.000000,2023-06-19 14:00:10,3251,12.0,242.0,50.0,338.0,72.0,259.0,976.0,"OpenCL integration for Python, plus shiny features.",94.0,31,True,2023-05-09 13:32:37.000,2023.1,90.0,pyopencl,conda-forge/pyopencl,,,,1746.0,1554.0,https://pypi.org/project/pyopencl,73695.0,84808.0,https://anaconda.org/conda-forge/pyopencl,2023-06-16 13:22:59.616,889118.0,,,,,2.0,,2022-11-21 19:47:02.618,192.0,,,,,,,,,,,,,,,,
252,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-06-22 14:05:28.000000,2023-06-21 20:45:03,11963,355.0,258.0,32.0,1604.0,348.0,564.0,927.0,Python package for earth-observing satellite data processing.,147.0,31,False,2023-05-10 14:31:06.000,0.42.2,56.0,satpy,conda-forge/satpy,,,,98.0,98.0,https://pypi.org/project/satpy,6494.0,9082.0,https://anaconda.org/conda-forge/satpy,2023-06-16 16:09:57.578,152696.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
253,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2023-06-22 12:26:54.000000,2023-05-02 11:40:38,1798,15.0,215.0,19.0,273.0,44.0,259.0,724.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",41.0,31,True,2023-01-08 01:14:38.679,1.4.7,46.0,salib,conda-forge/salib,,,,867.0,794.0,https://pypi.org/project/salib,126255.0,127813.0,https://anaconda.org/conda-forge/salib,2023-06-16 13:22:11.263,123103.0,,,,,2.0,,2022-06-22 01:55:54.000,73.0,,,,,,,,,,,,,,,,
254,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-06-16 13:16:49.834000,2023-04-24 02:53:14,938,8.0,166.0,37.0,112.0,30.0,51.0,665.0,Snowball compiler and stemming algorithms.,32.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6788.0,4.0,https://pypi.org/project/snowballstemmer,8713729.0,8795638.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,6716538.0,,,,,2.0,,2021-11-16 18:38:34.000,6784.0,,,,,,,,,,,,,,,,
255,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-06-22 14:07:00.000000,2023-06-18 14:00:33,153260,3692.0,78.0,51.0,1792.0,89.0,275.0,650.0,TensorFlow ROCm port.,4391.0,31,True,2022-12-06 16:42:53.965,2.9.4,94.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,3150.0,3150.0,,,,,,,,3.0,21.0,2022-12-06 16:42:53.965,5.0,,,,,,,,,,,,,,,,
256,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2023-06-22 08:15:06.000000,2023-06-22 08:09:56,16936,136.0,107.0,27.0,3514.0,498.0,3351.0,423.0,"Keep code, data, containers under control with git and git-annex.",55.0,31,True,2023-06-14 14:56:00.990,0.19.0,105.0,datalad,conda-forge/datalad,,,,54.0,,https://pypi.org/project/datalad,10071.0,19966.0,https://anaconda.org/conda-forge/datalad,2023-06-14 18:00:57.145,356247.0,,,,,2.0,,2022-08-24 02:15:01.189,54.0,,,,,,,,,,,,,,,,
257,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-06-16 19:21:40.721000,2022-06-10 09:12:18,238,,12666.0,1575.0,217.0,699.0,581.0,48612.0,The worlds simplest facial recognition api for Python and the command line.,54.0,30,True,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],,,https://pypi.org/project/face_recognition,68153.0,68679.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,16899.0,,,,,2.0,1104.0,,,,,,,,,,,,,,,,,,
