,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
123,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-07-19 16:40:50.313000,2023-07-18 22:29:35,1506,20.0,334,48.0,1445.0,160.0,652.0,1415,Exploratory analysis of Bayesian models with Python.,147.0,35,True,2023-07-18 19:49:18.000,0.16.1,33.0,arviz,conda-forge/arviz,,,,4485.0,4485.0,https://pypi.org/project/arviz,,,1279905.0,1327341.0,https://anaconda.org/conda-forge/arviz,2023-07-19 16:40:50.313,1802529.0,,,,,1.0,132.0,,,,,,,,,,,,,,,,,,
124,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-07-27 09:19:37.000000,2023-07-26 22:00:21,838,14.0,297,44.0,967.0,143.0,153.0,1125,Making text a first-class citizen in TensorFlow.,108.0,35,True,2023-07-07 02:12:20.288,2.13.0,63.0,tensorflow-text,,,,['tensorflow'],5722.0,5615.0,https://pypi.org/project/tensorflow-text,2023-07-07 02:12:20.288,107.0,3633554.0,3633554.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
125,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-07-25 13:05:50.000000,2023-07-06 16:14:17,14762,49.0,506,50.0,2259.0,392.0,944.0,695,Workflows and interfaces for neuroimaging packages.,250.0,35,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,1801.0,1633.0,https://pypi.org/project/nipype,2017-05-21 03:34:02.000,168.0,65212.0,72098.0,https://anaconda.org/conda-forge/nipype,2023-06-16 13:24:57.429,578437.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
126,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-07-24 20:03:40.000000,2023-07-24 20:01:08,1482,22.0,6494,374.0,625.0,329.0,3006.0,25704,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",255.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1288.0,1288.0,https://pypi.org/project/detectron2,,,,5366.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,193186.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
127,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2023-07-27 13:19:26.000000,2023-06-30 07:37:44,2613,63.0,7929,374.0,2967.0,837.0,6456.0,25056,OpenMMLab Detection Toolbox and Benchmark.,411.0,34,True,2023-06-30 07:41:30.000,3.1.0,51.0,mmdet,,,,['pytorch'],,,https://pypi.org/project/mmdet,,,162298.0,162298.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
128,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2023-07-03 09:20:46.000000,2023-06-21 06:01:59,384,2.0,4445,848.0,262.0,453.0,608.0,24851,Library for fast text representation and classification.,62.0,34,True,2020-04-28 09:51:33.000,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,4794.0,4794.0,https://pypi.org/project/fasttext,,,990796.0,991678.0,https://anaconda.org/conda-forge/fasttext,2023-06-16 13:22:18.275,60861.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
129,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-07-27 02:07:31.000000,2023-07-27 02:07:24,7012,331.0,2519,292.0,169.0,31.0,928.0,23548,"Visualizer for neural network, deep learning, and machine learning models.",2.0,34,True,2023-07-24 14:51:57.000,7.0.8,585.0,netron,,,,"['pytorch', 'tensorflow']",83.0,10.0,https://pypi.org/project/netron,2023-07-24 14:51:57.000,73.0,12662.0,94872.0,,,,,,,,1.0,82210.0,,,,,,,,,,,,,,,,,,
130,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2023-07-20 13:12:55.000000,2021-11-17 17:52:52,3466,,3777,667.0,1667.0,129.0,1977.0,22663,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],399.0,356.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,43.0,6558.0,24592.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2092.0,,,,,2.0,1040938.0,,,,,,,,,,,,,,,,,,
131,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-07-27 14:02:49.000000,2023-07-27 13:02:47,13336,2124.0,2182,371.0,3562.0,530.0,2544.0,17364,"MindsDBs AI database empowers worlds developers to build, deploy and automate Generative AI models for data-intensive..",740.0,34,False,2023-07-25 18:14:04.000,23.7.4.1,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,,,9050.0,9050.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
132,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2023-07-22 11:22:45.000000,2023-07-05 17:40:19,8478,77.0,2771,261.0,1172.0,166.0,615.0,16088,Best Practices on Recommendation Systems.,126.0,34,True,2022-07-20 05:58:55.000,1.1.1,12.0,recommenders,,,,,79.0,77.0,https://pypi.org/project/recommenders,2022-04-01 08:49:49.000,2.0,52540.0,52546.0,,,,,,,,1.0,387.0,,,,,,,,,,,,,,,,,,
133,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-07-27 11:58:56.000000,2023-07-24 14:04:10,4371,97.0,1751,176.0,525.0,33.0,625.0,13577,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",135.0,34,True,2023-07-24 14:04:48.000,0.16.0,64.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",12.0,,https://pypi.org/project/tts,2022-06-21 12:14:41.000,12.0,27393.0,67684.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9261.0,,,,,2.0,1115824.0,,,,,,,,,,,,,,,,,,
134,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-06-24 11:05:09.000000,2023-06-10 07:12:14,779,2.0,1500,125.0,654.0,350.0,425.0,12335,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,129.0,34,True,2023-06-10 07:44:08.000,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],16350.0,16350.0,https://pypi.org/project/albumentations,,,739604.0,742130.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,123787.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
135,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-07-24 02:04:57.000000,2023-06-01 18:12:56,4638,3.0,4434,387.0,633.0,585.0,1234.0,10919,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,34,False,2023-06-30 18:36:01.101,2.6.2,54.0,glfw,conda-forge/glfw,,,,181.0,2.0,https://pypi.org/project/glfw,2023-06-30 18:36:01.101,179.0,139184.0,174989.0,https://anaconda.org/conda-forge/glfw,2023-06-16 16:13:39.833,135478.0,,,,,2.0,3324955.0,,,,,,,,,,,,,,,,,,
136,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-07-20 14:46:51.000000,2023-06-01 22:41:40,2418,12.0,1505,290.0,422.0,268.0,622.0,9170,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,34,False,2023-05-25 22:44:19.000,0.12.0,28.0,tpot,conda-forge/tpot,,,['sklearn'],2254.0,2254.0,https://pypi.org/project/tpot,,,33668.0,36420.0,https://anaconda.org/conda-forge/tpot,2023-06-16 13:22:56.837,225691.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
137,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384,,876,266.0,148.0,82.0,103.0,8924,Fuzzy String Matching in Python.,70.0,34,False,2020-02-13 22:14:12.000,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,19701.0,19701.0,https://pypi.org/project/fuzzywuzzy,,,5131738.0,5137598.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,492248.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
138,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-07-25 15:45:50.000000,2023-07-20 17:28:39,10386,34.0,1859,350.0,3375.0,124.0,1124.0,8252,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,34,True,2023-07-19 14:18:35.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,,,127881.0,130529.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-06-16 16:16:01.101,127136.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
139,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2023-07-27 12:32:12.000000,2023-07-26 01:40:48,2401,19.0,970,204.0,2221.0,243.0,811.0,8031,Deep universal probabilistic programming with Python and PyTorch.,139.0,34,True,2023-05-29 03:03:03.885,1.8.5,33.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],1610.0,1519.0,https://pypi.org/project/pyro-ppl,2023-05-29 03:03:03.885,91.0,422721.0,425811.0,https://anaconda.org/conda-forge/pyro-ppl,2023-06-16 19:25:04.578,86533.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
140,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-07-19 11:57:07.000000,2023-07-16 10:19:01,1688,11.0,1275,147.0,200.0,183.0,143.0,7257,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,34,True,2023-06-25 06:09:29.000,1.1.0,88.0,pyod,conda-forge/pyod,,,,2639.0,2588.0,https://pypi.org/project/pyod,2023-06-25 06:02:01.357,51.0,549202.0,551199.0,https://anaconda.org/conda-forge/pyod,2023-06-26 04:46:35.290,75888.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
141,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-07-20 14:05:19.000000,2023-07-08 02:43:39,627,35.0,308,67.0,92.0,32.0,117.0,7053,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",23.0,34,True,2023-04-19 04:15:07.188,0.6.1,12.0,einops,conda-forge/einops,,,,14730.0,14187.0,https://pypi.org/project/einops,2023-07-08 02:55:10.786,543.0,3735416.0,3738091.0,https://anaconda.org/conda-forge/einops,2023-06-16 16:16:58.561,123080.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
142,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-07-26 20:55:07.000000,2023-07-24 15:09:23,1293,15.0,843,156.0,1626.0,168.0,790.0,6723,An open source python library for automated feature engineering.,70.0,34,True,2023-07-24 15:40:37.000,1.27.0,102.0,featuretools,conda-forge/featuretools,,,,1459.0,1386.0,https://pypi.org/project/featuretools,2023-07-24 15:40:37.000,73.0,58665.0,62957.0,https://anaconda.org/conda-forge/featuretools,2023-07-24 20:21:04.496,158826.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
143,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2023-07-21 21:53:48.000000,2023-06-15 13:47:41,1687,15.0,698,126.0,253.0,394.0,321.0,6358,Uniform Manifold Approximation and Projection.,117.0,34,True,2022-04-13 21:19:42.000,0.5.3,26.0,umap-learn,conda-forge/umap-learn,,,,9860.0,9860.0,https://pypi.org/project/umap-learn,,,912888.0,945796.0,https://anaconda.org/conda-forge/umap-learn,2023-06-16 16:09:19.013,2073206.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
144,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-06-16 19:17:58.452000,2022-10-17 02:18:00,30611,,1321,292.0,6586.0,12.0,2030.0,5815,A flexible framework of neural networks for deep learning.,325.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,3075.0,3075.0,https://pypi.org/project/chainer,,,18265.0,18632.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,15081.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
145,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-07-27 08:54:30.000000,2023-07-27 08:47:05,2700,211.0,675,141.0,80.0,62.0,307.0,5610,Fit interpretable models. Explain blackbox machine learning.,38.0,34,True,2023-06-01 18:42:55.000,0.4.2,43.0,interpret,,,,['jupyter'],510.0,487.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000,23.0,64517.0,64517.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
146,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-07-26 20:11:20.000000,2023-07-26 09:21:55,2380,226.0,241,45.0,2010.0,281.0,635.0,4037,"Aim An easy-to-use & supercharged open-source AI metadata tracker (experiment tracking, AI agents tracing).",64.0,34,True,2023-06-02 08:59:51.000,3.17.5,693.0,aim,conda-forge/aim,,,,290.0,279.0,https://pypi.org/project/aim,2023-07-26 20:11:20.000,11.0,68967.0,70468.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,36027.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
147,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-06-28 22:47:54.000000,2023-06-28 22:47:49,1272,6.0,2322,1994.0,522.0,343.0,1070.0,3745,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-05-24 03:36:02.381,1.51.0,99.0,azureml-sdk,,,,,46.0,,https://pypi.org/project/azureml-sdk,2022-06-27 17:00:30.000,46.0,1123584.0,1123592.0,,,,,,,,2.0,502.0,,,,,,,,,,,,,,,,,,
148,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-07-14 07:27:18.000000,2023-07-11 18:27:11,925,22.0,717,85.0,183.0,74.0,617.0,3626,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",46.0,34,True,2023-06-30 11:17:52.000,74,69.0,opencv-python,,,,,10756.0,,https://pypi.org/project/opencv-python,2023-06-30 12:10:26.906,10756.0,8288700.0,8288700.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
149,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-07-27 07:41:48.000000,2023-07-27 00:56:00,2476,95.0,266,68.0,1184.0,73.0,530.0,2099,Adaptive Experimentation Platform.,149.0,34,True,2023-06-26 21:08:00.583,0.3.3,36.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],537.0,514.0,https://pypi.org/project/ax-platform,2023-06-26 21:08:00.583,23.0,131555.0,132010.0,https://anaconda.org/conda-forge/ax-platform,2023-06-27 14:38:12.082,11392.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
150,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-07-27 13:46:51.000000,2023-07-26 22:55:58,3685,172.0,355,31.0,2452.0,355.0,901.0,1893,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,128.0,34,True,2023-07-21 15:58:15.000,0.41.1,80.0,pyvista,conda-forge/pyvista,,,['jupyter'],2265.0,2078.0,https://pypi.org/project/pyvista,2023-07-21 15:58:15.000,187.0,119542.0,129614.0,https://anaconda.org/conda-forge/pyvista,2023-07-21 18:56:11.170,372258.0,,,,,2.0,755.0,,,,,,,,,,,,,,,,,,
151,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-07-22 10:06:58.000000,2023-07-22 10:06:51,1199,15.0,196,33.0,41.0,7.0,153.0,1425,Simple Python interface for Graphviz.,19.0,34,True,,,13.0,graphviz,anaconda/python-graphviz,,,,51006.0,51006.0,https://pypi.org/project/graphviz,,,7885213.0,7885731.0,https://anaconda.org/anaconda/python-graphviz,2023-06-16 13:23:51.228,38861.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
152,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-06-16 20:29:18.000000,2023-06-16 20:29:14,1824,6.0,195,29.0,205.0,22.0,380.0,1296,The ctypes-based simple ImageMagick binding for Python.,102.0,34,True,2023-01-05 13:25:52.000,0.6.11,54.0,wand,conda-forge/wand,,,,17371.0,16662.0,https://pypi.org/project/wand,2023-01-05 13:11:36.729,709.0,757602.0,758528.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,27047.0,,,,,2.0,19670.0,,,,,,,,,,,,,,,,,,
153,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-07-25 21:27:57.000000,2023-06-26 21:16:41,1440,18.0,188,48.0,503.0,32.0,718.0,1053,Fiona reads and writes geographic data files.,68.0,34,True,2023-05-23 23:23:16.000,1.9.4.post1,46.0,fiona,conda-forge/fiona,,,,13827.0,13827.0,https://pypi.org/project/fiona,,,5551561.0,5605539.0,https://anaconda.org/conda-forge/fiona,2023-06-16 13:17:11.785,4750121.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
154,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-07-27 14:32:20.000000,2023-07-27 08:59:24,1364,60.0,164,29.0,1148.0,51.0,154.0,1006,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,76.0,34,True,2023-07-24 18:30:10.000,2023.2.1,21.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],7184.0,7167.0,https://pypi.org/project/scikit-learn-intelex,2023-07-21 11:46:24.000,17.0,196799.0,203879.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,191174.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
155,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-07-27 03:46:47.000000,2023-07-27 03:46:27,1925,67.0,4132,298.0,359.0,72.0,690.0,26164,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",104.0,33,True,2023-05-14 15:08:21.000,0.9.2,46.0,timm,conda-forge/timm,,,['pytorch'],,,https://pypi.org/project/timm,,,3134081.0,3237048.0,https://anaconda.org/conda-forge/timm,2023-06-16 19:20:50.732,81832.0,,,,,2.0,5034703.0,,,,,,,,huggingface/pytorch-image-models,,,,,,,,,,
156,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226,,4606,1003.0,1868.0,355.0,658.0,16343,"Zipline, a Pythonic Algorithmic Trading Library.",159.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1030.0,945.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,4014.0,4227.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7243.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
157,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2023-07-27 14:26:48.000000,2023-07-27 14:00:39,15180,2678.0,4729,67.0,8806.0,3666.0,8324.0,12262,Unified AI.,1179.0,33,False,,,,ivy-core,,,,,76.0,76.0,https://pypi.org/project/ivy-core,,,296.0,296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
158,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-05-27 00:04:03.000000,2021-11-29 19:55:31,1571,,1125,347.0,1682.0,497.0,1294.0,11052,Turi Create simplifies the development of custom machine learning models.,86.0,33,False,2020-09-30 22:44:07.000,6.4.1,30.0,turicreate,,,,,356.0,356.0,https://pypi.org/project/turicreate,,,27082.0,27218.0,,,,,,,,3.0,9128.0,,,,,,,,,,,,,,,,,,
159,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-06-16 13:18:57.655000,2021-07-29 23:17:25,531,,1755,264.0,111.0,91.0,534.0,10765,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,4230.0,4066.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,164.0,342458.0,344675.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,175164.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
160,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-07-27 10:14:08.000000,2023-06-06 09:08:21,5835,2.0,2949,235.0,1377.0,781.0,3772.0,9459,Open-source simulator for autonomous driving research.,153.0,33,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,505.0,501.0,https://pypi.org/project/carla,2022-12-24 18:31:33.838,4.0,23494.0,23494.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
