,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
229,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-03-07 14:02:20.000000,2024-03-07 01:25:23,1566.0,87.0,637.0,81.0,678.0,98.0,234.0,8047.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",45.0,31,False,2024-03-07 14:02:20.000,2.6.1,25.0,cleanlab,conda-forge/cleanlab,,,,283.0,273.0,https://pypi.org/project/cleanlab,2024-02-17 01:29:14.000,10.0,12399.0,12976.0,https://anaconda.org/conda-forge/cleanlab,2024-02-18 22:31:50.965,20220.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-01-28 10:39:22.145000,2024-01-28 09:33:25,550.0,3.0,1203.0,168.0,428.0,63.0,470.0,8016.0,Automatic extraction of relevant features from time series:.,92.0,31,True,2024-01-28 09:46:21.000,0.20.2,31.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],99.0,21.0,https://pypi.org/project/tsfresh,2024-01-28 09:46:21.000,78.0,244300.0,273332.0,https://anaconda.org/conda-forge/tsfresh,2024-01-28 10:39:22.145,1335478.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-03-06 16:25:01.000000,2024-03-06 05:23:22,360.0,5.0,1455.0,134.0,134.0,12.0,320.0,7350.0,A Python implementation of global optimization with gaussian processes.,44.0,31,True,2023-04-25 22:00:01.831,1.4.3,14.0,bayesian-optimization,,,,,2528.0,2409.0,https://pypi.org/project/bayesian-optimization,2023-04-25 22:00:01.831,119.0,291726.0,291727.0,,,,,,,,2.0,143.0,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,,,,,,
232,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-03-04 23:57:36.000000,2024-02-27 04:15:58,5936.0,80.0,937.0,111.0,1622.0,85.0,631.0,7331.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2024-02-27 08:59:42.000,2.8.1,50.0,perspective-python,conda-forge/perspective,,,['jupyter'],115.0,115.0,https://pypi.org/project/perspective-python,,,8457.0,20753.0,https://anaconda.org/conda-forge/perspective,2024-02-27 15:34:19.566,522384.0,,,,,2.0,2321.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,398.0,,,,,,,,,,,,
233,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-03-07 09:05:01.000000,2024-03-06 17:37:01,2112.0,45.0,823.0,100.0,2355.0,323.0,906.0,6920.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",117.0,31,True,2023-11-30 05:58:09.000,1.0.0,1414.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",10.0,2.0,https://pypi.org/project/autogluon,2024-03-07 09:05:01.000,8.0,131810.0,131934.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,6963.0,2.0,,,,,,,,,,,,,,,,,,,,
234,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-03-07 13:53:03.000000,2023-12-27 14:04:05,2705.0,1.0,1118.0,209.0,1047.0,19.0,615.0,6490.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,31,True,2023-12-27 14:49:16.000,1.5.0,62.0,deeppavlov,,,,['tensorflow'],377.0,377.0,https://pypi.org/project/deeppavlov,,,11187.0,11187.0,,,,,,,,2.0,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,,
235,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1796.0,198.0,206.0,12.0,1343.0,6293.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13.000,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1479.0,1479.0,https://pypi.org/project/tensorpack,,,10604.0,10962.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10342.0,,,,,3.0,163.0,,,,,,,,,,,,,,,,,,,
236,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,304.0,294.0,152.0,268.0,5372.0,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1004.0,970.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,10248.0,10424.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12901.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
237,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-03-06 08:29:44.000000,2024-03-01 21:17:57,3853.0,14.0,550.0,85.0,549.0,102.0,466.0,4665.0,Online machine learning in Python.,110.0,31,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,466.0,434.0,https://pypi.org/project/river,2023-12-05 00:13:21.000,32.0,33917.0,35444.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53455.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-03-07 14:28:38.963000,2024-03-06 14:52:20,787.0,13.0,373.0,74.0,284.0,57.0,508.0,4483.0,Visualizer for pandas data structures.,30.0,31,True,2024-03-07 14:03:25.000,3.11.0,181.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1066.0,1043.0,https://pypi.org/project/dtale,2024-03-07 14:02:27.000,23.0,55386.0,61165.0,https://anaconda.org/conda-forge/dtale,2024-03-07 14:28:38.963,265851.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2024-01-27 06:33:38.000000,2022-01-27 13:24:16,139.0,,1009.0,153.0,115.0,95.0,79.0,4460.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,,,3.0,imutils,conda-forge/imutils,,,,41098.0,41098.0,https://pypi.org/project/imutils,,,459409.0,462950.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,155806.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-02-17 21:29:54.000000,2023-11-13 07:19:19,1344.0,,375.0,71.0,367.0,97.0,460.0,4141.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,31,True,2023-11-13 07:24:08.000,0.8.5,29.0,sacred,conda-forge/sacred,,,,2996.0,2886.0,https://pypi.org/project/sacred,2023-11-13 07:24:08.000,110.0,35181.0,35349.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4708.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-01-13 11:36:10.000000,2023-11-02 13:49:44,662.0,,822.0,150.0,126.0,124.0,104.0,3965.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,True,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,3133.0,3083.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,50.0,82350.0,82982.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,23416.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
242,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-03-06 01:54:40.000000,2024-02-20 18:46:12,1088.0,11.0,351.0,60.0,1344.0,125.0,174.0,3818.0,A Python toolbox for performing gradient-free optimization.,54.0,31,True,2024-02-20 14:59:08.000,1.0.2,47.0,nevergrad,conda-forge/nevergrad,,,,663.0,630.0,https://pypi.org/project/nevergrad,2024-02-20 14:59:08.000,33.0,68841.0,69843.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,46107.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,186.0,737.0,274.0,669.0,3402.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,284.0,255.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,29.0,275605.0,275773.0,,,,,,,,3.0,15011.0,,,,,,,,,,,,,,,,,,,
244,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-02-18 01:07:41.000000,2024-02-18 01:07:40,1284.0,11.0,275.0,53.0,219.0,51.0,415.0,2937.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,36.0,31,True,2023-08-21 11:33:22.000,1.12.0,28.0,stumpy,conda-forge/stumpy,,,,679.0,663.0,https://pypi.org/project/stumpy,2023-08-21 11:33:22.000,16.0,234530.0,255928.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,962913.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-03-06 11:40:00.000000,2024-03-05 13:14:50,821.0,37.0,332.0,42.0,895.0,33.0,274.0,2801.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",44.0,31,True,2024-03-04 14:51:09.000,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",262.0,259.0,https://pypi.org/project/python-doctr,2024-03-04 14:51:09.000,3.0,24085.0,92124.0,,,,,,,,2.0,2517468.0,,,,,,,,,,,,,,,,,,,
246,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-03-05 15:33:09.039000,2024-03-04 19:25:47,1086.0,7.0,386.0,62.0,493.0,207.0,269.0,2799.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3366.0,3300.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,66.0,181719.0,182638.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,28507.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
247,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-03-04 18:25:30.000000,2024-02-02 23:52:02,700.0,1.0,249.0,41.0,809.0,72.0,283.0,2799.0,PyTorch extensions for high performance and large scale training.,73.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],4431.0,4365.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,66.0,471851.0,478040.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,173302.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-02-23 07:05:22.000000,2021-10-12 13:32:38,1570.0,,512.0,65.0,546.0,303.0,393.0,2713.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,278.0,,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,278.0,611129.0,619907.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,702262.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
249,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2024-02-28 22:18:23.853000,2024-02-28 16:43:18,972.0,9.0,222.0,39.0,528.0,71.0,172.0,2708.0,JAX-based neural network library.,80.0,31,True,2024-02-28 18:11:27.000,0.0.12,14.0,dm-haiku,conda-forge/dm-haiku,,,,1739.0,1739.0,https://pypi.org/project/dm-haiku,,,190832.0,191238.0,https://anaconda.org/conda-forge/dm-haiku,2024-02-28 22:18:23.853,15041.0,,,,,3.0,,google-deepmind/dm-haiku,,,,,,,,,,,,,,,,,,
250,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-03-06 10:59:20.000000,2024-03-06 10:59:19,1161.0,36.0,232.0,28.0,1002.0,99.0,411.0,2695.0,A python library for self-supervised learning on images.,38.0,31,True,2024-02-20 18:16:43.000,1.5.0,114.0,lightly,,,,['pytorch'],225.0,218.0,https://pypi.org/project/lightly,2024-02-20 18:16:43.000,7.0,27868.0,27868.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2024-02-06 22:15:06.000000,2023-11-20 19:03:21,997.0,,478.0,57.0,136.0,341.0,166.0,2641.0,A high performance implementation of HDBSCAN clustering.,87.0,31,True,2023-07-18 17:54:02.116,0.8.33,51.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],3402.0,3171.0,https://pypi.org/project/hdbscan,2023-11-20 19:06:35.000,231.0,473565.0,517791.0,https://anaconda.org/conda-forge/hdbscan,2023-10-06 14:12:48.829,1813277.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-03-04 22:08:24.000000,2023-12-27 10:12:23,938.0,2.0,211.0,51.0,311.0,127.0,124.0,1746.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,31,True,2023-10-13 15:57:18.000,0.4.1,14.0,evaluate,,,,,7347.0,7184.0,https://pypi.org/project/evaluate,2023-10-13 15:54:47.000,163.0,2269143.0,2269143.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-02-28 17:36:05.000000,2024-02-27 19:12:34,4150.0,12.0,1075.0,153.0,1094.0,54.0,622.0,1730.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18.000,2.2.0,42.0,arcgis,,esridocker/arcgis-api-python-notebook,,,37.0,4.0,https://pypi.org/project/arcgis,2024-02-28 17:36:05.000,33.0,124671.0,124789.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,3.0,10634.0,,,,,,,,,,,,,,,,,,,
254,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,279.0,51.0,157.0,85.0,218.0,1582.0,Python Geocoder.,73.0,31,False,2016-09-05 17:57:51.000,1.17.3,18.0,geocoder,conda-forge/geocoder,,,,9251.0,9251.0,https://pypi.org/project/geocoder,,,423461.0,425084.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,137965.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,geocoder
255,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-03-05 19:58:22.000000,2024-03-05 19:49:17,712.0,11.0,310.0,43.0,364.0,71.0,208.0,1568.0,Training PyTorch models with differential privacy.,77.0,31,True,2024-02-11 17:28:30.000,1.4.1,21.0,opacus,conda-forge/opacus,,,['pytorch'],765.0,745.0,https://pypi.org/project/opacus,2024-02-11 17:28:30.000,20.0,111657.0,112157.0,https://anaconda.org/conda-forge/opacus,2024-02-11 19:23:25.249,12961.0,,,,,2.0,107.0,,,,,,,,,,,,,,,,,,,
256,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-03-07 14:50:05.000000,2024-03-07 14:50:00,3903.0,251.0,46.0,166.0,509.0,132.0,379.0,1427.0,Multiplatform plotting library based on the Grammar of Graphics.,20.0,31,True,2023-12-28 14:30:03.000,4.2.0,70.0,lets-plot,,,,,70.0,65.0,https://pypi.org/project/lets-plot,2024-03-04 18:31:58.000,5.0,26338.0,26349.0,,,,,,,,2.0,613.0,,,,,,,,,,,,,,,,,,,
257,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2024-03-01 13:31:30.000000,2024-03-01 13:31:22,940.0,10.0,427.0,87.0,220.0,49.0,235.0,1408.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,73.0,31,True,2023-02-02 20:53:47.943,3.1.0,24.0,emcee,conda-forge/emcee,,,,2666.0,2294.0,https://pypi.org/project/emcee,2023-02-02 20:53:47.943,372.0,146393.0,149823.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,322510.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
258,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-02-01 19:43:14.000000,2024-01-05 16:06:48,1120.0,14.0,277.0,45.0,512.0,27.0,182.0,1240.0,ARCH models in Python.,35.0,31,False,2024-01-05 08:24:51.000,6.3.0,46.0,arch,conda-forge/arch-py,,,,1517.0,1447.0,https://pypi.org/project/arch,2024-01-05 08:24:51.000,70.0,307387.0,313650.0,https://anaconda.org/conda-forge/arch-py,2024-01-05 09:54:56.136,281853.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
259,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-03-05 21:08:37.000000,2024-03-05 21:08:35,932.0,13.0,214.0,59.0,99.0,44.0,173.0,982.0,Input pipeline framework.,28.0,31,True,2023-08-11 23:14:04.000,1.14.0,56.0,tensorflow-transform,,,,['tensorflow'],1727.0,1671.0,https://pypi.org/project/tensorflow-transform,2023-08-11 23:14:04.000,56.0,696977.0,696977.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-03-04 20:56:40.000000,2024-02-25 21:43:59,658.0,32.0,97.0,23.0,510.0,323.0,404.0,907.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",46.0,31,True,2024-01-30 08:44:06.000,0.9.2,19.0,hvplot,conda-forge/hvplot,,,,4532.0,4532.0,https://pypi.org/project/hvplot,,,163539.0,175367.0,https://anaconda.org/conda-forge/hvplot,2024-01-30 08:55:28.301,532277.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-01-01 17:28:43.000000,2023-11-06 00:17:47,493.0,,122.0,33.0,127.0,27.0,74.0,867.0,Python bindings and utilities for GeoJSON.,56.0,31,True,2023-11-05 21:06:50.000,3.1.0,31.0,geojson,conda-forge/geojson,,,,17911.0,16636.0,https://pypi.org/project/geojson,2023-11-05 21:06:50.000,1275.0,1659579.0,1719880.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,783924.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
262,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-03-04 21:27:42.000000,2024-03-04 21:27:41,1930.0,17.0,226.0,19.0,292.0,47.0,266.0,803.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",46.0,31,True,2024-02-18 21:10:04.000,1.4.8,47.0,salib,conda-forge/salib,,,,1138.0,1048.0,https://pypi.org/project/salib,2024-02-18 21:10:04.000,90.0,150073.0,153627.0,https://anaconda.org/conda-forge/salib,2024-02-18 23:23:58.271,145727.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
263,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2024-02-27 10:18:01.000000,2024-02-27 03:35:48,1055.0,7.0,170.0,36.0,115.0,31.0,60.0,712.0,Snowball compiler and stemming algorithms.,34.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6837.0,5.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6832.0,13612559.0,13697154.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7698233.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,5010.0,497.0,152.0,1027.0,1353.0,20651.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,30,False,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],1754.0,1754.0,https://pypi.org/project/insightface,,,479390.0,682889.0,,,,,,,,2.0,2238498.0,,,,,,,,,,,,,,,,,,,
265,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4382.0,1255.0,557.0,836.0,2543.0,17436.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,30,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,21.0,2.0,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,19.0,758.0,904.0,,,,,,,,3.0,14360.0,,,,,,,,4.0,,,,,,,,,,,
266,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2009.0,286.0,3401.0,50.0,1494.0,10408.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,30,True,2023-06-06 20:16:41.000,1.7.2,23.0,parlai,,,,['pytorch'],21.0,21.0,https://pypi.org/project/parlai,,,2147.0,2147.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-03-06 00:27:38.000000,2024-03-06 00:27:38,2893.0,25.0,2162.0,194.0,419.0,202.0,472.0,8844.0,FinRL: Financial Reinforcement Learning.,109.0,30,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,34.0,34.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,1498.0,1498.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
