,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,brew_id,apt_id,yum_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,dnf_id,yay_id,snap_id,new_addition
252,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2023-06-16 13:16:26.628000,2023-06-01 11:45:07,914.0,4.0,427,88.0,193.0,49.0,232.0,1328,The Python ensemble sampling toolkit for affine-invariant MCMC.,68.0,31,True,2023-02-02 20:53:47.943,3.1.0,24.0,emcee,conda-forge/emcee,,,,2266.0,1934.0,https://pypi.org/project/emcee,115203.0,118654.0,https://anaconda.org/conda-forge/emcee,2023-06-16 13:16:26.628,293343.0,,,,,2.0,,2022-05-10 15:29:37.000,332.0,,,,,,,,,,,,,,,,,,,
253,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-06-29 09:16:08.000000,2023-06-29 09:16:07,1454.0,11.0,160,33.0,225.0,1.0,,1263,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",21.0,31,True,2023-06-12 11:30:42.000,1.2.5,71.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1140.0,1105.0,https://pypi.org/project/spacy-transformers,252552.0,253483.0,https://anaconda.org/conda-forge/spacy-transformers,2023-06-19 18:26:56.404,17696.0,,,,,2.0,,2022-07-05 11:45:09.000,35.0,,,,,,,,,,,,,,,,,,,
254,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-06-29 04:01:37.000000,2023-06-27 16:18:08,2790.0,35.0,342,57.0,1052.0,301.0,850.0,1241,Cartopy - a cartographic python library with matplotlib support.,123.0,31,False,2022-12-12 22:21:03.000,0.21.1,23.0,cartopy,conda-forge/cartopy,,,,3478.0,3478.0,https://pypi.org/project/cartopy,78094.0,112682.0,https://anaconda.org/conda-forge/cartopy,2023-06-16 13:17:05.582,3009202.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
255,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2023-06-14 21:41:26.000000,2023-06-14 21:39:43,2975.0,62.0,254,34.0,37.0,2.0,461.0,1148,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,31,True,2023-06-14 21:41:26.000,0.37.2,100.0,ktrain,,,,['tensorflow'],438.0,438.0,https://pypi.org/project/ktrain,19093.0,19093.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
256,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2023-06-28 15:24:49.000000,2023-06-28 09:25:07,9898.0,235.0,211,33.0,1371.0,226.0,320.0,963,Computations and statistics on manifolds with geometric structures.,81.0,31,True,2023-06-28 08:34:00.511,2.6.0,31.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,75.0,72.0,https://pypi.org/project/geomstats,1732.0,1843.0,https://anaconda.org/conda-forge/geomstats,2023-06-18 08:41:33.466,1336.0,,,,,3.0,,2018-08-28 22:43:50.000,3.0,,,,,,,,,,,,,,,,,,,
257,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2023-06-16 13:22:54.711000,2022-10-09 20:27:52,544.0,,104,31.0,54.0,73.0,73.0,890,Describing statistical models in Python using symbolic formulas.,17.0,31,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,,77311.0,74607.0,https://pypi.org/project/patsy,9732333.0,9833130.0,https://anaconda.org/conda-forge/patsy,2023-06-16 13:22:54.711,8265401.0,,,,,2.0,,2021-09-26 05:26:37.000,2704.0,,,,,,,,,,,,,,,,,,,
258,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2023-06-28 23:19:30.000000,2023-06-27 12:40:57,1802.0,19.0,215,19.0,277.0,44.0,261.0,724,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",41.0,31,True,2023-01-08 01:14:38.679,1.4.7,46.0,salib,conda-forge/salib,,,,887.0,813.0,https://pypi.org/project/salib,121498.0,123065.0,https://anaconda.org/conda-forge/salib,2023-06-16 13:22:11.263,123857.0,,,,,2.0,,2022-06-22 01:55:54.000,74.0,,,,,,,,,,,,,,,,,,,
259,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-06-16 13:16:49.834000,2023-04-24 02:53:14,938.0,8.0,166,37.0,112.0,30.0,51.0,667,Snowball compiler and stemming algorithms.,32.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6791.0,4.0,https://pypi.org/project/snowballstemmer,8882522.0,8964896.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,6754699.0,,,,,2.0,,2021-11-16 18:38:34.000,6787.0,,,,,,,,,,,,,,,,,,,
260,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-06-28 19:28:38.000000,2023-06-23 13:58:32,153624.0,3688.0,78,52.0,1794.0,89.0,275.0,650,TensorFlow ROCm port.,4402.0,31,True,2022-12-06 16:42:53.965,2.9.4,94.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,3317.0,3317.0,,,,,,,,3.0,21.0,2022-12-06 16:42:53.965,5.0,,,,,,,,,,,,,,,,,,,
261,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-06-28 00:33:25.000000,2023-06-27 15:10:00,5537.0,22.0,240,37.0,752.0,99.0,377.0,564,Python package to access a cacophony of neuro-imaging file formats.,96.0,31,False,2023-04-03 14:58:34.000,5.1.0,38.0,nibabel,conda-forge/nibabel,,,,11666.0,11666.0,https://pypi.org/project/nibabel,263450.0,270460.0,https://anaconda.org/conda-forge/nibabel,2023-06-16 13:17:25.616,595876.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
262,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2023-06-28 17:23:16.000000,2023-06-26 02:23:39,16953.0,137.0,108,27.0,3516.0,502.0,3352.0,430,"Keep code, data, containers under control with git and git-annex.",55.0,31,True,2023-06-26 02:25:01.105,0.19.1,106.0,datalad,conda-forge/datalad,,,,55.0,,https://pypi.org/project/datalad,9456.0,19443.0,https://anaconda.org/conda-forge/datalad,2023-06-26 10:24:07.873,359550.0,,,,,2.0,,2022-08-24 02:15:01.189,55.0,,,,,,,,,,,,,,,,,,,
263,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-06-20 07:29:05.000000,2023-04-06 12:47:08,530.0,1.0,2486,374.0,114.0,199.0,555.0,22873,Deezer source separation library including pretrained models.,19.0,30,True,2022-09-07 11:40:35.136,2.3.2,36.0,spleeter,conda-forge/spleeter,,,['tensorflow'],539.0,533.0,https://pypi.org/project/spleeter,16121.0,73673.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,77058.0,,,,,2.0,2453462.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,,
264,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2023-06-29 13:35:40.000000,2023-06-28 19:54:33,2042.0,247.0,1452,212.0,800.0,28.0,217.0,15378,You like pytorch? You like micrograd? You love tinygrad!.,147.0,30,True,2023-05-26 01:02:57.000,0.6.0,3.0,,,,,['pytorch'],20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
265,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2023-06-16 19:20:12.183000,2020-04-16 08:02:22,154.0,,1840,222.0,46.0,96.0,94.0,8784,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,30,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],94.0,,https://pypi.org/project/pretrainedmodels,115078.0,115759.0,https://anaconda.org/conda-forge/pretrainedmodels,2023-06-16 19:20:12.183,24529.0,,,,,1.0,,2018-10-29 08:18:45.000,94.0,,,,,,,,,,,,,,,,,,,
266,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-06-22 20:07:16.000000,2023-06-16 13:48:04,1087.0,40.0,1118,139.0,146.0,189.0,1144.0,7419,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,123.0,30,False,2023-05-10 15:14:23.000,0.7.4,16.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],510.0,510.0,https://pypi.org/project/pytorch3d,5615.0,8620.0,https://anaconda.org/pytorch3d/pytorch3d,2023-06-16 16:19:10.555,129223.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
267,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-06-23 10:23:32.000000,2023-06-22 07:54:00,1119.0,16.0,1201,100.0,576.0,650.0,507.0,7329,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,116.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],1831.0,1831.0,,,3631.0,https://anaconda.org/conda-forge/nvidia-apex,2023-06-16 16:18:35.589,159769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
268,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-06-28 19:10:51.000000,2023-03-14 16:10:05,3603.0,,829,143.0,437.0,85.0,713.0,6687,Official Stanford NLP Python Library for Many Human Languages.,58.0,30,False,2023-03-14 05:09:33.000,1.5.0,16.0,stanza,stanfordnlp/stanza,,,,1943.0,1943.0,https://pypi.org/project/stanza,147553.0,147721.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,6570.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
269,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-06-29 11:05:54.000000,2023-06-28 23:04:53,1336.0,84.0,500,72.0,501.0,57.0,173.0,6130,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",34.0,30,False,2023-05-13 04:22:02.613,2.4.0,23.0,cleanlab,conda-forge/cleanlab,,,,142.0,138.0,https://pypi.org/project/cleanlab,14823.0,15202.0,https://anaconda.org/conda-forge/cleanlab,2023-06-16 19:18:40.370,14439.0,,,,,2.0,,2022-11-28 17:41:01.653,4.0,,,,,,,,,,,,,,,,,,,
270,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2023-06-16 19:20:32.486000,2023-01-31 19:40:04,3203.0,,1390,191.0,783.0,38.0,423.0,5846,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",131.0,30,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],500.0,488.0,https://pypi.org/project/cleverhans,1131.0,1310.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,6453.0,,,,,2.0,,2021-07-24 08:53:21.000,12.0,,,,,,,,,,,,,,,,,,,
271,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-06-29 10:05:10.000000,2023-05-04 11:45:28,917.0,2.0,634,148.0,787.0,141.0,354.0,4621,Deep Learning Visualization Toolkit.,32.0,30,True,2023-06-05 07:21:00.910,2.5.3,43.0,visualdl,,,,['paddle'],2153.0,2113.0,https://pypi.org/project/visualdl,134906.0,134914.0,,,,,,,,2.0,309.0,2022-12-26 03:02:58.024,40.0,,,,,,,,,,,,,,,,,,,
272,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2023-06-26 12:02:14.000000,2023-06-25 16:36:07,28716.0,82.0,1480,183.0,1974.0,21.0,1511.0,4449,"mlpack: a fast, header-only C++ machine learning library.",305.0,30,False,2023-06-16 19:48:54.000,4.2.0,44.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,3068.0,7294.0,https://anaconda.org/conda-forge/mlpack,2023-06-17 04:40:48.549,152152.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
273,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-06-16 16:08:40.466000,2023-04-30 18:36:20,483.0,5.0,661,93.0,206.0,137.0,355.0,4368,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1187.0,1140.0,https://pypi.org/project/lightfm,373198.0,375636.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,158522.0,,,,,2.0,,2020-11-27 19:55:08.000,47.0,,,,,,,,,,,,,,,,,,,
274,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-06-29 09:25:53.000000,2023-06-29 09:13:09,1591.0,31.0,580,59.0,1724.0,121.0,1098.0,4288,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,194.0,30,True,2023-05-01 08:23:15.000,0.4.12,23.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,150122.0,152559.0,https://anaconda.org/pytorch/ignite,2023-06-16 16:08:55.791,146220.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
275,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-06-28 20:32:19.000000,2023-06-26 17:03:46,6107.0,91.0,506,151.0,1866.0,279.0,1311.0,4168,ArrayFire: a general purpose GPU library.,87.0,30,True,2023-02-13 16:47:37.000,3.8.3,33.0,arrayfire,,,,,7.0,,https://pypi.org/project/arrayfire,1180.0,1222.0,,,,,,,,2.0,4081.0,2022-02-22 21:42:15.000,7.0,,,,,,,,,,,,,,,,,,,
276,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-06-19 05:07:43.000000,2023-06-19 05:07:42,1342.0,2.0,370,71.0,364.0,95.0,459.0,4051,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,30,True,2023-01-25 17:37:52.489,0.8.4,28.0,sacred,conda-forge/sacred,,,,2560.0,2456.0,https://pypi.org/project/sacred,25127.0,25311.0,https://anaconda.org/conda-forge/sacred,2023-06-16 19:27:54.498,3501.0,,,,,2.0,,2023-01-25 17:37:52.489,104.0,,,,,,,,,,,,,,,,,,,
277,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-06-23 15:54:02.000000,2022-09-24 16:20:26,585.0,,779,85.0,194.0,92.0,405.0,3746,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3133.0,3101.0,https://pypi.org/project/pandas-ta,68303.0,69107.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,16092.0,,,,,3.0,,2021-07-28 20:51:17.000,32.0,,,,,,,,,,,,,,,,,,,
278,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2023-06-16 13:23:10.061000,2022-10-25 17:55:33,609.0,,113,76.0,65.0,12.0,120.0,3515,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,30,True,2021-08-23 21:02:05.000,6.0.3,11.0,ftfy,conda-forge/ftfy,,,,11876.0,11876.0,https://pypi.org/project/ftfy,3488497.0,3491977.0,https://anaconda.org/conda-forge/ftfy,2023-06-16 13:23:10.061,257531.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
279,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-06-27 11:10:52.000000,2023-04-11 14:07:26,3641.0,3.0,472,103.0,1020.0,246.0,364.0,3448,Plotting library for IPython/Jupyter notebooks.,62.0,30,True,2023-04-11 15:00:49.000,0.12.39,107.0,bqplot,conda-forge/bqplot,,,['jupyter'],159.0,43.0,https://pypi.org/project/bqplot,125138.0,142207.0,https://anaconda.org/conda-forge/bqplot,2023-06-16 13:16:29.498,1177726.0,,,,,2.0,,2022-09-02 15:04:31.743,102.0,,,,,bqplot,https://www.npmjs.com/package/bqplot,2023-04-11 14:56:02.108,14.0,3214.0,,,,,,,,,,
280,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2023-06-28 21:17:42.000000,2023-06-28 17:31:03,15196.0,96.0,456,71.0,3211.0,754.0,1516.0,3412,cuML - RAPIDS Machine Learning Library.,163.0,30,True,2023-06-07 21:03:43.000,23.06.00,33.0,cuml,,,,,5.0,1.0,https://pypi.org/project/cuml,1806.0,1806.0,,,,,,,,2.0,,2020-06-01 20:09:10.000,4.0,,,,,,,,,,,,,,,,,,,
281,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-06-27 12:06:45.000000,2023-06-27 12:06:43,1084.0,65.0,346,45.0,59.0,118.0,431.0,2670,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",21.0,30,True,2023-06-27 11:30:24.000,1.0.0,51.0,mljar-supervised,conda-forge/mljar-supervised,,,,78.0,78.0,https://pypi.org/project/mljar-supervised,9786.0,10169.0,https://anaconda.org/conda-forge/mljar-supervised,2023-06-26 15:01:35.730,9198.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
282,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,11.0,328,44.0,57.0,60.0,199.0,2267,Graph Neural Networks with Keras and Tensorflow 2.,27.0,30,True,2023-06-01 22:20:25.000,1.3,4.0,spektral,,,,['tensorflow'],220.0,220.0,https://pypi.org/project/spektral,12419.0,12419.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
283,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/eva,https://github.com/georgia-tech-db/eva,Apache-2.0,2018-09-10 02:26:03.000,2023-06-29 05:42:33.000000,2023-06-28 14:55:10,2014.0,345.0,155,27.0,790.0,15.0,95.0,2104,Database system for building simpler and faster AI-powered applications.,58.0,30,True,2023-06-28 00:00:07.000,0.3.0,28.0,evadb,,,,['pytorch'],16.0,16.0,https://pypi.org/project/evadb,2750.0,35713.0,,,,,,,,3.0,362599.0,,,,,,,,,,,,,,,,,,,,,True
284,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-06-29 09:37:09.000000,2023-06-29 09:23:13,1344.0,329.0,528,41.0,27.0,3.0,263.0,2050,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,25.0,30,True,2023-06-28 14:43:00.772,2.2.4,108.0,deepke,,,,['pytorch'],17.0,17.0,https://pypi.org/project/deepke,1488.0,1488.0,,,,,,,,2.0,,2022-12-28 13:45:51.322,,,,,,,,,,,,,,,,,,,,
285,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-06-29 13:32:25.000000,2023-06-29 13:32:20,5135.0,112.0,641,93.0,5130.0,40.0,807.0,1970,TFX is an end-to-end platform for deploying production ML pipelines.,175.0,30,True,2023-05-03 18:43:05.000,1.13.0,89.0,tfx,,,,['tensorflow'],,,https://pypi.org/project/tfx,83075.0,83075.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
286,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-06-27 21:37:25.000000,2023-06-27 21:37:24,518.0,9.0,155,43.0,67.0,6.0,118.0,1864,a python library for doing approximate and phonetic matching of strings.,30.0,30,True,,,10.0,jellyfish,conda-forge/jellyfish,,,,6305.0,6305.0,https://pypi.org/project/jellyfish,1967076.0,1974549.0,https://anaconda.org/conda-forge/jellyfish,2023-06-16 13:23:31.461,605351.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
287,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-06-27 13:16:38.000000,2023-06-27 09:59:09,2435.0,9.0,435,76.0,1246.0,143.0,676.0,1741,Gaussian processes in TensorFlow.,83.0,30,True,2023-06-27 12:15:00.000,2.8.1,47.0,gpflow,conda-forge/gpflow,,,['tensorflow'],567.0,534.0,https://pypi.org/project/gpflow,49954.0,50322.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,22463.0,,,,,3.0,,2019-08-13 22:21:27.000,33.0,,,,,,,,,,,,,,,,,,,
288,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-06-27 07:38:38.000000,2023-06-27 07:37:52,1090.0,84.0,205,36.0,1006.0,33.0,487.0,1691,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,30,True,2023-02-03 22:08:02.101,0.2.3,39.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],240.0,235.0,https://pypi.org/project/lightning-flash,2152.0,2766.0,https://anaconda.org/conda-forge/lightning-flash,2023-06-16 19:27:14.214,13512.0,,,,,1.0,,2022-05-11 18:17:54.000,5.0,,,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,
289,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-06-27 10:55:19.000000,2023-06-22 18:25:35,3908.0,74.0,1011,155.0,1009.0,31.0,555.0,1612,Documentation and samples for ArcGIS API for Python.,85.0,30,True,2023-01-19 20:46:21.000,2.1.0,32.0,arcgis,,esridocker/arcgis-api-python-notebook,,,,,https://pypi.org/project/arcgis,88655.0,88885.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,40.0,10906.0,3.0,8519.0,,,,,,,,,,,,,,,,,,,,,
290,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2023-06-19 19:39:48.000000,2023-06-19 19:00:00,1583.0,4.0,268,55.0,133.0,78.0,175.0,1568,"CUDA integration for Python, plus shiny features.",80.0,30,True,2022-12-21 02:24:00.995,2022.2.2,51.0,pycuda,conda-forge/pycuda,,,,2424.0,2219.0,https://pypi.org/project/pycuda,38580.0,46999.0,https://anaconda.org/conda-forge/pycuda,2023-06-16 19:25:22.090,227329.0,,,,,2.0,,2022-12-21 02:24:00.995,205.0,,,,,,,,,,,,,,,,,,,
