,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
171,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-01-27 19:06:03.000000,2021-01-27 18:58:40.000000,328,3.0,112.0,2614,,Python port of Google's libphonenumber.,22.0,28,True,2021-01-27 19:06:03.000000,8.12.17,168.0,phonenumbers,conda-forge/phonenumbers,,,,2280.0,,https://pypi.org/project/phonenumbers,2021-01-27 19:06:03.000000,2280.0,602937.0,609693.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,371617.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
172,VisPy,vispy/vispy,,data-viz,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2021-01-27 15:23:17.000000,2021-01-27 15:23:16.000000,535,354.0,786.0,2567,6422.0,High-performance interactive 2D/3D data visualization library.,145.0,28,True,2020-12-14 15:55:00.000000,0.6.6,16.0,vispy,conda-forge/vispy,,,['jupyter'],571.0,449.0,https://pypi.org/project/vispy,2020-11-28 02:55:50.000000,122.0,12274.0,15454.0,https://anaconda.org/conda-forge/vispy,2021-01-13 03:28:46.609000,119287.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,122.0,,,,,,,,,,,,,,,
173,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-01-18 09:55:40.000000,2021-01-06 10:16:20.000000,128,54.0,350.0,2512,1673.0,A grammar of graphics for Python.,81.0,28,False,2020-08-05 20:10:30.000000,0.7.1,10.0,plotnine,conda-forge/plotnine,,,,1622.0,1495.0,https://pypi.org/project/plotnine,2020-08-05 18:55:16.000000,127.0,87987.0,89990.0,https://anaconda.org/conda-forge/plotnine,2020-08-06 19:52:38.810000,88170.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
174,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-01-17 16:07:43.000000,2021-01-17 16:07:42.000000,311,144.0,320.0,2408,1282.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-01-07 16:14:43.000000,0.12.0,22.0,datashader,conda-forge/datashader,,,,638.0,568.0,https://pypi.org/project/datashader,2021-01-07 16:14:43.000000,70.0,9413.0,12972.0,https://anaconda.org/conda-forge/datashader,2021-01-08 10:17:48.622000,135265.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
175,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-01-06 16:30:51.000000,2021-01-06 16:28:10.000000,387,30.0,117.0,2316,269.0,Pandas integration with sklearn.,35.0,28,False,2021-01-06 16:30:51.000000,2.0.4,24.0,sklearn-pandas,,,,"['sklearn', 'pandas']",1904.0,1682.0,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27.000000,222.0,102047.0,102047.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
176,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-01-27 16:19:30.000000,2021-01-22 16:34:27.000000,318,210.0,631.0,2265,3238.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,66.0,28,True,2021-01-19 22:18:43.000000,1.3.1,25.0,gpytorch,,,,['pytorch'],199.0,191.0,https://pypi.org/project/gpytorch,2021-01-19 22:09:01.000000,8.0,27258.0,27258.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
177,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-01-25 18:03:08.000000,2021-01-25 17:41:25.000000,334,46.0,312.0,2262,1483.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,28,True,2021-01-08 12:37:37.000000,2.0.16,29.0,nmslib,conda-forge/nmslib,,,,367.0,315.0,https://pypi.org/project/nmslib,2021-01-08 12:37:37.000000,52.0,55181.0,56357.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 16:19:07.762000,10586.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
178,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2020-11-24 06:44:37.378000,2020-11-15 19:47:23.000000,453,78.0,257.0,2235,300.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,28.0,28,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,377.0,355.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,22.0,76875.0,81939.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,182314.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
179,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2021-01-28 10:01:28.000000,2021-01-27 00:15:15.000000,260,145.0,134.0,2217,789.0,Hyperparameter tuning for humans.,28.0,28,True,2020-11-20 19:13:23.000000,1.0.2,5.0,keras-tuner,,,,['tensorflow'],378.0,376.0,https://pypi.org/project/keras-tuner,2020-11-20 19:00:59.000000,2.0,183291.0,183291.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
180,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-01-25 19:09:09.000000,2021-01-25 19:09:12.000000,1558,77.0,851.0,2101,1085.0,Python notebooks with ML and deep learning examples with Azure Machine Learning | Microsoft.,52.0,28,True,2021-01-11 18:12:53.000000,1.21.0,67.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-01-25 17:45:29.000000,60.0,237613.0,237627.0,,,,,,,,2.0,394.0,,,,,,,,,,,,,,,,,,,,,,
181,ipyparallel,ipython/ipyparallel,,distributed-ml,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2021-01-22 17:12:52.539000,2020-08-24 09:09:27.000000,730,143.0,107.0,1869,1817.0,Interactive Parallel Computing in Python.,94.0,28,True,2020-05-05 18:42:38.000000,6.3.0,21.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],1886.0,1396.0,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38.000000,490.0,49101.0,55578.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,369245.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
182,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-01-03 14:55:33.000000,2021-01-03 14:55:15.000000,246,17.0,70.0,1821,184.0,A Python Perceptual Image Hashing Module.,17.0,28,True,2020-11-19 14:54:24.000000,4.2.0,17.0,ImageHash,conda-forge/imagehash,,,,2454.0,1922.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,254133.0,256112.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,98997.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
183,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-01-27 07:40:06.000000,2021-01-27 07:17:54.000000,180,155.0,441.0,1001,3924.0,A Python package to manage extremely large amounts of data.,96.0,28,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,282264.0,323287.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2174156.0,,,,,2.0,125.0,,,,,,,,,,,,,,,,,,,,,,
184,Keras-Preprocessing,keras-team/keras-preprocessing,,others,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-01-28 02:24:08.000000,2021-01-21 20:19:32.000000,392,93.0,99.0,905,283.0,"Utilities for working with image data, text data, and sequence data.",49.0,28,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,2930183.0,2955563.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,786807.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
185,inflect,jaraco/inflect,,nlp,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13.000000,2021-01-27 16:38:13.000000,2020-11-15 19:27:28.000000,57,13.0,58.0,474,590.0,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",25.0,28,True,2020-11-15 17:41:03.000000,5.0.2,30.0,inflect,conda-forge/inflect,,,,1388.0,,https://pypi.org/project/inflect,2020-11-15 17:40:58.000000,1388.0,775872.0,778654.0,https://anaconda.org/conda-forge/inflect,2021-01-08 13:09:35.481000,125216.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
186,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-01-27 21:26:47.000000,2020-12-10 16:48:07.000000,313,156.0,572.0,386,11365.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",118.0,28,True,2020-11-05 17:35:53.000000,1.3.0,21.0,dipy,conda-forge/dipy,,,,423.0,329.0,https://pypi.org/project/dipy,2020-11-05 17:35:53.000000,94.0,5013.0,8149.0,https://anaconda.org/conda-forge/dipy,2020-11-14 18:28:50.683000,175653.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
187,Cython BLIS,explosion/cython-blis,,others,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000000,2020-12-07 11:23:01.451000,2020-12-07 07:21:11.000000,22,6.0,15.0,157,524.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,9.0,28,True,2020-12-07 08:56:44.000000,0.7.4,35.0,blis,conda-forge/cython-blis,,,,8427.0,8037.0,https://pypi.org/project/blis,2020-12-07 08:56:44.000000,390.0,668355.0,686211.0,https://anaconda.org/conda-forge/cython-blis,2020-12-07 11:23:01.451000,392853.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
188,CNTK,microsoft/CNTK,,ml-frameworks,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2020-12-09 22:21:57.000000,2020-03-31 15:55:14.000000,4408,830.0,2519.0,16960,16116.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",265.0,27,True,2019-04-26 14:13:32.000000,2.7,32.0,cntk,,,,,17.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,17.0,1057.0,1283.0,,,,,,,,3.0,13594.0,,,,,,,,,,,,,,,,,,,,,,
189,EasyOCR,JaidedAI/EasyOCR,,ocr,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000000,2021-01-25 10:04:54.000000,2021-01-14 04:20:10.000000,994,82.0,161.0,10164,368.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",73.0,27,True,2021-01-05 13:59:10.000000,1.2.2,15.0,easyocr,,,,,110.0,110.0,https://pypi.org/project/easyocr,2021-01-05 13:59:10.000000,0.0,9546.0,27494.0,,,,,,,,1.0,125638.0,,,,,,,,,,,,,,,,,,,,,,
190,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2021-01-28 14:47:56.000000,2021-01-28 09:34:01.000000,1173,247.0,867.0,8943,1926.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",115.0,27,True,2021-01-14 05:58:03.000000,2.0,37.0,nni,,,,,99.0,83.0,https://pypi.org/project/nni,2021-01-14 05:49:34.000000,16.0,1546.0,1546.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
191,AutoKeras,keras-team/autokeras,,hyperopt,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2021-01-26 23:53:44.000000,2021-01-22 16:11:22.000000,1241,59.0,662.0,7718,1233.0,AutoML library for deep learning.,126.0,27,True,2020-11-30 02:43:50.000000,1.0.12,46.0,autokeras,,,,['tensorflow'],148.0,141.0,https://pypi.org/project/autokeras,2020-11-30 02:43:50.000000,7.0,3961.0,3961.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
192,pretrainedmodels,Cadene/pretrained-models.pytorch,,pytorch-utils,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2020-06-08 16:06:59.000000,2020-04-16 08:02:22.000000,1606,85.0,87.0,7660,154.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,27,True,2018-10-29 08:18:45.000000,0.7.4,16.0,pretrainedmodels,,,,['pytorch'],956.0,852.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,33979.0,33979.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
193,PyTorch Image Models,rwightman/pytorch-image-models,,image,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2021-01-28 06:08:17.000000,2021-01-25 21:31:15.000000,944,23.0,213.0,6824,671.0,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2,..",26.0,27,True,2021-01-08 19:51:18.000000,0.3.4,14.0,,,,,['pytorch'],274.0,274.0,,,,,10139.0,,,,,,,,2.0,202788.0,,,,,,,,,,,,,,,,,,,,,,
194,tensorboardX,lanpa/tensorboardX,,ml-experiments,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2020-10-14 17:46:25.000000,2020-07-05 17:29:00.000000,775,72.0,341.0,6779,460.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",64.0,27,True,2020-07-05 17:54:10.000000,2.0,12.0,tensorboardX,conda-forge/tensorboardx,,,,11308.0,9974.0,https://pypi.org/project/tensorboardX,2019-12-31 14:04:21.000000,1334.0,248011.0,255380.0,https://anaconda.org/conda-forge/tensorboardx,2020-07-06 20:33:55.729000,265092.0,,,,,2.0,291.0,,,,,,,,,,,,,,,,,,,,,,
195,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-01-28 13:21:07.000000,2021-01-28 13:05:10.000000,1329,223.0,697.0,6578,1534.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",104.0,27,True,2020-11-30 07:39:12.000000,0.5.3,359.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-01-27 09:23:50.000000,30.0,10259.0,10259.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
196,TensorLayer,tensorlayer/tensorlayer,,reinforcement-learning,https://github.com/tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer,Apache-2.0,2016-06-07 15:55:16.000000,2021-01-28 04:45:04.000000,2021-01-28 04:45:03.000000,1444,48.0,433.0,6472,3317.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,128.0,27,True,2021-01-06 07:16:21.000000,2.2.4,82.0,tensorlayer,,,,['tensorflow'],68.0,,https://pypi.org/project/tensorlayer,2020-06-19 00:53:37.000000,68.0,1746.0,1769.0,,,,,,,,2.0,1201.0,,,,,,,,,,,,,,,,,,,,,,
197,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-01-05 01:31:44.000000,2021-01-05 01:31:12.000000,1606,184.0,406.0,5817,290.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,13.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,,,678.0,666.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,12.0,4734.0,20769.0,,,,,,,,2.0,529155.0,,,,,,,,,,,,,,,,,,,,,,
198,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2021-01-27 23:36:55.000000,2021-01-27 23:24:28.000000,696,111.0,392.0,5355,569.0,An open source python library for automated feature engineering.,49.0,27,True,2020-12-31 21:26:39.000000,0.23.0,63.0,featuretools,conda-forge/featuretools,,,,735.0,665.0,https://pypi.org/project/featuretools,2020-12-31 21:27:46.000000,70.0,50914.0,52663.0,https://anaconda.org/conda-forge/featuretools,2021-01-05 23:32:34.667000,43725.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
199,tsfresh,blue-yonder/tsfresh,,time-series-data,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000000,2021-01-27 06:51:39.000000,2021-01-25 22:01:55.000000,846,37.0,400.0,5327,398.0,Automatic extraction of relevant features from time series:.,72.0,27,True,2020-09-09 21:08:22.000000,0.17.0,26.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],66.0,,https://pypi.org/project/tsfresh,2020-09-09 21:08:22.000000,66.0,132444.0,133156.0,https://anaconda.org/conda-forge/tsfresh,2020-09-10 08:48:19.773000,27058.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
200,CleverHans,cleverhans-lab/cleverhans,,adversarial,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2021-01-27 15:25:17.000000,2021-01-26 11:21:22.000000,1209,75.0,413.0,4918,3045.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",114.0,27,True,2021-01-26 13:15:00.000000,3.1.0,7.0,cleverhans,,,,['tensorflow'],193.0,185.0,https://pypi.org/project/cleverhans,2018-11-27 17:36:15.000000,8.0,503.0,503.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
201,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-01-27 17:57:21.000000,2021-01-27 17:57:19.000000,1036,361.0,376.0,4507,835.0,Gluon CV Toolkit.,111.0,27,True,2021-01-05 00:33:13.000000,0.9.1,979.0,gluoncv,,,,['mxnet'],438.0,408.0,https://pypi.org/project/gluoncv,2021-01-27 09:01:43.000000,30.0,50240.0,50240.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
202,PDFMiner,euske/pdfminer,,data-loading,https://github.com/euske/pdfminer,https://github.com/euske/pdfminer,MIT,2010-12-12 12:50:22.000000,2021-01-18 18:11:24.661000,2020-01-18 07:00:32.000000,1024,222.0,39.0,4488,540.0,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,28.0,27,True,,,24.0,pdfminer,conda-forge/pdfminer,,,,3484.0,2018.0,https://pypi.org/project/pdfminer,2019-11-25 12:02:21.000000,1466.0,137669.0,137924.0,https://anaconda.org/conda-forge/pdfminer,2021-01-18 18:11:24.661000,13543.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
203,snorkel,snorkel-team/snorkel,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2021-01-25 19:33:50.000000,2020-09-05 21:24:32.000000,713,29.0,912.0,4431,2646.0,A system for quickly generating training data with weak supervision.,62.0,27,True,2020-08-09 03:07:36.000000,0.9.6,17.0,snorkel,conda-forge/snorkel,,,,70.0,66.0,https://pypi.org/project/snorkel,2020-04-07 01:35:21.000000,4.0,58180.0,59035.0,https://anaconda.org/conda-forge/snorkel,2020-04-10 13:08:54.445000,15212.0,,,,,3.0,502.0,,,,,,,,,,,,,,,,,,,,,,
204,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-01-22 20:39:09.000000,2021-01-22 20:39:08.000000,271,48.0,316.0,3754,937.0,A scikit-learn compatible neural network library that wraps PyTorch.,39.0,27,True,2020-08-30 10:46:40.000000,0.9.0,12.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",271.0,258.0,https://pypi.org/project/skorch,2020-08-30 10:43:37.000000,13.0,5702.0,11763.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:07.576000,169732.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
205,OCRmyPDF,jbarlow83/OCRmyPDF,,ocr,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2021-01-26 10:22:47.000000,2021-01-26 09:47:49.000000,425,92.0,567.0,3743,2836.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",49.0,27,True,2021-01-26 10:22:47.000000,11.6.0,159.0,ocrmypdf,,,,,120.0,108.0,https://pypi.org/project/ocrmypdf,2021-01-26 10:22:47.000000,12.0,10254.0,10254.0,,,,,,,,1.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,,,
206,sktime,alan-turing-institute/sktime,,time-series-data,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000000,2021-01-28 12:40:46.000000,2021-01-20 17:55:21.000000,424,100.0,222.0,3517,1671.0,A unified framework for machine learning with time series.,73.0,27,True,2021-01-13 10:44:56.000000,0.5.2,11.0,sktime,,,,['sklearn'],95.0,95.0,https://pypi.org/project/sktime,2020-12-29 22:15:58.000000,0.0,8678.0,8680.0,,,,,,,,1.0,49.0,,,,,,,,,,,,,,,,,,,,,,
207,lightfm,lyst/lightfm,,recommender-systems,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000000,2021-01-24 22:03:04.000000,2020-11-27 19:54:37.000000,561,127.0,338.0,3465,404.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",42.0,27,True,2020-11-27 19:48:30.000000,1.16,14.0,lightfm,conda-forge/lightfm,,,,412.0,384.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000000,28.0,71637.0,73656.0,https://anaconda.org/conda-forge/lightfm,2020-12-07 16:07:27.944000,72695.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
208,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-01-28 00:53:14.000000,2021-01-28 00:51:55.000000,428,47.0,120.0,3418,1488.0,Fit interpretable models. Explain blackbox machine learning.,23.0,27,True,2021-01-20 02:12:33.000000,0.2.4,34.0,interpret,,,,['jupyter'],63.0,61.0,https://pypi.org/project/interpret,2021-01-20 02:10:35.000000,2.0,8388.0,8388.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
