,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
287,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-02-01 14:45:02.000000,2021-03-24 13:03:31,240.0,,320,56.0,64.0,86.0,77.0,1573,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,30,True,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3232.0,3102.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,130.0,634628.0,635397.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,33839.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
288,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2022-02-17 11:53:42.000000,2022-02-01 23:45:13,3388.0,83.0,866,141.0,778.0,123.0,306.0,1221,Documentation and samples for ArcGIS API for Python.,77.0,30,True,2022-02-02 00:09:26.000,2.0.0,32.0,arcgis,,esridocker/arcgis-api-python-notebook,,,22.0,,https://pypi.org/project/arcgis,2022-02-03 03:33:19.000,22.0,47881.0,47993.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-02-04 23:58:53.044266,33.0,5973.0,3.0,1851.0,,,,,,,,,,,,,,,,,,,,
289,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-02-17 14:38:13.000000,2022-02-17 13:34:29,2354.0,125.0,345,56.0,1629.0,148.0,468.0,1163,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,89.0,30,True,2022-02-08 07:20:40.000,0.21.0,31.0,pennylane,conda-forge/pennylane,,,,28.0,,https://pypi.org/project/pennylane,2022-02-08 07:20:40.000,28.0,12313.0,12440.0,https://anaconda.org/conda-forge/pennylane,2022-02-10 16:15:05.550,380.0,,,,,2.0,60.0,,,,,,,,,,,,,,,,,,,,
290,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-02-16 21:14:06.000000,2022-02-16 21:14:05,1106.0,41.0,244,70.0,88.0,27.0,47.0,1142,Model analysis tools for TensorFlow.,37.0,30,True,2022-01-24 17:50:57.000,0.37.0,47.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-01-24 18:05:57.000,21.0,1462869.0,1462869.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
291,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2021-12-15 16:39:08.973000,2021-07-15 17:22:49,1466.0,,134,42.0,124.0,54.0,630.0,1082,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,True,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,,906.0,773.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,1094682.0,1095962.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,76811.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
292,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2022-02-11 05:50:43.000000,2022-02-11 05:50:43,287.0,3.0,438,44.0,176.0,93.0,100.0,1011,"Utilities for working with image data, text data, and sequence data.",51.0,30,True,2020-05-14 03:53:47.000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],1481.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000,1481.0,8928255.0,8955471.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923,1197524.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
293,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-02-17 10:21:28.000000,2022-02-06 21:37:48,1862.0,31.0,211,35.0,131.0,37.0,338.0,929,Python interface for igraph.,56.0,30,False,2022-01-10 14:51:15.000,0.9.9,27.0,python-igraph,conda-forge/igraph,,,,838.0,468.0,https://pypi.org/project/python-igraph,2022-01-10 14:51:15.000,370.0,257044.0,266949.0,https://anaconda.org/conda-forge/igraph,2022-01-11 11:59:41.931,269254.0,,,,,1.0,340444.0,,,,,,,,,,,,,,,,,,,,
294,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-02-17 01:25:12.000000,2022-02-17 01:25:11,3056.0,22.0,220,47.0,239.0,68.0,235.0,873,"OpenCL integration for Python, plus shiny features.",90.0,30,True,2022-01-17 04:42:46.000,2021.2.13,76.0,pyopencl,conda-forge/pyopencl,,,,810.0,630.0,https://pypi.org/project/pyopencl,2022-02-10 23:03:34.000,180.0,26434.0,35150.0,https://anaconda.org/conda-forge/pyopencl,2022-02-13 22:10:54.404,557878.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
295,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2021-09-26 16:29:44.000000,2021-09-26 16:29:39,539.0,,94,29.0,52.0,73.0,68.0,813,Describing statistical models in Python using symbolic formulas.,16.0,30,True,2021-09-27 02:10:26.000,0.5.2,9.0,patsy,conda-forge/patsy,,,,49916.0,47270.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2646.0,5695621.0,5759375.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594,4207774.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
296,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-02-16 17:20:51.000000,2022-02-15 01:02:40,9607.0,382.0,224,31.0,1287.0,363.0,437.0,800,Python package for earth-observing satellite data processing.,121.0,30,False,2021-12-17 18:19:32.000,0.33.1,74.0,satpy,conda-forge/satpy,,,,66.0,58.0,https://pypi.org/project/satpy,2021-12-17 18:19:32.000,8.0,1972.0,3866.0,https://anaconda.org/conda-forge/satpy,2021-12-17 21:16:26.729,81464.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
297,Bottleneck,pydata/bottleneck,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000,2022-02-10 19:53:44.000000,2022-02-07 02:24:57,1242.0,1.0,77,27.0,178.0,38.0,179.0,709,Fast NumPy array functions written in C.,22.0,30,True,2020-02-21 06:22:16.000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,,32018.0,30462.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000,1556.0,412528.0,439999.0,https://anaconda.org/conda-forge/bottleneck,2021-11-04 11:55:30.352,1895509.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
298,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-02-15 22:05:42.000000,2022-02-15 06:10:43,1558.0,47.0,216,41.0,1146.0,165.0,329.0,533,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",89.0,30,True,2022-02-04 22:19:51.000,0.24.0,31.0,tensorflow-io,,,,['tensorflow'],18.0,,https://pypi.org/project/tensorflow-io,2022-02-04 22:16:58.000,18.0,175273.0,175273.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
299,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2022-02-11 18:01:00.000000,2022-02-11 17:55:18,477.0,4.0,2042,368.0,82.0,117.0,524.0,18854,Deezer source separation library including pretrained models.,19.0,29,True,2021-09-03 09:59:00.000,2.3.0,34.0,spleeter,conda-forge/spleeter,,,['tensorflow'],3.0,,https://pypi.org/project/spleeter,2021-09-03 09:55:50.000,3.0,10111.0,63403.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,62159.0,,,,,2.0,1427738.0,,,,,,,,,,,,,,,,,,,,
300,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2021-12-14 17:59:05.000000,2021-12-14 17:59:04,282.0,6.0,1301,447.0,40.0,80.0,82.0,9725,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,29,True,2021-12-13 23:17:39.000,4.0.2,42.0,dopamine-rl,,,,['tensorflow'],37.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000,37.0,114930.0,114930.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
301,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-01-31 16:56:17.000000,2022-01-31 16:55:31,221.0,36.0,1383,108.0,27.0,82.0,88.0,8583,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",14.0,29,True,2022-01-31 16:56:17.000,0.26.7,116.0,vit-pytorch,,,,['pytorch'],71.0,70.0,https://pypi.org/project/vit-pytorch,2022-01-31 16:56:17.000,1.0,15269.0,15269.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
302,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-01-21 15:41:19.000000,2021-07-17 22:17:12,2385.0,,2417,542.0,195.0,37.0,,8218,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,,957.0,908.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,49.0,16386.0,16386.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
303,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-01-29 13:11:26.000000,2019-09-27 15:23:22,513.0,,1112,370.0,74.0,60.0,205.0,7435,StarCraft II Learning Environment.,34.0,29,False,2019-09-27 15:48:01.000,3.0.0,7.0,pysc2,,,,,372.0,347.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,25.0,2179.0,2696.0,,,,,,,,2.0,27969.0,,,,,,,,,,,,,,,,,,,,
304,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2022-02-15 02:05:47.000000,2021-10-29 08:29:08,3350.0,,1530,462.0,697.0,28.0,438.0,6870,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,29,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,2622.0,2642.0,,,,,,,,2.0,1362.0,,,,,,,,,,,,,,,,,,,,
305,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-01-05 17:17:48.000000,2019-11-11 22:14:54,308.0,,1323,216.0,154.0,40.0,219.0,5204,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],606.0,553.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,53.0,2101.0,2101.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
306,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-02-13 23:02:13.000000,2022-02-13 23:02:13,976.0,4.0,298,82.0,414.0,52.0,370.0,4363,A scikit-learn compatible neural network library that wraps PyTorch.,48.0,29,True,2021-10-31 15:54:20.000,0.11.0,14.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",472.0,439.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,33.0,45809.0,58155.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,506189.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
307,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-02-17 09:04:14.000000,2022-02-15 00:01:05,781.0,79.0,553,81.0,862.0,137.0,486.0,4134,"AutoGluon: AutoML for Image, Text, and Tabular Data.",65.0,29,True,2021-08-31 20:48:52.000,0.3.1,695.0,autogluon,,,,['mxnet'],103.0,99.0,https://pypi.org/project/autogluon,2022-02-17 09:04:14.000,4.0,47942.0,47942.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
308,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-02-16 21:18:16.000000,2022-01-03 17:25:18,3775.0,255.0,356,83.0,190.0,30.0,197.0,3992,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",82.0,29,True,2022-01-03 17:28:41.000,0.5.0,22.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,2017-07-14 20:02:42.000,,4586.0,11545.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,1111.0,,,,,2.0,73503.0,,,,,,,,,,,,,,,,,,,,
309,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-02-12 02:49:37.000000,2022-01-27 13:24:16,139.0,1.0,941,148.0,105.0,146.0,76.0,3976,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,29,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,23504.0,22749.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,304488.0,306876.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,76416.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
310,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2021-12-15 16:05:43.118000,2019-11-20 20:28:30,1161.0,,977,216.0,407.0,139.0,402.0,3801,Lightweight library to build and train neural networks in Theano.,72.0,29,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1154.0,893.0,https://pypi.org/project/lasagne,2021-12-15 16:05:43.118,261.0,4296.0,4296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
311,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-02-10 14:40:45.000000,2022-01-26 14:08:42,1315.0,1.0,339,82.0,336.0,96.0,428.0,3732,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",96.0,29,True,2020-12-14 15:21:05.000,0.8.2,27.0,sacred,conda-forge/sacred,,,,1311.0,1209.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,26513.0,26560.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,141.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
312,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-02-13 12:46:27.000000,2022-02-13 12:46:27,1403.0,258.0,912,122.0,125.0,79.0,254.0,3360,FinRL: Financial Reinforcement Learning Framework. Please star.,53.0,29,True,2022-01-08 13:58:14.000,0.3.4,6.0,finrl,,,,,10.0,10.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,406.0,406.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
313,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-02-16 18:07:44.000000,2022-02-14 16:22:02,956.0,32.0,299,66.0,1149.0,97.0,153.0,3235,A Python toolbox for performing gradient-free optimization.,47.0,29,True,2021-01-28 12:05:40.000,0.4.3,34.0,nevergrad,conda-forge/nevergrad,,,,303.0,286.0,https://pypi.org/project/nevergrad,2021-11-10 18:52:59.000,17.0,20502.0,21504.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,22060.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
314,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-02-17 04:18:34.000000,2022-02-08 14:58:04,562.0,25.0,234,63.0,191.0,44.0,399.0,3122,Visualizer for pandas data structures.,20.0,29,True,2021-11-18 04:17:35.000,1.61.1,141.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",301.0,290.0,https://pypi.org/project/dtale,2021-11-18 04:17:35.000,11.0,57170.0,61545.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411,105001.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
315,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-01-04 22:17:45.000000,2022-01-04 22:17:09,710.0,42.0,328,36.0,107.0,29.0,139.0,2939,Data augmentation for NLP.,26.0,29,True,2021-12-25 02:49:58.000,1.1.10,36.0,nlpaug,conda-forge/nlpaug,,,,266.0,252.0,https://pypi.org/project/nlpaug,2021-12-23 17:35:56.000,14.0,45321.0,45479.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,1271.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
316,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-02-14 20:43:04.000000,2022-02-14 20:43:04,435.0,66.0,424,67.0,215.0,44.0,203.0,2799,Uplift modeling and causal inference with machine learning algorithms.,37.0,29,True,2022-02-05 03:12:17.000,0.12.1,17.0,causalml,,,,,38.0,37.0,https://pypi.org/project/causalml,2022-02-05 03:12:17.000,1.0,42316.0,42316.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
317,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-02-08 20:10:37.000000,2021-08-13 10:24:05,170.0,,214,42.0,38.0,22.0,57.0,2744,A simple command-line utility for querying and monitoring GPU status.,12.0,29,True,2019-07-22 06:37:00.000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,1724.0,1625.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000,99.0,514105.0,517515.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,119373.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
318,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2021-11-22 21:32:33.032000,2021-09-19 04:51:57,1511.0,,376,97.0,119.0,60.0,333.0,2697,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,45.0,29,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,597.0,550.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,47.0,114986.0,117134.0,https://anaconda.org/conda-forge/nmslib,2021-11-22 21:32:33.032,47276.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
319,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2022-01-27 08:50:43.000000,2022-01-25 17:32:20,4123.0,12.0,338,84.0,56.0,127.0,177.0,2647,a library for audio and music analysis.,24.0,29,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,313.0,288.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,25.0,1993.0,10267.0,https://anaconda.org/conda-forge/aubio,2021-11-09 17:08:03.654,488177.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
320,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2021-12-02 15:56:37.000000,2021-08-24 19:11:38,840.0,,519,103.0,1034.0,260.0,295.0,2367,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,29,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],735.0,713.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,95072.0,95072.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
321,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-02-07 10:09:41.000000,2021-11-11 16:56:57,430.0,,222,32.0,380.0,16.0,28.0,2319,torch-optimizer -- collection of optimizers for Pytorch.,25.0,29,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],493.0,470.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,79637.0,79717.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,804.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
322,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-02-12 00:17:01.000000,2022-02-12 00:15:46,1686.0,36.0,374,46.0,331.0,61.0,299.0,2149,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2021-02-23 07:09:34.000,3.3.1,68.0,foolbox,conda-forge/foolbox,,,,278.0,265.0,https://pypi.org/project/foolbox,2021-02-23 07:07:53.000,13.0,2113.0,2395.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,5365.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
323,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-02-17 09:15:50.000000,2022-02-16 15:03:51,994.0,58.0,206,49.0,97.0,32.0,264.0,2104,STUMPY is a powerful and scalable Python library for modern time series analysis.,28.0,29,True,2021-12-24 18:12:10.000,1.10.2,25.0,stumpy,conda-forge/stumpy,,,,4.0,,https://pypi.org/project/stumpy,2021-12-24 18:12:10.000,4.0,306188.0,307262.0,https://anaconda.org/conda-forge/stumpy,2021-12-24 18:44:17.831,35462.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
324,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-02-17 11:54:23.000000,2022-02-17 11:54:03,1155.0,123.0,264,30.0,476.0,161.0,237.0,1730,Time series forecasting with PyTorch.,28.0,29,True,2021-11-29 19:55:05.000,0.9.2,29.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2021-11-29 19:55:05.000,4.0,26383.0,27331.0,https://anaconda.org/conda-forge/pytorch-forecasting,2021-11-29 23:42:09.447,16129.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
325,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-02-11 20:09:53.000000,2022-02-11 20:09:49,632.0,18.0,468,172.0,58.0,5.0,372.0,1715,Python sync/async framework for Interactive Brokers API.,29.0,29,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,9412.0,9876.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,14406.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
