,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
253,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2023-10-05 06:32:34.000000,2023-10-05 04:34:03,2279.0,249.0,192.0,26.0,988.0,62.0,187.0,2342.0,Database system for AI-powered apps.,64.0,31,True,2023-09-30 04:34:25.000,0.3.7,43.0,evadb,,,,['pytorch'],35.0,35.0,https://pypi.org/project/evadb,2023-09-30 04:34:19.000,,1523.0,28612.0,,,,,,,,3.0,406338.0,,,,,,,,georgia-tech-db/evadb,,,,,,,,,,,
254,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-10-05 15:02:40.000000,2023-10-03 13:59:40,2253.0,114.0,570.0,77.0,2779.0,157.0,690.0,2218.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",219.0,31,True,2023-10-04 17:30:04.000,2.1.0,25.0,torchaudio,,,,['pytorch'],,,https://pypi.org/project/torchaudio,,,1462301.0,1462301.0,,,,,,,,2.0,,,,,,,,-4.0,,,,,,,,,,,,
255,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-10-05 09:54:37.000000,2023-10-04 12:47:22,760.0,42.0,278.0,35.0,828.0,40.0,233.0,2142.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",37.0,31,True,2023-09-09 13:24:13.000,0.7.0,13.0,python-doctr,,,,"['tensorflow', 'pytorch']",195.0,192.0,https://pypi.org/project/python-doctr,2023-09-09 13:24:13.000,3.0,11377.0,70827.0,,,,,,,,2.0,1902429.0,,,,,,,,,,,,,,,,,,,
256,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-09-21 12:37:53.939000,2023-09-06 20:08:09,3659.0,20.0,184.0,52.0,1331.0,114.0,702.0,1925.0,Ahead of Time compiler for numeric kernels.,72.0,31,True,,,29.0,pythran,conda-forge/pythran,,,,1252.0,1252.0,https://pypi.org/project/pythran,,,189202.0,200361.0,https://anaconda.org/conda-forge/pythran,2023-09-21 12:37:53.939,412899.0,,,,,2.0,,,,,,,,,,,,,,,,,,,pythran,python-pythran
257,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-05 06:54:31.000000,2023-10-04 16:22:59,188.0,3.0,251.0,58.0,68.0,75.0,216.0,1850.0,A Python wrapper for the tesseract-ocr API.,29.0,31,True,2023-07-19 13:59:08.000,2.6.1,18.0,tesserocr,conda-forge/tesserocr,,,,962.0,890.0,https://pypi.org/project/tesserocr,2023-07-19 13:59:08.000,72.0,59664.0,62261.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,124682.0,,,,,2.0,51.0,,,,,,,,,,,,,,,,,,,
258,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-03 07:51:26.000000,2023-10-03 07:51:25,1151.0,49.0,206.0,36.0,1080.0,25.0,496.0,1711.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,31,True,2023-06-30 13:17:42.000,0.8.2,26.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],246.0,246.0,https://pypi.org/project/lightning-flash,,,1803.0,2404.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,15644.0,,,,,1.0,,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,,,
259,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2023-10-05 12:37:32.000000,2023-10-04 23:14:09,1895.0,1895.0,117.0,16.0,67.0,131.0,335.0,1692.0,"Call all LLM APIs using the OpenAI format. Use Azure, OpenAI, Cohere, Anthropic, Ollama, VLLM, Sagemaker, HuggingFace,..",29.0,31,True,2023-10-04 05:07:02.000,0.1.819,320.0,litellm,,,,others,174.0,156.0,https://pypi.org/project/litellm,2023-10-04 23:14:59.000,18.0,250986.0,250986.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,MIT,2015-06-26 18:38:23.000,2023-09-27 21:19:28.000000,2023-09-27 17:00:20,1748.0,77.0,362.0,55.0,109.0,45.0,412.0,1586.0,Reinforcement Learning environments based on the 1993 game Doom.,53.0,31,True,2023-09-27 21:19:28.000,1.2.2,28.0,vizdoom,,,,,219.0,203.0,https://pypi.org/project/vizdoom,2023-09-27 21:19:28.000,16.0,3560.0,3688.0,,,,,,,,1.0,11725.0,,,,,,,,Farama-Foundation/ViZDoom,,,,,,,,,,,
261,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-10-02 13:52:31.000000,2023-09-30 19:46:58,1046.0,20.0,202.0,52.0,200.0,33.0,267.0,1488.0,A full spaCy pipeline and models for scientific/biomedical documents.,30.0,31,True,2023-09-30 19:50:35.000,0.5.3,14.0,scispacy,,,,,789.0,759.0,https://pypi.org/project/scispacy,2023-09-30 19:50:35.000,30.0,60165.0,60165.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
262,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-10-05 11:35:07.000000,2023-10-05 11:35:04,3521.0,234.0,48.0,149.0,456.0,114.0,316.0,1227.0,Multiplatform plotting library based on Grammar of Graphics.,20.0,31,True,2023-09-13 17:19:02.000,4.0.1,64.0,lets-plot,,,,,48.0,47.0,https://pypi.org/project/lets-plot,2023-09-13 16:46:46.000,1.0,26997.0,27008.0,,,,,,,,2.0,538.0,,,,,,,,,,,,,,,,,,,
263,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-10-03 19:17:24.000000,2023-10-03 19:06:16,1646.0,44.0,277.0,42.0,1256.0,259.0,361.0,666.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,31,True,2023-09-08 15:59:39.000,0.34.0,41.0,tensorflow-io,,,,['tensorflow'],33.0,,https://pypi.org/project/tensorflow-io,2023-09-08 14:58:40.000,33.0,2981322.0,2981322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
264,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,,2010-07-22 16:28:30.000,2023-10-04 17:49:22.000000,2023-10-04 17:49:22,5590.0,53.0,245.0,36.0,766.0,101.0,384.0,584.0,Python package to access a cacophony of neuro-imaging file formats.,99.0,31,False,2023-04-03 14:58:34.000,5.1.0,38.0,nibabel,conda-forge/nibabel,,,,14839.0,14839.0,https://pypi.org/project/nibabel,,,270029.0,286075.0,https://anaconda.org/conda-forge/nibabel,2023-09-29 18:53:45.076,641877.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4382.0,1262.0,557.0,836.0,2543.0,17407.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,30,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,19.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,19.0,403.0,556.0,,,,,,,,3.0,14243.0,,,,,,,,,,,,,,,,,,,
266,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-10-03 16:26:04.000000,2023-10-03 16:26:02,290.0,16.0,2499.0,134.0,40.0,112.0,127.0,15437.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",18.0,30,True,2023-10-01 15:15:19.000,1.5.0,176.0,vit-pytorch,,,,['pytorch'],327.0,321.0,https://pypi.org/project/vit-pytorch,2023-10-01 15:15:19.000,6.0,17195.0,17195.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2023-10-03 09:16:29.000000,2023-09-27 02:34:22,2153.0,9.0,2666.0,193.0,3577.0,1236.0,3833.0,11214.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",146.0,30,True,2023-02-24 08:13:01.238,2.6.0,9.0,paddledet,,,,['paddle'],115.0,114.0,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,1.0,719.0,719.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-07-21 09:09:23.000000,2023-07-21 09:09:17,859.0,1.0,1358.0,421.0,82.0,34.0,157.0,9604.0,TensorFlow-based neural network library.,58.0,30,True,2022-12-15 16:54:01.069,2.0.1,28.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1199.0,1147.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,14902.0,15449.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,25721.0,,,,,3.0,,,,,,,,,google-deepmind/sonnet,,,,,,,,,,,
269,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-10-05 12:18:32.000000,2023-10-05 12:17:14,529.0,252.0,683.0,81.0,212.0,104.0,223.0,8668.0,"PandasAI is the Python library that integrates Gen AI into pandas, making data analysis conversational.",48.0,30,True,2023-10-05 12:18:32.000,1.3.1,77.0,pandas-ai,,,,,2249.0,2249.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
270,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2023-09-25 05:14:24.000000,2023-08-26 12:04:19,383.0,5.0,2081.0,289.0,96.0,295.0,446.0,8071.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,,1463.0,1445.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,18.0,6166.0,19714.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,6443.0,,,,,2.0,883338.0,,,,,,,,,,,,,,,,,,,
271,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-10-04 08:24:23.000000,2023-08-03 21:07:06,544.0,2.0,1155.0,163.0,426.0,58.0,468.0,7754.0,Automatic extraction of relevant features from time series:.,89.0,30,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],91.0,16.0,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,75.0,226008.0,257744.0,https://anaconda.org/conda-forge/tsfresh,2023-07-30 07:29:21.371,1301176.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
272,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2023-09-22 10:38:45.000000,2023-09-22 10:33:05,1104.0,11.0,1176.0,141.0,151.0,219.0,1175.0,7700.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,124.0,30,False,2023-05-10 15:14:23.000,0.7.4,16.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],600.0,589.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,11.0,4191.0,7437.0,https://anaconda.org/pytorch3d/pytorch3d,2023-06-16 16:19:10.555,152587.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-10-03 00:08:16.000000,2023-10-03 00:08:16,1140.0,19.0,1251.0,104.0,603.0,673.0,513.0,7595.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,120.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],2000.0,2000.0,,,,,3611.0,https://anaconda.org/conda-forge/nvidia-apex,2023-06-16 16:18:35.589,173355.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-09-09 23:36:21.000000,2023-03-13 12:21:37,454.0,,2193.0,281.0,131.0,265.0,307.0,7551.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,30,True,2023-03-14 12:04:32.000,3.10.0,25.0,SpeechRecognition,conda-forge/speechrecognition,,,,16.0,16.0,https://pypi.org/project/SpeechRecognition,,,464771.0,466782.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,172973.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2023-10-04 21:49:50.000000,2023-07-14 06:46:40,354.0,1.0,1455.0,134.0,124.0,12.0,307.0,7012.0,A Python implementation of global optimization with gaussian processes.,41.0,30,True,2023-04-25 22:00:01.831,1.4.3,14.0,bayesian-optimization,,,,,2195.0,2092.0,https://pypi.org/project/bayesian-optimization,2023-04-25 22:00:01.831,103.0,199043.0,199044.0,,,,,,,,2.0,136.0,,,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,
276,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-10-03 10:54:24.000000,2023-09-29 18:36:14,1218.0,7.0,899.0,127.0,269.0,297.0,337.0,6873.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,30,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,12011.0,12011.0,https://pypi.org/project/hyperopt,,,1815223.0,1827188.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,729905.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
277,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2023-10-05 15:25:45.000000,2023-09-20 19:19:51,1455.0,116.0,542.0,72.0,567.0,76.0,188.0,6589.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",36.0,30,False,2023-09-11 17:53:22.000,2.5.0,24.0,cleanlab,conda-forge/cleanlab,,,,187.0,179.0,https://pypi.org/project/cleanlab,2023-09-11 17:53:22.000,8.0,14263.0,14834.0,https://anaconda.org/conda-forge/cleanlab,2023-09-12 22:14:32.939,17133.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2023-10-05 05:04:06.000000,2023-07-17 16:59:29,152.0,1.0,1008.0,200.0,92.0,130.0,281.0,5561.0,Official Kaggle API.,37.0,30,True,2023-07-17 17:06:58.000,1.5.16,59.0,kaggle,conda-forge/kaggle,,,,390.0,16.0,https://pypi.org/project/kaggle,2023-09-19 19:12:15.000,374.0,182443.0,186162.0,https://anaconda.org/conda-forge/kaggle,2023-07-18 03:35:17.292,137636.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-10-03 20:19:49.000000,2023-09-27 01:23:59,1506.0,50.0,793.0,144.0,1404.0,320.0,393.0,4573.0,Simple and Distributed Machine Learning.,112.0,30,True,2023-09-27 02:20:17.000,0.11.3,35.0,synapseml,,,,,3.0,,https://pypi.org/project/synapseml,2023-09-26 22:58:19.000,3.0,304212.0,304212.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
280,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-08-27 19:16:02.000000,2023-04-30 18:36:20,483.0,,661.0,92.0,206.0,137.0,356.0,4430.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,30,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1268.0,1221.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,47.0,649651.0,652051.0,https://anaconda.org/conda-forge/lightfm,2023-06-16 16:08:40.466,165606.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
281,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-06-16 16:15:44.326000,2022-01-27 13:24:16,139.0,,1006.0,154.0,112.0,150.0,79.0,4390.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,38263.0,37425.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,838.0,353473.0,356312.0,https://anaconda.org/conda-forge/imutils,2023-06-16 16:15:44.326,147653.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
282,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-09-27 22:29:34.000000,2023-09-22 16:55:47,1018.0,2.0,440.0,219.0,711.0,175.0,324.0,4181.0,Model interpretability and understanding for PyTorch.,103.0,30,True,2022-12-28 01:14:50.000,0.6.0,9.0,captum,conda-forge/captum,,,['pytorch'],1513.0,1467.0,https://pypi.org/project/captum,2022-12-27 23:25:01.082,46.0,142530.0,143259.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,16053.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
283,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2023-09-11 18:53:18.000000,2022-09-24 16:20:26,585.0,,811.0,91.0,199.0,99.0,414.0,4045.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,False,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3351.0,3319.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,32.0,69564.0,70340.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,18628.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
284,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2023-09-05 09:19:38.000000,2022-08-23 15:59:41,615.0,,797.0,149.0,118.0,132.0,99.0,3778.0,Technical Analysis Library using Pandas and Numpy.,29.0,30,False,2022-08-23 16:03:04.047,0.10.2,54.0,ta,conda-forge/ta,,,,2605.0,2562.0,https://pypi.org/project/ta,2022-08-23 16:03:04.047,43.0,60534.0,61145.0,https://anaconda.org/conda-forge/ta,2023-06-16 19:24:38.213,19576.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
285,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2023-08-19 15:07:22.000000,2022-10-25 17:55:33,609.0,,116.0,76.0,66.0,15.0,120.0,3607.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,30,True,2022-02-09 19:44:15.000,6.1.1,48.0,ftfy,conda-forge/ftfy,,,,14367.0,13760.0,https://pypi.org/project/ftfy,2022-02-09 19:44:15.000,607.0,3278151.0,3281622.0,https://anaconda.org/conda-forge/ftfy,2023-06-16 13:23:10.061,270774.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
286,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2023-10-05 12:37:25.000000,2023-10-04 22:02:15,15265.0,66.0,468.0,71.0,3294.0,796.0,1536.0,3553.0,cuML - RAPIDS Machine Learning Library.,166.0,30,True,2023-08-09 21:09:44.000,23.08.00,34.0,cuml,,,,,5.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,5.0,1573.0,1573.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
287,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2023-10-04 19:46:01.000000,2023-10-04 19:45:53,1654.0,65.0,509.0,41.0,710.0,429.0,279.0,3238.0,Time series forecasting with PyTorch.,43.0,30,True,2023-04-10 19:57:38.490,1.0.0,34.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,10.0,,https://pypi.org/project/pytorch-forecasting,2020-07-26 21:35:43.000,10.0,59051.0,60418.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,50610.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
288,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2023-09-28 08:31:00.000000,2023-09-28 08:30:38,400.0,24.0,247.0,62.0,51.0,9.0,,3182.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",14.0,30,True,2023-09-28 08:32:07.000,4.6.0,26.0,textdistance,conda-forge/textdistance,,,,4992.0,4929.0,https://pypi.org/project/textdistance,2023-09-28 08:30:50.000,63.0,346429.0,353665.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,469496.0,,,,,2.0,916.0,,,,,,,,,,,,,,,,,,,
289,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-09-28 14:19:11.000000,2023-09-10 15:15:16,1059.0,48.0,227.0,60.0,109.0,5.0,264.0,2958.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,30,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,468.0,459.0,https://pypi.org/project/vidgear,2023-09-10 19:39:46.000,9.0,20087.0,20103.0,,,,,,,,2.0,924.0,,,,,,,,,,,,,,,,,,,
290,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-09-21 05:09:40.000000,2023-09-21 05:09:35,3445.0,53.0,338.0,157.0,1145.0,34.0,58.0,2647.0,Neural Network Libraries.,73.0,30,True,2023-07-14 02:40:27.000,1.36.0,76.0,nnabla,,,,,54.0,,https://pypi.org/project/nnabla,2022-05-01 11:42:01.000,54.0,3271.0,3280.0,,,,,,,,3.0,706.0,,,,,,,3.0,,,,,,,,,,,,
291,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-09-03 14:41:35.000000,2022-12-25 20:52:27,843.0,,519.0,99.0,1044.0,260.0,297.0,2530.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",85.0,30,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],1404.0,1382.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,74966.0,74966.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
292,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-10-01 04:40:02.000000,2023-09-30 19:28:42,2645.0,29.0,328.0,35.0,497.0,41.0,212.0,2504.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",60.0,30,True,2023-09-11 23:06:00.000,0.3.9,15.0,textattack,conda-forge/textattack,,,,194.0,194.0,https://pypi.org/project/textattack,,,4749.0,4928.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,6650.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
