,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
134,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-09-27 15:54:22.000000,2023-09-13 15:53:18,1508.0,13.0,346.0,48.0,1451.0,167.0,660.0,1442.0,Exploratory analysis of Bayesian models with Python.,148.0,35,True,2023-07-18 20:14:08.000,0.16.1,34.0,arviz,conda-forge/arviz,,,,4955.0,4816.0,https://pypi.org/project/arviz,1571910.0,1622091.0,https://anaconda.org/conda-forge/arviz,2023-09-19 13:51:11.324,2007193.0,,,,,1.0,133.0,2023-07-18 20:14:08.000,139.0,,,,,,,,,,,,,,,,,,
135,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2023-09-26 19:43:01.246000,2023-09-26 08:19:57,1105.0,101.0,284.0,56.0,1021.0,110.0,467.0,1194.0,All the open source things related to the Hugging Face Hub.,108.0,35,True,2023-09-26 08:27:54.000,0.17.3,81.0,huggingface_hub,conda-forge/huggingface_hub,,,,437.0,,https://pypi.org/project/huggingface_hub,17724929.0,17768894.0,https://anaconda.org/conda-forge/huggingface_hub,2023-09-26 19:43:01.246,1362923.0,,,,,2.0,,2023-09-26 08:22:59.000,437.0,,,,,,,,,,,,,,,,,,
136,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-09-25 15:43:35.000000,2023-09-11 22:01:37,855.0,19.0,301.0,44.0,988.0,145.0,161.0,1144.0,Making text a first-class citizen in TensorFlow.,110.0,35,True,2023-07-07 02:12:20.288,2.13.0,64.0,tensorflow-text,,,,['tensorflow'],5968.0,5854.0,https://pypi.org/project/tensorflow-text,3496602.0,3496602.0,,,,,,,,1.0,,2023-08-18 03:18:09.000,114.0,,,,,,,,,,,,,,,,,,
137,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2023-09-28 13:37:36.000000,2023-09-28 12:13:37,10055.0,156.0,526.0,71.0,2148.0,296.0,1600.0,1040.0,Machine learning for NeuroImaging in Python.,226.0,35,True,2023-04-28 09:19:30.000,0.10.1,44.0,nilearn,conda-forge/nilearn,,,['sklearn'],2849.0,2570.0,https://pypi.org/project/nilearn,34210.0,37006.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,245675.0,,,,,2.0,137.0,2023-04-28 09:18:01.445,279.0,,,,,,,,,,,,,,,,,,
138,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-09-28 11:32:14.000000,2023-09-28 11:32:14,14783.0,59.0,506.0,50.0,2268.0,392.0,946.0,702.0,Workflows and interfaces for neuroimaging packages.,251.0,35,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,3757.0,3584.0,https://pypi.org/project/nipype,72722.0,88471.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,582747.0,,,,,2.0,,2017-05-21 03:34:02.000,173.0,,,,,,,,,,,,,,,,,,
139,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2023-09-28 13:51:05.000000,2023-09-28 13:51:04,13239.0,234.0,381.0,52.0,1915.0,151.0,717.0,617.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",151.0,35,True,2023-04-23 23:30:00.533,1.7.0,26.0,dipy,conda-forge/dipy,,,,983.0,879.0,https://pypi.org/project/dipy,14723.0,19373.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,409245.0,,,,,2.0,,2022-03-11 20:19:02.000,104.0,,,,,,,,,,,,,,,,,,
140,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-09-26 15:49:36.000000,2023-09-26 01:25:13,1489.0,11.0,6709.0,389.0,637.0,363.0,3012.0,26542.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",258.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1389.0,1383.0,https://pypi.org/project/detectron2,,5383.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,204584.0,,,,,2.0,,2020-02-06 00:35:57.000,6.0,,,,,,,,,,,,,,,,,,
141,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2023-09-26 23:15:16.887000,2023-08-25 22:11:00,385.0,1.0,4471.0,850.0,264.0,456.0,610.0,25041.0,Library for fast text representation and classification.,63.0,34,True,2020-04-28 09:51:33.000,0.9.2,4.0,fasttext,conda-forge/fasttext,,,,5005.0,5005.0,https://pypi.org/project/fasttext,1090252.0,1092045.0,https://anaconda.org/conda-forge/fasttext,2023-09-26 23:15:16.887,64579.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
142,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-09-28 14:44:12.000000,2023-09-28 14:44:05,7194.0,279.0,2555.0,292.0,171.0,23.0,959.0,24081.0,"Visualizer for neural network, deep learning, and machine learning models.",2.0,34,True,2023-09-23 02:33:00.000,7.2.0,597.0,netron,,,,"['pytorch', 'tensorflow']",83.0,10.0,https://pypi.org/project/netron,15925.0,115588.0,,,,,,,,1.0,99663.0,2023-09-23 02:33:00.000,73.0,,,,,,,,,,,,,,,,,,
143,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2023-09-16 05:37:11.000000,2021-11-17 17:52:52,3466.0,,3827.0,669.0,1668.0,132.0,1979.0,23080.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],411.0,368.0,https://pypi.org/project/deepspeech,4247.0,22073.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2241.0,,,,,2.0,1064428.0,2020-12-19 10:05:12.000,43.0,11.0,,,,,,,,,,,,,,,,,
144,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-09-28 13:52:57.000000,2023-09-27 07:48:28,4441.0,94.0,2174.0,206.0,578.0,35.0,688.0,19353.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",145.0,34,True,2023-09-25 16:35:33.000,0.17.5,76.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",16.0,,https://pypi.org/project/tts,91597.0,137559.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9643.0,,,,,2.0,1366305.0,2023-09-25 16:35:33.000,16.0,,,,,,,,,,,,,,,,,,
145,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-09-25 05:40:07.000000,2023-09-10 02:01:49,2281.0,30.0,4680.0,487.0,148.0,954.0,1334.0,18262.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,34,False,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],968.0,968.0,https://pypi.org/project/insightface,430924.0,549772.0,,,,,,,,2.0,594244.0,,,,,,,,,,,,,,,,,,,,
146,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2023-09-28 12:37:05.000000,2023-09-26 14:05:51,8617.0,144.0,2812.0,265.0,1193.0,156.0,644.0,16382.0,Best Practices on Recommendation Systems.,128.0,34,True,2022-07-20 05:58:55.000,1.1.1,12.0,recommenders,,,,,85.0,83.0,https://pypi.org/project/recommenders,50145.0,50152.0,,,,,,,,1.0,426.0,2022-04-01 08:49:49.000,2.0,,,,,,,,recommenders-team/recommenders,,,,,,,,,,
147,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2175.0,283.0,3096.0,80.0,2477.0,11579.0,"An open-source NLP research library, built on PyTorch.",265.0,34,True,2022-10-18 23:32:24.000,2.10.1,59.0,allennlp,conda-forge/allennlp,,,['pytorch'],3748.0,3748.0,https://pypi.org/project/allennlp,41812.0,43844.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,115849.0,,,,,2.0,61.0,,,,,,,,,,,,,,,,,,,,
148,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-09-28 11:14:56.000000,2023-06-06 09:08:21,5835.0,,2949.0,237.0,1387.0,845.0,3787.0,9681.0,Open-source simulator for autonomous driving research.,153.0,34,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,546.0,542.0,https://pypi.org/project/carla,12187.0,12187.0,,,,,,,,2.0,,2022-12-24 18:31:33.838,4.0,,,,,,,,,,,,,,,,,,
149,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-09-02 13:16:33.000000,2023-05-18 17:21:01,563.0,,2299.0,221.0,232.0,107.0,409.0,9667.0,A little word cloud generator in Python.,68.0,34,True,2023-05-18 18:12:02.829,1.9.2,19.0,wordcloud,conda-forge/wordcloud,,,,827.0,15.0,https://pypi.org/project/wordcloud,1486641.0,1498102.0,https://anaconda.org/conda-forge/wordcloud,2023-07-07 15:15:49.535,435546.0,,,,,2.0,,2023-05-18 18:12:02.829,812.0,,,,,,,,,,,,,,,,,,
150,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,964.0,133.0,217.0,320.0,266.0,7697.0,Manipulate audio with a simple and easy high level interface.,95.0,34,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,40216.0,39056.0,https://pypi.org/project/pydub,3382295.0,3383473.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,67179.0,,,,,2.0,,2021-03-10 02:09:53.000,1160.0,,,,,,,,,,,,,,,,,,
151,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-09-26 21:04:33.000000,2023-09-20 14:27:34,1308.0,24.0,843.0,156.0,1642.0,169.0,801.0,6801.0,An open source python library for automated feature engineering.,71.0,34,True,2023-07-24 15:40:37.000,1.27.0,102.0,featuretools,conda-forge/featuretools,,,,1499.0,1425.0,https://pypi.org/project/featuretools,63250.0,67510.0,https://anaconda.org/conda-forge/featuretools,2023-07-24 20:21:04.496,166173.0,,,,,1.0,,2023-07-24 15:40:37.000,74.0,,,,,,,,,,,,,,,,,,
152,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-09-27 07:39:36.000000,2023-09-26 09:01:45,2825.0,29.0,2210.0,173.0,1076.0,27.0,1388.0,6265.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,190.0,34,True,2023-09-26 09:03:15.000,3.4.1,46.0,OpenNMT-py,,,,['pytorch'],236.0,226.0,https://pypi.org/project/OpenNMT-py,4798.0,4798.0,,,,,,,,2.0,,2023-09-26 09:03:15.000,10.0,,,,,,,,,,,,,,,,,,
153,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-09-28 13:35:39.000000,2023-09-28 04:32:46,37050.0,302.0,727.0,140.0,8515.0,903.0,4833.0,5969.0,cuDF - GPU DataFrame Library.,261.0,34,True,2023-08-09 17:06:59.000,23.08.00,39.0,cudf,,,,,317.0,309.0,https://pypi.org/project/cudf,1619.0,1619.0,,,,,,,,1.0,,2020-06-01 20:07:47.000,8.0,,,,,,,,,,,,,,,,,,
154,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1323.0,292.0,6588.0,12.0,2030.0,5822.0,A flexible framework of neural networks for deep learning.,326.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,3102.0,3102.0,https://pypi.org/project/chainer,15520.0,15885.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,15703.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
155,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2023-09-25 18:40:43.024000,2023-09-23 14:57:17,1634.0,8.0,827.0,116.0,518.0,137.0,336.0,4518.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,101.0,34,True,2023-09-25 13:23:15.000,0.23.0,51.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],10710.0,10530.0,https://pypi.org/project/mlxtend,580990.0,588575.0,https://anaconda.org/conda-forge/mlxtend,2023-09-25 18:40:43.024,288256.0,,,,,1.0,,2023-09-25 13:23:15.000,180.0,,,,,,,,,,,,,,,,,,
156,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-09-28 14:16:13.000000,2023-09-28 12:24:41,18249.0,834.0,415.0,51.0,2255.0,505.0,886.0,4305.0,"Visualize, create, and debug image and video datasets and model predictions.",95.0,34,True,2023-09-20 15:47:29.000,0.22.0,128.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",410.0,401.0,https://pypi.org/project/fiftyone,40306.0,40306.0,,,,,,,,2.0,,2023-09-20 15:15:21.000,9.0,,,,,,,,,,,,,,,,,,
157,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-09-27 08:25:12.000000,2023-09-22 14:09:39,11952.0,329.0,1058.0,100.0,1252.0,120.0,735.0,3983.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-09-22 14:42:30.000,1.16.0,56.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,438.0,429.0,https://pypi.org/project/adversarial-robustness-toolbox,33588.0,34433.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-22 17:09:10.511,32120.0,,,,,1.0,,2023-09-22 14:17:16.000,9.0,,,,,,,,,,,,,,,,,,
158,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-09-01 04:56:12.000000,2023-09-01 04:56:12,1281.0,9.0,2431.0,1991.0,525.0,374.0,1072.0,3786.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-08-23 02:38:47.000,1.53.0,100.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,1406073.0,1406081.0,,,,,,,,2.0,503.0,2023-08-23 02:38:47.000,48.0,,,,,,,,,,,,,,,,,,
159,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-09-27 21:59:08.000000,2023-09-27 17:29:51,3507.0,66.0,764.0,57.0,1223.0,304.0,1093.0,3684.0,"Serve, optimize and scale PyTorch models in production.",174.0,34,True,2023-08-28 23:20:20.000,0.8.2,21.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],520.0,509.0,https://pypi.org/project/torchserve,37207.0,65531.0,https://anaconda.org/pytorch/torchserve,2023-08-28 20:19:36.066,111975.0,https://hub.docker.com/r/pytorch/torchserve,2023-08-28 21:29:54.059478,21.0,1197306.0,2.0,4907.0,2023-08-28 19:29:41.000,11.0,,,,,,,,,,,,,,,,,,
160,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-09-28 14:53:25.000000,2023-09-28 13:46:33,2526.0,311.0,239.0,23.0,2260.0,217.0,1244.0,2537.0,Argilla: the open-source data curation platform for LLMs.,64.0,34,True,2023-09-18 10:20:17.000,1.16.0,97.0,rubrix,conda-forge/rubrix,,,,1853.0,1853.0,https://pypi.org/project/rubrix,181.0,1446.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,26571.0,,,,,2.0,,2022-10-24 18:22:00.951,,,,,,,,,argilla-io/argilla,,,,,,,,,,
161,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2023-09-28 14:25:34.000000,2023-09-27 23:42:03,2583.0,139.0,270.0,68.0,1294.0,50.0,554.0,2141.0,Adaptive Experimentation Platform.,153.0,34,True,2023-08-11 14:57:03.000,0.3.4,37.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],573.0,548.0,https://pypi.org/project/ax-platform,138945.0,139431.0,https://anaconda.org/conda-forge/ax-platform,2023-08-12 13:48:33.316,13145.0,,,,,1.0,,2023-08-11 14:57:03.000,25.0,,,,,,,,,,,,,,,,,,
162,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-09-28 14:19:34.000000,2023-09-27 10:52:15,3788.0,145.0,370.0,30.0,2566.0,363.0,954.0,1976.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,140.0,34,True,2023-09-16 06:15:12.000,0.42.2,64.0,pyvista,conda-forge/pyvista,,,['jupyter'],2235.0,2235.0,https://pypi.org/project/pyvista,175680.0,185956.0,https://anaconda.org/conda-forge/pyvista,2023-09-16 08:49:11.159,400360.0,,,,,2.0,775.0,,,,,,,,,,,,,,,,,,,,
163,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-09-21 10:44:11.000000,2023-09-21 00:13:10,1827.0,3.0,195.0,29.0,207.0,22.0,384.0,1319.0,The ctypes-based simple ImageMagick binding for Python.,103.0,34,True,2023-01-05 13:25:52.000,0.6.11,54.0,wand,conda-forge/wand,,,,17899.0,17188.0,https://pypi.org/project/wand,760168.0,761203.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,29697.0,,,,,2.0,24934.0,2023-01-05 13:11:36.729,711.0,,,,,,,,,,,,,,,,,,
164,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-09-28 12:05:55.000000,2023-09-26 19:38:02,2875.0,74.0,348.0,57.0,1080.0,326.0,893.0,1270.0,Cartopy - a cartographic python library with matplotlib support.,124.0,34,False,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,4181.0,3778.0,https://pypi.org/project/cartopy,117992.0,197980.0,https://anaconda.org/conda-forge/cartopy,2023-08-09 21:12:28.547,3199530.0,,,,,2.0,,2023-08-05 00:57:41.000,403.0,,,,,,,,,,,,,,,,,,
165,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-09-25 17:15:25.000000,2023-09-25 17:15:25,1450.0,10.0,202.0,48.0,513.0,38.0,721.0,1075.0,Fiona reads and writes geographic data files.,70.0,34,True,2023-05-23 23:23:16.000,1.9.4.post1,111.0,fiona,conda-forge/fiona,,,,15737.0,14856.0,https://pypi.org/project/fiona,6065109.0,6120025.0,https://anaconda.org/conda-forge/fiona,2023-06-16 13:17:11.785,4942491.0,,,,,2.0,,2023-05-23 23:16:02.878,881.0,,,,,,,,,,,,,,,,,,
166,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-09-28 14:48:24.000000,2023-09-28 14:31:47,1445.0,101.0,164.0,31.0,1276.0,51.0,163.0,1047.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,34,True,2023-07-24 18:30:10.000,2023.2.1,21.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],7906.0,7889.0,https://pypi.org/project/scikit-learn-intelex,136923.0,144137.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-07-25 12:42:29.795,209233.0,,,,,1.0,,2023-07-21 11:46:24.000,17.0,,,,,,,,,,,,,,,,,,
167,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2023-09-26 14:09:24.710000,2023-09-22 11:49:09,5580.0,43.0,248.0,36.0,765.0,122.0,384.0,580.0,Python package to access a cacophony of neuro-imaging file formats.,98.0,34,True,2023-04-03 15:53:03.644,5.1.0,40.0,nibabel,conda-forge/nibabel,,,,15883.0,14744.0,https://pypi.org/project/nibabel,268221.0,284554.0,https://anaconda.org/conda-forge/nibabel,2023-09-26 14:09:24.710,636988.0,,,,,2.0,,2023-04-03 15:53:03.644,1139.0,,,,,,,,,,,,,,,,,,
168,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2023-09-28 11:39:53.000000,2023-09-28 08:05:05,2807.0,327.0,3876.0,368.0,3260.0,313.0,1094.0,34524.0,"Making large AI models cheaper, faster and more accessible.",153.0,33,True,2023-09-22 10:30:08.000,0.3.3,33.0,,,,,,262.0,262.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
169,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2023-09-28 14:15:45.000000,2023-09-27 17:24:04,14340.0,1204.0,2255.0,378.0,3832.0,543.0,2710.0,17956.0,MindsDB connects AI models to databases.,750.0,33,False,2023-09-22 09:51:45.000,23.9.3.0,100.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,6021.0,6021.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
170,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4627.0,1001.0,1868.0,357.0,658.0,16520.0,"Zipline, a Pythonic Algorithmic Trading Library.",159.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1041.0,956.0,https://pypi.org/project/zipline,2675.0,2878.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7328.0,,,,,1.0,,2020-10-05 15:46:20.429,85.0,,,,,,,,,,,,,,,,,,
171,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-09-20 10:33:08.000000,2023-03-28 11:49:55,2665.0,,2090.0,186.0,1002.0,580.0,709.0,12162.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,33,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1397.0,1391.0,https://pypi.org/project/paddlehub,4906.0,4918.0,,,,,,,,2.0,664.0,2023-09-20 10:33:08.000,6.0,,,,,,,,,,,,,,,,,,
172,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-08-01 18:30:38.000000,2021-07-29 23:17:25,531.0,,1760.0,265.0,113.0,96.0,535.0,10846.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,4536.0,4368.0,https://pypi.org/project/lime,279616.0,281899.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,184929.0,,,,,1.0,,2020-06-26 21:38:15.000,168.0,,,,,,,,,,,,,,,,,,
