,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
253,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2022-09-27 11:28:21.000000,2020-07-15 13:46:58,1184.0,,1477,305.0,291.0,148.0,265.0,4663,Portfolio and risk analytics in Python.,56.0,30,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,6768.0,497.0,465.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6593.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,9825.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
254,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-09-01 17:46:58.000000,2022-08-10 14:37:11,240.0,12.0,736,125.0,35.0,40.0,137.0,4267,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,30,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,713695.0,445.0,425.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,713429.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,7741.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
255,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-10-20 13:01:35.000000,2022-10-14 00:18:16,570.0,57.0,343,100.0,455.0,116.0,187.0,4126,Development repository for the Triton language and compiler.,61.0,30,True,2021-10-15 01:19:15.000,1.1.1,173.0,triton,,,,185337.0,144.0,141.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,185337.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
256,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-10-17 07:23:35.000000,2022-10-17 07:23:35,1325.0,5.0,351,70.0,348.0,90.0,453.0,3925,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,35451.0,1722.0,1620.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,35307.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1584.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
257,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-08-22 23:53:21.096000,2022-08-21 12:54:36,895.0,12.0,524,103.0,607.0,85.0,593.0,3769,Visual analysis and diagnostic tools to facilitate machine learning model selection.,109.0,30,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,['sklearn'],,999969.0,67.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,67.0,998372.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,41538.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
258,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-10-19 23:44:24.000000,2022-10-19 23:44:24,626.0,16.0,300,67.0,221.0,45.0,434.0,3678,Visualizer for pandas data structures.,29.0,30,True,2022-09-09 14:55:58.000,2.8.1,151.0,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,121134.0,528.0,516.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,116063.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,162272.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
259,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-10-19 17:25:53.000000,2022-07-07 05:16:43,738.0,,399,38.0,121.0,40.0,153.0,3584,Data augmentation for NLP.,33.0,30,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,125723.0,461.0,442.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,125399.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,5189.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
260,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-10-17 22:00:07.000000,2022-09-20 20:53:34,489.0,14.0,549,74.0,243.0,60.0,230.0,3523,Uplift modeling and causal inference with machine learning algorithms.,46.0,30,True,2022-09-02 21:17:27.000,0.13.0,19.0,causalml,,,,96904.0,55.0,54.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,96904.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
261,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-10-19 16:41:39.000000,2022-10-18 00:00:37,970.0,32.0,371,213.0,653.0,128.0,292.0,3506,Model interpretability and understanding for PyTorch.,93.0,30,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,56100.0,755.0,732.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,55730.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,3706.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
262,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-08-14 17:11:48.000000,2022-08-14 17:11:42,3272.0,1.0,703,187.0,732.0,260.0,665.0,3321,DyNet: The Dynamic Neural Network Toolkit.,160.0,30,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,7347.0,17677.0,253.0,225.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,17575.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
263,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2022-08-23 20:22:42.529000,2022-08-23 15:59:41,615.0,3.0,740,144.0,106.0,118.0,98.0,3298,Technical Analysis Library using Pandas and Numpy.,29.0,30,True,2022-08-23 16:03:04.047,0.10.2,54.0,ta,conda-forge/ta,,,77078.0,1503.0,1469.0,https://pypi.org/project/ta,2022-04-16 10:24:20.000,34.0,76677.0,https://anaconda.org/conda-forge/ta,2022-08-23 20:22:42.529,8024.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
264,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-10-04 13:10:17.000000,2022-09-27 14:46:04,398.0,9.0,561,81.0,191.0,73.0,360.0,2972,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,30,True,2022-08-31 21:00:25.505,0.6.1,43.0,implicit,conda-forge/implicit,,184.0,157485.0,717.0,685.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,150262.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,410613.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
265,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376.0,35.0,236,61.0,45.0,11.0,,2971,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,30,True,2022-09-18 07:47:16.000,4.5.0,25.0,textdistance,conda-forge/textdistance,,843.0,704701.0,2932.0,2889.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,43.0,700227.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,236334.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
266,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-10-20 02:44:43.000000,2022-10-17 01:35:21,3172.0,72.0,320,160.0,1043.0,37.0,49.0,2567,Neural Network Libraries.,68.0,30,True,2022-10-11 00:19:32.000,1.31.0,68.0,nnabla,,,535.0,3501.0,51.0,,https://pypi.org/project/nnabla,2022-06-19 12:00:18.000,51.0,3493.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
267,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-08-30 14:53:09.000000,2021-08-24 19:11:38,840.0,,519,99.0,1041.0,260.0,296.0,2449,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,False,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,['mxnet'],,149194.0,983.0,961.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,149194.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
268,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,2.0,529,73.0,72.0,55.0,157.0,2434,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,1322866.0,1826.0,1694.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,1320383.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,158943.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
269,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-10-10 19:57:24.000000,2022-10-10 19:57:14,1541.0,94.0,376,31.0,630.0,266.0,254.0,2343,Time series forecasting with PyTorch.,33.0,30,True,2022-09-07 11:54:32.000,0.10.3,33.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,117736.0,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,116549.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,29686.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
270,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-10-17 23:51:11.000000,2022-10-11 06:49:17,2710.0,24.0,915,116.0,409.0,55.0,285.0,2284,IPython Parallel: Interactive Parallel Computing in Python.,112.0,30,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,['jupyter'],,181981.0,287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,172959.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,703747.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
271,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-09-28 16:29:29.000000,2022-09-28 16:29:27,423.0,23.0,283,48.0,67.0,28.0,102.0,2275,A python library for decision tree visualization and model interpretation.,21.0,30,True,2022-07-08 19:37:21.000,1.3.7,30.0,dtreeviz,conda-forge/dtreeviz,,,127896.0,516.0,502.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,126822.0,https://anaconda.org/conda-forge/dtreeviz,2022-07-07 22:50:51.782,24717.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
272,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-10-18 15:47:54.000000,2022-10-04 14:51:08,1587.0,3.0,303,59.0,144.0,102.0,186.0,2269,A machine learning toolkit dedicated to time-series data.,40.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,['sklearn'],,139407.0,619.0,600.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,133285.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,336743.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
273,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-10-19 01:36:04.000000,2022-10-19 01:35:03,814.0,41.0,180,37.0,351.0,78.0,142.0,2205,JAX-based neural network library.,65.0,30,True,2022-09-21 14:13:03.052,0.0.8,10.0,dm-haiku,conda-forge/dm-haiku,,,122637.0,632.0,590.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,122326.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,6221.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
274,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-10-07 18:03:28.000000,2022-09-30 08:01:24,2841.0,7.0,654,78.0,787.0,225.0,584.0,2186,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",110.0,30,True,2022-09-30 09:11:37.000,0.1.20,19.0,pgmpy,,,168.0,53381.0,438.0,427.0,https://pypi.org/project/pgmpy,2022-06-30 09:26:19.000,11.0,53375.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
275,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-10-16 01:29:18.000000,2022-09-23 22:25:02,2558.0,16.0,262,29.0,474.0,21.0,201.0,2109,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",54.0,30,True,2022-08-14 16:26:58.000,0.3.7,44.0,textattack,conda-forge/textattack,,,9153.0,105.0,98.0,https://pypi.org/project/textattack,2022-05-25 19:09:47.000,7.0,8987.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,4170.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
276,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-10-19 10:00:10.000000,2022-10-19 10:00:10,1278.0,134.0,244,38.0,244.0,24.0,106.0,1996,Shapash makes Machine Learning models transparent and understandable by everyone.,35.0,30,True,2022-09-20 00:28:51.623,2.1.1,24.0,shapash,,['jupyter'],,19990.0,90.0,89.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,19990.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
277,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-10-18 16:27:42.000000,2022-10-12 15:07:55,514.0,64.0,202,42.0,489.0,124.0,198.0,1807,Algorithms for explaining machine learning models.,18.0,30,True,2022-09-26 10:27:18.000,0.8.0,26.0,alibi,,,,29185.0,229.0,205.0,https://pypi.org/project/alibi,2022-05-18 11:32:55.000,24.0,29185.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
278,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-10-20 15:31:42.000000,2022-10-20 15:15:11,2812.0,162.0,405,54.0,2387.0,253.0,601.0,1558,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,121.0,30,True,2022-09-26 20:10:11.000,0.26.0-postfix-1,41.0,pennylane,conda-forge/pennylane,,62.0,19739.0,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,19252.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,5348.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
279,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-10-20 06:48:14.000000,2022-09-21 15:02:01,628.0,35.0,337,40.0,40.0,4.0,233.0,1475,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",23.0,30,True,2022-08-20 11:06:28.000,1.3.4,17.0,ogb,conda-forge/ogb,,,31926.0,466.0,448.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,18.0,31391.0,https://anaconda.org/conda-forge/ogb,2022-08-22 12:34:55.006,13387.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
280,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-09-15 07:50:35.000000,2022-09-07 00:21:25,998.0,20.0,168,55.0,184.0,27.0,241.0,1248,A full spaCy pipeline and models for scientific/biomedical documents.,26.0,30,True,2022-09-07 00:28:02.587,0.5.1,12.0,scispacy,,,,26696.0,540.0,521.0,https://pypi.org/project/scispacy,2022-03-10 20:16:24.000,19.0,26696.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
281,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,139,42.0,126.0,54.0,630.0,1106,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,1634153.0,1322.0,1186.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,1632695.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,99210.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
282,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-09-06 23:41:05.253000,2022-09-06 19:30:20,521.0,4.0,379,50.0,35.0,17.0,135.0,1084,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,451885.0,1512.0,1486.0,https://pypi.org/project/kmodes,2022-04-14 21:22:39.000,26.0,451284.0,https://anaconda.org/conda-forge/kmodes,2022-09-06 23:41:05.253,18054.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
283,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-10-19 17:28:34.000000,2022-10-19 17:28:34,10629.0,211.0,253,32.0,1430.0,406.0,492.0,860,Python package for earth-observing satellite data processing.,128.0,30,False,2022-08-15 08:10:18.324,0.37.1,79.0,satpy,conda-forge/satpy,,,4066.0,86.0,75.0,https://pypi.org/project/satpy,2022-04-14 07:42:54.000,11.0,1854.0,https://anaconda.org/conda-forge/satpy,2022-10-13 15:41:02.723,112862.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
284,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-09-06 14:51:41.037000,2022-08-25 13:37:51,1715.0,40.0,181,40.0,170.0,56.0,166.0,833,A Jupyter - Three.js bridge.,30.0,30,True,2022-08-31 09:02:38.000,2.4.1,45.0,pythreejs,conda-forge/pythreejs,['jupyter'],,83997.0,70.0,21.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,42.0,73213.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,426462.0,2.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2022-08-24 13:26:43.242,7.0,5246.0,,,,,,,,,,,,,,,,,
285,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-10-14 10:30:42.000000,2022-10-14 10:30:42,1186.0,16.0,126,25.0,883.0,108.0,94.0,793,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,60.0,30,True,2022-09-21 16:17:12.872,2021.7.0,14.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,['sklearn'],,76177.0,3086.0,3080.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,71619.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-09-20 10:20:10.438,82054.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
286,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2022-10-18 07:52:25.000000,2022-10-16 21:59:08,526.0,45.0,74,20.0,361.0,210.0,333.0,665,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",39.0,30,True,2022-08-28 03:46:37.000,0.8.1,47.0,hvplot,conda-forge/hvplot,,,202036.0,1924.0,1859.0,https://pypi.org/project/hvplot,2022-06-23 11:38:20.000,65.0,197101.0,https://anaconda.org/conda-forge/hvplot,2022-08-26 19:02:13.243,246757.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
287,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-10-19 03:29:13.470000,2022-10-19 01:18:18,1678.0,120.0,196,21.0,257.0,40.0,252.0,638,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",38.0,30,True,2022-10-17 23:30:02.000,1.4.6.1,45.0,salib,conda-forge/salib,,,190826.0,63.0,,https://pypi.org/project/salib,2022-06-22 01:55:54.000,63.0,189487.0,https://anaconda.org/conda-forge/salib,2022-10-19 03:29:13.470,95094.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
288,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919.0,,161,35.0,108.0,33.0,44.0,598,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,8624685.0,6751.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6747.0,8553052.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5300871.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
289,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-10-20 14:05:30.000000,2022-09-30 16:26:12,12319.0,33.0,360,52.0,1772.0,151.0,675.0,548,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,30,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,21901.0,704.0,624.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,17539.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,335891.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
290,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2022-10-20 13:33:16.000000,2022-10-20 08:30:19,1096.0,100.0,33,15.0,886.0,25.0,150.0,334,Experiment tracking tool and model registry.,34.0,30,True,2022-09-27 21:58:53.444,0.16.9,140.0,neptune-client,conda-forge/neptune-client,,,511354.0,811.0,783.0,https://pypi.org/project/neptune-client,2022-07-01 13:52:49.000,28.0,508013.0,https://anaconda.org/conda-forge/neptune-client,2022-09-27 11:36:20.634,110270.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
291,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-10-15 10:09:45.000000,2022-09-06 11:31:32,549.0,3.0,36,14.0,50.0,5.0,23.0,194,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,30,False,2022-10-16 09:56:09.000,0.7.9,44.0,blis,conda-forge/cython-blis,,,3570673.0,21374.0,21143.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,231.0,3531619.0,https://anaconda.org/conda-forge/cython-blis,2022-08-05 07:27:36.089,1679352.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
