,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
209,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2025-04-22 14:56:32.225000,2018-10-12 15:53:05,1251.0,,285.0,49.0,160.0,114.0,220.0,1639.0,Python Geocoder.,75.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,14957.0,14745.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,1052800.0,1093846.0,https://anaconda.org/conda-forge/geocoder,2025-04-22 14:56:32.225,164186.0,,,,,3.0,,,,,,,,,,,,,,,,geocoder,,,,
210,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2025-04-22 18:09:56.000000,2025-04-22 18:09:56,1999.0,10.0,294.0,43.0,298.0,65.0,217.0,1609.0,TensorLy: Tensor Learning in Python.,72.0,33,True,2024-11-12 14:54:17.000,0.9.0,21.0,tensorly,conda-forge/tensorly,,,,1093.0,994.0,https://pypi.org/project/tensorly,2024-11-12 14:54:17.000,99.0,76109.0,83043.0,https://anaconda.org/conda-forge/tensorly,2025-04-22 14:56:50.737,374456.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-04-23 21:04:01.000000,2025-04-23 16:35:03,11675.0,47.0,248.0,53.0,12413.0,250.0,2231.0,1000.0,Cloud-native genomic dataframes and batch computing.,97.0,33,True,2025-03-07 12:38:30.000,0.2.134,156.0,hail,,,,['spark'],206.0,164.0,https://pypi.org/project/hail,2025-03-07 12:38:30.000,42.0,23303.0,23303.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2025-04-22 14:56:26.344000,2025-02-24 17:16:03,588.0,7.0,104.0,34.0,77.0,72.0,84.0,966.0,Describing statistical models in Python using symbolic formulas.,22.0,33,True,2024-11-12 14:10:52.000,1.0.1,15.0,patsy,conda-forge/patsy,,,,122563.0,122030.0,https://pypi.org/project/patsy,2024-11-12 14:10:52.000,533.0,15647095.0,16005951.0,https://anaconda.org/conda-forge/patsy,2025-04-22 14:56:26.344,15430809.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
213,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-04-22 14:56:23.610000,2025-04-22 14:14:46,14953.0,196.0,445.0,54.0,2334.0,162.0,845.0,755.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",168.0,33,False,2025-03-16 06:33:35.000,1.11.0,30.0,dipy,conda-forge/dipy,,,,1625.0,1489.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,41882.0,53011.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,612127.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-04-24 09:47:49.000000,2025-04-18 08:40:53,3809.0,23.0,4491.0,392.0,4306.0,463.0,1289.0,40813.0,"Making large AI models cheaper, faster and more accessible.",195.0,32,True,2025-03-04 01:51:48.000,0.4.9,49.0,,,,,,498.0,498.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-04-23 06:59:18.000000,2025-04-23 06:59:18,3064.0,86.0,2642.0,219.0,504.0,256.0,483.0,11531.0,FinRL: Financial Reinforcement Learning.,124.0,32,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,86.0,86.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,3080.0,3080.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
216,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-03-31 20:00:41.000000,2024-10-17 22:52:09,3861.0,,1193.0,192.0,2870.0,45.0,1037.0,11431.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,,['tensorflow'],308.0,302.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,2491.0,2491.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
217,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,339.0,1683.0,523.0,1294.0,11201.0,Turi Create simplifies the development of custom machine learning models.,88.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,398.0,393.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,18348.0,18480.0,,,,,,,,3.0,11659.0,,,,,,,,,,,,,,,,,,,
218,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,279.0,3401.0,51.0,1494.0,10527.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],280.0,271.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,2118.0,2118.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-04-22 14:57:17.453000,2025-02-14 11:41:58,869.0,3.0,1299.0,420.0,93.0,32.0,161.0,9842.0,TensorFlow-based neural network library.,61.0,32,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1445.0,1426.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,22193.0,22829.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,41373.0,,,,,3.0,,,,,,,google-deepmind/sonnet,,,,,,,,,,,,,
220,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2025-04-22 14:56:25.369000,2021-09-09 20:54:41,384.0,,876.0,261.0,148.0,107.0,104.0,9257.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,9311859.0,9323098.0,https://anaconda.org/conda-forge/fuzzywuzzy,2025-04-22 14:56:25.369,595691.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-03-28 15:26:58.000000,2025-03-28 15:16:54,1209.0,9.0,1325.0,150.0,187.0,277.0,1387.0,9211.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,157.0,32,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1261.0,1247.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,4916.0,9774.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,315830.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2025-04-22 14:56:43.035000,2025-02-16 16:07:41,570.0,3.0,1221.0,171.0,446.0,70.0,476.0,8717.0,Automatic extraction of relevant features from time series:.,99.0,32,True,2025-02-16 16:10:09.000,0.21.0,33.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],121.0,21.0,https://pypi.org/project/tsfresh,2025-02-16 16:10:09.000,100.0,248814.0,273228.0,https://anaconda.org/conda-forge/tsfresh,2025-04-22 14:56:43.035,1440478.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-04-22 14:57:14.720000,2025-04-11 02:10:33,1210.0,13.0,1401.0,98.0,689.0,735.0,531.0,8629.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,131.0,32,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],3147.0,3147.0,,,,,8839.0,https://anaconda.org/conda-forge/nvidia-apex,2025-04-22 14:57:14.720,477308.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-04-24 09:53:14.000000,2025-04-24 09:53:14,4054.0,151.0,1345.0,261.0,10207.0,1134.0,1742.0,7788.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",115.0,32,True,2025-04-07 07:23:54.000,2.2.0,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,27190.0,27197.0,,,,,,,,2.0,680.0,,,,,,intel/ipex-llm,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0
225,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-04-22 14:56:49.243000,2025-02-28 21:29:16,1874.0,9.0,825.0,127.0,295.0,503.0,343.0,7736.0,Uniform Manifold Approximation and Projection.,139.0,32,True,2025-02-28 21:30:46.000,release-0.5.8,41.0,umap-learn,conda-forge/umap-learn,,,,1061.0,1.0,https://pypi.org/project/umap-learn,2024-10-28 18:05:55.000,1060.0,1575935.0,1626922.0,https://anaconda.org/conda-forge/umap-learn,2025-04-22 14:56:49.243,2957262.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-04-22 14:56:57.460000,2024-11-13 18:39:43,1380.0,,881.0,158.0,1735.0,154.0,865.0,7429.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,2093.0,2019.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,89999.0,94178.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,242421.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
227,Opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-04-24 14:37:02.000000,2025-04-24 13:29:11,1602.0,720.0,488.0,62.0,1671.0,77.0,185.0,6758.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",50.0,32,True,2025-04-23 09:09:39.000,1.7.11,120.0,opik,,,,,16.0,6.0,https://pypi.org/project/opik,2025-04-23 09:09:52.000,10.0,205462.0,205462.0,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,
228,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2025-04-22 14:58:01.732000,2024-06-24 00:50:16,586.0,,1176.0,113.0,278.0,107.0,611.0,6047.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators.,45.0,32,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],5481.0,5339.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,142.0,179877.0,180484.0,https://anaconda.org/conda-forge/pandas-ta,2025-04-22 14:58:01.732,25523.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-04-24 12:58:03.000000,2025-04-24 12:58:00,1115.0,7.0,392.0,80.0,559.0,66.0,469.0,6010.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,32,True,2025-01-10 13:04:37.000,1.1.0,21.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1727.0,1633.0,https://pypi.org/project/skorch,2025-01-10 13:01:10.000,94.0,125660.0,140169.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,798010.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
230,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,297.0,161.0,268.0,5926.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1259.0,1245.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,13379.0,13553.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15014.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
231,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-04-24 07:38:59.000000,2025-02-28 08:53:01,12558.0,3.0,1185.0,99.0,1456.0,22.0,883.0,5213.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",141.0,32,True,2025-01-22 10:09:43.000,1.19.1,63.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,734.0,714.0,https://pypi.org/project/adversarial-robustness-toolbox,2025-01-22 09:57:58.000,20.0,28801.0,30029.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-04-22 14:57:32.684,69999.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-04-24 14:50:46.000000,2025-04-22 14:12:08,15822.0,192.0,566.0,77.0,3967.0,989.0,1690.0,4659.0,cuML - RAPIDS Machine Learning Library.,182.0,32,True,2025-04-09 21:28:25.000,25.04.00,45.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,4614.0,4614.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
233,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,679.0,65.0,239.0,251.0,165.0,4656.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,8058.0,7924.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,482484.0,489132.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,345702.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2025-04-22 14:57:06.837000,2022-01-27 13:24:16,139.0,,1026.0,150.0,118.0,162.0,79.0,4563.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,32,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,52312.0,51877.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,435.0,446374.0,450409.0,https://anaconda.org/conda-forge/imutils,2025-04-22 14:57:06.837,230010.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-04-22 14:58:07.112000,2025-03-10 08:42:43,3625.0,12.0,425.0,31.0,3445.0,52.0,2155.0,4468.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,112.0,32,True,2025-03-11 08:58:41.000,2.8.0,100.0,rubrix,conda-forge/rubrix,,,,2982.0,2982.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,3601.0,4712.0,https://anaconda.org/conda-forge/rubrix,2025-04-22 14:58:07.112,44444.0,,,,,2.0,,,,,,,argilla-io/argilla,,,,,,,,,,,,,
236,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-04-22 14:57:35.705000,2025-04-18 09:57:29,1956.0,19.0,664.0,43.0,966.0,511.0,327.0,4263.0,Time series forecasting with PyTorch.,67.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,588.0,566.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,141919.0,143300.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-04-22 14:57:35.705,76005.0,,,,,2.0,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,,
237,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-04-22 14:57:05.227000,2025-04-08 00:46:33,1380.0,13.0,331.0,56.0,254.0,70.0,464.0,3897.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1223.0,1193.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,296428.0,315077.0,https://anaconda.org/conda-forge/stumpy,2025-04-22 14:57:05.227,1081690.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-04-24 11:35:11.000000,2025-02-24 22:58:28,1312.0,1.0,812.0,333.0,1473.0,332.0,519.0,3536.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,,['pytorch'],285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,844450.0,844450.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-04-22 14:56:37.895000,2022-08-22 18:21:12,586.0,,630.0,79.0,85.0,74.0,162.0,3531.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,9236.0,9116.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1648491.0,1785794.0,https://anaconda.org/conda-forge/filterpy,2025-04-22 14:56:37.895,274606.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-04-24 13:27:28.000000,2025-04-10 22:10:28,1236.0,16.0,395.0,34.0,588.0,106.0,504.0,3459.0,Scalable and user friendly neural forecasting algorithms.,50.0,32,True,2025-02-28 15:49:17.000,3.0.0,31.0,neuralforecast,conda-forge/neuralforecast,,,,372.0,346.0,https://pypi.org/project/neuralforecast,2025-02-28 15:49:17.000,26.0,69892.0,70855.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,35656.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2025-04-22 14:58:04.549000,2025-01-12 23:14:25,705.0,,287.0,49.0,830.0,103.0,285.0,3306.0,PyTorch extensions for high performance and large scale training.,76.0,32,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],8261.0,8108.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,519956.0,530582.0,https://anaconda.org/conda-forge/fairscale,2025-04-22 14:58:04.549,435672.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-04-22 14:56:25.923000,2025-03-24 01:18:35,980.0,6.0,396.0,38.0,157.0,44.0,259.0,2438.0,A library of sklearn compatible categorical variable encoders.,71.0,32,True,2025-03-15 16:16:43.000,2.8.1,36.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3719.0,3410.0,https://pypi.org/project/category_encoders,2025-03-15 16:17:21.000,309.0,1968538.0,1975979.0,https://anaconda.org/conda-forge/category_encoders,2025-04-22 14:56:25.923,312556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-03-26 04:26:13.000000,2025-03-26 04:24:50,5969.0,4.0,714.0,87.0,6060.0,257.0,889.0,2142.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,32,True,2024-12-11 20:13:47.000,1.16.0,100.0,tfx,,,,['tensorflow'],1797.0,1780.0,https://pypi.org/project/tfx,2024-12-11 20:13:47.000,17.0,43579.0,43579.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-04-22 14:58:08.566000,2025-04-10 19:23:49,768.0,18.0,359.0,44.0,429.0,68.0,262.0,1786.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-02-18 22:03:17.000,1.5.3,25.0,opacus,conda-forge/opacus,,,['pytorch'],1117.0,1075.0,https://pypi.org/project/opacus,2025-02-18 22:03:17.000,42.0,92440.0,93026.0,https://anaconda.org/conda-forge/opacus,2025-04-22 14:58:08.566,22810.0,,,,,2.0,139.0,,,,,,,,,,,,,,,,,,,
245,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2025-03-26 21:42:40.000000,2024-04-15 22:25:34,1519.0,,612.0,55.0,1887.0,92.0,899.0,1698.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,32,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1149266.0,1149266.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
