,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
151,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2022-01-05 17:49:18.000000,2022-01-05 17:47:42.000000,392,249.0,789.0,2644.0,3539.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,90.0,29,True,2021-12-04 15:50:17.000000,1.6.0,31.0,gpytorch,,,,['pytorch'],464.0,456.0,https://pypi.org/project/gpytorch,2021-12-04 15:50:17.000000,8.0,122156.0,122156.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
152,Cufflinks,santosjorge/cufflinks,,data-viz,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000000,2021-12-15 15:49:58.297000,2021-02-25 05:05:09.000000,585,92.0,123.0,2439.0,452.0,Productivity Tools for Plotly + Pandas.,38.0,29,True,2020-03-01 17:42:01.000000,0.17.3,28.0,cufflinks,,,,['pandas'],5185.0,4951.0,https://pypi.org/project/cufflinks,2021-12-15 15:49:58.297000,234.0,230172.0,230172.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
153,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2022-01-04 14:27:58.000000,2021-09-07 19:15:32.000000,281,13.0,92.0,2230.0,209.0,A Python Perceptual Image Hashing Module.,20.0,29,True,2021-07-15 12:35:01.000000,4.2.1,18.0,ImageHash,conda-forge/imagehash,,,,4553.0,4021.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000000,532.0,1062489.0,1065130.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543000,163747.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,TF-Agents,tensorflow/agents,,reinforcement-learning,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000000,2022-01-04 21:09:21.000000,2022-01-04 21:08:29.000000,588,106.0,418.0,2147.0,1991.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",115.0,29,True,2021-11-15 17:59:06.000000,0.11.0,29.0,tf-agents,,,,['tensorflow'],671.0,659.0,https://pypi.org/project/tf-agents,2021-11-15 17:59:06.000000,12.0,74939.0,74939.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
155,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2022-01-06 09:43:25.000000,2021-12-18 20:04:58.000000,339,812.0,1911.0,2070.0,10270.0,"With Holoviews, your data visualizes itself.",116.0,29,True,2021-12-16 15:54:33.000000,1.14.7,75.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2021-12-16 11:46:55.000000,170.0,219494.0,230608.0,https://anaconda.org/conda-forge/holoviews,2021-09-17 16:26:42.464000,622995.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,1953.0,,,,,,,,,,,,,
156,filterpy,rlabbe/filterpy,,probabilistics,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000000,2021-12-27 15:31:49.000000,2021-05-04 18:33:52.000000,475,47.0,154.0,2068.0,542.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",36.0,29,True,2018-10-10 22:38:24.000000,1.4.5,49.0,filterpy,conda-forge/filterpy,,,,1379.0,1167.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000000,212.0,634892.0,636179.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073000,70803.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
157,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-11-22 20:42:31.000000,2021-03-24 13:03:31.000000,320,86.0,77.0,1554.0,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3159.0,2961.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,481290.0,482055.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,32919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
158,ipyleaflet,jupyter-widgets/ipyleaflet,,geospatial-data,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000000,2021-12-22 09:30:54.000000,2021-12-22 09:30:53.000000,316,181.0,285.0,1205.0,986.0,A Jupyter - Leaflet.js bridge.,73.0,29,True,2021-12-06 12:34:17.000000,0.15.0,72.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1454.0,1354.0,https://pypi.org/project/ipyleaflet,2021-12-06 12:34:17.000000,98.0,46657.0,97444.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043000,784502.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-12-06 12:32:39.669000,2.0,39251.0,,,,,,,,,,,,,
159,TF Model Optimization,tensorflow/model-optimization,,tensorflow-utils,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000000,2022-01-05 06:19:40.000000,2022-01-04 05:50:13.000000,254,135.0,147.0,1178.0,703.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",64.0,29,True,2021-09-30 10:12:08.000000,0.7.0,24.0,tensorflow-model-optimization,,,,['tensorflow'],1425.0,1419.0,https://pypi.org/project/tensorflow-model-optimization,2021-09-30 10:05:24.000000,6.0,149726.0,149726.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
160,Keras-Preprocessing,keras-team/keras-preprocessing,,tensorflow-utils,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-12-30 21:55:25.000000,2021-02-04 19:43:30.000000,431,93.0,100.0,1004.0,284.0,"Utilities for working with image data, text data, and sequence data.",50.0,29,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,8911923.0,8939209.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,1173325.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
161,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2022-01-05 14:39:52.000000,2022-01-05 14:39:51.000000,177,20.0,151.0,898.0,732.0,Input pipeline framework.,27.0,29,True,2021-12-02 21:13:55.000000,1.5.0,44.0,tensorflow-transform,,,,['tensorflow'],737.0,653.0,https://pypi.org/project/tensorflow-transform,2021-12-02 21:13:55.000000,84.0,7956413.0,7956413.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
162,TensorFlow Text,tensorflow/text,,nlp,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000000,2022-01-04 17:21:37.000000,2022-01-04 17:20:50.000000,173,59.0,120.0,871.0,583.0,Making text a first-class citizen in TensorFlow.,67.0,29,True,2021-11-19 12:59:24.000000,2.7.3,42.0,tensorflow-text,,,,['tensorflow'],1306.0,1302.0,https://pypi.org/project/tensorflow-text,2021-11-19 12:46:51.000000,4.0,1587955.0,1587955.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
163,patsy,pydata/patsy,,probabilistics,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000000,2021-09-26 16:29:44.000000,2021-09-26 16:29:39.000000,94,73.0,68.0,808.0,539.0,Describing statistical models in Python using symbolic formulas.,16.0,29,True,2021-09-27 02:10:26.000000,0.5.2,9.0,patsy,conda-forge/patsy,,,,50350.0,45426.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000000,4924.0,4446963.0,4509323.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594000,4053455.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
164,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2022-01-03 12:33:24.114000,2021-12-06 16:20:24.000000,167,7.0,450.0,695.0,,Python interface to PROJ (cartographic projections and coordinate transformations library).,44.0,29,True,2021-11-18 01:52:35.000000,3.3.0,44.0,pyproj,conda-forge/pyproj,,,,14889.0,12427.0,https://pypi.org/project/pyproj,2021-11-18 01:52:35.000000,2462.0,3507010.0,3545340.0,https://anaconda.org/conda-forge/pyproj,2022-01-03 12:33:24.114000,2798123.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
165,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-11-19 13:45:46.000000,2021-09-30 22:21:56.000000,223,128.0,309.0,454.0,5065.0,Python package to access a cacophony of neuro-imaging file formats.,93.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,7287.0,6023.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,135981.0,141917.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,403685.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
166,Cython BLIS,explosion/cython-blis,,others,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000000,2021-12-13 14:15:12.000000,2021-11-17 12:08:58.000000,30,6.0,23.0,182.0,532.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,10.0,29,False,2021-10-27 09:16:31.000000,0.7.5,36.0,blis,conda-forge/cython-blis,,,,15453.0,15063.0,https://pypi.org/project/blis,2021-10-22 08:50:51.000000,390.0,4765134.0,4799488.0,https://anaconda.org/conda-forge/cython-blis,2021-11-04 20:09:22.632000,1168053.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
167,Rasa,RasaHQ/rasa,,nlp,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2022-01-06 11:51:30.000000,2022-01-06 11:40:44.000000,3848,978.0,5484.0,13332.0,,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",520.0,28,True,2022-01-05 14:49:47.000000,2.8.20,237.0,rasa,,,,['tensorflow'],64.0,,https://pypi.org/project/rasa,2021-12-23 16:13:38.000000,64.0,212319.0,212319.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
168,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2022-01-06 09:15:20.000000,2022-01-06 02:50:30.000000,1472,235.0,1233.0,10775.0,2451.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",154.0,28,True,2021-11-04 00:55:22.000000,2.5,44.0,nni,,,,,181.0,165.0,https://pypi.org/project/nni,2021-11-04 00:40:20.000000,16.0,6671.0,6671.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
169,Milvus,milvus-io/milvus,,nn-search,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000000,2022-01-06 14:01:21.000000,2022-01-06 14:01:21.000000,1363,237.0,4069.0,9149.0,13842.0,An open-source vector database for embedding similarity search and AI applications.,180.0,28,True,2021-06-09 09:16:17.000000,1.1.2,100.0,pymilvus,,milvusdb/milvus,,,6.0,,https://pypi.org/project/pymilvus,2021-12-31 11:23:42.000000,6.0,18899.0,45446.0,,,,https://hub.docker.com/r/milvusdb/milvus,2021-12-31 11:09:41.885641,17.0,703384.0,1.0,5709.0,,,,,,,,,,,,,,,,,,,,
170,TPOT,EpistasisLab/tpot,,hyperopt,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000000,2021-07-01 15:13:10.000000,2021-01-06 15:17:46.000000,1421,231.0,602.0,8404.0,2368.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,108.0,28,False,2021-01-06 15:20:08.000000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1323.0,1243.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000000,80.0,23764.0,25941.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005000,139348.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
171,pretrainedmodels,Cadene/pretrained-models.pytorch,,pytorch-utils,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2021-07-29 10:41:37.000000,2020-04-16 08:02:22.000000,1755,92.0,91.0,8351.0,154.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,28,False,2018-10-29 08:18:45.000000,0.7.4,16.0,pretrainedmodels,,,,['pytorch'],1458.0,1354.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,54927.0,54927.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
172,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,,ml-frameworks,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000000,2022-01-06 12:22:24.000000,2022-01-05 23:47:41.000000,1758,180.0,984.0,7831.0,9571.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,310.0,28,True,2021-07-14 18:02:58.000000,8.11.0,18.0,vowpalwabbit,,,,,16.0,,https://pypi.org/project/vowpalwabbit,2021-07-14 18:02:58.000000,16.0,46788.0,46788.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
173,auto-sklearn,automl/auto-sklearn,,hyperopt,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000000,2022-01-04 22:35:45.000000,2021-12-24 22:24:39.000000,1086,120.0,718.0,5943.0,2583.0,Automated Machine Learning with scikit-learn.,77.0,28,True,2021-12-25 18:29:44.000000,0.14.3,36.0,auto-sklearn,,,,['sklearn'],278.0,248.0,https://pypi.org/project/auto-sklearn,2021-11-10 09:01:03.000000,30.0,26014.0,26014.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
174,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2022-01-06 13:52:09.000000,2022-01-05 23:35:13.000000,769,154.0,554.0,5910.0,,An open source python library for automated feature engineering.,57.0,28,True,2021-12-02 23:04:15.000000,1.3.0,96.0,featuretools,conda-forge/featuretools,,,,975.0,905.0,https://pypi.org/project/featuretools,2021-12-02 23:04:15.000000,70.0,1116489.0,1118529.0,https://anaconda.org/conda-forge/featuretools,2021-12-03 15:45:58.881000,75508.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
175,DeepPavlov,deepmipt/DeepPavlov,,nlp,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000000,2022-01-06 12:37:53.000000,2021-12-16 19:43:39.000000,988,116.0,498.0,5542.0,2611.0,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,28,True,2021-12-16 19:47:39.000000,0.17.2,47.0,deeppavlov,,,,['tensorflow'],248.0,240.0,https://pypi.org/project/deeppavlov,2021-12-16 19:47:39.000000,8.0,9945.0,9945.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
176,espnet,espnet/espnet,,audio,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000000,2022-01-06 00:02:13.000000,2022-01-05 06:03:58.000000,1424,272.0,1350.0,4573.0,13547.0,End-to-End Speech Processing Toolkit.,215.0,28,True,2021-12-31 14:15:58.000000,0.10.5,41.0,espnet,,,,,28.0,28.0,https://pypi.org/project/espnet,2021-12-31 14:15:58.000000,0.0,3425.0,3426.0,,,,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,,
177,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2022-01-05 01:44:01.000000,2022-01-04 19:52:14.000000,930,225.0,246.0,4544.0,2181.0,Distributed Evolutionary Algorithms in Python.,77.0,28,False,2020-01-21 01:18:06.000000,1.3.1,19.0,deap,conda-forge/deap,,,,2794.0,2312.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,145579.0,147947.0,https://anaconda.org/conda-forge/deap,2021-11-07 17:27:38.136000,158680.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
178,imutils,jrosebr1/imutils,,image,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000000,2021-12-09 01:25:49.387000,2021-01-15 10:46:45.000000,935,83.0,76.0,3931.0,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,,23050.0,21854.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,412402.0,414812.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387000,74712.0,,,,,2.0,,,,,,,,,,,PyImageSearch/imutils,,,,,,,,,,
179,huey,coleifer/huey,,data-pipelines,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000000,2021-12-28 18:36:38.000000,2021-12-28 18:36:19.000000,329,,486.0,3779.0,933.0,a little task queue for python.,66.0,28,True,2021-12-28 18:36:38.000000,2.4.3,64.0,huey,conda-forge/huey,,,,1130.0,844.0,https://pypi.org/project/huey,2021-12-28 18:36:38.000000,286.0,42020.0,42525.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487000,22769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,sacred,IDSIA/sacred,,ml-experiments,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000000,2021-12-01 20:34:46.000000,2021-11-05 12:51:21.000000,335,94.0,427.0,3687.0,1314.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",95.0,28,True,2020-12-14 15:21:05.000000,0.8.2,27.0,sacred,,,,,1318.0,1164.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000000,154.0,30372.0,30372.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
181,tensorflow-probability,tensorflow/probability,,probabilistics,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000000,2022-01-05 19:31:40.000000,2022-01-05 19:31:37.000000,949,526.0,631.0,3565.0,,Probabilistic reasoning and statistical analysis in TensorFlow.,433.0,28,True,2021-11-18 15:49:59.000000,0.15.0,41.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],252.0,,https://pypi.org/project/tensorflow-probability,2021-11-17 17:40:22.000000,252.0,1090997.0,1092376.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-10-22 19:50:42.522000,48270.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
182,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2021-12-20 14:33:32.000000,2021-12-20 14:33:24.000000,453,66.0,604.0,3248.0,2855.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",62.0,28,True,2021-04-17 00:35:34.000000,2.0.8,159.0,dedupe,,,,,285.0,207.0,https://pypi.org/project/dedupe,2021-04-17 00:35:34.000000,78.0,241185.0,241185.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,bqplot,bqplot/bqplot,,data-viz,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000000,2021-12-20 14:55:32.000000,2021-12-20 10:54:38.000000,445,219.0,353.0,3220.0,3441.0,Plotting library for IPython/Jupyter notebooks.,55.0,28,True,2021-10-01 09:15:22.000000,0.12.31,98.0,bqplot,conda-forge/bqplot,,,['jupyter'],150.0,28.0,https://pypi.org/project/bqplot,2021-10-01 09:15:22.000000,112.0,48488.0,81248.0,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,911002.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-10-01 09:13:14.243000,10.0,19363.0,,,,,,,,,,,,,
184,ftfy,LuminosoInsight/python-ftfy,,nlp,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000000,2021-05-25 06:35:21.702000,2021-05-17 19:04:10.000000,108,12.0,111.0,3169.0,590.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,28,True,2021-08-23 21:02:05.000000,6.0.3,45.0,ftfy,conda-forge/ftfy,,,,5316.0,4556.0,https://pypi.org/project/ftfy,2021-05-24 05:17:15.000000,760.0,985054.0,987440.0,https://anaconda.org/conda-forge/ftfy,2021-05-25 06:35:21.702000,136005.0,,,,,2.0,,,,,,,,,,,rspeer/python-ftfy,,,,,,,,,,
185,Koalas,databricks/koalas,,data-containers,https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2021-10-26 06:53:37.000000,2021-10-21 22:12:35.000000,322,94.0,483.0,3051.0,1547.0,Koalas: pandas API on Apache Spark.,51.0,28,True,2021-10-19 22:26:46.000000,1.8.2,47.0,koalas,conda-forge/koalas,,,"['spark', 'pandas']",168.0,166.0,https://pypi.org/project/koalas,2021-10-19 22:26:05.000000,2.0,2032933.0,2036419.0,https://anaconda.org/conda-forge/koalas,2021-10-20 00:43:43.868000,110631.0,,,,,2.0,998.0,,,,,,,,,,,,,,,,,,,,
186,missingno,ResidentMario/missingno,,data-viz,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000000,2021-07-04 16:12:30.000000,2021-07-04 16:09:34.000000,385,11.0,102.0,3032.0,180.0,Missing data visualization module for Python.,17.0,28,True,2021-07-04 16:12:30.000000,0.5.0,24.0,missingno,conda-forge/missingno,,,,6038.0,5886.0,https://pypi.org/project/missingno,2021-07-04 16:12:30.000000,152.0,648205.0,650801.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253000,140217.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
187,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,381,263.0,500.0,3013.0,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,9626.0,8004.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,1622.0,11135.0,14819.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,195297.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
