,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
202,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2024-03-18 23:01:54.000000,2024-03-12 13:59:31,1145.0,18.0,1210.0,147.0,162.0,239.0,1242.0,8185.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,140.0,32,False,2024-02-22 18:30:39.000,0.7.6,17.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],749.0,749.0,https://pypi.org/project/pytorch3d,6883.0,10647.0,https://anaconda.org/pytorch3d/pytorch3d,2023-10-31 20:03:11.190,195763.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-03-19 22:29:03.000000,2024-03-19 19:08:40,1583.0,94.0,642.0,81.0,689.0,103.0,235.0,8122.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",45.0,32,False,2024-03-19 22:29:03.000,2.6.3,28.0,cleanlab,conda-forge/cleanlab,,,,290.0,280.0,https://pypi.org/project/cleanlab,14970.0,15551.0,https://anaconda.org/conda-forge/cleanlab,2024-03-10 18:14:34.955,20368.0,,,,,2.0,,2024-03-19 22:29:03.000,10.0,,,,,,,,,,,,,,,,,,
204,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,,870.0,86.0,274.0,78.0,376.0,7779.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,42133.0,41125.0,https://pypi.org/project/tensorboardX,2531580.0,2557563.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1143044.0,,,,,2.0,413.0,2023-08-20 13:38:18.000,1008.0,,,,,,,,,,,,,,,,,,
205,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-03-21 13:14:27.000000,2024-03-16 11:05:51,1162.0,41.0,774.0,60.0,926.0,237.0,1129.0,7130.0,A python library for user-friendly forecasting and anomaly detection on time series.,113.0,32,True,2024-03-05 10:03:59.000,0.28.0,41.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,550.0,550.0,https://pypi.org/project/u8darts,23812.0,25074.0,https://anaconda.org/conda-forge/u8darts-all,2024-03-06 11:14:27.080,40170.0,https://hub.docker.com/r/unit8/darts,2024-03-05 10:14:43.603879,,526.0,2.0,,,,,,,,,,,,,,,,,,,,,
206,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-03-18 22:14:38.000000,2024-03-13 19:58:20,1220.0,2.0,1078.0,124.0,274.0,250.0,414.0,7042.0,Distributed Asynchronous Hyperparameter Optimization in Python.,103.0,32,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,14555.0,14046.0,https://pypi.org/project/hyperopt,2280474.0,2291865.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,751835.0,,,,,2.0,,2021-11-17 10:07:00.808,509.0,,,,,,,,,,,,,,,,,,
207,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-03-21 08:21:58.000000,2024-03-01 05:10:21,4343.0,104.0,845.0,142.0,476.0,92.0,772.0,7001.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,False,2024-03-01 06:47:02.000,1.8.1,22.0,stanza,stanfordnlp/stanza,,,,2557.0,2557.0,https://pypi.org/project/stanza,230386.0,230539.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7364.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-03-13 10:57:14.000000,2024-03-13 09:36:57,2708.0,4.0,1130.0,209.0,1048.0,19.0,615.0,6507.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,32,True,2024-03-13 10:57:14.000,1.6.0,63.0,deeppavlov,,,,['tensorflow'],387.0,380.0,https://pypi.org/project/deeppavlov,9847.0,9847.0,,,,,,,,2.0,,2024-03-13 10:57:14.000,7.0,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,
209,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-03-20 20:07:56.000000,2024-03-14 13:10:02,2169.0,27.0,279.0,45.0,2135.0,336.0,654.0,4686.0,Aim An easy-to-use & supercharged open-source experiment tracker.,64.0,32,True,2024-03-14 12:54:41.000,3.19.1,930.0,aim,conda-forge/aim,,,,506.0,484.0,https://pypi.org/project/aim,112106.0,113433.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42486.0,,,,,2.0,,2024-03-20 20:07:56.000,22.0,,,,,,,,,,,,,,,,,,
210,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-03-20 18:12:19.000000,2024-03-15 01:19:18,1424.0,32.0,453.0,55.0,770.0,40.0,476.0,3593.0,NeuralProphet: A simple forecasting package.,52.0,32,True,2024-02-23 20:22:47.000,0.8.0,34.0,neuralprophet,,,,['pytorch'],403.0,398.0,https://pypi.org/project/neuralprophet,108698.0,108698.0,,,,,,,,2.0,,2024-02-23 20:22:47.000,5.0,,,,,,,,,,,,,,,,,,
211,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-02-13 11:58:20.000000,2024-02-13 11:57:59,1492.0,3.0,357.0,91.0,737.0,129.0,441.0,3180.0,Quickly and accurately render even the largest data.,55.0,32,True,2023-10-26 15:10:16.000,0.16.0,33.0,datashader,conda-forge/datashader,,,,3748.0,3748.0,https://pypi.org/project/datashader,96098.0,113102.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,782216.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
212,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-03-10 19:55:31.000000,2024-03-10 19:55:31,475.0,11.0,732.0,119.0,124.0,64.0,370.0,2929.0,"Hidden Markov Models in Python, with scikit-learn like API.",47.0,32,True,2024-03-02 03:05:38.000,0.3.2,13.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2512.0,2365.0,https://pypi.org/project/hmmlearn,179437.0,184407.0,https://anaconda.org/conda-forge/hmmlearn,2024-03-02 05:37:57.119,208743.0,,,,,2.0,,2024-03-02 03:05:38.000,147.0,,,,,,,,,,,,,,,,,,
213,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2024-03-11 17:08:08.000000,2024-03-11 17:08:03,974.0,11.0,224.0,39.0,530.0,72.0,172.0,2767.0,JAX-based neural network library.,81.0,32,True,2024-02-28 18:11:54.000,0.0.12,15.0,dm-haiku,conda-forge/dm-haiku,,,,1853.0,1763.0,https://pypi.org/project/dm-haiku,225216.0,225627.0,https://anaconda.org/conda-forge/dm-haiku,2024-02-28 22:18:23.853,15237.0,,,,,3.0,,2024-02-28 18:11:54.000,90.0,google-deepmind/dm-haiku,,,,,,,,,,,,,,,,,
214,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-03-20 01:04:30.000000,2024-03-20 01:04:29,1637.0,3.0,323.0,61.0,188.0,126.0,193.0,2758.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1235.0,1186.0,https://pypi.org/project/tslearn,396248.0,424744.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1282332.0,,,,,2.0,,2023-12-12 14:39:23.000,49.0,,,,,,,,,,,,,,,,,,
215,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-03-15 06:37:00.287000,2021-10-12 13:32:38,1570.0,,541.0,64.0,546.0,322.0,393.0,2717.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2024-03-14 18:24:11.000,0.10.1,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,279.0,,https://pypi.org/project/scikit-optimize,710246.0,726618.0,https://anaconda.org/conda-forge/scikit-optimize,2024-03-15 06:37:00.287,704014.0,,,,,2.0,,2024-03-14 18:24:11.000,279.0,,,,,,,,,,,,,,,,,,
216,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-03-21 00:06:58.000000,2024-03-08 20:01:13,2938.0,10.0,692.0,77.0,858.0,272.0,629.0,2594.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",125.0,32,True,2024-03-08 20:41:28.000,0.1.25,25.0,pgmpy,,,,,921.0,888.0,https://pypi.org/project/pgmpy,56349.0,56356.0,,,,,,,,2.0,315.0,2024-03-08 20:00:14.000,33.0,,,,,,,,,,,,,,,,,,
217,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-01-11 18:01:50.000000,2023-12-23 13:05:00,887.0,9.0,356.0,84.0,168.0,216.0,146.0,2319.0,D3 Renderings of Matplotlib Graphics.,52.0,32,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,6104.0,5680.0,https://pypi.org/project/mpld3,482412.0,487530.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,193810.0,,,,,2.0,,2023-12-23 13:03:02.000,415.0,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,812.0,,,,,,,,,,,,
218,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-03-18 22:16:35.129000,2024-03-18 20:30:45,1372.0,19.0,305.0,22.0,45.0,35.0,202.0,2160.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2024-03-18 21:02:33.000,0.4.7,91.0,explainerdashboard,conda-forge/explainerdashboard,,,,461.0,451.0,https://pypi.org/project/explainerdashboard,100848.0,101948.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-18 22:16:35.129,42938.0,,,,,1.0,,2024-03-18 21:02:33.000,10.0,,,,,,,,,,,,,,,,,,
219,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-03-21 14:39:58.000000,2024-03-21 14:39:00,1327.0,90.0,398.0,59.0,1269.0,118.0,634.0,1588.0,The official Python client for the Huggingface Hub.,143.0,32,True,2024-03-06 12:14:05.000,0.21.4,67.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,26398334.0,26441671.0,https://anaconda.org/conda-forge/huggingface_hub,2024-03-07 11:26:56.212,1603483.0,,,,,2.0,,,,,,,,,,,-4.0,,,,,,,,,,
220,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2023-11-20 21:01:48.000000,2018-10-12 15:53:05,1251.0,,282.0,51.0,157.0,104.0,218.0,1584.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,9912.0,9376.0,https://pypi.org/project/geocoder,542078.0,543706.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,138420.0,,,,,3.0,,2021-12-15 15:58:16.110,536.0,,,,,,,,,,,,,,,,,,geocoder
221,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-02-23 02:51:07.000000,2024-02-23 02:45:37,1079.0,2.0,227.0,34.0,251.0,51.0,271.0,1504.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,7665.0,7576.0,https://pypi.org/project/pmdarima,2882132.0,2907493.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1039811.0,,,,,2.0,,2023-10-23 14:02:41.000,89.0,,,,,,,,,,,,,,,,,,
222,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-03-08 08:08:06.000000,2024-02-23 12:54:19,825.0,8.0,327.0,120.0,778.0,215.0,166.0,1454.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",84.0,32,True,2024-02-08 02:06:46.000,0.8.0,31.0,tensorflow-model-optimization,,,,['tensorflow'],3642.0,3612.0,https://pypi.org/project/tensorflow-model-optimization,984831.0,984831.0,,,,,,,,2.0,,2024-02-08 01:57:17.000,30.0,,,,,,,,,,,,,,,,,,
223,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-03-20 19:21:18.000000,2024-03-20 19:21:17,11415.0,169.0,237.0,56.0,12069.0,222.0,2174.0,926.0,Cloud-native genomic dataframes and batch computing.,92.0,32,True,2024-02-20 18:12:18.000,0.2.128,148.0,hail,,,,['spark'],143.0,125.0,https://pypi.org/project/hail,43905.0,43905.0,,,,,,,,2.0,,2024-02-20 18:12:18.000,18.0,,,,,,,,,,,,,,,,,,
224,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-05 15:46:09.327000,2024-01-04 18:54:38,558.0,9.0,107.0,32.0,60.0,71.0,79.0,919.0,Describing statistical models in Python using symbolic formulas.,19.0,32,True,2024-01-04 18:58:03.000,0.5.6,13.0,patsy,conda-forge/patsy,,,,93948.0,91190.0,https://pypi.org/project/patsy,14966462.0,15294072.0,https://anaconda.org/conda-forge/patsy,2024-01-05 15:46:09.327,9828324.0,,,,,2.0,,2024-01-04 18:55:57.000,2758.0,,,,,,,,,,,,,,,,,,
225,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-03-17 08:58:36.000000,2023-07-13 08:50:20,531.0,,2701.0,385.0,120.0,232.0,561.0,24698.0,Deezer source separation library including pretrained models.,19.0,31,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],676.0,670.0,https://pypi.org/project/spleeter,13939.0,72536.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,79444.0,,,,,2.0,3024755.0,2022-06-10 13:19:35.000,6.0,,,,,,,,,,,,,,,,,,
226,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2024-03-21 14:42:26.000000,2024-03-21 12:28:04,18032.0,746.0,5860.0,70.0,11629.0,999.0,15827.0,13978.0,The Unified AI Framework.,1467.0,31,False,,,16.0,ivy,,,,,,,https://pypi.org/project/ivy,3436.0,3436.0,,,,,,,,3.0,,,,,,,,,,,-4.0,,,,,,,,,,
227,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,188.0,1005.0,580.0,719.0,12445.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1561.0,1555.0,https://pypi.org/project/paddlehub,5776.0,5787.0,,,,,,,,2.0,668.0,2023-09-20 10:33:08.000,6.0,,,,,,,,,,,,,,,,,,
228,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2436.0,458.0,260.0,577.0,363.0,9606.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5315.0,4826.0,https://pypi.org/project/tflearn,6762.0,6762.0,,,,,,,,3.0,,2020-11-11 19:13:47.000,489.0,,,,,,,,,,,,,,,,,,
229,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2024-03-11 18:51:27.000000,2024-03-11 18:51:26,551.0,4.0,1203.0,168.0,429.0,63.0,470.0,8042.0,Automatic extraction of relevant features from time series:.,92.0,31,True,2024-01-28 09:46:21.000,0.20.2,31.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],100.0,21.0,https://pypi.org/project/tsfresh,250388.0,279459.0,https://anaconda.org/conda-forge/tsfresh,2024-01-28 10:39:22.145,1337299.0,,,,,2.0,,2024-01-28 09:46:21.000,79.0,,,,,,,,,,,,,,,,,,
230,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2024-03-06 16:25:01.000000,2024-03-06 05:23:22,360.0,5.0,1438.0,134.0,134.0,13.0,320.0,7399.0,A Python implementation of global optimization with gaussian processes.,44.0,31,True,2023-04-25 21:59:23.000,1.4.3,13.0,bayesian-optimization,,,,,2454.0,2454.0,https://pypi.org/project/bayesian-optimization,339472.0,339473.0,,,,,,,,2.0,143.0,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,,,,,
231,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-03-21 13:40:22.000000,2024-03-21 13:22:28,5959.0,94.0,949.0,112.0,1630.0,89.0,637.0,7381.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",93.0,31,True,2024-03-12 18:26:49.000,2.9.0,51.0,perspective-python,conda-forge/perspective,,,['jupyter'],115.0,115.0,https://pypi.org/project/perspective-python,6599.0,19044.0,https://anaconda.org/conda-forge/perspective,2024-03-12 23:11:39.027,526310.0,,,,,2.0,2431.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,447.0,,,,,,,,,,,,
232,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-03-21 13:43:01.000000,2024-03-21 05:58:09,2124.0,46.0,830.0,100.0,2367.0,329.0,907.0,6991.0,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data.",117.0,31,True,2023-11-30 05:58:09.000,1.0.0,1428.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",11.0,2.0,https://pypi.org/project/autogluon,128270.0,128397.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,7149.0,2.0,,2024-03-21 09:05:25.000,9.0,,,,,,,,,,,,,,,,,,
233,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-08-06 00:30:36.000000,2023-08-06 00:30:36,2944.0,,1796.0,198.0,206.0,12.0,1343.0,6298.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13.000,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1487.0,1487.0,https://pypi.org/project/tensorpack,12563.0,12922.0,https://anaconda.org/conda-forge/tensorpack,2023-06-16 19:27:42.012,10354.0,,,,,3.0,163.0,,,,,,,,,,,,,,,,,,,,
234,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2024-03-18 17:57:49.000000,2024-03-18 17:57:45,155.0,3.0,1058.0,197.0,100.0,145.0,302.0,5841.0,Official Kaggle API.,37.0,31,True,2024-02-13 20:24:20.000,1.6.6,66.0,kaggle,conda-forge/kaggle,,,,407.0,21.0,https://pypi.org/project/kaggle,217129.0,220572.0,https://anaconda.org/conda-forge/kaggle,2024-02-07 12:47:17.698,144614.0,,,,,2.0,,2024-02-13 20:24:20.000,386.0,,,,,,,,,,,,,,,,,,
235,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,303.0,294.0,152.0,268.0,5387.0,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1012.0,978.0,https://pypi.org/project/pyfolio,9761.0,9938.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12922.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,
236,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-03-21 12:37:02.000000,2024-03-13 22:11:53,29682.0,330.0,1541.0,184.0,2065.0,16.0,1575.0,4733.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,31,False,2023-11-27 18:45:09.000,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,1897.0,5646.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,168721.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
237,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-03-21 01:10:11.000000,2024-03-18 18:05:11,3856.0,11.0,550.0,86.0,550.0,102.0,472.0,4693.0,Online machine learning in Python.,111.0,31,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,473.0,441.0,https://pypi.org/project/river,35379.0,36910.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53598.0,,,,,2.0,,2023-12-05 00:13:21.000,32.0,,,,,,,,,,,,,,,,,,
238,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-03-16 23:51:50.000000,2024-03-06 14:52:20,787.0,13.0,373.0,74.0,285.0,59.0,508.0,4501.0,Visualizer for pandas data structures.,30.0,31,True,2024-03-07 14:03:25.000,3.11.0,181.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1081.0,1058.0,https://pypi.org/project/dtale,58100.0,63892.0,https://anaconda.org/conda-forge/dtale,2024-03-07 14:28:38.963,266476.0,,,,,2.0,,2024-03-07 14:02:27.000,23.0,,,,,,,,,,,,,,,,,,
