,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
141,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-07-20 11:57:42.000000,2020-10-14 16:36:49,6226.0,,4428,1013.0,1865.0,357.0,652.0,15360,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,3141.0,961.0,876.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2875.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6131.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-08-09 19:07:42.000000,2022-08-09 19:07:41,4372.0,1.0,3109,455.0,666.0,581.0,669.0,12519,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,240.0,33,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,['tensorflow'],,10394.0,1317.0,1224.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,10394.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-08-07 15:27:58.000000,2021-07-29 23:17:25,531.0,,1583,274.0,106.0,52.0,529.0,10003,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,559782.0,2675.0,2568.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,558166.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,109913.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-07-29 17:42:58.000000,2022-07-29 17:42:53,2390.0,22.0,1468,293.0,409.0,251.0,605.0,8686,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,33,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,['sklearn'],,39794.0,1617.0,1559.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,37501.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,162867.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-08-09 19:03:45.000000,2022-06-28 16:52:56,1321.0,8.0,1371,306.0,822.0,94.0,741.0,8574,AutoML library for deep learning.,136.0,33,True,2022-04-30 05:35:07.000,1.0.19,56.0,autokeras,,['tensorflow'],6825.0,18166.0,360.0,350.0,https://pypi.org/project/autokeras,2022-04-30 05:46:13.000,10.0,18047.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-08-11 05:43:49.000000,2022-08-10 16:00:08,2786.0,198.0,1000,183.0,1523.0,223.0,622.0,8462,Data-centric declarative deep learning framework.,126.0,33,True,2022-08-02 19:32:04.596,0.5.5,28.0,ludwig,,['tensorflow'],,1899.0,137.0,128.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,1899.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-08-10 17:58:11.000000,2022-08-10 17:03:35,2684.0,42.0,1157,213.0,652.0,112.0,805.0,6424,Automated Machine Learning with scikit-learn.,86.0,33,True,2022-05-04 09:41:35.000,0.14.7,41.0,auto-sklearn,conda-forge/auto-sklearn,['sklearn'],37.0,40203.0,340.0,310.0,https://pypi.org/project/auto-sklearn,2022-05-04 09:41:35.000,30.0,39707.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,7937.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194.0,,970,128.0,257.0,375.0,235.0,6342,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,33,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,1968356.0,7736.0,7316.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,420.0,1958131.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,480608.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-08-10 10:30:50.000000,2022-08-09 18:21:53,2039.0,34.0,411,97.0,327.0,372.0,985.0,6327,An open source multi-tool for exploring and publishing data.,65.0,33,True,2022-03-23 20:38:02.000,0.61.1,119.0,datasette,conda-forge/datasette,,39.0,236719.0,881.0,716.0,https://pypi.org/project/datasette,2022-05-02 21:44:57.000,165.0,236204.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,8253.0,2.0,,,,,,,,,,,,,,,datasette,,,,,,,,,,,
150,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-08-11 14:14:36.000000,2022-08-10 20:21:28,1098.0,87.0,829,158.0,1387.0,162.0,689.0,6298,An open source python library for automated feature engineering.,66.0,33,True,2022-08-04 20:39:04.934,1.12.1,100.0,featuretools,conda-forge/featuretools,,,155940.0,64.0,,https://pypi.org/project/featuretools,2022-07-05 20:18:31.000,64.0,153661.0,https://anaconda.org/conda-forge/featuretools,2022-08-04 21:40:07.660,100294.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-08-10 17:57:21.000000,2022-08-10 16:40:02,232.0,27.0,1348,152.0,89.0,26.0,236.0,6185,A Python implementation of global optimization with gaussian processes.,33.0,33,True,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,91.0,231209.0,1403.0,1312.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,91.0,231208.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-07-26 01:06:47.000000,2022-07-15 09:45:25,447.0,50.0,237,56.0,63.0,39.0,82.0,5451,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",19.0,33,True,2022-03-04 09:32:08.000,0.4.1,7.0,einops,conda-forge/einops,,,918757.0,3940.0,3675.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,265.0,918095.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,23177.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-08-08 17:58:14.179000,2022-08-08 11:09:11,2218.0,20.0,1002,197.0,198.0,244.0,263.0,4771,Distributed Evolutionary Algorithms in Python.,79.0,33,False,2022-08-07 17:23:02.100,1.3.2,21.0,deap,conda-forge/deap,,,173979.0,3156.0,2814.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,342.0,171314.0,https://anaconda.org/conda-forge/deap,2022-08-08 17:58:14.179,197251.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
154,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-08-09 08:37:58.000000,2022-08-09 08:37:55,495.0,14.0,603,102.0,137.0,17.0,295.0,4357,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,640645.0,942.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,942.0,626654.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,517698.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-08-11 06:15:40.000000,2022-08-11 06:15:18,1765.0,97.0,467,78.0,144.0,261.0,332.0,3491,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",52.0,33,True,2022-08-10 18:23:01.238,1.6.4,85.0,clearml,,,482.0,105111.0,293.0,285.0,https://pypi.org/project/clearml,2022-07-04 09:06:41.000,8.0,104307.0,,,,2.0,,,,,,,,,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30124.0,,,,,,,,,,,,
156,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-08-11 03:51:00.000000,2022-08-11 03:51:00,3134.0,105.0,477,121.0,319.0,53.0,705.0,3472,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",64.0,33,True,2022-07-06 23:39:37.000,2.0.17,167.0,dedupe,conda-forge/dedupe,,,329517.0,281.0,233.0,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,328348.0,https://anaconda.org/conda-forge/dedupe,2022-07-07 14:57:18.986,9355.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-08-11 13:50:42.000000,2022-08-09 23:28:54,10461.0,444.0,850,91.0,985.0,87.0,618.0,3139,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",107.0,33,True,2022-07-01 15:43:19.000,1.11.0,43.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,6484.0,248.0,241.0,https://pypi.org/project/adversarial-robustness-toolbox,2022-07-01 09:42:44.000,7.0,5957.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-06-04 13:54:18.450,13190.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-08-05 17:35:55.000000,2022-07-28 15:40:28,6962.0,26.0,590,123.0,1051.0,291.0,1047.0,2913,High-performance interactive 2D/3D data visualization library.,175.0,33,True,2022-07-04 15:33:11.000,0.11.0,31.0,vispy,conda-forge/vispy,['jupyter'],,46953.0,917.0,813.0,https://pypi.org/project/vispy,2022-07-04 15:27:24.000,104.0,42409.0,https://anaconda.org/conda-forge/vispy,2022-07-05 16:41:32.117,263241.0,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,6.0,,,,,,,,,,,,,,,,,,
159,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-08-09 21:58:04.000000,2022-08-07 03:27:51,3312.0,97.0,946,147.0,1262.0,367.0,718.0,2891,Fast data visualization and GUI tools for scientific / engineering applications.,231.0,33,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,106755.0,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,102660.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,274399.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-08-09 12:25:00.472000,2022-08-08 21:23:17,3667.0,43.0,436,51.0,778.0,302.0,854.0,2827,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,99.0,33,True,2022-08-08 21:30:03.001,1.8.1,34.0,gpytorch,conda-forge/gpytorch,['pytorch'],,303790.0,710.0,669.0,https://pypi.org/project/gpytorch,2022-06-27 20:59:21.000,41.0,302263.0,https://anaconda.org/conda-forge/gpytorch,2022-08-09 12:25:00.472,44300.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-08-10 21:11:58.000000,2022-07-17 23:57:10,900.0,10.0,341,64.0,297.0,174.0,225.0,2584,Hyperparameter tuning for humans.,48.0,33,True,2022-07-16 04:43:09.328,1.1.3,16.0,keras-tuner,conda-forge/keras-tuner,['tensorflow'],,639843.0,1618.0,1572.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,46.0,639558.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,8285.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-08-09 12:27:23.000000,2022-08-09 12:26:36,2101.0,32.0,625,83.0,184.0,133.0,435.0,2330,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",124.0,33,True,2022-04-20 01:05:45.000,0.12.1,34.0,tf-agents,,['tensorflow'],,176432.0,883.0,869.0,https://pypi.org/project/tf-agents,2022-06-04 21:08:11.000,14.0,176432.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
163,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-08-10 21:20:22.000000,2022-08-10 21:03:16,1244.0,62.0,263,52.0,947.0,50.0,245.0,2327,Bayesian optimization in PyTorch.,78.0,33,True,2022-07-15 17:08:35.000,0.6.5,25.0,botorch,conda-forge/botorch,['pytorch'],,249313.0,312.0,294.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,18.0,247854.0,https://anaconda.org/conda-forge/botorch,2022-07-15 21:41:33.568,35039.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-07-17 13:16:06.000000,2022-07-17 13:16:06,2199.0,25.0,479,68.0,455.0,225.0,645.0,1929,Survival analysis in Python.,101.0,33,True,2022-06-26 02:12:53.000,0.27.1,162.0,lifelines,conda-forge/lifelines,,,387995.0,1106.0,999.0,https://pypi.org/project/lifelines,2022-06-26 02:12:53.000,107.0,385211.0,https://anaconda.org/conda-forge/lifelines,2022-05-18 22:54:56.806,206039.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-08-11 13:39:23.000000,2022-08-11 04:26:33,13545.0,259.0,213,26.0,1113.0,330.0,589.0,1797,"Visualize, create, and debug image and video datasets and model predictions.",45.0,33,True,2022-06-24 21:35:59.000,0.16.5,77.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,29508.0,159.0,157.0,https://pypi.org/project/fiftyone,2022-06-24 21:35:59.000,2.0,29508.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-08-11 09:11:50.024000,2022-08-10 20:10:03,4522.0,56.0,357,19.0,765.0,657.0,425.0,1444,"This is the development home of the workflow management system Snakemake. For general information, see.",258.0,33,True,2022-08-10 20:13:00.726,7.12.1,238.0,snakemake,bioconda/snakemake,,,56890.0,1395.0,1181.0,https://pypi.org/project/snakemake,2022-06-30 13:21:17.000,214.0,50804.0,https://anaconda.org/bioconda/snakemake,2022-08-11 09:11:50.024,499071.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2022-08-08 14:32:00.000000,2022-08-08 14:31:59,811.0,25.0,202,57.0,91.0,37.0,155.0,929,Input pipeline framework.,27.0,33,True,2022-06-29 07:22:35.000,1.9.0,50.0,tensorflow-transform,,['tensorflow'],,3285257.0,1049.0,993.0,https://pypi.org/project/tensorflow-transform,2022-06-29 07:42:53.000,56.0,3285257.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-08-11 14:12:27.000000,2022-08-11 14:12:26,9986.0,189.0,210,58.0,10066.0,55.0,2003.0,814,Scalable genomic data analysis.,81.0,33,True,2022-07-07 14:47:40.000,0.2.97,117.0,hail,,['spark'],,217003.0,86.0,74.0,https://pypi.org/project/hail,2022-07-07 14:47:40.000,12.0,217003.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-08-11 10:05:15.000000,2022-08-10 15:10:31,136851.0,3913.0,71,48.0,1454.0,62.0,272.0,605,TensorFlow ROCm port.,4096.0,33,True,2022-07-11 17:58:00.757,2.9.2,83.0,tensorflow-rocm,,['tensorflow'],20.0,1755.0,5.0,,https://pypi.org/project/tensorflow-rocm,2022-06-05 02:31:51.000,5.0,1755.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-07-28 23:17:04.000000,2022-06-10 09:12:18,238.0,9.0,12204,1579.0,196.0,680.0,566.0,45452,The worlds simplest facial recognition api for Python and the command line.,54.0,32,True,2020-02-20 14:26:01.000,1.3.0,21.0,face_recognition,conda-forge/face_recognition,['pytorch'],466.0,40401.0,45.0,,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,45.0,40027.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,8456.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-08-07 06:51:40.000000,2022-07-13 09:17:42,2066.0,30.0,3912,460.0,120.0,1094.0,873.0,12380,State-of-the-art 2D and 3D Face Analysis Project.,45.0,32,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,['mxnet'],,18569.0,185.0,180.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,18569.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571.0,,1111,359.0,1679.0,485.0,1287.0,10769,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,6508.0,20049.0,336.0,317.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,19933.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
173,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2421,465.0,255.0,567.0,362.0,9578,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,['tensorflow'],,15355.0,4521.0,4032.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,15355.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-08-11 08:55:49.000000,2022-08-05 09:41:16,1831.0,61.0,1645,240.0,659.0,201.0,433.0,9349,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",103.0,32,True,2022-06-15 06:55:10.000,0.8.6,27.0,pyqlib,,['pytorch'],333.0,2958.0,25.0,25.0,https://pypi.org/project/pyqlib,2022-06-15 06:55:10.000,,2944.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-07-31 21:25:16.000000,2022-06-27 19:03:14,552.0,2.0,2208,220.0,212.0,118.0,372.0,8923,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,17.0,wordcloud,conda-forge/wordcloud,,,754208.0,741.0,,https://pypi.org/project/wordcloud,2022-06-27 18:29:11.000,741.0,749912.0,https://anaconda.org/conda-forge/wordcloud,2022-07-11 19:04:24.490,309346.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384.0,,867,272.0,145.0,103.0,103.0,8726,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,7055527.0,15824.0,13891.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1933.0,7050302.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,381448.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-08-08 09:52:07.000000,2022-04-15 10:20:19,2498.0,,1664,148.0,809.0,454.0,648.0,8251,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,32,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,['paddle'],576.0,15090.0,890.0,885.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,5.0,15076.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-08-11 12:07:41.000000,2022-08-10 13:16:25,1636.0,54.0,2099,174.0,2869.0,796.0,3023.0,8242,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",104.0,32,True,2022-04-24 05:05:40.000,2.4.0,7.0,paddledet,,['paddle'],,372.0,27.0,27.0,https://pypi.org/project/paddledet,2022-04-24 05:05:40.000,,372.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
