,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
269,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2025-04-22 14:57:24.066000,2024-09-21 03:01:04,1581.0,,455.0,93.0,127.0,95.0,348.0,3498.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,49.0,31,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,1445.0,1382.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,63.0,399605.0,403333.0,https://anaconda.org/conda-forge/nmslib,2025-04-22 14:57:24.066,208769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
270,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,181.0,737.0,277.0,710.0,3429.0,DyNet: The Dynamic Neural Network Toolkit.,161.0,31,False,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,291.0,273.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,18.0,107667.0,107854.0,,,,,,,,3.0,19465.0,,,,,,,,,,,,,,,,,,,
271,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2025-04-26 18:05:24.000000,2025-04-26 18:05:24,706.0,1.0,285.0,49.0,830.0,103.0,286.0,3330.0,PyTorch extensions for high performance and large scale training.,76.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],8825.0,8672.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,595433.0,606244.0,https://anaconda.org/conda-forge/fairscale,2025-04-22 14:58:04.549,464898.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
272,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/google-deepmind/dm-haiku,https://github.com/google-deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2025-06-11 21:20:01.000000,2025-05-29 09:40:54,1008.0,8.0,248.0,34.0,572.0,75.0,177.0,3044.0,JAX-based neural network library.,89.0,31,True,2025-04-22 10:24:45.000,0.0.14,17.0,dm-haiku,conda-forge/dm-haiku,,,,2700.0,2510.0,https://pypi.org/project/dm-haiku,2025-04-22 10:24:45.000,190.0,179620.0,180300.0,https://anaconda.org/conda-forge/dm-haiku,2025-04-23 05:01:39.129,35365.0,,,,,3.0,,,,,,,,google-deepmind/dm-haiku,,,,,,,,,,,,
273,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2025-06-12 07:36:51.000000,2025-06-12 07:36:51,1733.0,21.0,346.0,35.0,381.0,44.0,197.0,2893.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,42.0,31,True,2025-03-20 15:18:23.000,2.7.9,52.0,shapash,,,,['jupyter'],198.0,194.0,https://pypi.org/project/shapash,2025-03-20 15:18:23.000,4.0,11235.0,11235.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2025-06-06 19:16:48.000000,2025-06-06 19:16:48,1386.0,10.0,341.0,22.0,54.0,41.0,203.0,2400.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,22.0,31,True,2025-06-03 18:37:59.000,0.5.1,93.0,explainerdashboard,conda-forge/explainerdashboard,,,,655.0,640.0,https://pypi.org/project/explainerdashboard,2025-06-03 18:37:59.000,15.0,35740.0,36994.0,https://anaconda.org/conda-forge/explainerdashboard,2025-06-04 05:04:12.004,67768.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2025-05-03 11:23:45.000000,2024-10-30 12:23:10,890.0,,361.0,82.0,170.0,218.0,149.0,2381.0,An interactive data visualization tool which brings matplotlib graphics to the browser using D3.,53.0,31,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,7649.0,7494.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,146.0,413053.0,418225.0,https://anaconda.org/conda-forge/mpld3,2025-04-22 14:56:21.641,235212.0,,,,,3.0,,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,1252.0,,,,,,,,,,,,,
276,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-06-12 11:35:26.000000,2025-06-11 19:40:32,2607.0,203.0,523.0,37.0,2856.0,410.0,141.0,2237.0,Pytorch domain library for recommendation systems.,357.0,31,True,2025-06-06 17:00:58.000,1.2.0,77.0,torchrec-nightly-cpu,,,,,226.0,226.0,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,483.0,483.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
277,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2025-01-10 14:45:40.000000,2025-01-10 14:45:39,954.0,,275.0,44.0,362.0,230.0,145.0,2232.0,Evaluate: A library for easily evaluating machine learning models and datasets.,130.0,31,True,2024-09-11 10:17:30.000,0.4.3,16.0,evaluate,,,,,22938.0,22535.0,https://pypi.org/project/evaluate,2024-09-11 10:15:30.000,403.0,2719181.0,2719181.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-06-10 09:51:16.000000,2025-03-26 04:24:50,5969.0,3.0,714.0,87.0,6063.0,257.0,890.0,2146.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,31,True,2024-12-11 20:13:47.000,1.16.0,100.0,tfx,,,,['tensorflow'],1821.0,1804.0,https://pypi.org/project/tfx,2024-12-11 20:13:47.000,17.0,32225.0,32225.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2025-05-15 10:47:02.000000,2025-04-24 10:43:41,2935.0,15.0,196.0,26.0,772.0,118.0,473.0,1801.0,A Python library for learning and evaluating knowledge graph embeddings.,43.0,31,True,2025-04-24 10:52:18.000,1.11.1,50.0,pykeen,,,,,360.0,339.0,https://pypi.org/project/pykeen,2025-04-24 10:43:35.000,21.0,17794.0,17797.0,,,,,,,,2.0,239.0,,,,,,,,,,,,,,,,,,,
280,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2025-03-26 21:42:40.000000,2024-04-15 22:25:34,1519.0,,612.0,56.0,1887.0,92.0,899.0,1698.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,206.0,31,False,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1059123.0,1059123.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
281,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2025-05-21 09:06:44.000000,2025-05-21 08:57:40,151.0,4.0,137.0,23.0,117.0,51.0,79.0,1452.0,Python 3.8+ toolbox for submitting jobs to Slurm.,26.0,31,True,2025-05-21 09:06:40.000,1.5.3,25.0,submitit,conda-forge/submitit,,,,4689.0,4615.0,https://pypi.org/project/submitit,2025-05-21 09:06:40.000,74.0,645412.0,646442.0,https://anaconda.org/conda-forge/submitit,2025-04-22 14:57:34.697,59740.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
282,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-06-10 08:09:43.000000,2025-03-19 18:19:56,1190.0,12.0,260.0,49.0,564.0,33.0,189.0,1408.0,ARCH models in Python.,37.0,31,False,2024-11-04 16:01:44.000,7.2.0,49.0,arch,conda-forge/arch-py,,,,3311.0,3198.0,https://pypi.org/project/arch,2024-11-04 16:01:44.000,113.0,462249.0,472137.0,https://anaconda.org/conda-forge/arch-py,2025-04-22 14:57:17.475,593314.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
283,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-06-12 12:12:28.000000,2025-05-29 12:56:13,4679.0,150.0,162.0,8.0,751.0,29.0,168.0,1334.0,Time series forecasting with machine learning models.,20.0,31,True,2025-05-01 19:00:07.000,0.16.0,32.0,skforecast,,,,['sklearn'],496.0,478.0,https://pypi.org/project/skforecast,2025-05-01 18:54:50.000,18.0,80255.0,80255.0,,,,,,,,2.0,,,,,,,,skforecast/skforecast,,,,,,,,,,,,
284,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,,2011-04-06 02:51:33.000,2025-06-11 14:37:16.000000,2025-06-11 14:37:08,3429.0,29.0,245.0,49.0,429.0,79.0,290.0,1103.0,"OpenCL integration for Python, plus shiny features.",98.0,31,False,2025-06-10 22:46:23.000,2025.2.2,106.0,pyopencl,conda-forge/pyopencl,,,,2509.0,2309.0,https://pypi.org/project/pyopencl,2025-06-10 22:46:23.000,200.0,79510.0,109432.0,https://anaconda.org/conda-forge/pyopencl,2025-06-11 14:27:36.502,1795363.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
285,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-06-10 22:20:36.000000,2025-06-10 22:20:25,3336.0,60.0,125.0,14.0,362.0,6.0,204.0,854.0,Python bindings for MPI.,27.0,31,True,2025-02-13 18:35:50.000,4.0.3,32.0,mpi4py,conda-forge/mpi4py,,,,829.0,,https://pypi.org/project/mpi4py,2025-02-13 18:35:50.000,829.0,511849.0,582815.0,https://anaconda.org/conda-forge/mpi4py,2025-05-09 11:22:13.948,3941761.0,,,,,2.0,34127.0,,,,,,,,,,,,,,,,,,,
286,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2025-06-06 19:08:46.000000,2025-05-29 19:36:42,17381.0,35.0,110.0,25.0,3648.0,555.0,3421.0,582.0,"Keep code, data, containers under control with git and git-annex.",58.0,31,True,2025-05-21 12:25:55.000,1.2.0,123.0,datalad,conda-forge/datalad,,,,631.0,526.0,https://pypi.org/project/datalad,2025-05-21 12:25:55.000,105.0,18951.0,33725.0,https://anaconda.org/conda-forge/datalad,2025-04-22 14:56:48.646,886454.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
287,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2025-04-22 14:56:25.508000,2023-12-15 12:50:52,282.0,,107.0,25.0,55.0,37.0,57.0,512.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,25.0,31,False,2023-09-27 19:27:51.000,3.0.1,27.0,audioread,conda-forge/audioread,,,,34546.0,34411.0,https://pypi.org/project/audioread,2023-09-27 19:27:51.000,135.0,3414684.0,3432787.0,https://anaconda.org/conda-forge/audioread,2025-04-22 14:56:25.508,1013812.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
288,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2025-06-09 00:13:32.000000,2025-06-09 00:13:32,644.0,12.0,40.0,9.0,80.0,14.0,28.0,226.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,13.0,31,False,2025-04-03 15:08:36.000,1.3.0,56.0,blis,conda-forge/cython-blis,,,,64691.0,64571.0,https://pypi.org/project/blis,2025-04-03 15:08:36.000,120.0,12250317.0,12294903.0,https://anaconda.org/conda-forge/cython-blis,2025-04-22 14:57:03.201,2539327.0,,,,,2.0,2622.0,,,,,,,,,,,,,,,,,,,
289,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2025-03-05 18:50:39.000000,2025-03-05 18:50:34,341.0,,3283.0,159.0,58.0,139.0,142.0,23066.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",23.0,30,True,2025-03-05 15:57:34.000,1.10.1,217.0,vit-pytorch,,,,['pytorch'],681.0,664.0,https://pypi.org/project/vit-pytorch,2025-03-05 15:57:34.000,17.0,17013.0,17013.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
290,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2025-04-22 14:57:27.662000,2020-04-16 08:02:22,154.0,,1834.0,211.0,51.0,101.0,94.0,9092.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,30,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],86.0,20.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,66.0,120370.0,121285.0,https://anaconda.org/conda-forge/pretrainedmodels,2025-04-22 14:57:27.662,54902.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
291,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2025-04-22 14:57:28.932000,2023-01-31 19:40:04,3203.0,,1389.0,189.0,786.0,45.0,423.0,6323.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",132.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],819.0,812.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,7.0,1594.0,1777.0,https://anaconda.org/conda-forge/cleverhans,2025-04-22 14:57:28.932,11026.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
292,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2025-06-02 19:56:55.000000,2025-06-02 19:56:55,647.0,11.0,808.0,84.0,375.0,44.0,369.0,5435.0,Uplift modeling and causal inference with machine learning algorithms.,68.0,30,True,2025-05-15 16:56:43.000,0.15.4,27.0,causalml,,,,,309.0,299.0,https://pypi.org/project/causalml,2025-05-15 16:56:43.000,10.0,39861.0,39861.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
293,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2025-06-10 10:09:25.000000,2025-05-15 00:09:34,3953.0,4.0,569.0,83.0,654.0,122.0,501.0,5391.0,Online machine learning in Python.,126.0,30,True,2024-11-25 23:59:25.000,0.22.0,23.0,river,conda-forge/river,,,,832.0,768.0,https://pypi.org/project/river,2024-11-25 23:28:09.000,64.0,83782.0,86104.0,https://anaconda.org/conda-forge/river,2025-04-22 14:57:50.380,116144.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
294,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2025-06-11 20:15:27.000000,2025-06-09 16:23:10,1685.0,22.0,842.0,141.0,1639.0,396.0,406.0,5138.0,Simple and Distributed Machine Learning.,123.0,30,True,2025-05-15 16:56:19.000,1.0.11,63.0,synapseml,,,,,7.0,,https://pypi.org/project/synapseml,2025-04-17 03:16:00.000,7.0,788656.0,788656.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
295,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2025-04-22 14:57:21.478000,2025-03-20 19:24:03,831.0,3.0,422.0,69.0,309.0,70.0,536.0,4927.0,Visualizer for pandas data structures.,30.0,30,True,2025-03-20 21:17:58.000,3.17.0,191.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1548.0,1495.0,https://pypi.org/project/dtale,2025-03-20 21:14:33.000,53.0,115913.0,123051.0,https://anaconda.org/conda-forge/dtale,2025-04-22 14:57:21.478,435438.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
296,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2025-05-30 19:40:03.000000,2025-04-08 12:18:39,1481.0,3.0,778.0,76.0,1830.0,336.0,637.0,4921.0,Probabilistic time series modeling in Python.,117.0,30,True,2025-04-08 14:13:18.000,0.16.1,113.0,gluonts,anaconda/gluonts,,,['mxnet'],36.0,,https://pypi.org/project/gluonts,2025-04-08 14:13:18.000,36.0,1949507.0,1949553.0,https://anaconda.org/anaconda/gluonts,2025-04-22 15:32:35.609,2052.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
297,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2025-05-15 14:27:51.000000,2025-05-15 14:27:34,546.0,10.0,645.0,48.0,581.0,13.0,,4601.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,54.0,30,True,2025-05-05 12:18:18.000,0.11.23,108.0,sahi,conda-forge/sahi,,,,1926.0,1891.0,https://pypi.org/project/sahi,2025-05-05 12:18:18.000,35.0,134910.0,137957.0,https://anaconda.org/conda-forge/sahi,2025-05-05 23:54:44.099,102804.0,,,,,2.0,37016.0,,,,,,,,,,,,,,,,,,,
298,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2025-04-22 14:57:56.135000,2022-07-07 05:16:43,738.0,,463.0,41.0,128.0,76.0,154.0,4576.0,Data augmentation for NLP.,33.0,30,False,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,,1863.0,1798.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,65.0,183178.0,183941.0,https://anaconda.org/conda-forge/nlpaug,2025-04-22 14:57:56.135,36648.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
299,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-06-09 20:43:07.000000,2025-05-16 09:12:25,3626.0,1.0,436.0,31.0,3443.0,28.0,2180.0,4537.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,111.0,30,True,2025-03-11 08:58:41.000,2.8.0,100.0,rubrix,conda-forge/rubrix,,,,3034.0,3034.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,1773.0,2886.0,https://anaconda.org/conda-forge/rubrix,2025-04-22 14:58:07.112,46756.0,,,,,2.0,,,,,,,,argilla-io/argilla,,,,,,,,,,,,
300,anomalib,openvinotoolkit/anomalib,others,,https://github.com/open-edge-platform/anomalib,https://github.com/open-edge-platform/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2025-06-11 15:02:56.000000,2025-06-11 15:02:56,775.0,38.0,745.0,44.0,1123.0,142.0,913.0,4388.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",88.0,30,True,2025-03-19 16:23:08.000,2.0.0,38.0,anomalib,,,,,196.0,191.0,https://pypi.org/project/anomalib,2025-03-19 17:56:21.000,5.0,41212.0,41895.0,,,,,,,,2.0,28696.0,,,,,,,open-edge-platform/anomalib,,,,,,,,,,,,
301,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2025-04-22 14:58:05.313000,2024-11-26 07:14:46,1352.0,,383.0,69.0,376.0,103.0,460.0,4308.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,30,True,2024-11-26 07:16:52.000,0.8.7,31.0,sacred,conda-forge/sacred,,,,3646.0,3586.0,https://pypi.org/project/sacred,2024-11-26 07:16:52.000,60.0,23033.0,23241.0,https://anaconda.org/conda-forge/sacred,2025-04-22 14:58:05.313,8984.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
302,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2025-04-22 14:56:38.828000,2023-02-26 20:07:33,189.0,,520.0,75.0,40.0,15.0,121.0,4108.0,Missing data visualization module for Python.,18.0,30,False,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,23437.0,23315.0,https://pypi.org/project/missingno,2023-02-26 20:11:59.371,122.0,186062.0,213469.0,https://anaconda.org/conda-forge/missingno,2025-04-22 14:56:38.828,411110.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
303,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2025-04-22 14:56:45.959000,2023-11-21 21:15:59,435.0,,612.0,76.0,233.0,95.0,409.0,3676.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,30,False,2023-09-29 21:07:11.000,0.7.2,47.0,implicit,conda-forge/implicit,,,,1949.0,1920.0,https://pypi.org/project/implicit,2023-09-29 21:07:11.000,29.0,386404.0,409112.0,https://anaconda.org/conda-forge/implicit,2025-04-22 14:56:45.959,1291715.0,,,,,2.0,1951.0,,,,,,,,,,,,,,,,,,,
304,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2025-05-21 17:35:37.000000,2024-10-22 15:05:01,3667.0,,467.0,100.0,1073.0,274.0,370.0,3660.0,Plotting library for IPython/Jupyter notebooks.,65.0,30,True,2025-05-21 17:32:27.000,0.12.45,114.0,bqplot,conda-forge/bqplot,,,['jupyter'],190.0,61.0,https://pypi.org/project/bqplot,2025-05-21 17:32:27.000,108.0,220778.0,248499.0,https://anaconda.org/conda-forge/bqplot,2025-04-22 14:56:22.864,1626251.0,,,,,3.0,,,bqplot,https://www.npmjs.com/package/bqplot,2024-12-24 14:19:50.859,21.0,1062.0,,,,,,,,,,,,,
305,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2025-04-22 14:57:55.728000,2024-05-16 18:13:03,456.0,,526.0,114.0,93.0,24.0,101.0,3597.0,Module for automatic summarization of text documents and HTML pages.,32.0,30,False,2022-10-23 16:42:18.783,0.11.0,16.0,sumy,conda-forge/sumy,,,,4246.0,4215.0,https://pypi.org/project/sumy,2022-10-23 16:42:18.783,31.0,76751.0,77012.0,https://anaconda.org/conda-forge/sumy,2025-04-22 14:57:55.728,12556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
306,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2025-04-22 14:56:57.043000,2024-10-31 09:14:19,481.0,,739.0,121.0,132.0,71.0,376.0,3194.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,30,True,2024-10-31 09:03:22.000,0.3.3,14.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3690.0,3598.0,https://pypi.org/project/hmmlearn,2024-10-31 09:03:22.000,92.0,141369.0,148087.0,https://anaconda.org/conda-forge/hmmlearn,2025-04-22 14:56:57.043,382967.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
307,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2025-06-12 14:46:48.000000,2025-06-06 07:16:39,1640.0,1.0,344.0,59.0,196.0,139.0,200.0,2994.0,The machine learning toolkit for time series analysis in Python.,44.0,30,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1927.0,1848.0,https://pypi.org/project/tslearn,2023-12-12 14:39:23.000,79.0,377250.0,404098.0,https://anaconda.org/conda-forge/tslearn,2025-04-22 14:56:47.976,1610895.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
