,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
194,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-10-06 15:03:12.000000,2022-09-30 08:48:36,2479.0,65.0,1195,70.0,1264.0,588.0,741.0,5509,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",84.0,32,True,2022-07-20 13:05:20.313,2.6.0,16.0,paddleseg,,['paddle'],,2358.0,674.0,672.0,https://pypi.org/project/paddleseg,2022-04-20 08:05:01.000,2.0,2358.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
195,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-08-14 03:28:00.000000,2022-08-11 16:47:31,899.0,1.0,1180,154.0,948.0,61.0,768.0,5331,Gluon CV Toolkit.,117.0,32,True,2022-03-07 23:40:19.000,0.10.5,1522.0,gluoncv,,['mxnet'],,562553.0,937.0,878.0,https://pypi.org/project/gluoncv,2022-07-07 09:00:54.000,59.0,562553.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
196,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-10-05 19:40:31.000000,2022-10-05 19:39:23,2112.0,110.0,600,146.0,54.0,104.0,208.0,5007,Fit interpretable models. Explain blackbox machine learning.,31.0,32,True,2021-09-23 20:41:03.000,0.2.7,37.0,interpret,,['jupyter'],,110274.0,299.0,283.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000,16.0,110274.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
197,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-09-20 20:15:34.000000,2022-09-20 20:15:27,998.0,49.0,578,67.0,95.0,51.0,335.0,4777,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,32,True,2022-09-20 20:09:42.000,1.6.2,193.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,84929.0,360.0,348.0,https://pypi.org/project/pytorch-metric-learning,2022-06-29 21:11:13.000,12.0,84671.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-09-20 20:14:41.095,8522.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
198,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2022-09-28 13:24:11.000000,2022-09-14 12:12:25,880.0,10.0,600,149.0,707.0,101.0,338.0,4448,Deep Learning Visualization Toolkit.,32.0,32,True,2022-09-16 02:07:11.000,2.4.1,38.0,visualdl,,['paddle'],228.0,58490.0,1443.0,1418.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,58482.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
199,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-10-06 01:10:03.000000,2022-10-06 01:09:56,28316.0,204.0,1434,179.0,1826.0,46.0,1426.0,4087,mlpack: a scalable C++ machine learning library --.,293.0,32,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,3727.0,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,1485.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,114389.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-09-29 11:48:55.000000,2022-09-29 11:48:54,3210.0,60.0,477,121.0,335.0,62.0,712.0,3521,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",66.0,32,True,2022-09-19 23:07:39.418,2.0.18,168.0,dedupe,conda-forge/dedupe,,,259778.0,48.0,,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,258445.0,https://anaconda.org/conda-forge/dedupe,2022-09-15 12:44:27.586,13338.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
201,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-10-04 10:07:06.000000,2022-10-04 09:54:34,1836.0,29.0,177,63.0,108.0,68.0,451.0,3199,A grammar of graphics for Python.,96.0,32,True,2022-09-29 12:44:11.000,0.9.0,14.0,plotnine,conda-forge/plotnine,,,358470.0,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,355354.0,https://anaconda.org/conda-forge/plotnine,2022-09-29 13:08:16.096,202541.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
202,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-08-30 17:01:38.000000,2021-10-12 13:32:38,1570.0,,454,65.0,515.0,262.0,387.0,2399,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,730818.0,3407.0,3194.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,213.0,721571.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,582583.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
203,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-10-05 20:20:36.000000,2022-10-05 20:20:36,685.0,48.0,189,37.0,763.0,66.0,263.0,1894,PyTorch extensions for high performance and large scale training.,64.0,32,True,2022-10-05 16:51:45.000,0.4.12,34.0,fairscale,conda-forge/fairscale,['pytorch'],,435390.0,623.0,603.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,20.0,430293.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,56069.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
204,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-09-23 08:58:28.000000,2022-09-23 08:58:23,777.0,15.0,294,126.0,709.0,182.0,156.0,1304,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",73.0,32,True,2022-07-21 14:40:44.572,0.7.3,27.0,tensorflow-model-optimization,,['tensorflow'],,166478.0,2178.0,2157.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,21.0,166478.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
205,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-09-23 12:22:02.000000,2022-09-23 12:16:00,1065.0,4.0,216,36.0,231.0,27.0,262.0,1252,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2022-08-23 15:20:27.335,2.0.1,40.0,pmdarima,conda-forge/pmdarima,,,1433106.0,2682.0,2625.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,57.0,1430222.0,https://anaconda.org/conda-forge/pmdarima,2022-08-24 07:06:35.765,69219.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
206,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-09-28 08:19:16.000000,2022-09-12 22:09:19,2681.0,30.0,330,55.0,1001.0,314.0,812.0,1109,Cartopy - a cartographic python library with matplotlib support.,115.0,32,False,2022-09-10 00:49:38.000,0.21.0,27.0,cartopy,conda-forge/cartopy,,,152830.0,3001.0,2666.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,335.0,122554.0,https://anaconda.org/conda-forge/cartopy,2022-09-10 11:35:29.804,2391833.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
207,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-10-06 13:24:45.000000,2022-10-06 13:24:45,2374.0,99.0,222,33.0,150.0,40.0,393.0,1016,Python interface for igraph.,66.0,32,False,2022-09-19 20:18:47.083,0.10.1,31.0,python-igraph,conda-forge/igraph,,477462.0,302147.0,1297.0,916.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,381.0,290537.0,https://anaconda.org/conda-forge/igraph,2022-09-23 07:28:09.866,330539.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-10-06 09:01:57.000000,2022-10-05 21:47:12,3164.0,63.0,230,47.0,299.0,67.0,249.0,925,"OpenCL integration for Python, plus shiny features.",92.0,32,True,2022-09-19 15:33:54.073,2022.2.2,86.0,pyopencl,conda-forge/pyopencl,,,46101.0,1014.0,823.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,191.0,36341.0,https://anaconda.org/conda-forge/pyopencl,2022-09-12 06:25:49.049,702730.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-10-06 15:04:21.000000,2022-10-06 14:19:33,10124.0,184.0,216,58.0,10264.0,55.0,2008.0,824,Scalable genomic data analysis.,82.0,32,True,2022-10-06 15:04:21.000,0.2.102,122.0,hail,,['spark'],,24644.0,92.0,80.0,https://pypi.org/project/hail,2022-07-07 14:47:40.000,12.0,24644.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-10-06 13:57:05.000000,2022-09-28 12:29:25,16163.0,305.0,94,25.0,3312.0,561.0,3128.0,351,"Keep code, data, containers under control with git and git-annex.",50.0,32,True,2022-09-21 15:55:17.085,0.17.6,93.0,datalad,conda-forge/datalad,,,15684.0,57.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,57.0,11043.0,https://anaconda.org/conda-forge/datalad,2022-10-05 16:36:53.600,255284.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-10-06 08:10:29.000000,2022-09-19 06:54:26,1842.0,32.0,1729,243.0,679.0,227.0,449.0,9652,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",106.0,31,True,2022-06-15 06:55:10.000,0.8.6,27.0,pyqlib,,['pytorch'],333.0,1570.0,27.0,27.0,https://pypi.org/project/pyqlib,2022-06-15 06:55:10.000,,1557.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-08-23 20:09:04.000000,2022-08-23 20:08:58,850.0,2.0,1281,426.0,71.0,27.0,155.0,9390,TensorFlow-based neural network library.,54.0,31,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,23765.0,966.0,914.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,23267.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,17455.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
213,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-08-25 21:48:14.000000,2022-07-29 17:42:53,2390.0,2.0,1468,292.0,410.0,255.0,605.0,8767,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,31,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,['sklearn'],,48138.0,1707.0,1649.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,45780.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,172136.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1771,225.0,46.0,92.0,94.0,8627,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,111923.0,1910.0,1830.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,111478.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,12473.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-09-28 20:24:53.000000,2022-08-02 12:38:27,400.0,8.0,2057,285.0,108.0,234.0,284.0,6504,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",47.0,31,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,407281.0,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,405294.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,147063.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-10-05 06:31:45.000000,2022-10-01 08:12:17,564.0,41.0,542,236.0,727.0,234.0,240.0,6024,Build and manage real-life data science projects with ease!.,55.0,31,True,2022-09-26 19:38:59.000,2.7.12,61.0,metaflow,conda-forge/metaflow,,,57962.0,332.0,323.0,https://pypi.org/project/metaflow,2022-06-17 07:22:02.000,9.0,55773.0,https://anaconda.org/conda-forge/metaflow,2022-09-17 02:32:34.098,74446.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-10-03 06:38:37.000000,2022-10-03 06:37:11,474.0,39.0,250,57.0,69.0,35.0,89.0,5704,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",21.0,31,True,2022-10-03 06:41:06.828,0.5.0,8.0,einops,conda-forge/einops,,,1472168.0,265.0,,https://pypi.org/project/einops,2022-03-04 09:32:08.000,265.0,1471130.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,38425.0,3.0,,,,,,,,,,,,,,-2.0,,,,,,,,,,,
218,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-09-27 12:42:09.000000,2022-09-23 17:14:54,649.0,27.0,947,149.0,87.0,66.0,300.0,5538,A Python scikit for building and analyzing recommender systems.,43.0,31,True,2022-08-29 13:47:49.377,1.1.2,11.0,scikit-surprise,conda-forge/scikit-surprise,,,109288.0,49.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,49.0,104794.0,https://anaconda.org/conda-forge/scikit-surprise,2022-09-23 18:14:00.462,256207.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-10-06 13:15:30.000000,2022-10-05 21:30:05,35710.0,406.0,649,133.0,6997.0,694.0,4226.0,5050,cuDF - GPU DataFrame Library.,252.0,31,True,2022-09-29 18:16:13.000,22.08.01,28.0,cudf,,,,1722.0,6.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,6.0,1722.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-10-06 14:03:22.000000,2022-10-06 04:48:13,1145.0,144.0,644,90.0,1267.0,178.0,593.0,4879,"AutoGluon: AutoML for Image, Text, and Tabular Data.",90.0,31,True,2022-07-29 00:09:02.895,0.5.2,933.0,autogluon,,['mxnet'],,36829.0,175.0,170.0,https://pypi.org/project/autogluon,2022-07-07 09:05:12.000,5.0,36829.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-10-02 01:40:30.000000,2022-01-27 13:24:16,139.0,,998,151.0,108.0,149.0,78.0,4201,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,372657.0,28833.0,28052.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,370055.0,https://anaconda.org/conda-forge/imutils,2022-08-26 04:12:42.305,104090.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-10-06 12:49:11.000000,2022-10-06 12:44:23,3450.0,80.0,410,78.0,381.0,,379.0,3712,Online machine learning in Python.,84.0,31,True,2022-09-20 01:21:25.945,0.13.0,11.0,river,conda-forge/river,,,11621.0,182.0,168.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,14.0,10818.0,https://anaconda.org/conda-forge/river,2022-10-04 17:42:01.005,14459.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-09-29 15:04:28.000000,2022-09-29 15:04:10,3545.0,23.0,468,106.0,957.0,240.0,361.0,3359,Plotting library for IPython/Jupyter notebooks.,59.0,31,True,2022-09-02 15:04:31.743,0.12.36,102.0,bqplot,conda-forge/bqplot,['jupyter'],,117491.0,143.0,35.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,97238.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1047058.0,2.0,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,6655.0,,,,,,,,,,,,,,,,,,
224,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-09-25 12:19:36.000000,2022-09-13 22:09:39,192.0,12.0,248,43.0,45.0,25.0,73.0,3056,A simple command-line utility for querying and monitoring GPU status.,14.0,31,True,2022-09-04 23:51:40.000,1.0.0,13.0,gpustat,conda-forge/gpustat,,,803406.0,2369.0,2254.0,https://pypi.org/project/gpustat,2022-07-05 04:37:11.000,115.0,800057.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,144043.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-10-04 13:10:17.000000,2022-09-27 14:46:04,398.0,10.0,561,81.0,191.0,73.0,358.0,2961,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,31,True,2022-08-31 21:00:25.505,0.6.1,43.0,implicit,conda-forge/implicit,,164.0,164931.0,707.0,675.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,157813.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,404750.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
226,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-10-04 22:45:06.000000,2022-10-04 00:26:57,976.0,28.0,459,108.0,626.0,223.0,781.0,2886,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",136.0,31,True,2022-09-19 18:13:45.000,6.0,38.0,coremltools,conda-forge/coremltools,,4480.0,102903.0,1207.0,1058.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,101263.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,37610.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-10-06 15:30:36.000000,2022-10-06 15:30:35,1891.0,166.0,168,34.0,1546.0,179.0,511.0,2779,Aim easy-to-use and performant open-source ML experiment tracker.,44.0,31,True,2022-09-25 11:50:49.000,3.13.4,387.0,aim,conda-forge/aim,,,31519.0,118.0,113.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,30372.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,17206.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-09-27 19:26:35.000000,2022-09-27 19:26:20,428.0,7.0,702,114.0,97.0,57.0,339.0,2617,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,31,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,95898.0,1532.0,1404.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,92932.0,https://anaconda.org/conda-forge/hmmlearn,2022-09-27 00:21:03.567,139434.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,4.0,521,74.0,72.0,55.0,157.0,2420,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,1078791.0,1800.0,1668.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,1076404.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,152780.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-10-05 15:21:40.000000,2022-10-04 16:27:36,1124.0,17.0,230,50.0,145.0,42.0,302.0,2381,STUMPY is a powerful and scalable Python library for modern time series analysis.,31.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,261056.0,272.0,268.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,4.0,259686.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,56201.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-09-23 08:56:59.000000,2022-09-16 14:29:19,959.0,10.0,423,56.0,122.0,299.0,159.0,2270,A high performance implementation of HDBSCAN clustering.,80.0,31,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,['sklearn'],,478079.0,1739.0,1574.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,165.0,461361.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1253901.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
