,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
175,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-04-26 15:13:58.000000,2022-04-26 15:13:58,550.0,1.0,2157,217.0,209.0,110.0,367.0,8761,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,683315.0,687320.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,276371.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
176,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384.0,,861,269.0,145.0,103.0,103.0,8664,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,14514.0,12581.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1933.0,6236106.0,6241278.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,362056.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
177,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-03-03 16:44:31.000000,2021-01-06 15:17:46,2368.0,,1468,296.0,404.0,249.0,603.0,8557,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,108.0,32,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1482.0,1424.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,30710.0,32910.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,149646.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
178,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1755,227.0,46.0,92.0,94.0,8508,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,32,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],1653.0,1573.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,92767.0,93005.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,5475.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
179,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-05-12 00:28:17.000000,2022-05-08 12:19:19,1770.0,93.0,1501,224.0,563.0,162.0,384.0,8506,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",93.0,32,True,2022-04-24 16:11:44.000,0.8.5,26.0,pyqlib,,,,['pytorch'],16.0,16.0,https://pypi.org/project/pyqlib,2022-04-24 16:11:44.000,,2623.0,2637.0,,,,,,,,1.0,285.0,,,,,,,,,,,,,,,,,,,,
180,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-05-12 12:06:58.000000,2022-05-11 22:07:36,2581.0,195.0,979,185.0,1289.0,204.0,532.0,8252,Data-centric declarative deep learning framework.,117.0,32,True,2022-05-10 18:20:58.000,0.5,23.0,ludwig,,,,['tensorflow'],122.0,113.0,https://pypi.org/project/ludwig,2022-05-10 18:21:23.000,9.0,3022.0,3022.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
181,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-05-12 13:09:13.000000,2022-05-12 12:30:17,1581.0,192.0,1915,167.0,2563.0,676.0,2759.0,7588,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",96.0,32,True,2022-04-24 05:05:40.000,2.4.0,7.0,paddledet,,,,['paddle'],15.0,15.0,https://pypi.org/project/paddledet,2022-04-24 05:05:40.000,,337.0,337.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
182,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-04-22 01:28:50.000000,2022-02-19 15:16:23,483.0,1.0,850,86.0,232.0,72.0,366.0,7336,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,32,True,2021-11-21 09:12:04.000,2.4.1,17.0,tensorboardX,conda-forge/tensorboardx,,,,19985.0,19109.0,https://pypi.org/project/tensorboardX,2022-02-22 14:24:47.000,876.0,1934831.0,1947995.0,https://anaconda.org/conda-forge/tensorboardx,2022-02-23 01:15:05.984,684219.0,,,,,2.0,349.0,,,,,,,,,,,,,,,,,,,,
183,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-05-12 08:26:21.000000,2022-05-11 17:09:06,950.0,78.0,789,126.0,1017.0,469.0,433.0,6728,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",104.0,32,True,2022-05-06 17:32:22.000,0.6.4,46.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],251.0,241.0,https://pypi.org/project/deepspeed,2022-05-06 17:31:17.000,10.0,175884.0,176375.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-03-09 21:34:10.973494,3.0,13748.0,2.0,,,,,,,,,,,,,,,,,,,,,
184,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939.0,2.0,1808,201.0,205.0,13.0,1333.0,6198,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1057.0,1011.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,20002.0,20143.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,977.0,,,,,3.0,131.0,,,,,,,,,,,,,,,,,,,,
185,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-05-11 18:45:36.000000,2022-05-11 18:45:33,1009.0,91.0,807,157.0,1270.0,162.0,630.0,6156,An open source python library for automated feature engineering.,64.0,32,True,2022-04-27 17:07:45.000,1.9.0,100.0,featuretools,conda-forge/featuretools,,,,63.0,,https://pypi.org/project/featuretools,2022-04-27 17:07:45.000,63.0,130582.0,132624.0,https://anaconda.org/conda-forge/featuretools,2022-04-27 22:39:32.834,83742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
186,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-04-24 08:05:00.000000,2021-06-08 14:06:40,742.0,,805,125.0,184.0,214.0,258.0,6114,Manipulate audio with a simple and easy high level interface.,91.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,13069.0,12168.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,1968483.0,1969037.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,22751.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
187,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-04-08 08:55:43.000000,2022-04-08 08:53:31,1377.0,1.0,815,219.0,207.0,164.0,225.0,5785,Efficiently computes derivatives of numpy code.,51.0,32,True,2017-08-24 17:00:41.000,1.1.13,25.0,autograd,conda-forge/autograd,,,,3647.0,3372.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,275.0,1117095.0,1120141.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493,210212.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
188,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-05-12 06:22:05.000000,2022-02-09 16:15:17,2589.0,,2034,164.0,858.0,120.0,1213.0,5594,Open Source Neural Machine Translation in PyTorch.,174.0,32,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],148.0,140.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,8.0,47822.0,47822.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
189,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-05-12 14:14:46.000000,2022-05-03 11:11:21,6033.0,51.0,757,109.0,686.0,139.0,518.0,4030,A PyTorch-based Speech Toolkit.,154.0,32,True,2021-12-20 04:22:27.000,0.5.11,10.0,speechbrain,,,,['pytorch'],174.0,172.0,https://pypi.org/project/speechbrain,2021-12-20 04:23:25.000,2.0,8180.0,8180.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
190,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-05-11 13:29:27.000000,2022-05-10 21:41:05,27885.0,278.0,1405,178.0,1772.0,103.0,1388.0,3991,mlpack: a scalable C++ machine learning library --.,287.0,32,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,315.0,2491.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,100133.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
191,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-05-12 13:58:14.000000,2022-05-12 06:45:43,17038.0,365.0,988,242.0,3373.0,445.0,855.0,3919,Building Large-Scale AI Applications for Distributed Big Data.,141.0,32,True,2022-03-09 07:47:13.000,2.0.0,223.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-05-12 13:09:01.000,1.0,7078.0,7078.0,,,,,,,,2.0,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,,
192,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-05-05 13:32:11.000000,2022-05-05 12:51:08,1792.0,64.0,165,66.0,102.0,63.0,427.0,3076,A grammar of graphics for Python.,94.0,32,True,2021-03-25 12:57:10.000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,203.0,,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000,203.0,250373.0,253106.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423,164038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
193,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-05-10 22:00:30.000000,2022-05-10 22:00:29,6934.0,15.0,587,124.0,1033.0,280.0,1041.0,2868,High-performance interactive 2D/3D data visualization library.,173.0,32,True,2022-04-18 18:40:13.000,0.10.0,30.0,vispy,conda-forge/vispy,,,['jupyter'],832.0,736.0,https://pypi.org/project/vispy,2022-04-18 19:26:41.000,96.0,54600.0,58669.0,https://anaconda.org/conda-forge/vispy,2022-04-18 23:44:31.256,222110.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,31.0,,,,,,,,,,,,,
194,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-05-09 10:57:49.000000,2022-05-06 23:42:49,1344.0,42.0,351,90.0,583.0,128.0,372.0,2772,Quickly and accurately render even the largest data.,47.0,32,True,2022-04-25 21:30:45.000,0.14.0,28.0,datashader,conda-forge/datashader,,,,1173.0,1078.0,https://pypi.org/project/datashader,2022-05-07 00:06:46.000,95.0,44202.0,49708.0,https://anaconda.org/conda-forge/datashader,2022-04-26 20:02:47.634,297371.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
195,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-05-11 22:32:58.000000,2022-05-02 15:37:33,3623.0,41.0,405,51.0,754.0,269.0,826.0,2754,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,93.0,32,True,2021-12-04 15:50:17.000,1.6.0,31.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],596.0,566.0,https://pypi.org/project/gpytorch,2021-12-04 15:50:17.000,30.0,175798.0,177040.0,https://anaconda.org/conda-forge/gpytorch,2021-12-14 02:46:49.626,32300.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
196,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-05-08 11:28:31.000000,2022-04-29 18:38:13,930.0,19.0,400,99.0,571.0,332.0,664.0,2654,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",122.0,32,True,2022-02-22 22:38:34.000,5.2.0,36.0,coremltools,conda-forge/coremltools,,,,1034.0,890.0,https://pypi.org/project/coremltools,2022-02-22 22:38:34.000,144.0,142690.0,144346.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,30047.0,,,,,1.0,4225.0,,,,,,,,,,,,,,,,,,,,
197,mrjob,Yelp/mrjob,data-pipelines,,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000,2022-03-23 19:55:26.000000,2020-11-16 22:20:52,8622.0,,600,111.0,919.0,205.0,1093.0,2579,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,32,False,2020-09-17 22:26:01.000,0.7.4,62.0,mrjob,conda-forge/mrjob,,,,1092.0,979.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000,113.0,85081.0,91772.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,454993.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
198,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-05-11 15:25:27.000000,2022-04-23 12:30:17,411.0,4.0,696,112.0,86.0,54.0,328.0,2490,"Hidden Markov Models in Python, with scikit-learn like API.",39.0,32,True,2022-02-10 14:13:50.000,0.2.7,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1396.0,1269.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,127.0,453100.0,455885.0,https://anaconda.org/conda-forge/hmmlearn,2022-02-12 03:10:38.209,116999.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
199,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-05-12 15:13:51.000000,2022-05-12 15:13:50,296.0,75.0,165,52.0,149.0,78.0,138.0,2416,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",43.0,32,True,2022-05-12 15:01:44.000,0.8.0,14.0,accelerate,conda-forge/accelerate,,,['pytorch'],504.0,491.0,https://pypi.org/project/accelerate,2022-05-12 15:00:57.000,13.0,1293414.0,1293651.0,https://anaconda.org/conda-forge/accelerate,2022-05-04 19:18:57.606,1659.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
200,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-04-18 14:24:32.000000,2021-05-04 18:33:52,542.0,,507,73.0,69.0,55.0,154.0,2238,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",36.0,32,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,1538.0,1406.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,681538.0,683030.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,88067.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
201,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000,2022-05-10 12:00:39.038000,2022-05-09 13:29:18,2637.0,82.0,887,113.0,381.0,54.0,275.0,2189,IPython Parallel: Interactive Parallel Computing in Python.,110.0,32,True,2022-04-01 18:12:45.000,8.2.1,39.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],286.0,,https://pypi.org/project/ipyparallel,2022-05-09 13:31:35.000,286.0,49641.0,57814.0,https://anaconda.org/conda-forge/ipyparallel,2022-05-10 12:00:39.038,596650.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
202,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-05-12 11:59:27.000000,2022-05-12 10:52:14,2815.0,10.0,632,79.0,762.0,224.0,561.0,2050,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",106.0,32,True,2022-03-30 19:18:53.000,0.1.18,17.0,pgmpy,,,,,363.0,352.0,https://pypi.org/project/pgmpy,2022-03-30 19:09:08.000,11.0,74159.0,74165.0,,,,,,,,2.0,152.0,,,,,,,,,,,,,,,,,,,,
203,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-05-12 06:58:06.000000,2022-05-12 02:55:56,1859.0,174.0,196,70.0,565.0,50.0,371.0,1804,Adaptive Experimentation Platform.,114.0,32,True,2022-04-26 19:55:48.000,0.2.5.1,27.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],285.0,270.0,https://pypi.org/project/ax-platform,2022-04-26 21:57:06.000,15.0,136985.0,137091.0,https://anaconda.org/conda-forge/ax-platform,2022-04-27 22:01:59.917,1167.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
204,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-05-10 17:03:37.000000,2022-05-10 14:33:45,2346.0,74.0,422,76.0,1120.0,129.0,642.0,1621,Gaussian processes in TensorFlow.,78.0,32,True,2022-05-10 10:29:01.000,2.5.2,37.0,gpflow,conda-forge/gpflow,,,['tensorflow'],386.0,357.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,17933.0,18167.0,https://anaconda.org/conda-forge/gpflow,2022-03-01 16:58:07.317,11237.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
205,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-05-09 22:53:04.000000,2018-10-12 15:53:05,1251.0,,267,53.0,152.0,99.0,217.0,1444,Python Geocoder.,73.0,32,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,5321.0,4829.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,413924.0,415498.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,99165.0,,,,,2.0,,,,,,,,,,,,,,,,,,geocoder,,,
206,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-05-12 08:10:45.000000,2022-05-12 08:10:39,740.0,19.0,276,122.0,684.0,162.0,151.0,1238,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",67.0,32,True,2022-03-18 17:04:59.000,0.7.2,26.0,tensorflow-model-optimization,,,,['tensorflow'],1788.0,1769.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,19.0,156988.0,156988.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-03-14 01:34:17.000000,2022-03-14 01:34:08,1747.0,3.0,193,29.0,190.0,16.0,354.0,1173,The ctypes-based simple ImageMagick binding for Python.,97.0,32,True,2021-08-17 02:43:04.000,0.6.7,50.0,wand,conda-forge/wand,,,,11613.0,10934.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,679.0,420971.0,421476.0,https://anaconda.org/conda-forge/wand,2020-11-30 13:27:29.373,10822.0,,,,,2.0,7490.0,,,,,,,,,,,,,,,,,,,,
208,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-04-25 15:29:23.000000,2022-04-25 15:22:20,1057.0,11.0,205,35.0,223.0,28.0,255.0,1166,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",20.0,32,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,2127.0,2076.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,1207855.0,1209803.0,https://anaconda.org/conda-forge/pmdarima,2022-02-24 09:21:50.856,37030.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
209,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-05-11 20:58:46.000000,2022-05-11 04:43:18,682.0,71.0,211,40.0,762.0,83.0,127.0,938,Making text a first-class citizen in TensorFlow.,86.0,32,True,2022-04-21 02:58:05.000,2.8.2,53.0,tensorflow-text,,,,['tensorflow'],1858.0,1781.0,https://pypi.org/project/tensorflow-text,2022-05-06 19:58:55.000,77.0,3032432.0,3032432.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
210,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-05-11 14:44:53.000000,2022-03-01 20:04:14,1294.0,2.0,178,46.0,419.0,77.0,599.0,913,Fiona reads and writes geographic data files.,66.0,32,True,2022-02-07 17:34:18.000,1.8.21,99.0,fiona,conda-forge/fiona,,,,9313.0,8540.0,https://pypi.org/project/fiona,2022-02-07 17:17:02.000,773.0,2578765.0,2616509.0,https://anaconda.org/conda-forge/fiona,2022-03-26 18:46:30.295,2793107.0,,,,,2.0,,,-2.0,,,,,,,,,,,,,,,,,,
211,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-05-12 10:24:17.000000,2022-05-08 22:34:02,12182.0,226.0,357,50.0,1757.0,147.0,658.0,512,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",130.0,32,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,,632.0,552.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,12536.0,16612.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,293502.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
212,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-05-11 19:47:05.000000,2022-05-11 19:23:28,15656.0,436.0,89,26.0,3120.0,475.0,3019.0,313,"Keep code, data, containers under control with git and git-annex.",47.0,32,True,2022-04-21 12:58:50.000,0.16.2,81.0,datalad,conda-forge/datalad,,,,52.0,,https://pypi.org/project/datalad,2022-04-21 12:59:13.000,52.0,7789.0,11813.0,https://anaconda.org/conda-forge/datalad,2022-04-19 18:35:34.864,201223.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
