,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
292,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2022-02-17 22:38:16.000000,2022-02-17 22:38:15,288.0,4.0,439,44.0,176.0,93.0,100.0,1011,"Utilities for working with image data, text data, and sequence data.",51.0,30,True,2020-05-14 03:53:47.000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,['tensorflow'],,8742000.0,1481.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000,1481.0,8715182.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923,1206811.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
293,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-03-02 09:00:48.000000,2022-03-02 08:52:27,1865.0,28.0,211,35.0,133.0,37.0,341.0,934,Python interface for igraph.,59.0,30,False,2022-01-10 14:51:15.000,0.9.9,27.0,python-igraph,conda-forge/igraph,,350507.0,244800.0,854.0,484.0,https://pypi.org/project/python-igraph,2022-01-10 14:51:15.000,370.0,234860.0,https://anaconda.org/conda-forge/igraph,2022-01-11 11:59:41.931,271428.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
294,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-03-02 14:57:57.000000,2022-02-18 04:49:06,3057.0,22.0,220,46.0,241.0,68.0,235.0,875,"OpenCL integration for Python, plus shiny features.",90.0,30,True,2022-01-17 04:42:46.000,2021.2.13,76.0,pyopencl,conda-forge/pyopencl,,,35450.0,820.0,640.0,https://pypi.org/project/pyopencl,2022-02-10 23:03:34.000,180.0,26798.0,https://anaconda.org/conda-forge/pyopencl,2022-02-24 00:02:12.712,562380.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
295,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-03-03 14:29:11.000000,2022-03-02 19:15:20,9723.0,323.0,228,31.0,1302.0,386.0,446.0,803,Python package for earth-observing satellite data processing.,122.0,30,False,2022-02-18 21:48:55.000,0.34.0,75.0,satpy,conda-forge/satpy,,,4869.0,67.0,59.0,https://pypi.org/project/satpy,2022-02-18 21:48:55.000,8.0,2988.0,https://anaconda.org/conda-forge/satpy,2022-02-19 02:47:17.579,82769.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2021-12-03 07:10:56.000000,2020-01-31 13:06:18,347.0,,4144,580.0,367.0,472.0,430.0,12371,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,29,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,1305.0,409.0,370.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1305.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-03-02 00:50:58.000000,2022-03-02 00:50:17,222.0,25.0,1426,108.0,27.0,85.0,89.0,8768,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",14.0,29,True,2022-03-02 00:50:58.000,0.27.0,117.0,vit-pytorch,,['pytorch'],,12561.0,72.0,71.0,https://pypi.org/project/vit-pytorch,2022-03-02 00:50:58.000,1.0,12561.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-02-28 14:15:09.000000,2021-07-17 22:17:12,2385.0,,2451,545.0,196.0,37.0,,8276,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,16473.0,984.0,935.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,49.0,16473.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
299,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-01-29 13:11:26.000000,2019-09-27 15:23:22,513.0,,1112,369.0,74.0,60.0,205.0,7438,StarCraft II Learning Environment.,34.0,29,False,2019-09-27 15:48:01.000,3.0.0,7.0,pysc2,,,28023.0,2826.0,381.0,356.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,25.0,2317.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2022-02-15 02:05:47.000000,2021-10-29 08:29:08,3350.0,,1530,463.0,697.0,28.0,438.0,6912,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,29,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,['tensorflow'],1362.0,3175.0,40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,3155.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-03-03 13:08:00.000000,2022-03-03 13:08:00,5019.0,447.0,640,229.0,1116.0,95.0,777.0,5998,In-Database Machine Learning.,103.0,29,False,2022-02-23 15:52:52.000,22.2.4.1,96.0,mindsdb,,['pytorch'],,12524.0,4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,12524.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
302,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-01-05 17:17:48.000000,2019-11-11 22:14:54,308.0,,1323,216.0,154.0,40.0,219.0,5212,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,['tensorflow'],,2131.0,610.0,557.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,53.0,2131.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
303,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184.0,,1318,306.0,290.0,134.0,265.0,4276,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,6376.0,405.0,373.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6212.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8049.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
304,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-03-03 14:16:19.000000,2022-03-02 02:56:51,454.0,17.0,614,96.0,195.0,94.0,345.0,3938,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,29,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,292183.0,697.0,652.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,289900.0,https://anaconda.org/conda-forge/lightfm,2021-02-07 22:19:58.097,114177.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-02-10 14:40:45.000000,2022-01-26 14:08:42,1315.0,1.0,339,82.0,336.0,97.0,429.0,3742,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",96.0,29,True,2020-12-14 15:21:05.000,0.8.2,27.0,sacred,conda-forge/sacred,,,29210.0,1337.0,1235.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,29170.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,160.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-02-26 22:02:42.000000,2022-02-26 22:02:41,871.0,10.0,514,105.0,580.0,96.0,561.0,3521,Visual analysis and diagnostic tools to facilitate machine learning model selection.,103.0,29,True,2022-02-19 22:49:03.000,1.4,23.0,yellowbrick,conda-forge/yellowbrick,['sklearn'],,400182.0,62.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,62.0,399096.0,https://anaconda.org/conda-forge/yellowbrick,2021-05-06 19:15:50.988,20649.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,
307,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-03-03 00:23:28.000000,2022-03-03 00:23:27,1557.0,325.0,938,121.0,128.0,79.0,301.0,3421,FinRL: Financial Reinforcement Learning Framework. Please star.,56.0,29,True,2022-01-08 13:58:14.000,0.3.4,6.0,finrl,,,,660.0,10.0,10.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,660.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
308,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-03-02 20:31:07.000000,2022-03-02 15:30:41,958.0,28.0,307,66.0,1153.0,108.0,154.0,3244,A Python toolbox for performing gradient-free optimization.,47.0,29,True,2021-01-28 12:05:40.000,0.4.3,35.0,nevergrad,conda-forge/nevergrad,,,21410.0,312.0,294.0,https://pypi.org/project/nevergrad,2022-02-21 21:07:22.000,18.0,20428.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,22591.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
309,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-02-18 16:18:28.000000,2022-02-18 16:15:13,3260.0,37.0,348,79.0,285.0,8.0,338.0,3193,Online machine learning in Python.,73.0,29,True,2022-02-04 15:14:56.000,0.10.0,6.0,river,conda-forge/river,,,7758.0,87.0,81.0,https://pypi.org/project/river,2022-02-04 15:29:10.000,6.0,7142.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,6776.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-02-23 20:04:01.000000,2022-01-04 22:17:09,710.0,18.0,338,36.0,109.0,29.0,140.0,2978,Data augmentation for NLP.,26.0,29,True,2021-12-25 02:49:58.000,1.1.10,36.0,nlpaug,conda-forge/nlpaug,,,47289.0,276.0,262.0,https://pypi.org/project/nlpaug,2021-12-23 17:35:56.000,14.0,47143.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,1319.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2022-02-23 20:26:41.000000,2022-02-21 05:08:38,933.0,3.0,512,102.0,315.0,59.0,609.0,2842,"Fast, flexible and easy to use probabilistic modelling in Python.",65.0,29,True,2021-11-19 21:46:05.000,0.14.7,68.0,pomegranate,conda-forge/pomegranate,,,42104.0,683.0,637.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,46.0,39596.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020,80282.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
312,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-02-18 19:02:18.000000,2022-02-18 18:52:44,436.0,59.0,430,68.0,216.0,42.0,203.0,2825,Uplift modeling and causal inference with machine learning algorithms.,37.0,29,True,2022-02-18 19:02:18.000,0.12.2,18.0,causalml,,,,43553.0,38.0,37.0,https://pypi.org/project/causalml,2022-02-18 19:02:18.000,1.0,43553.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
313,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-02-08 20:10:37.000000,2021-08-13 10:24:05,170.0,,214,42.0,38.0,22.0,57.0,2762,A simple command-line utility for querying and monitoring GPU status.,12.0,29,True,2019-07-22 06:37:00.000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,470341.0,1757.0,1658.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000,99.0,466884.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,124484.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
314,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2021-11-22 21:32:33.032000,2021-09-19 04:51:57,1511.0,,377,97.0,119.0,60.0,333.0,2707,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,45.0,29,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,120982.0,606.0,559.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,47.0,118912.0,https://anaconda.org/conda-forge/nmslib,2021-11-22 21:32:33.032,47625.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
315,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2022-01-27 08:50:43.000000,2022-01-25 17:32:20,4123.0,12.0,338,85.0,56.0,127.0,177.0,2651,a library for audio and music analysis.,24.0,29,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,10395.0,314.0,289.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,25.0,2212.0,https://anaconda.org/conda-forge/aubio,2021-11-09 17:08:03.654,491001.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-02-28 10:07:27.000000,2021-11-11 16:56:57,430.0,,223,33.0,381.0,16.0,28.0,2339,torch-optimizer -- collection of optimizers for Pytorch.,25.0,29,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,77835.0,508.0,485.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,77759.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,841.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
317,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-02-12 00:17:01.000000,2022-02-12 00:15:46,1686.0,36.0,376,46.0,331.0,61.0,300.0,2165,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2021-02-23 07:09:34.000,3.3.1,68.0,foolbox,conda-forge/foolbox,,,2885.0,280.0,267.0,https://pypi.org/project/foolbox,2021-02-23 07:07:53.000,13.0,2615.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,5419.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
318,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-03-03 14:28:57.000000,2022-03-03 14:28:48,1031.0,90.0,207,49.0,100.0,32.0,265.0,2114,STUMPY is a powerful and scalable Python library for modern time series analysis.,29.0,29,True,2021-12-24 18:12:10.000,1.10.2,25.0,stumpy,conda-forge/stumpy,,,318035.0,4.0,,https://pypi.org/project/stumpy,2021-12-24 18:12:10.000,4.0,316987.0,https://anaconda.org/conda-forge/stumpy,2021-12-24 18:44:17.831,35665.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
319,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-03-03 12:08:51.000000,2022-02-24 18:25:40,686.0,40.0,136,35.0,194.0,35.0,100.0,1768,JAX-based neural network library.,57.0,29,True,2022-02-14 13:30:31.000,0.0.6,8.0,dm-haiku,conda-forge/dm-haiku,,,87529.0,376.0,346.0,https://pypi.org/project/dm-haiku,2022-02-14 13:30:31.000,30.0,87369.0,https://anaconda.org/conda-forge/dm-haiku,2022-02-14 15:16:38.407,2081.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
320,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-02-23 11:49:46.000000,2022-02-23 11:49:38,1174.0,85.0,268,31.0,479.0,161.0,237.0,1763,Time series forecasting with PyTorch.,28.0,29,True,2021-11-29 19:55:05.000,0.9.2,29.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,29021.0,4.0,,https://pypi.org/project/pytorch-forecasting,2021-11-29 19:55:05.000,4.0,28117.0,https://anaconda.org/conda-forge/pytorch-forecasting,2021-11-29 23:42:09.447,16272.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-03-01 08:33:09.000000,2022-02-11 20:09:49,632.0,16.0,470,172.0,59.0,6.0,376.0,1723,Python sync/async framework for Interactive Brokers API.,29.0,29,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,12071.0,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,11618.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,14521.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,datatable,h2oai/datatable,data-containers,,https://github.com/h2oai/datatable,https://github.com/h2oai/datatable,MPL-2.0,2017-03-03 02:32:59.000,2022-02-28 22:39:56.000000,2022-02-28 22:39:55,2125.0,23.0,127,102.0,1809.0,136.0,1255.0,1458,A Python package for manipulating 2-dimensional tabular data structures.,33.0,29,True,2021-07-02 00:15:35.000,1.0.0,16.0,datatable,conda-forge/datatable,,1225.0,84748.0,12.0,,https://pypi.org/project/datatable,2021-07-01 23:36:34.000,12.0,83935.0,https://anaconda.org/conda-forge/datatable,2020-12-23 12:48:44.694,11874.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
323,lightning-flash,PyTorchLightning/lightning-flash,pytorch-utils,,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2022-03-03 14:07:27.000000,2022-03-03 13:05:51,836.0,123.0,150,33.0,756.0,42.0,384.0,1400,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,64.0,29,True,2022-03-01 19:46:00.000,0.7.1,31.0,lightning-flash,conda-forge/lightning-flash,['pytorch'],,3631.0,56.0,54.0,https://pypi.org/project/lightning-flash,2022-03-01 19:46:00.000,2.0,3517.0,https://anaconda.org/conda-forge/lightning-flash,2022-03-01 23:40:40.426,803.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
324,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-03-03 01:10:57.000000,2022-03-01 02:15:14,872.0,29.0,451,112.0,245.0,10.0,277.0,1200,Execute Python code on the fly and display results in Tableau visualizations:.,46.0,29,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,19777.0,85.0,83.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,19736.0,https://anaconda.org/anaconda/tabpy-client,2022-01-20 12:23:08.667,2454.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-02-26 20:35:23.000000,2022-02-26 20:35:04,488.0,18.0,365,54.0,31.0,17.0,122.0,972,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",20.0,29,True,2021-10-08 04:41:31.000,0.11.1,14.0,kmodes,conda-forge/kmodes,,,321708.0,1050.0,1024.0,https://pypi.org/project/kmodes,2021-10-08 04:35:56.000,26.0,321441.0,https://anaconda.org/conda-forge/kmodes,2022-01-26 20:23:36.261,6162.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
326,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-03-02 22:57:37.000000,2022-02-09 02:40:19,2585.0,35.0,233,32.0,33.0,3.0,388.0,958,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,13.0,29,True,2022-02-09 02:41:31.000,0.29.2,163.0,ktrain,,['tensorflow'],,33339.0,268.0,266.0,https://pypi.org/project/ktrain,2022-02-09 02:40:08.000,2.0,33339.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
327,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2022-03-01 19:28:55.000000,2022-02-22 15:47:37,1173.0,14.0,85,24.0,49.0,27.0,170.0,924,Statistical package in Python based on Pandas.,26.0,29,False,2022-02-20 17:08:26.000,0.5.1,36.0,pingouin,conda-forge/pingouin,,,71158.0,503.0,478.0,https://pypi.org/project/pingouin,2021-10-28 21:59:14.000,25.0,69844.0,https://anaconda.org/conda-forge/pingouin,2022-02-20 19:06:42.211,51271.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
328,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000,2022-02-10 00:14:26.000000,2022-02-04 23:04:54,915.0,11.0,194,42.0,391.0,15.0,150.0,869,ARCH models in Python.,30.0,29,False,2021-11-19 16:00:03.000,5.1.0,35.0,arch,conda-forge/arch-py,,,151626.0,510.0,472.0,https://pypi.org/project/arch,2021-11-19 16:00:03.000,38.0,148312.0,https://anaconda.org/conda-forge/arch-py,2021-11-20 00:25:28.916,92808.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
329,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2021-09-26 16:29:44.000000,2021-09-26 16:29:39,539.0,,94,29.0,52.0,73.0,68.0,814,Describing statistical models in Python using symbolic formulas.,16.0,29,True,2021-09-27 02:10:26.000,0.5.2,9.0,patsy,conda-forge/patsy,,,5916407.0,50556.0,47910.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2646.0,5852778.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:31.594,4263198.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
330,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-02-11 17:30:35.000000,2022-02-11 17:29:47,3614.0,22.0,307,67.0,640.0,22.0,493.0,708,The Classical Language Toolkit.,114.0,29,True,2022-02-11 17:30:35.000,1.0.24,194.0,cltk,,,25.0,5483.0,233.0,191.0,https://pypi.org/project/cltk,2022-02-11 17:30:35.000,42.0,5483.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
331,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2022-03-02 21:00:34.000000,2022-03-02 19:51:31,740.0,40.0,116,47.0,66.0,37.0,116.0,609,Library for exploring and validating machine learning data.,23.0,29,True,2022-03-02 20:48:55.000,1.7.0,37.0,tensorflow-data-validation,,"['tensorflow', 'jupyter']",299.0,1361648.0,457.0,430.0,https://pypi.org/project/tensorflow-data-validation,2022-03-02 21:00:34.000,27.0,1361641.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
