,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
262,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-07-07 09:34:16.000000,2022-07-06 15:45:05,891.0,20.0,300,46.0,274.0,72.0,202.0,2364,NeuralProphet: A simple forecasting package.,24.0,30,True,2022-03-22 02:55:21.000,0.3.2,12.0,neuralprophet,,['pytorch'],,66426.0,95.0,95.0,https://pypi.org/project/neuralprophet,2022-03-22 02:55:21.000,,66426.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
263,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-07-06 09:57:00.000000,2022-07-06 02:29:40,915.0,43.0,184,53.0,95.0,1.0,223.0,2291,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,30,True,2022-07-05 17:24:39.000,0.2.6,18.0,vidgear,,,603.0,9474.0,222.0,217.0,https://pypi.org/project/vidgear,2022-07-05 17:24:39.000,5.0,9459.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
264,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-07-04 22:41:44.000000,2022-06-30 18:25:48,2682.0,79.0,901,114.0,395.0,54.0,278.0,2221,IPython Parallel: Interactive Parallel Computing in Python.,111.0,30,False,2022-06-16 08:29:14.000,8.4.0,41.0,ipyparallel,conda-forge/ipyparallel,['jupyter'],,58993.0,287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,50521.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,635420.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
265,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-07-06 21:16:08.000000,2022-06-17 20:29:08,1584.0,3.0,277,59.0,137.0,87.0,184.0,2170,A machine learning toolkit dedicated to time-series data.,39.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,['sklearn'],,97826.0,543.0,524.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,92792.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,261801.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
266,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-07-04 19:50:53.000000,2022-07-04 19:50:44,1430.0,148.0,329,31.0,570.0,229.0,252.0,2082,Time series forecasting with PyTorch.,30.0,30,True,2022-05-23 11:53:35.000,0.10.2,32.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,79480.0,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,78477.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,22077.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
267,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-07-06 06:20:31.000000,2022-07-05 19:14:47,3545.0,19.0,174,53.0,1254.0,113.0,648.0,1748,Ahead of Time compiler for numeric kernels.,66.0,30,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,340569.0,183.0,169.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,14.0,335651.0,https://anaconda.org/conda-forge/pythran,2022-04-10 10:43:10.231,245913.0,2.0,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
268,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-07-07 10:45:13.000000,2022-07-04 19:41:19,447.0,62.0,190,43.0,418.0,127.0,176.0,1693,Algorithms for explaining machine learning models.,18.0,30,True,2022-05-18 11:35:00.000,0.7.0,25.0,alibi,,,,24993.0,204.0,180.0,https://pypi.org/project/alibi,2022-05-18 11:32:55.000,24.0,24993.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
269,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000,2022-07-03 15:25:48.000000,2022-01-07 20:13:06,422.0,,148,42.0,53.0,10.0,99.0,1683,a python library for doing approximate and phonetic matching of strings.,25.0,30,True,2022-01-07 20:20:43.000,0.9.0,32.0,jellyfish,conda-forge/jellyfish,,,2218529.0,4309.0,3911.0,https://pypi.org/project/jellyfish,2022-01-07 20:20:43.000,398.0,2214797.0,https://anaconda.org/conda-forge/jellyfish,2022-04-08 08:13:55.565,261247.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
270,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,323,57.0,65.0,86.0,78.0,1623,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,30,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,741895.0,3786.0,3656.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,130.0,741031.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,42370.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
271,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-07-07 15:02:04.000000,2022-07-07 14:24:15,2633.0,166.0,383,54.0,2091.0,224.0,547.0,1473,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,112.0,30,True,2022-06-20 21:12:41.000,0.24.0,37.0,pennylane,conda-forge/pennylane,,60.0,15542.0,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,15233.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,2468.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
272,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-06-25 19:38:36.759000,2022-06-24 23:29:41,1524.0,5.0,260,54.0,119.0,67.0,159.0,1334,"CUDA integration for Python, plus shiny features.",76.0,30,True,2022-06-24 23:18:35.000,2022.1,48.0,pycuda,conda-forge/pycuda,,,37126.0,1577.0,1377.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,31929.0,https://anaconda.org/conda-forge/pycuda,2022-06-25 19:38:36.759,83161.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
273,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-07-06 20:34:06.000000,2022-07-06 20:33:49,1481.0,52.0,241,44.0,210.0,45.0,146.0,1258,TensorLy: Tensor Learning in Python.,53.0,30,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,10478.0,301.0,271.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,5264.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,260705.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
274,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2022-07-06 22:38:23.000000,2022-06-24 17:41:06,1197.0,17.0,104,26.0,62.0,32.0,189.0,1117,Statistical package in Python based on Pandas.,32.0,30,False,2022-06-24 18:07:38.000,0.5.2,37.0,pingouin,conda-forge/pingouin,,,68732.0,649.0,616.0,https://pypi.org/project/pingouin,2022-06-24 17:59:52.000,33.0,67314.0,https://anaconda.org/conda-forge/pingouin,2022-06-24 21:24:35.163,60999.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
275,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-06-24 01:58:19.000000,2022-06-24 01:58:14,517.0,10.0,372,52.0,34.0,17.0,132.0,1053,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-04-14 21:25:10.000,0.12.1,16.0,kmodes,conda-forge/kmodes,,,352756.0,1319.0,1293.0,https://pypi.org/project/kmodes,2022-04-14 21:22:39.000,26.0,352339.0,https://anaconda.org/conda-forge/kmodes,2022-04-15 01:12:43.970,11273.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
276,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2022-05-23 19:42:53.000000,2022-05-22 19:18:50,2819.0,101.0,244,32.0,35.0,3.0,416.0,1023,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,15.0,30,True,2022-05-20 16:09:28.000,0.31.2,172.0,ktrain,,['tensorflow'],,23307.0,309.0,306.0,https://pypi.org/project/ktrain,2022-05-20 16:08:40.000,3.0,23307.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
277,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2022-07-06 15:37:05.000000,2022-07-06 15:33:12,1405.0,45.0,153,20.0,646.0,105.0,382.0,935,Clean APIs for data cleaning. Python implementation of R package Janitor.,104.0,30,True,2022-05-03 04:09:24.000,0.23.1,55.0,pyjanitor,conda-forge/pyjanitor,,,29499.0,202.0,191.0,https://pypi.org/project/pyjanitor,2022-05-03 04:09:18.000,11.0,27101.0,https://anaconda.org/conda-forge/pyjanitor,2021-11-22 17:28:45.154,124717.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
278,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-07-07 12:26:11.000000,2022-07-05 21:22:50,10387.0,309.0,147,14.0,186.0,63.0,137.0,893,Huggingface Transformers + Adapters =.,1317.0,30,True,2022-05-18 08:48:09.000,adapters3.0.1,15.0,adapter-transformers,,['huggingface'],,49631.0,83.0,78.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,49631.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
279,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-07-07 09:59:57.000000,2022-07-07 09:59:57,10202.0,216.0,235,31.0,1369.0,376.0,468.0,843,Python package for earth-observing satellite data processing.,122.0,30,False,2022-04-14 07:42:54.000,0.36.0,77.0,satpy,conda-forge/satpy,,,5880.0,82.0,71.0,https://pypi.org/project/satpy,2022-04-14 07:42:54.000,11.0,3889.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,95609.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
280,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919.0,,161,34.0,108.0,33.0,44.0,574,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,8790390.0,6749.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6745.0,8725423.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,4612716.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
281,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-07-04 07:57:24.000000,2022-06-22 07:37:23,544.0,7.0,34,12.0,43.0,5.0,23.0,189,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,11.0,30,False,2022-06-22 18:35:26.000,0.7.8,40.0,blis,conda-forge/cython-blis,,,3930753.0,19463.0,19233.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,230.0,3891021.0,https://anaconda.org/conda-forge/cython-blis,2022-06-27 08:19:21.216,1589319.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
282,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2022-06-28 03:14:20.000000,2022-06-10 09:22:51,484.0,3.0,2189,367.0,93.0,149.0,536.0,19941,Deezer source separation library including pretrained models.,19.0,29,True,2022-06-10 13:19:35.000,2.3.1,35.0,spleeter,conda-forge/spleeter,['tensorflow'],1739793.0,67813.0,5.0,,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,5.0,13031.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220,65959.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
283,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-06-22 08:30:21.000000,2021-07-17 22:17:12,2385.0,,2768,553.0,200.0,43.0,,8973,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,13393.0,1139.0,1089.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,50.0,13393.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
284,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-07-07 12:33:29.000000,2022-07-07 12:33:29,6058.0,773.0,848,277.0,1339.0,125.0,913.0,8309,In-Database Machine Learning.,115.0,29,False,2022-06-24 10:52:33.000,22.6.2.2,100.0,mindsdb,,['pytorch'],,4204.0,4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,4204.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
285,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2022-07-03 07:17:48.000000,2021-12-21 03:31:43,507.0,,1005,152.0,404.0,50.0,440.0,6487,Automatic extraction of relevant features from time series:.,82.0,29,True,2021-12-21 03:37:03.000,0.19.0,27.0,tsfresh,conda-forge/tsfresh,['sklearn'],,417304.0,59.0,,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,59.0,413989.0,https://anaconda.org/conda-forge/tsfresh,2021-12-21 18:56:28.651,185649.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
286,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-07-06 21:38:12.000000,2022-07-06 21:36:45,809.0,100.0,893,137.0,106.0,79.0,984.0,6130,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,89.0,29,False,2022-04-28 16:15:23.000,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,['pytorch'],,14206.0,234.0,229.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,5.0,12608.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,51141.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
287,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201.0,,1331,189.0,780.0,25.0,422.0,5528,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1313.0,348.0,337.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1177.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,3416.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
288,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-07-07 12:58:43.000000,2022-07-06 20:59:41,4087.0,54.0,557,105.0,306.0,33.0,341.0,5358,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",95.0,29,True,2022-06-21 12:12:14.000,0.7.1,38.0,tts,conda-forge/tts,"['pytorch', 'tensorflow']",203006.0,18466.0,5.0,,https://pypi.org/project/tts,2022-06-21 12:14:41.000,5.0,5484.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,2655.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
289,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-05-23 13:10:46.000000,2019-11-11 22:14:54,308.0,,1323,211.0,156.0,40.0,227.0,5287,Deep Reinforcement Learning for Keras.,40.0,29,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,['tensorflow'],,2416.0,645.0,592.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,53.0,2416.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
290,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-07-02 13:10:59.000000,2022-04-19 21:26:51,771.0,3.0,1069,210.0,87.0,176.0,118.0,4857,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,29,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,29088.0,299.0,280.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,19.0,29088.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
291,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184.0,,1380,306.0,290.0,135.0,265.0,4477,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,6654.0,459.0,427.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6487.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8880.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
292,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-07-07 12:26:31.000000,2022-07-06 09:46:34,799.0,53.0,443,41.0,543.0,180.0,337.0,4349,A python library for easy manipulation and forecasting of time series.,56.0,29,True,2022-06-22 08:12:22.000,0.20.0,30.0,u8darts,conda-forge/u8darts-all,,,5223.0,75.0,72.0,https://pypi.org/project/u8darts,2022-06-22 08:12:22.000,3.0,4565.0,https://anaconda.org/conda-forge/u8darts-all,2022-06-22 15:37:48.156,7812.0,2.0,,,,,,,,,unit8/darts,https://hub.docker.com/r/unit8/darts,2022-06-22 08:17:10.905791,,345.0,,,,,,,,,,,
293,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2022-07-05 23:35:51.000000,2022-07-05 23:35:50,5836.0,26.0,492,153.0,1743.0,241.0,1286.0,3852,ArrayFire: a general purpose GPU library.,81.0,29,True,2022-05-19 15:14:26.000,3.8.2,32.0,arrayfire,,,2480.0,6600.0,5.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,5.0,6571.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
294,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-07-07 03:03:05.000000,2022-07-07 03:03:04,503.0,60.0,287,88.0,343.0,74.0,140.0,3695,Development repository for the Triton language and compiler.,41.0,29,True,2021-10-15 01:19:15.000,1.1.1,142.0,triton,,,,79289.0,114.0,111.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,79289.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
295,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-07-07 08:09:26.000000,2022-06-24 17:33:46,473.0,21.0,499,71.0,233.0,55.0,218.0,3128,Uplift modeling and causal inference with machine learning algorithms.,43.0,29,True,2022-03-14 23:38:27.000,0.12.3,19.0,causalml,,,,41895.0,51.0,50.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,41895.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
296,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2022-04-29 04:46:04.000000,2022-04-29 04:19:24,1698.0,4.0,361,46.0,1073.0,5.0,333.0,2958,Accelerated deep learning R&D.,103.0,29,True,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,['pytorch'],,338167.0,611.0,582.0,https://pypi.org/project/catalyst,2022-04-29 04:46:04.000,29.0,338167.0,,,,2.0,,,-2.0,,,,,,,,,,,,,,,,,,,,,
297,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-07-05 04:40:48.000000,2022-07-05 04:34:16,179.0,7.0,244,42.0,41.0,23.0,66.0,2910,A simple command-line utility for querying and monitoring GPU status.,14.0,29,True,2019-07-22 06:37:00.000,0.6.0,12.0,gpustat,conda-forge/gpustat,,,667795.0,2133.0,2018.0,https://pypi.org/project/gpustat,2022-07-05 04:37:11.000,115.0,664462.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,133322.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
298,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-06-29 17:49:53.292000,2022-06-29 12:31:38,330.0,9.0,230,58.0,43.0,11.0,,2883,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",12.0,29,True,2022-06-29 12:49:51.000,4.3.0,23.0,textdistance,conda-forge/textdistance,,734.0,570537.0,2451.0,2410.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,41.0,567720.0,https://anaconda.org/conda-forge/textdistance,2022-06-29 17:49:53.292,140242.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
299,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-06-13 19:25:43.000000,2022-06-13 19:25:43,415.0,9.0,471,113.0,73.0,14.0,89.0,2851,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:46.000,0.10.0,15.0,sumy,conda-forge/sumy,,,23273.0,1411.0,1310.0,https://pypi.org/project/sumy,2022-04-21 21:59:46.000,101.0,23161.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1461.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
300,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-07-07 13:21:24.000000,2022-07-04 14:47:10,14814.0,47.0,410,70.0,2772.0,689.0,1368.0,2810,cuML - RAPIDS Machine Learning Library.,153.0,29,True,2022-07-06 17:09:54.000,22.06.01,23.0,cuml,,,,729.0,3.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,3.0,729.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
