,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
291,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-08-03 09:45:20.000000,2024-02-20 22:38:05,385.0,,2157.0,289.0,98.0,311.0,446.0,8725.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,30,True,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,,1765.0,1746.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,9976.0,21789.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,8755.0,,,,,2.0,955629.0,,,,,,,,,,,,,,,,,,,
292,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2025-02-20 12:25:20.000000,2024-12-13 16:40:15,828.0,9.0,410.0,71.0,305.0,62.0,534.0,4849.0,Visualizer for pandas data structures.,30.0,30,True,2024-12-13 16:37:39.000,3.16.1,190.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1409.0,1361.0,https://pypi.org/project/dtale,2024-12-13 16:37:39.000,48.0,99437.0,106272.0,https://anaconda.org/conda-forge/dtale,2024-12-13 17:33:14.415,389651.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
293,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-12-16 22:42:59.295000,2024-11-05 15:19:52,1478.0,,760.0,76.0,1824.0,331.0,637.0,4777.0,Probabilistic time series modeling in Python.,117.0,30,True,2024-11-11 08:51:05.000,0.16.0,112.0,gluonts,anaconda/gluonts,,,['mxnet'],33.0,,https://pypi.org/project/gluonts,2024-11-11 08:51:05.000,33.0,608498.0,608535.0,https://anaconda.org/anaconda/gluonts,2024-12-16 22:42:59.295,1494.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
294,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2024-12-23 15:30:17.782000,2022-07-07 05:16:43,738.0,,463.0,42.0,126.0,76.0,154.0,4507.0,Data augmentation for NLP.,33.0,30,False,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,,1635.0,1570.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,65.0,137569.0,138291.0,https://anaconda.org/conda-forge/nlpaug,2024-12-23 15:30:17.782,31780.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
295,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2024-12-25 13:43:02.087000,2024-01-12 14:48:30,249.0,,283.0,44.0,51.0,28.0,97.0,4133.0,A simple command-line utility for querying and monitoring GPU status.,17.0,30,False,2023-08-22 19:40:33.000,1.1.1,15.0,gpustat,conda-forge/gpustat,,,,6911.0,6761.0,https://pypi.org/project/gpustat,2023-08-22 19:39:06.000,150.0,602802.0,608655.0,https://anaconda.org/conda-forge/gpustat,2024-12-25 13:43:02.087,298529.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
296,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2025-02-15 00:53:11.000000,2025-02-15 00:53:08,1296.0,41.0,512.0,66.0,800.0,3.0,564.0,3930.0,On-device wake word detection powered by deep learning.,42.0,30,True,2025-02-05 18:37:30.000,3.0.5,37.0,pvporcupine,,,,,78.0,40.0,https://pypi.org/project/pvporcupine,2025-02-05 18:37:30.000,38.0,18830.0,18830.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
297,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2025-02-11 15:39:48.000000,2024-10-22 15:05:01,3667.0,,466.0,102.0,1069.0,271.0,368.0,3642.0,Plotting library for IPython/Jupyter notebooks.,65.0,30,True,2024-12-24 14:19:50.859,0.5.45,113.0,bqplot,conda-forge/bqplot,,,['jupyter'],188.0,61.0,https://pypi.org/project/bqplot,2024-12-24 14:19:25.000,106.0,175049.0,203445.0,https://anaconda.org/conda-forge/bqplot,2024-12-16 10:22:21.065,1498319.0,,,,,3.0,,bqplot,https://www.npmjs.com/package/bqplot,2024-12-24 14:19:50.859,21.0,2110.0,,,,,,,,,,,,,,
298,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2024-09-21 03:01:04.000000,2024-09-21 03:01:04,1581.0,,450.0,93.0,127.0,92.0,348.0,3446.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,49.0,30,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,1368.0,1305.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,63.0,405135.0,408683.0,https://anaconda.org/conda-forge/nmslib,2024-09-09 06:18:10.925,184516.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
299,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2024-10-31 19:43:08.823000,2024-10-31 09:14:19,481.0,,739.0,122.0,132.0,71.0,375.0,3122.0,"Hidden Markov Models in Python, with scikit-learn like API.",49.0,30,True,2024-10-31 09:03:22.000,0.3.3,14.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],3201.0,3109.0,https://pypi.org/project/hmmlearn,2024-10-31 09:03:22.000,92.0,139465.0,145958.0,https://anaconda.org/conda-forge/hmmlearn,2024-10-31 19:43:08.823,344176.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
300,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-07-26 07:25:11.554000,2024-07-01 04:53:53,1639.0,,342.0,59.0,195.0,139.0,197.0,2940.0,The machine learning toolkit for time series analysis in Python.,43.0,30,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1720.0,1641.0,https://pypi.org/project/tslearn,2023-12-12 14:39:23.000,79.0,383175.0,410688.0,https://anaconda.org/conda-forge/tslearn,2024-07-26 07:25:11.554,1540782.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
301,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2025-02-20 13:03:59.000000,2025-02-20 13:01:07,2364.0,126.0,470.0,36.0,2555.0,338.0,134.0,2038.0,Pytorch domain library for recommendation systems.,320.0,30,True,2025-01-30 19:33:09.000,1.1.0-rc4,77.0,torchrec-nightly-cpu,,,,,175.0,175.0,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,1925.0,1925.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
302,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2025-02-20 12:40:06.000000,2025-02-20 12:40:05,936.0,35.0,433.0,38.0,977.0,160.0,352.0,2008.0,A Python package to assess and improve fairness of machine learning models.,94.0,30,True,2024-12-11 12:38:14.000,0.12.0,22.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],66.0,3.0,https://pypi.org/project/fairlearn,2024-12-11 11:29:34.000,63.0,134824.0,135651.0,https://anaconda.org/conda-forge/fairlearn,2025-01-02 10:15:25.753,42196.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
303,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2025-02-07 22:02:42.000000,2025-02-07 22:00:39,1613.0,2.0,291.0,56.0,143.0,86.0,195.0,1903.0,"CUDA integration for Python, plus shiny features.",82.0,30,True,2025-02-07 22:03:18.000,2025.1,56.0,pycuda,conda-forge/pycuda,,,,3614.0,3448.0,https://pypi.org/project/pycuda,2025-02-07 22:02:42.000,166.0,83520.0,102446.0,https://anaconda.org/conda-forge/pycuda,2024-08-17 22:59:08.823,889548.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
304,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2025-01-14 20:54:40.303000,2024-04-29 20:57:51,290.0,,359.0,47.0,80.0,77.0,114.0,1819.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,42.0,30,True,2023-04-23 23:55:02.142,3.4.1,26.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],7002.0,6899.0,https://pypi.org/project/pyldavis,2023-04-23 23:55:02.142,103.0,124067.0,126020.0,https://anaconda.org/conda-forge/pyldavis,2025-01-14 20:54:40.303,91822.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
305,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2025-01-06 13:25:07.564000,2024-12-08 12:55:17,1260.0,3.0,147.0,30.0,124.0,42.0,269.0,1686.0,Statistical package in Python based on Pandas.,48.0,30,False,2024-09-04 10:48:32.000,0.5.5,41.0,pingouin,conda-forge/pingouin,,,,2951.0,2795.0,https://pypi.org/project/pingouin,2024-09-04 10:42:50.000,156.0,163140.0,165871.0,https://anaconda.org/conda-forge/pingouin,2025-01-06 13:25:07.564,152982.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
306,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2025-02-16 18:55:42.000000,2025-02-16 18:55:42,957.0,5.0,431.0,85.0,241.0,57.0,242.0,1493.0,The Python ensemble sampling toolkit for affine-invariant MCMC.,75.0,30,True,2024-04-19 10:03:17.000,3.1.6,27.0,emcee,conda-forge/emcee,,,,3255.0,2817.0,https://pypi.org/project/emcee,2024-04-19 10:03:17.000,438.0,115478.0,124301.0,https://anaconda.org/conda-forge/emcee,2024-12-13 20:47:09.726,388212.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
307,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2025-02-13 15:06:18.000000,2025-02-13 15:06:18,3398.0,8.0,243.0,50.0,420.0,77.0,286.0,1081.0,"OpenCL integration for Python, plus shiny features.",98.0,30,True,2025-01-21 23:57:14.000,2025.1,104.0,pyopencl,conda-forge/pyopencl,,,,2334.0,2153.0,https://pypi.org/project/pyopencl,2025-01-22 00:15:58.000,181.0,82483.0,112092.0,https://anaconda.org/conda-forge/pyopencl,2025-01-22 15:41:17.173,1658142.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
308,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2025-02-18 23:06:05.000000,2025-02-10 13:37:15,16705.0,51.0,388.0,46.0,1658.0,306.0,3000.0,956.0,An open-source application for biological image analysis.,145.0,30,True,2024-09-27 21:18:50.000,4.2.8,35.0,cellprofiler,,,,,29.0,27.0,https://pypi.org/project/cellprofiler,2024-09-16 19:44:11.000,2.0,1118.0,1180.0,,,,,,,,2.0,8355.0,,,,,,,,,,,,,,,,,,,
309,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-12-22 16:30:21.524000,2024-12-21 19:30:30,501.0,1.0,121.0,32.0,133.0,24.0,77.0,937.0,Python bindings and utilities for GeoJSON.,58.0,30,True,2024-12-21 19:35:29.000,3.2.0,32.0,geojson,conda-forge/geojson,,,,20102.0,19379.0,https://pypi.org/project/geojson,2024-12-21 19:35:29.000,723.0,2599686.0,2637882.0,https://anaconda.org/conda-forge/geojson,2024-12-22 16:30:21.524,916720.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
310,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2025-02-08 21:55:01.566000,2025-02-07 20:33:56,822.0,3.0,259.0,39.0,516.0,282.0,262.0,916.0,Scalable Machine Learning with Dask.,80.0,30,True,2025-02-08 03:16:42.000,2025.1.0,38.0,dask-ml,conda-forge/dask-ml,,,,1300.0,1200.0,https://pypi.org/project/dask-ml,2025-02-08 03:16:42.000,100.0,91799.0,108411.0,https://anaconda.org/conda-forge/dask-ml,2025-02-08 21:55:01.566,946922.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
311,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000,2025-02-18 08:39:59.000000,2025-02-16 18:40:59,3256.0,45.0,122.0,16.0,337.0,6.0,194.0,836.0,Python bindings for MPI.,27.0,30,True,2025-02-13 18:35:50.000,4.0.3,32.0,mpi4py,conda-forge/mpi4py,,,,829.0,,https://pypi.org/project/mpi4py,2025-02-13 18:35:50.000,829.0,331591.0,399896.0,https://anaconda.org/conda-forge/mpi4py,2025-02-14 12:00:25.789,3523515.0,,,,,2.0,30067.0,,,,,,,,,,,,,,,,,,,
312,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4283.0,1248.0,557.0,840.0,2543.0,17554.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,29,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,5.0,2.0,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,3.0,669.0,805.0,,,,,,,,3.0,14831.0,,,,,,,,,,,,,,,,,,,
313,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2024-08-01 21:31:33.000000,2020-01-31 13:06:18,347.0,,4881.0,641.0,375.0,504.0,436.0,16032.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,116.0,29,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,608.0,605.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,3.0,1158.0,1158.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
314,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2024-08-19 17:47:36.000000,2023-04-19 14:13:08,2404.0,,3917.0,635.0,234.0,53.0,,15998.0,Python Backtesting library for trading strategies.,56.0,29,False,,,157.0,backtrader,,,,,2762.0,2688.0,https://pypi.org/project/backtrader,2023-04-19 14:15:00.742,74.0,74634.0,74634.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
315,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2023-06-16 19:20:12.183000,2020-04-16 08:02:22,154.0,,1834.0,214.0,48.0,101.0,94.0,9053.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,29,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],86.0,20.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,66.0,167685.0,168555.0,https://anaconda.org/conda-forge/pretrainedmodels,2023-06-16 19:20:12.183,48763.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
316,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-11-26 06:34:46.000000,2024-11-26 06:34:41,2711.0,1.0,1151.0,210.0,1052.0,28.0,615.0,6799.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,29,True,2024-08-12 17:22:54.000,1.7.0,64.0,deeppavlov,,,,['tensorflow'],429.0,425.0,https://pypi.org/project/deeppavlov,2024-08-12 17:22:54.000,4.0,11262.0,11262.0,,,,,,,,2.0,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,
317,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2024-04-10 13:26:10.000000,2023-01-31 19:40:04,3203.0,,1389.0,190.0,786.0,45.0,423.0,6257.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",132.0,29,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],792.0,785.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,7.0,2349.0,2528.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,10052.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
318,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2025-02-19 03:38:23.000000,2025-02-19 03:38:23,633.0,6.0,783.0,85.0,360.0,54.0,350.0,5208.0,Uplift modeling and causal inference with machine learning algorithms.,64.0,29,True,2024-10-01 06:25:01.000,0.15.2,25.0,causalml,,,,,250.0,248.0,https://pypi.org/project/causalml,2024-10-01 06:25:01.000,2.0,49047.0,49047.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
319,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2025-02-06 18:35:02.000000,2025-02-06 18:35:02,1659.0,11.0,834.0,143.0,1603.0,387.0,403.0,5098.0,Simple and Distributed Machine Learning.,121.0,29,True,2025-01-10 00:23:04.000,1.0.9,60.0,synapseml,,,,,7.0,,https://pypi.org/project/synapseml,2025-01-10 00:23:04.000,7.0,327472.0,327472.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
320,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2025-01-22 06:02:52.000000,2025-01-22 06:02:52,927.0,4.0,634.0,147.0,800.0,141.0,356.0,4811.0,Deep Learning Visualization Toolkit.,36.0,29,True,2024-10-30 02:46:42.000,3.0.0-beta,44.0,visualdl,,,,['paddle'],84.0,2.0,https://pypi.org/project/visualdl,2024-10-30 02:50:36.000,82.0,148981.0,148989.0,,,,,,,,2.0,498.0,,,,,,,,,,,,,,,,,,,
321,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-12-18 08:11:39.000000,2024-12-18 08:11:22,524.0,6.0,607.0,46.0,558.0,11.0,,4315.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,48.0,29,True,2024-12-16 17:07:49.000,0.11.20,105.0,sahi,conda-forge/sahi,,,,1678.0,1647.0,https://pypi.org/project/sahi,2024-12-16 17:07:49.000,31.0,165000.0,167918.0,https://anaconda.org/conda-forge/sahi,2024-12-18 02:06:06.849,89788.0,,,,,3.0,32392.0,,,,,,,,,,,,,,,,,,,
322,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2025-02-03 06:35:24.000000,2025-02-03 06:23:21,937.0,25.0,468.0,43.0,1037.0,27.0,360.0,4301.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",56.0,29,True,2025-01-30 09:29:40.000,0.11.0,18.0,python-doctr,,,,"['tensorflow', 'pytorch']",14.0,,https://pypi.org/project/python-doctr,2025-01-30 09:29:40.000,14.0,78485.0,181206.0,,,,,,,,3.0,4930611.0,,,,,,,,,,,,,,,,,,,
323,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-11-26 07:16:52.000000,2024-11-26 07:14:46,1352.0,1.0,383.0,70.0,376.0,103.0,460.0,4281.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,29,True,2024-11-26 07:16:52.000,0.8.7,31.0,sacred,conda-forge/sacred,,,,3471.0,3411.0,https://pypi.org/project/sacred,2024-11-26 07:16:52.000,60.0,21723.0,21928.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,8009.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
324,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-11-25 02:57:39.000000,2024-11-01 16:12:42,3332.0,,551.0,120.0,386.0,77.0,743.0,4220.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,29,True,2024-08-15 14:31:34.000,3.0.3,179.0,dedupe,conda-forge/dedupe,,,,370.0,351.0,https://pypi.org/project/dedupe,2024-08-15 14:31:34.000,19.0,82243.0,84801.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,97214.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
325,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2025-02-18 16:33:17.000000,2025-02-14 16:24:14,730.0,26.0,701.0,43.0,1069.0,147.0,835.0,4067.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",83.0,29,True,2025-02-18 16:32:52.000,1.1.3,37.0,anomalib,,,,,140.0,135.0,https://pypi.org/project/anomalib,2025-02-18 16:33:17.000,5.0,29467.0,29953.0,,,,,,,,2.0,18477.0,,,,,,,,,,,,,,,,,,,
326,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2024-05-14 18:30:13.000000,2023-02-26 20:07:33,189.0,,518.0,77.0,40.0,15.0,121.0,4040.0,Missing data visualization module for Python.,18.0,29,False,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,20614.0,20492.0,https://pypi.org/project/missingno,2023-02-26 20:11:59.371,122.0,205959.0,241054.0,https://anaconda.org/conda-forge/missingno,2024-03-02 01:06:27.711,386047.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
327,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2025-02-20 09:40:16.000000,2025-02-20 09:40:15,1497.0,7.0,262.0,22.0,1760.0,254.0,732.0,3709.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,29,False,2024-12-15 15:25:39.000,0.19.1,62.0,deepchecks,,,,,493.0,481.0,https://pypi.org/project/deepchecks,2024-12-15 15:25:31.000,12.0,35966.0,36001.0,,,,,,,,2.0,1417.0,,,,,,,,,,,,,,,,,,,
328,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2024-08-23 13:53:47.619000,2023-11-21 21:15:59,435.0,,612.0,77.0,232.0,95.0,406.0,3626.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,29,False,2023-09-29 21:07:11.000,0.7.2,47.0,implicit,conda-forge/implicit,,,,1703.0,1674.0,https://pypi.org/project/implicit,2023-09-29 21:07:11.000,29.0,252511.0,274298.0,https://anaconda.org/conda-forge/implicit,2024-08-23 13:53:47.619,1152343.0,,,,,2.0,1691.0,,,,,,,,,,,,,,,,,,,
329,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2025-01-03 05:54:28.873000,2024-05-16 18:13:03,456.0,,526.0,113.0,93.0,23.0,101.0,3550.0,Module for automatic summarization of text documents and HTML pages.,32.0,29,True,2022-10-23 16:42:18.783,0.11.0,16.0,sumy,conda-forge/sumy,,,,3590.0,3559.0,https://pypi.org/project/sumy,2022-10-23 16:42:18.783,31.0,131434.0,131686.0,https://anaconda.org/conda-forge/sumy,2025-01-03 05:54:28.873,11093.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
