,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
246,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2022-02-08 21:36:57.000000,2022-01-27 12:35:32,981.0,32.0,290,74.0,367.0,90.0,351.0,1354,MLeap: Deploy ML Pipelines to Production.,71.0,31,True,2022-01-12 10:21:57.000,0.19.0,9.0,mleap,conda-forge/mleap,,,,201.0,176.0,https://pypi.org/project/mleap,2022-01-12 10:21:57.000,25.0,202708.0,203979.0,https://anaconda.org/conda-forge/mleap,2022-01-12 12:53:12.772,43247.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
247,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-02-09 19:27:06.000000,2022-02-09 19:27:04,1105.0,41.0,244,70.0,88.0,27.0,47.0,1141,Model analysis tools for TensorFlow.,37.0,31,True,2022-01-24 17:50:57.000,0.37.0,47.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-01-24 18:05:57.000,21.0,5363121.0,5363121.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
248,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-01-24 06:23:07.000000,2022-01-04 15:25:50,1046.0,4.0,194,33.0,213.0,24.0,242.0,1119,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",19.0,31,True,2021-11-05 12:39:58.000,1.8.4,36.0,pmdarima,conda-forge/pmdarima,,,,1776.0,1732.0,https://pypi.org/project/pmdarima,2021-11-05 12:39:58.000,44.0,998535.0,1000370.0,https://anaconda.org/conda-forge/pmdarima,2021-11-15 19:38:27.612,29365.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
249,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-02-07 22:14:35.000000,2022-02-07 16:39:17,12471.0,486.0,125,22.0,932.0,212.0,465.0,984,"Visualize, create, and debug image and video datasets and model predictions.",25.0,31,True,2022-02-07 18:47:35.000,0.14.4,67.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",81.0,80.0,https://pypi.org/project/fiftyone,2022-02-07 18:47:35.000,1.0,22121.0,22121.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
250,petl,petl-developers/petl,data-pipelines,,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000,2022-02-08 23:00:59.000000,2022-02-08 22:19:56,1226.0,72.0,172,48.0,179.0,73.0,365.0,967,Python Extract Transform and Load Tables of Data.,54.0,31,True,2022-02-08 23:00:01.000,1.7.8,83.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,696.0,622.0,https://pypi.org/project/petl,2022-02-08 23:00:59.000,74.0,55589.0,56664.0,https://anaconda.org/conda-forge/petl,2022-02-05 02:56:55.882,69888.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
251,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-02-10 12:43:54.000000,2022-02-06 21:31:31,596.0,39.0,180,39.0,683.0,69.0,123.0,889,Making text a first-class citizen in TensorFlow.,73.0,31,True,2022-02-04 11:02:37.000,2.8.1,46.0,tensorflow-text,,,,['tensorflow'],1488.0,1419.0,https://pypi.org/project/tensorflow-text,2022-02-04 10:33:22.000,69.0,1994725.0,1994725.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
252,metrics,PyTorchLightning/metrics,distributed-ml,,https://github.com/PyTorchLightning/metrics,https://github.com/PyTorchLightning/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-02-10 14:17:42.000000,2022-02-10 13:30:42,676.0,145.0,149,21.0,462.0,65.0,240.0,667,"Machine learning metrics for distributed, scalable PyTorch applications.",115.0,31,True,2022-02-03 20:42:24.000,0.7.1,15.0,metrics,conda-forge/torchmetrics,,,['pytorch'],1840.0,1826.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,2670.0,27793.0,https://anaconda.org/conda-forge/torchmetrics,2022-02-04 00:12:34.443,275936.0,,,,,2.0,428.0,,,,,,,,,,,,,,,,,,,,
253,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2021-12-03 07:10:56.000000,2020-01-31 13:06:18,347.0,,4144,577.0,367.0,472.0,430.0,12314,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,406.0,367.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1160.0,1160.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
254,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2021-12-14 17:59:05.000000,2021-12-14 17:59:04,282.0,6.0,1301,447.0,40.0,80.0,82.0,9724,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,30,True,2021-12-13 23:17:39.000,4.0.2,42.0,dopamine-rl,,,,['tensorflow'],37.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000,37.0,602304.0,602304.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
255,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-02-10 00:16:31.000000,2022-02-01 18:28:37,847.0,4.0,1281,437.0,64.0,22.0,147.0,9190,TensorFlow-based neural network library.,53.0,30,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],816.0,764.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,22552.0,23026.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,12822.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
256,Vaex,vaexio/vaex,data-containers,,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000,2022-02-09 20:07:29.000000,2022-02-09 18:39:51,3423.0,135.0,534,142.0,829.0,361.0,638.0,6905,"Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a..",63.0,30,True,2022-02-07 15:14:31.000,4.8.0,58.0,vaex,conda-forge/vaex,,,,16.0,,https://pypi.org/project/vaex,2022-02-07 15:14:31.000,16.0,26307.0,28202.0,https://anaconda.org/conda-forge/vaex,2021-12-30 12:48:14.043,121154.0,,,,,3.0,226.0,,,,,,,,,,,,,,,,,,,,
257,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-02-10 01:20:44.000000,2021-05-08 20:05:36,292.0,,1874,276.0,66.0,250.0,426.0,6818,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,True,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1054.0,1038.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,7917.0,23429.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,2360.0,,,,,2.0,707869.0,,,,,,,,,,,,,,,,,,,,
258,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-02-10 12:41:52.000000,2022-02-10 11:26:36,1318.0,66.0,1584,153.0,2238.0,909.0,2049.0,6312,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",80.0,30,True,2021-12-09 11:11:05.000,2.3.0,6.0,paddledet,,,,['paddle'],8.0,8.0,https://pypi.org/project/paddledet,2021-11-26 08:48:44.000,,308.0,308.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
259,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-02-08 08:46:27.000000,2022-02-08 08:46:26,3159.0,83.0,535,118.0,102.0,87.0,725.0,5900,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",61.0,30,True,2022-01-26 21:13:25.000,13.3.0,191.0,ocrmypdf,conda-forge/ocrmypdf,,,,12.0,,https://pypi.org/project/ocrmypdf,2022-01-26 21:13:25.000,12.0,23369.0,24059.0,https://anaconda.org/conda-forge/ocrmypdf,2022-01-26 23:49:36.723,8282.0,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
260,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-02-07 18:47:45.000000,2021-12-16 19:43:39,2611.0,2.0,990,213.0,920.0,116.0,503.0,5592,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2021-12-16 19:47:39.000,0.17.2,47.0,deeppavlov,,,,['tensorflow'],250.0,244.0,https://pypi.org/project/deeppavlov,2021-12-16 19:47:39.000,6.0,9535.0,9535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
261,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201.0,,1304,187.0,780.0,25.0,422.0,5399,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,30,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],305.0,294.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1076.0,1202.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,2529.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
262,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-02-09 19:42:05.000000,2022-02-09 19:41:47,765.0,42.0,1069,206.0,86.0,176.0,117.0,4601,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,30,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,269.0,250.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,19.0,11452.0,11452.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
263,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-02-10 14:31:19.000000,2022-02-10 14:31:08,34691.0,366.0,586,142.0,5914.0,707.0,3686.0,4486,cuDF - GPU DataFrame Library.,229.0,30,True,2022-02-02 16:43:03.000,22.02.00,22.0,cudf,,,,,3.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,3.0,995.0,995.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
264,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/Hub,https://github.com/activeloopai/Hub,MPL-2.0,2019-08-09 06:17:59.000,2022-02-10 14:12:50.000000,2022-02-09 16:32:06,5135.0,184.0,350,61.0,1136.0,68.0,274.0,4256,"Dataset format for AI. Build, manage, & visualize datasets for deep learning. Stream data real-time to..",91.0,30,True,2022-02-01 17:13:34.000,2.2.3,124.0,hub,,,,,52.0,,https://pypi.org/project/hub,2022-02-01 17:09:05.000,52.0,3182.0,3182.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
265,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184.0,,1302,306.0,290.0,134.0,265.0,4251,Portfolio and risk analytics in Python.,55.0,30,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,397.0,365.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,5997.0,6162.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,7964.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
266,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-01-27 13:24:16.000000,2022-01-27 13:24:16,139.0,1.0,937,149.0,104.0,146.0,76.0,3967,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,23358.0,22603.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,308196.0,310572.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,76042.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
267,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-02-10 13:39:07.000000,2022-02-09 15:58:52,4167.0,229.0,846,130.0,2479.0,72.0,899.0,3864,NeMo: a toolkit for conversational AI.,128.0,30,True,2022-02-05 06:09:02.000,1.6.2,49.0,nemo-toolkit,,,,['pytorch'],7.0,,https://pypi.org/project/nemo-toolkit,2022-02-05 06:11:26.000,7.0,11945.0,12083.0,,,,,,,,2.0,4013.0,,,,,,,,,,,,,,,,,,,,
268,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2022-01-10 17:30:34.000000,2022-01-10 17:30:10,934.0,7.0,329,82.0,159.0,,491.0,3818,a little task queue for python.,66.0,30,True,2021-12-28 18:36:38.000,2.4.3,64.0,huey,conda-forge/huey,,,,1019.0,859.0,https://pypi.org/project/huey,2021-12-28 18:36:38.000,160.0,58947.0,59445.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,22928.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
269,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-02-09 12:25:57.000000,2022-02-09 12:22:54,3258.0,58.0,336,79.0,283.0,6.0,333.0,3156,Online machine learning in Python.,72.0,30,True,2022-02-04 15:14:56.000,0.10.0,6.0,river,conda-forge/river,,,,79.0,73.0,https://pypi.org/project/river,2022-02-04 15:29:10.000,6.0,5763.0,6423.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,6603.0,,,,,2.0,,,,,,,,,5.0,,,,,,,,,,,,
270,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000,2022-01-20 13:07:25.000000,2022-01-07 11:52:10,1713.0,9.0,152,65.0,95.0,80.0,384.0,2944,A grammar of graphics for Python.,89.0,30,False,2021-03-25 12:57:10.000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,3123.0,2930.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000,193.0,206616.0,209188.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423,146657.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
271,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-01-04 22:17:45.000000,2022-01-04 22:17:09,710.0,43.0,326,36.0,107.0,27.0,139.0,2916,Data augmentation for NLP.,26.0,30,True,2021-12-25 02:49:58.000,1.1.10,36.0,nlpaug,conda-forge/nlpaug,,,,262.0,248.0,https://pypi.org/project/nlpaug,2021-12-23 17:35:56.000,14.0,40973.0,41128.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,1245.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
272,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2022-02-07 03:46:26.000000,2022-02-06 20:36:39,931.0,17.0,508,102.0,315.0,59.0,608.0,2828,"Fast, flexible and easy to use probabilistic modelling in Python.",65.0,30,True,2021-11-19 21:46:05.000,0.14.7,67.0,pomegranate,conda-forge/pomegranate,,,,673.0,629.0,https://pypi.org/project/pomegranate,2021-11-19 21:46:05.000,44.0,39993.0,42553.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020,79386.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
273,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-02-09 20:59:49.000000,2022-02-08 20:24:37,1301.0,4.0,329,89.0,554.0,130.0,355.0,2703,Quickly and accurately render even the largest data.,45.0,30,True,2021-06-09 23:30:20.000,0.13.0,24.0,datashader,conda-forge/datashader,,,,1027.0,953.0,https://pypi.org/project/datashader,2021-06-09 22:59:52.000,74.0,46327.0,51430.0,https://anaconda.org/conda-forge/datashader,2021-06-10 09:04:19.929,260280.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
274,Arctic,man-group/arctic,data-containers,,https://github.com/man-group/arctic,https://github.com/man-group/arctic,LGPL-2.1,2015-05-29 13:37:30.000,2022-02-10 10:22:22.000000,2022-02-10 10:22:22,1110.0,25.0,522,172.0,429.0,96.0,443.0,2592,Arctic is a high performance datastore for numeric data.,75.0,30,True,2022-01-24 17:37:17.000,1.80.4,89.0,arctic,conda-forge/arctic,,,,183.0,149.0,https://pypi.org/project/arctic,2022-01-24 17:37:17.000,34.0,9155.0,9683.0,https://anaconda.org/conda-forge/arctic,2019-12-16 08:57:24.231,17383.0,,,,,3.0,181.0,,,,,,,,,,,,,,,,,,,,
275,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-02-10 02:36:22.000000,2022-01-26 00:02:46,2971.0,71.0,313,164.0,962.0,32.0,45.0,2517,Neural Network Libraries.,64.0,30,True,2022-01-26 00:19:08.000,1.25.0,62.0,nnabla,,,,,51.0,,https://pypi.org/project/nnabla,2022-01-26 00:05:16.000,51.0,4577.0,4586.0,,,,,,,,3.0,533.0,,,,,,,,,,,,,,,,,,,,
276,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-01-27 10:30:57.000000,2021-02-25 05:05:09,452.0,,585,105.0,72.0,92.0,123.0,2491,Productivity Tools for Plotly + Pandas.,38.0,30,True,2020-03-01 17:42:01.000,0.17.3,28.0,cufflinks,,,,['pandas'],5324.0,5166.0,https://pypi.org/project/cufflinks,2021-12-15 15:49:58.297,158.0,281366.0,281366.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
277,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2022-02-10 10:57:18.000000,2022-02-10 01:54:13,2586.0,248.0,448,47.0,662.0,128.0,664.0,2420,Model Serving on PyTorch.,95.0,30,True,2021-12-29 21:45:21.000,0.5.2,13.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],8.0,,https://pypi.org/project/torchserve,2021-12-29 21:04:22.000,8.0,11477.0,46889.0,https://anaconda.org/pytorch/torchserve,2021-12-29 21:04:49.234,18712.0,https://hub.docker.com/r/pytorch/torchserve,2021-12-29 21:11:42.894442,11.0,966552.0,2.0,951.0,,,,,,,,,,,,,,,,,,,,
278,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-01-04 14:27:58.000000,2021-09-07 19:15:32,209.0,,283,67.0,52.0,13.0,93.0,2263,A Python Perceptual Image Hashing Module.,20.0,30,True,2021-07-15 12:35:01.000,4.2.1,18.0,ImageHash,conda-forge/imagehash,,,,4547.0,4232.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,315.0,1356389.0,1359022.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543,165905.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
279,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-02-09 16:42:55.000000,2021-12-06 15:56:44,1581.0,5.0,255,56.0,128.0,73.0,178.0,2008,A machine learning toolkit dedicated to time-series data.,36.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,,,['sklearn'],418.0,399.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,102366.0,107612.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,246566.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
280,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2022-02-07 01:26:28.000000,2022-02-06 22:39:24,370.0,30.0,355,61.0,141.0,123.0,120.0,1875,Header-only C++/python library for fast approximate nearest neighbors.,54.0,30,True,2022-02-07 01:26:28.000,0.6.1,8.0,hnswlib,conda-forge/hnswlib,,,,210.0,190.0,https://pypi.org/project/hnswlib,2022-02-07 01:26:28.000,20.0,66996.0,69501.0,https://anaconda.org/conda-forge/hnswlib,2021-02-04 20:34:56.456,35083.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
281,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-02-10 06:14:42.000000,2021-12-16 02:24:09,2403.0,22.0,219,30.0,428.0,39.0,152.0,1839,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",46.0,30,True,2021-11-10 01:36:28.000,0.3.4,42.0,textattack,conda-forge/textattack,,,,65.0,62.0,https://pypi.org/project/textattack,2021-11-10 01:36:28.000,3.0,10897.0,11046.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,2538.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,TFX,tensorflow/tfx,data-pipelines,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-02-10 10:30:36.000000,2022-02-10 10:30:30,4083.0,114.0,522,91.0,3944.0,249.0,488.0,1694,TFX is an end-to-end platform for deploying production ML pipelines.,127.0,30,True,2022-02-08 22:39:24.000,1.6.1,72.0,tfx,,,,['tensorflow'],7.0,,https://pypi.org/project/tfx,2022-02-08 22:39:24.000,7.0,307131.0,307131.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
283,datasketch,ekzhu/datasketch,data-containers,,https://github.com/ekzhu/datasketch,https://github.com/ekzhu/datasketch,MIT,2015-03-20 01:21:46.000,2022-02-04 09:05:43.000000,2022-02-04 08:52:34,205.0,10.0,234,51.0,48.0,29.0,99.0,1656,"MinHash, LSH, LSH Forest, Weighted MinHash, HyperLogLog, HyperLogLog++, LSH Ensemble.",21.0,30,True,2022-02-04 09:05:43.000,1.5.7,79.0,datasketch,,,,,400.0,346.0,https://pypi.org/project/datasketch,2022-02-04 09:04:49.000,54.0,420523.0,420523.0,,,,,,,,3.0,19.0,,,,,,,,,,,,,,,,,,,,
284,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-02-09 23:15:48.000000,2022-02-08 21:38:48,587.0,44.0,147,36.0,659.0,59.0,209.0,1604,PyTorch extensions for high performance and large scale training.,54.0,30,True,2022-01-14 20:24:58.000,0.4.5,27.0,fairscale,conda-forge/fairscale,,,['pytorch'],178.0,165.0,https://pypi.org/project/fairscale,2022-01-14 20:24:56.000,13.0,59175.0,60765.0,https://anaconda.org/conda-forge/fairscale,2022-02-05 10:19:33.275,4772.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
