,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,dnf_id,yay_id
151,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-06-16 19:41:43.000000,2022-06-16 19:40:34,1692,116.0,434,75.0,139.0,232.0,321.0,3240,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",49.0,33,True,2022-06-16 19:41:43.000,1.5.0,76.0,clearml,,allegroai/trains,,,265.0,257.0,https://pypi.org/project/clearml,2022-06-16 19:38:57.000,8.0,74599.0,75446.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30115.0,2.0,431.0,,,,,,,,,,,,,,,,,,
152,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-06-19 15:08:31.000000,2022-06-16 17:41:20,1983,171.0,600,85.0,2117.0,207.0,1507.0,3097,AI Toolkit for Healthcare Imaging.,99.0,33,True,2022-06-13 18:12:59.000,0.9.0,44.0,monai,conda-forge/monai,,,['pytorch'],364.0,345.0,https://pypi.org/project/monai,2022-06-13 17:32:37.000,19.0,43875.0,44077.0,https://anaconda.org/conda-forge/monai,2022-06-14 12:04:18.135,1213.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
153,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-06-19 19:37:27.000000,2022-06-19 19:37:27,3262,82.0,915,147.0,1232.0,326.0,703.0,2841,Fast data visualization and GUI tools for scientific / engineering applications.,228.0,33,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,96386.0,100316.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,255483.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
154,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-06-18 13:46:08.000000,2022-06-18 13:46:08,1350,46.0,354,89.0,589.0,133.0,374.0,2783,Quickly and accurately render even the largest data.,48.0,33,True,2022-04-25 21:30:45.000,0.14.0,29.0,datashader,conda-forge/datashader,,,,1249.0,1153.0,https://pypi.org/project/datashader,2022-06-16 15:42:17.000,96.0,46379.0,52191.0,https://anaconda.org/conda-forge/datashader,2022-04-26 20:02:47.634,319677.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
155,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-06-18 00:04:40.000000,2022-06-18 00:04:39,351,103.0,176,57.0,203.0,29.0,221.0,2562,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",44.0,33,True,2022-06-15 18:07:08.000,0.10.0,16.0,accelerate,conda-forge/accelerate,,,['pytorch'],624.0,609.0,https://pypi.org/project/accelerate,2022-06-15 18:00:25.000,15.0,2123503.0,2123837.0,https://anaconda.org/conda-forge/accelerate,2022-05-23 15:44:08.879,2675.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
156,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-06-08 04:13:29.000000,2022-06-08 04:13:28,894,17.0,332,66.0,292.0,173.0,217.0,2554,Hyperparameter tuning for humans.,48.0,33,True,2022-03-25 05:50:34.000,1.1.2,14.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1503.0,1462.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,41.0,549625.0,549886.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,7051.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
157,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-06-18 06:04:42.000000,2022-06-16 21:52:23,2081,48.0,625,83.0,182.0,133.0,434.0,2301,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",122.0,33,True,2022-04-20 01:05:45.000,0.12.1,34.0,tf-agents,,,,['tensorflow'],842.0,828.0,https://pypi.org/project/tf-agents,2022-06-04 21:08:11.000,14.0,136416.0,136416.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
158,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-06-18 10:56:03.000000,2022-06-17 22:05:56,1205,90.0,256,49.0,906.0,60.0,212.0,2290,Bayesian optimization in PyTorch.,75.0,33,True,2022-04-21 23:56:42.000,0.6.4,24.0,botorch,conda-forge/botorch,,,['pytorch'],278.0,265.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,13.0,186470.0,187733.0,https://anaconda.org/conda-forge/botorch,2022-04-22 01:48:14.629,27797.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
159,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-06-02 22:08:38.573000,2022-06-02 14:42:09,794,34.0,357,39.0,113.0,64.0,186.0,1965,A library of sklearn compatible categorical variable encoders.,52.0,33,True,2022-06-02 14:46:25.000,2.5.0,26.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3657.0,3542.0,https://pypi.org/project/category_encoders,2022-06-02 14:46:25.000,115.0,3135719.0,3137984.0,https://anaconda.org/conda-forge/category_encoders,2022-06-02 22:08:38.573,160835.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
160,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-05-09 22:53:04.000000,2018-10-12 15:53:05,1251,,267,53.0,152.0,99.0,217.0,1450,Python Geocoder.,73.0,33,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,5522.0,5030.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,441941.0,443520.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,101099.0,,,,,2.0,,,,,,,,,,,,geocoder,,,,,,,
161,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-06-19 13:30:40.000000,2022-06-15 13:00:37,4485,96.0,336,19.0,726.0,617.0,411.0,1398,"This is the development home of the workflow management system Snakemake. For general information, see.",253.0,33,True,2022-06-08 09:55:24.000,7.8.2,231.0,snakemake,bioconda/snakemake,,,,1361.0,1149.0,https://pypi.org/project/snakemake,2022-06-08 09:55:51.000,212.0,45336.0,51071.0,https://anaconda.org/bioconda/snakemake,2022-06-08 10:53:22.308,458876.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
162,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-06-17 21:34:52.000000,2022-06-17 07:18:05,1076,81.0,329,64.0,513.0,190.0,302.0,1268,A Jupyter - Leaflet.js bridge.,79.0,33,True,2022-04-14 10:18:00.304,0.16.0,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1969.0,1858.0,https://pypi.org/project/ipyleaflet,2022-04-14 10:17:10.000,109.0,88928.0,149259.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,837961.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-04-14 10:18:00.304,2.0,48853.0,,,,,,,,,,,,
163,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-06-15 20:27:32.000000,2022-06-15 20:22:21,1061,14.0,207,35.0,227.0,28.0,258.0,1198,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",21.0,33,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,2254.0,2203.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,1171778.0,1173959.0,https://anaconda.org/conda-forge/pmdarima,2022-06-14 07:56:32.343,43629.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
164,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-06-17 23:25:48.000000,2022-06-17 01:56:16,702,69.0,217,40.0,790.0,87.0,130.0,954,Making text a first-class citizen in TensorFlow.,90.0,33,True,2022-05-18 02:27:52.000,2.9.0,54.0,tensorflow-text,,,,['tensorflow'],2028.0,1950.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,78.0,4103179.0,4103179.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
165,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-06-10 14:05:11.000000,2022-03-01 20:04:14,1294,,181,47.0,429.0,71.0,605.0,924,Fiona reads and writes geographic data files.,66.0,33,True,2022-02-07 17:34:18.000,1.8.21,101.0,fiona,conda-forge/fiona,,,,9647.0,8861.0,https://pypi.org/project/fiona,2022-06-10 14:05:11.000,786.0,2580975.0,2620580.0,https://anaconda.org/conda-forge/fiona,2022-05-30 12:36:18.405,2970428.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
166,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2022-06-17 20:17:30.000000,2022-06-17 20:17:29,793,22.0,202,60.0,89.0,37.0,154.0,922,Input pipeline framework.,27.0,33,True,2022-05-13 07:01:01.000,1.8.0,49.0,tensorflow-transform,,,,['tensorflow'],966.0,910.0,https://pypi.org/project/tensorflow-transform,2022-05-13 07:21:56.000,56.0,3324211.0,3324211.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
167,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-06-18 20:22:05.000000,2022-06-18 20:21:57,9878,243.0,208,58.0,9919.0,55.0,2000.0,807,Scalable genomic data analysis.,79.0,33,True,2022-05-16 20:49:57.000,0.2.95,115.0,hail,,,,['spark'],79.0,68.0,https://pypi.org/project/hail,2022-05-16 20:50:22.000,11.0,16917.0,16917.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
168,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-06-10 19:08:53.000000,2022-04-16 00:54:32,1407,7.0,3617,783.0,1114.0,344.0,576.0,17679,Magenta: Music and Art Generation with Machine Intelligence.,151.0,32,True,2020-11-12 19:17:18.000,2.1.3,66.0,magenta,,,,['tensorflow'],399.0,363.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,36.0,5256.0,5256.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
169,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226,,4400,1013.0,1864.0,354.0,652.0,15207,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,948.0,863.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2014.0,2295.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
170,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571,,1111,361.0,1679.0,484.0,1287.0,10720,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,333.0,314.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,27126.0,27238.0,,,,,,,,3.0,6098.0,,,,,,,,,,,,,,,,,,
171,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531,,1556,275.0,105.0,42.0,527.0,9885,Lime: Explaining the predictions of any machine learning classifier.,61.0,32,True,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,2474.0,2367.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,490532.0,492082.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,102335.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
172,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613,,2429,466.0,255.0,563.0,362.0,9577,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4441.0,3953.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,488.0,20387.0,20387.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
173,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-05-26 20:32:29.000000,2022-03-07 21:16:14,848,,1281,431.0,69.0,24.0,152.0,9312,TensorFlow-based neural network library.,53.0,32,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],912.0,860.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,23860.0,24322.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,14350.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
174,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-04-26 15:13:58.000000,2022-04-26 15:13:58,550,1.0,2163,220.0,209.0,110.0,367.0,8839,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,747570.0,751744.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,292210.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-06-16 11:08:56.000000,2022-06-16 08:35:20,1789,69.0,1554,228.0,587.0,165.0,400.0,8742,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",95.0,32,True,2022-06-15 06:55:10.000,0.8.6,27.0,pyqlib,,,,['pytorch'],22.0,22.0,https://pypi.org/project/pyqlib,2022-06-15 06:55:10.000,,3084.0,3097.0,,,,,,,,1.0,285.0,,,,,,,,,,,,,,,,,,
176,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384,,866,269.0,145.0,103.0,103.0,8692,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,15104.0,13171.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1933.0,6401279.0,6406501.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,370817.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
177,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154,,1757,227.0,46.0,92.0,94.0,8554,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,32,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],1728.0,1648.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,104028.0,104331.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,7289.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
178,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-05-24 12:48:15.000000,2022-04-15 10:20:19,2498,21.0,1629,149.0,796.0,437.0,646.0,8065,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,32,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],823.0,818.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,5.0,13843.0,13857.0,,,,,,,,2.0,571.0,,,,,,,,,,,,,,,,,,
179,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2022-06-16 14:55:09.000000,2021-11-19 11:13:47,5439,,2347,237.0,1170.0,563.0,3326.0,7876,Open-source simulator for autonomous driving research.,138.0,32,True,2021-11-17 08:28:27.000,0.9.13,24.0,carla,,,,,197.0,194.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000,3.0,28828.0,28828.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2022-06-19 04:05:54.000000,2022-06-18 05:06:23,4175,551.0,468,76.0,689.0,170.0,621.0,7482,"Wrap UIs around any model, share with anyone.",81.0,32,True,2022-06-17 00:35:13.000,3.0.18,300.0,gradio,,,,,21.0,1.0,https://pypi.org/project/gradio,2022-06-18 03:40:03.000,20.0,187907.0,187907.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
181,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-06-18 04:30:14.000000,2022-06-16 15:55:12,981,76.0,801,129.0,1063.0,475.0,448.0,6912,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",107.0,32,True,2022-05-25 20:35:57.000,0.6.5,47.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],290.0,280.0,https://pypi.org/project/deepspeed,2022-05-25 20:34:59.000,10.0,118190.0,118666.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-06-06 22:20:20.884439,3.0,13829.0,2.0,,,,,,,,,,,,,,,,,,,
182,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-06-17 23:03:03.000000,2022-06-17 20:47:36,1036,73.0,819,159.0,1309.0,170.0,637.0,6222,An open source python library for automated feature engineering.,66.0,32,True,2022-06-10 15:22:15.000,1.9.2,100.0,featuretools,conda-forge/featuretools,,,,64.0,,https://pypi.org/project/featuretools,2022-06-10 15:22:15.000,64.0,146379.0,148497.0,https://anaconda.org/conda-forge/featuretools,2022-06-13 13:11:23.318,88989.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
183,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-05-04 12:19:58.000000,2022-05-04 12:19:51,2939,2.0,1808,201.0,205.0,13.0,1333.0,6213,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1085.0,1039.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,15382.0,15581.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,1576.0,,,,,3.0,131.0,,,,,,,,,,,,,,,,,,
184,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2022-06-16 20:41:26.000000,2022-06-16 20:41:13,1970,69.0,584,146.0,47.0,92.0,203.0,4796,Fit interpretable models. Explain blackbox machine learning.,29.0,32,True,2021-09-23 20:41:03.000,0.2.7,37.0,interpret,,,,['jupyter'],229.0,221.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000,8.0,105557.0,105557.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
185,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-06-18 19:38:29.000000,2022-06-18 19:38:28,5219,98.0,477,100.0,1265.0,92.0,442.0,4633,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",71.0,32,True,2022-06-06 20:23:28.000,1.4.0,77.0,perspective-python,conda-forge/perspective,,,['jupyter'],265.0,256.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,2672.0,8414.0,https://anaconda.org/conda-forge/perspective,2022-06-07 12:17:40.770,83380.0,,,,,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-06-06 16:43:41.083,,2268.0,,,,,,,,,,,,
186,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-06-19 02:41:56.000000,2022-06-19 02:41:56,27998,349.0,1408,181.0,1789.0,103.0,1403.0,4019,mlpack: a scalable C++ machine learning library --.,288.0,32,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,109.0,2328.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,104309.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
187,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-06-19 00:18:47.000000,2022-06-15 13:15:14,1394,34.0,535,61.0,1513.0,136.0,955.0,3984,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,173.0,32,True,2022-05-04 20:27:48.000,0.4.9,938.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],83.0,,https://pypi.org/project/pytorch-ignite,2022-06-19 00:18:47.000,83.0,167029.0,168907.0,https://anaconda.org/pytorch/ignite,2022-05-04 20:29:56.200,90173.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
188,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-06-19 13:11:56.000000,2022-06-17 08:26:19,17218,380.0,993,241.0,3584.0,465.0,911.0,3951,Building Large-Scale AI Applications for Distributed Big Data.,148.0,32,True,2022-03-09 07:47:13.000,2.0.0,260.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-06-19 13:11:56.000,1.0,6597.0,6597.0,,,,,,,,2.0,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
