,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
250,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-11-17 14:06:55.000000,2021-11-17 14:05:26.000000,268,488.0,284.0,1160.0,,"This is the development home of the workflow management system Snakemake. For general information, see.",225.0,27,True,2021-10-21 16:44:44.000000,6.10.0,189.0,snakemake,bioconda/snakemake,,,,1254.0,966.0,https://pypi.org/project/snakemake,2021-10-21 16:45:02.000000,288.0,21650.0,26453.0,https://anaconda.org/bioconda/snakemake,2021-10-22 07:15:48.793000,350637.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
251,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-11-09 23:55:29.000000,2021-10-18 19:57:56.000000,192,88.0,14.0,1148.0,643.0,Mesh TensorFlow: Model Parallelism Made Easier.,44.0,27,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],658.0,602.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,56.0,364862.0,364862.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
252,arviz,arviz-devs/arviz,,interpretability,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000000,2021-11-16 22:29:27.000000,2021-11-15 18:56:19.000000,250,193.0,550.0,1113.0,,Exploratory analysis of Bayesian models with Python.,104.0,27,True,2021-10-03 11:17:21.000000,0.11.4,25.0,arviz,conda-forge/arviz,,,,1606.0,1570.0,https://pypi.org/project/arviz,2021-10-03 11:17:21.000000,36.0,300305.0,318735.0,https://anaconda.org/conda-forge/arviz,2021-10-03 15:30:41.137000,552860.0,,,,,1.0,111.0,,,,,,,,,,,,,,,,,,,,,
253,PyVista,pyvista/pyvista,,data-viz,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000000,2021-11-15 22:10:46.000000,2021-11-13 18:24:45.000000,193,185.0,420.0,996.0,2250.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,62.0,27,True,2021-09-11 20:03:16.000000,0.32.1,49.0,pyvista,conda-forge/pyvista,,,['jupyter'],542.0,516.0,https://pypi.org/project/pyvista,2021-09-11 20:03:16.000000,26.0,29373.0,33679.0,https://anaconda.org/conda-forge/pyvista,2021-09-12 01:56:26.368000,128992.0,,,,,2.0,374.0,,,,,,,,,,,,,,,,,,,,,
254,petl,petl-developers/petl,,data-pipelines,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000000,2021-10-15 03:48:10.000000,2021-10-15 01:37:34.000000,163,73.0,351.0,947.0,1154.0,Python Extract Transform and Load Tables of Data.,51.0,27,True,2021-10-15 03:48:10.000000,1.7.5,79.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,668.0,554.0,https://pypi.org/project/petl,2021-03-27 03:06:14.000000,114.0,38651.0,39298.0,https://anaconda.org/conda-forge/petl,2021-04-05 21:49:41.242000,40156.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
255,kmodes,nicodv/kmodes,,others,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000000,2021-10-08 04:35:56.000000,2021-10-08 04:32:34.000000,354,19.0,122.0,923.0,470.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",19.0,27,True,2021-10-08 04:41:31.000000,0.11.1,14.0,kmodes,,,,,882.0,856.0,https://pypi.org/project/kmodes,2021-10-08 04:35:56.000000,26.0,275235.0,275235.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
256,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-11-17 14:58:32.000000,2021-11-17 14:57:45.000000,206,27.0,313.0,890.0,1827.0,Python interface for igraph.,57.0,27,False,2021-10-29 01:08:18.000000,0.9.8,25.0,python-igraph,conda-forge/igraph,,,,766.0,342.0,https://pypi.org/project/python-igraph,2021-10-29 00:55:02.000000,424.0,162162.0,171324.0,https://anaconda.org/conda-forge/igraph,2021-11-12 06:30:55.873000,259841.0,,,,,1.0,276275.0,,,,,,,,,,,,,,,,,,,,,
257,zarr,zarr-developers/zarr-python,,data-containers,https://github.com/zarr-developers/zarr-python,https://github.com/zarr-developers/zarr-python,MIT,2015-12-15 14:49:40.000000,2021-11-17 04:15:04.000000,2021-11-16 09:01:13.000000,132,197.0,269.0,807.0,1494.0,"An implementation of chunked, compressed, N-dimensional arrays for Python.",51.0,27,True,2021-11-04 13:09:57.000000,2.11.0a2,48.0,zarr,conda-forge/zarr,,,,1005.0,933.0,https://pypi.org/project/zarr,2021-11-04 13:11:26.000000,72.0,66153.0,83489.0,https://anaconda.org/conda-forge/zarr,2021-09-30 15:10:35.877000,1144226.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
258,PyNNDescent,lmcinnes/pynndescent,,nn-search,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000000,2021-10-22 18:18:37.000000,2021-10-22 18:18:33.000000,67,39.0,47.0,515.0,529.0,A Python nearest neighbor descent for approximate nearest neighbors.,17.0,27,True,2021-10-15 14:06:19.000000,0.5.5,24.0,pynndescent,conda-forge/pynndescent,,,,961.0,955.0,https://pypi.org/project/pynndescent,2021-10-15 13:34:09.000000,6.0,1678928.0,1692365.0,https://anaconda.org/conda-forge/pynndescent,2021-10-15 15:32:23.572000,389678.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
259,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-11-17 17:44:46.000000,2021-11-16 18:56:34.000000,331,123.0,634.0,477.0,11716.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",127.0,27,True,2021-03-14 14:05:15.000000,1.4.0,23.0,dipy,conda-forge/dipy,,,,551.0,457.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,8771.0,12850.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,269252.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
260,hvPlot,holoviz/hvplot,,data-viz,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000000,2021-11-17 16:14:54.000000,2021-10-06 12:37:07.000000,60,135.0,260.0,473.0,422.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",32.0,27,True,2021-07-26 16:25:50.000000,0.7.3,36.0,hvplot,conda-forge/hvplot,,,,925.0,895.0,https://pypi.org/project/hvplot,2021-07-23 11:33:46.000000,30.0,115354.0,118823.0,https://anaconda.org/conda-forge/hvplot,2021-07-23 14:04:28.244000,135310.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
261,audioread,beetbox/audioread,,audio,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000000,2021-11-07 14:43:40.465000,2020-10-20 11:22:05.000000,88,31.0,44.0,378.0,232.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,20.0,27,False,2020-10-20 11:23:09.000000,2.1.9,25.0,audioread,conda-forge/audioread,,,,7206.0,6620.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000000,586.0,465243.0,470879.0,https://anaconda.org/conda-forge/audioread,2021-11-07 14:43:40.465000,360735.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
262,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-11-16 11:06:20.000000,2021-11-15 22:58:38.000000,5019,143.0,2612.0,18857.0,,"Detectron2 is FAIR's next-generation platform for object detection, segmentation and other visual recognition tasks.",192.0,26,True,2021-11-15 22:08:26.000000,0.6,10.0,,conda-forge/detectron2,,,['pytorch'],411.0,411.0,,,,,1879.0,https://anaconda.org/conda-forge/detectron2,2021-07-30 18:54:13.472000,33824.0,,,,,2.0,,-3.0,,,,,,,,,,,,,,,,,,,,
263,PaddleOCR,PaddlePaddle/PaddleOCR,,ocr,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000000,2021-11-17 13:29:36.000000,2021-11-16 15:22:59.000000,3516,921.0,2468.0,17474.0,,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",72.0,26,True,2021-05-26 11:43:06.000000,2.1.1,19.0,paddleocr,,,,['paddle'],399.0,399.0,https://pypi.org/project/paddleocr,2021-11-17 08:44:28.000000,0.0,39009.0,39009.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
264,MMDetection,open-mmlab/mmdetection,,image,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000000,2021-11-17 12:24:25.000000,2021-11-15 17:59:17.000000,6115,319.0,4400.0,17208.0,1813.0,OpenMMLab Detection Toolbox and Benchmark.,275.0,26,True,2021-11-15 18:02:44.000000,2.18.1,20.0,,,,,['pytorch'],161.0,161.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
265,Magenta,magenta/magenta,,audio,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000000,2021-10-18 02:01:53.000000,2021-06-30 21:44:13.000000,3518,321.0,569.0,17176.0,,Magenta: Music and Art Generation with Machine Intelligence.,149.0,26,True,2020-11-12 19:17:18.000000,2.1.3,66.0,magenta,,,,['tensorflow'],386.0,316.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000000,70.0,6952.0,6952.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
266,CNTK,microsoft/CNTK,,ml-frameworks,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2021-08-27 04:46:43.000000,2020-03-31 15:55:14.000000,4402,836.0,2527.0,17122.0,16116.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",270.0,26,False,2019-04-26 14:13:32.000000,2.7,32.0,cntk,,,,,34.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,34.0,1754.0,1952.0,,,,,,,,3.0,13892.0,,,,,,,,,,,,,,,,,,,,,
267,Prophet,facebook/prophet,,time-series-data,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000000,2021-11-09 17:34:47.000000,2021-10-03 23:20:15.000000,3869,158.0,1566.0,13687.0,,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,137.0,26,True,2021-04-02 23:45:16.000000,1.0,14.0,fbprophet,,,,,150.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000000,150.0,1100757.0,1100768.0,,,,,,,,1.0,635.0,,,,,,,,,,,,,,,,,,,,,
268,Turi Create,apple/turicreate,,ml-frameworks,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000000,2021-11-15 22:11:28.000000,2021-09-21 17:45:37.000000,1111,484.0,1279.0,10487.0,,Turi Create simplifies the development of custom machine learning models.,82.0,26,True,2020-09-30 22:51:40.000000,6.4.1,31.0,turicreate,,,,,309.0,275.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000000,34.0,25227.0,25331.0,,,,,,,,3.0,4908.0,,,,,,,,,,,,,,,,,,,,,
269,PaddleHub,PaddlePaddle/PaddleHub,,others,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000000,2021-11-17 13:02:41.000000,2021-11-17 13:01:33.000000,1433,348.0,614.0,7176.0,,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",48.0,26,True,2021-09-27 12:05:48.000000,2.1.1,46.0,paddlehub,,,,['paddle'],550.0,550.0,https://pypi.org/project/paddlehub,2021-09-27 12:05:48.000000,0.0,9980.0,9997.0,,,,,,,,2.0,560.0,,,,,,,,,,,,,,,,,,,,,
270,TensorLayer,tensorlayer/tensorlayer,,reinforcement-learning,https://github.com/tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer,Apache-2.0,2016-06-07 15:55:16.000000,2021-10-29 08:29:08.000000,2021-10-29 08:29:08.000000,1487,20.0,437.0,6778.0,3350.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,26,True,2021-01-06 07:16:21.000000,2.2.4,82.0,tensorlayer,,,,['tensorflow'],68.0,,https://pypi.org/project/tensorlayer,2020-06-19 00:53:37.000000,68.0,2716.0,2736.0,,,,,,,,2.0,1287.0,,,,,,,,,,,,,,,,,,,,,
271,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,,pytorch-utils,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000000,2021-11-02 08:10:31.000000,2021-04-15 15:16:36.000000,1304,128.0,134.0,6623.0,162.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,True,2021-04-15 15:17:23.000000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],14.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000000,14.0,224364.0,272343.0,,,,,,,,1.0,959594.0,,,,,,,,,,,,,,,,,,,,,
272,tsfresh,blue-yonder/tsfresh,,time-series-data,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000000,2021-11-10 19:48:01.000000,2021-10-31 20:49:30.000000,919,42.0,431.0,6016.0,398.0,Automatic extraction of relevant features from time series:.,79.0,26,True,2021-03-06 08:49:53.000000,0.18.0,26.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],66.0,,https://pypi.org/project/tsfresh,2020-09-09 21:08:22.000000,66.0,250850.0,252161.0,https://anaconda.org/conda-forge/tsfresh,2021-03-07 06:57:04.012000,62938.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
273,DeepSpeed,microsoft/DeepSpeed,,distributed-ml,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000000,2021-11-17 18:31:14.000000,2021-11-17 17:10:19.000000,649,372.0,357.0,5870.0,776.0,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",81.0,26,True,2021-11-11 17:14:38.000000,0.5.6,37.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],115.0,115.0,https://pypi.org/project/deepspeed,2021-11-11 17:09:24.000000,0.0,43490.0,44019.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2021-05-05 21:39:11.981563,3.0,11649.0,2.0,,,,,,,,,,,,,,,,,,,,,,
274,stanza,stanfordnlp/stanza,,nlp,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000000,2021-11-17 08:16:12.000000,2021-10-05 02:15:34.000000,738,65.0,534.0,5818.0,,Official Stanford NLP Python Library for Many Human Languages.,41.0,26,True,2021-10-06 06:28:19.000000,1.3.0,14.0,stanza,stanfordnlp/stanza,,,,742.0,738.0,https://pypi.org/project/stanza,2021-10-05 06:37:56.000000,4.0,74893.0,75110.0,https://anaconda.org/stanfordnlp/stanza,2021-10-05 07:17:34.873000,4351.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
275,OCRmyPDF,jbarlow83/OCRmyPDF,,ocr,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2021-11-16 00:38:14.000000,2021-11-15 08:32:58.000000,496,93.0,678.0,5151.0,3074.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",57.0,26,True,2021-11-04 21:51:31.000000,12.7.2,186.0,ocrmypdf,,,,,12.0,,https://pypi.org/project/ocrmypdf,2021-11-13 20:54:23.000000,12.0,21278.0,21278.0,,,,,,,,2.0,,,,,,,,,,ocrmypdf,,ocrmypdf,,,,,,,,,,
276,sktime,alan-turing-institute/sktime,,time-series-data,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000000,2021-11-17 18:28:37.000000,2021-11-14 18:20:30.000000,674,251.0,492.0,4658.0,,A unified framework for machine learning with time series.,126.0,26,True,2021-10-28 19:14:26.000000,0.8.1,18.0,sktime,,,,['sklearn'],287.0,287.0,https://pypi.org/project/sktime,2021-10-28 19:14:26.000000,0.0,120696.0,120698.0,,,,,,,,1.0,64.0,,,,,,,,,,,,,,,,,,,,,
277,lightfm,lyst/lightfm,,recommender-systems,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000000,2021-10-29 14:19:26.000000,2021-02-07 21:16:06.000000,610,90.0,344.0,3848.0,428.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,26,True,2020-11-27 19:48:30.000000,1.16,14.0,lightfm,conda-forge/lightfm,,,,640.0,584.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000000,56.0,229416.0,231793.0,https://anaconda.org/conda-forge/lightfm,2021-02-07 22:19:58.097000,109365.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
278,AutoGluon,awslabs/autogluon,,hyperopt,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000000,2021-11-17 09:04:21.000000,2021-11-16 19:26:37.000000,498,130.0,434.0,3801.0,699.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",62.0,26,True,2021-08-31 20:48:52.000000,0.3.1,604.0,autogluon,,,,['mxnet'],78.0,78.0,https://pypi.org/project/autogluon,2021-11-17 09:04:21.000000,0.0,20062.0,20062.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
279,BigDL,intel-analytics/BigDL,,distributed-ml,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000000,2021-11-17 15:24:16.000000,2021-11-17 10:47:34.000000,945,288.0,756.0,3798.0,2678.0,Building Large-Scale AI Applications for Distributed Big Data.,127.0,26,True,2021-07-09 12:20:26.000000,0.13.0,29.0,bigdl,,,,,29.0,29.0,https://pypi.org/project/bigdl,2021-11-17 12:24:39.000000,0.0,8278.0,8278.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14.000000,0.0,,
280,Alpha Vantage,RomelTorres/alpha_vantage,,financial-data,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000000,2021-10-26 23:23:33.000000,2021-06-14 05:10:42.000000,617,19.0,231.0,3529.0,497.0,A python wrapper for Alpha Vantage API for financial data.,39.0,26,True,2020-12-21 02:37:29.000000,2.3.1,28.0,alpha_vantage,,,,,202.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000000,202.0,27039.0,27039.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
281,TensorForce,tensorforce/tensorforce,,reinforcement-learning,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000000,2021-11-10 20:00:27.000000,2021-11-10 20:00:19.000000,512,7.0,612.0,3051.0,2090.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,81.0,26,True,2021-08-30 20:20:58.000000,0.6.5,14.0,tensorforce,,,,['tensorflow'],46.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000000,46.0,1137.0,1137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
282,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-11-16 01:22:35.020000,2021-11-01 20:43:03.000000,502,59.0,605.0,2778.0,914.0,"Fast, flexible and easy to use probabilistic modelling in Python.",64.0,26,True,2021-03-29 16:51:20.000000,0.14.4,66.0,pomegranate,conda-forge/pomegranate,,,,625.0,569.0,https://pypi.org/project/pomegranate,2021-11-01 20:09:53.000000,56.0,42323.0,45014.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020000,75360.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
283,D-Tale,man-group/dtale,,data-viz,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000000,2021-11-17 03:29:25.000000,2021-11-17 03:29:16.000000,218,35.0,395.0,2762.0,535.0,Visualizer for pandas data structures.,18.0,26,True,2021-11-16 03:33:21.000000,1.61.0,140.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",261.0,261.0,https://pypi.org/project/dtale,2021-11-16 03:26:32.000000,0.0,55881.0,60461.0,https://anaconda.org/conda-forge/dtale,2021-11-16 03:47:34.754000,96200.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
284,VisPy,vispy/vispy,,data-viz,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2021-11-16 16:58:41.000000,2021-11-10 15:11:13.000000,576,349.0,970.0,2758.0,,High-performance interactive 2D/3D data visualization library.,165.0,26,True,2021-10-27 17:17:38.000000,0.9.3,26.0,vispy,conda-forge/vispy,,,['jupyter'],748.0,626.0,https://pypi.org/project/vispy,2021-10-27 17:30:59.000000,122.0,35772.0,39695.0,https://anaconda.org/conda-forge/vispy,2021-11-05 07:23:20.223000,191602.0,,,,,3.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,13.0,,,,,,,,,,,,,,
285,deepface,serengil/deepface,,image,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000000,2021-11-13 08:26:48.000000,2021-11-13 08:26:48.000000,609,6.0,340.0,2709.0,638.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",18.0,26,True,2021-08-20 15:03:44.000000,0.0.68,67.0,deepface,,,,,300.0,300.0,https://pypi.org/project/deepface,2021-08-20 15:03:44.000000,0.0,27106.0,27106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
286,Sumy,miso-belica/sumy,,nlp,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000000,2021-10-21 17:24:42.000000,2021-10-21 17:14:12.000000,462,15.0,78.0,2681.0,,Module for automatic summarization of text documents and HTML pages.,21.0,26,True,2021-10-21 17:24:42.000000,0.9.0,14.0,sumy,,,,,1174.0,982.0,https://pypi.org/project/sumy,2021-10-21 17:24:42.000000,192.0,26346.0,26346.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
287,haystack,deepset-ai/haystack,,nlp,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000000,2021-11-17 18:20:55.000000,2021-11-17 15:41:04.000000,538,144.0,844.0,2678.0,902.0,Haystack is an open source NLP framework that leverages Transformer models. It enables developers to implement..,78.0,26,True,2021-09-16 08:31:17.000000,0.10.0,34.0,haystack,,,,,258.0,92.0,https://pypi.org/project/haystack,2017-07-03 04:44:52.000000,166.0,1995.0,1995.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
