,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
185,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-02-22 15:36:45.000000,2024-02-22 15:28:07,1056.0,13.0,461.0,230.0,734.0,191.0,331.0,4454.0,Model interpretability and understanding for PyTorch.,107.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,,['pytorch'],1894.0,1831.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,63.0,179201.0,180018.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,21245.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
186,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-02-22 23:06:35.000000,2024-02-22 23:04:50,1134.0,25.0,588.0,115.0,852.0,284.0,1031.0,3956.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",160.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3794.0,3621.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,173.0,184747.0,186206.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53630.0,,,,,2.0,9171.0,,,,,,,,,,,,,,,,,,
187,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-02-20 15:14:34.000000,2023-12-03 03:47:34,490.0,3.0,595.0,66.0,214.0,191.0,153.0,3873.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6084.0,6018.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,66.0,706051.0,709475.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,130134.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
188,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-02-13 11:58:20.000000,2024-02-13 11:57:59,1492.0,4.0,357.0,91.0,737.0,127.0,441.0,3165.0,Quickly and accurately render even the largest data.,55.0,33,True,2023-10-26 15:10:16.000,0.16.0,33.0,datashader,conda-forge/datashader,,,,3638.0,3638.0,https://pypi.org/project/datashader,,,496136.0,513120.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,764305.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
189,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-02-29 10:33:29.000000,2024-02-29 10:33:24,2884.0,156.0,288.0,24.0,2655.0,175.0,1639.0,2962.0,"Argilla is a collaboration platform for AI engineers and domain experts that require high-quality outputs, full data..",79.0,33,True,2024-02-29 10:31:19.000,1.25.0,100.0,rubrix,conda-forge/rubrix,,,,2270.0,2270.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,1597.0,2706.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,28850.0,,,,,2.0,,,,argilla-io/argilla,,,,,,,,,,,,,,,
190,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-02-29 11:38:21.000000,2024-02-27 19:07:25,2302.0,9.0,624.0,76.0,2853.0,204.0,714.0,2341.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",222.0,33,True,2024-02-22 21:42:46.000,2.2.1,32.0,torchaudio,,,,['pytorch'],586.0,,https://pypi.org/project/torchaudio,2024-02-22 19:20:36.000,586.0,2398897.0,2398897.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
191,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-01-11 18:01:50.000000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,168.0,215.0,146.0,2310.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,6026.0,5602.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,415.0,581201.0,586174.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,193342.0,,,,,2.0,,,,,mpld3,https://www.npmjs.com/package/mpld3,579.0,2023-12-23 13:04:29.963,9.0,,,,,,,,,,
192,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-02-29 14:21:28.000000,2024-02-28 15:50:15,3969.0,204.0,523.0,47.0,4153.0,256.0,909.0,2056.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,162.0,33,True,2024-01-22 17:04:21.000,0.34.0.post1,54.0,pennylane,conda-forge/pennylane,,,,845.0,773.0,https://pypi.org/project/pennylane,2024-01-08 20:32:42.000,72.0,51176.0,52453.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,34457.0,,,,,2.0,70.0,,,,,,,,,,,,,,,,,,
193,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-02-21 22:30:58.000000,2024-02-19 19:00:58,3685.0,20.0,193.0,50.0,1353.0,125.0,716.0,1950.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,1856.0,1834.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,22.0,184722.0,195698.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,450046.0,,,,,2.0,,,,,,,,,,,,,,,,,pythran,python-pythran,
194,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-02-27 22:03:16.000000,2024-02-27 22:03:15,2966.0,34.0,356.0,55.0,1128.0,314.0,937.0,1333.0,Cartopy - a cartographic python library with matplotlib support.,125.0,33,True,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,4956.0,4483.0,https://pypi.org/project/cartopy,2023-08-05 00:57:41.000,473.0,215632.0,291285.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3404399.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
195,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-02-29 01:29:50.000000,2024-02-29 01:29:49,11387.0,161.0,237.0,57.0,12039.0,222.0,2167.0,921.0,Cloud-native genomic dataframes and batch computing.,92.0,33,True,2024-02-20 18:12:18.000,0.2.128,148.0,hail,,,,['spark'],142.0,124.0,https://pypi.org/project/hail,2024-02-20 18:12:18.000,18.0,60881.0,60881.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
196,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-02-29 06:27:11.000000,2024-02-28 16:41:24,13744.0,195.0,400.0,49.0,2032.0,151.0,759.0,655.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",154.0,33,False,2023-12-14 14:48:42.000,1.8.0,27.0,dipy,conda-forge/dipy,,,,1124.0,1011.0,https://pypi.org/project/dipy,2023-12-14 14:48:42.000,113.0,25997.0,36430.0,https://anaconda.org/conda-forge/dipy,2024-02-08 16:36:03.303,427769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
197,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-02-24 12:51:59.000000,2022-06-10 09:12:18,238.0,,12982.0,1564.0,227.0,730.0,584.0,51216.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],21.0,21.0,https://pypi.org/project/face_recognition,,,72707.0,73202.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19726.0,,,,,2.0,1226.0,,,,,,,,,,,,,,,,,,
198,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,MIT,2020-10-18 16:23:12.000,2024-02-29 14:21:10.000000,2024-02-29 13:43:55,3660.0,717.0,2492.0,261.0,2959.0,94.0,418.0,22503.0,You like pytorch? You like micrograd? You love tinygrad!.,278.0,32,True,2024-01-09 18:16:07.000,0.8.0,5.0,,,,,['pytorch'],45.0,45.0,,,,,,,,,,,,,1.0,,,,tinygrad/tinygrad,,,,,,,,,,,,,,,
199,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3420.0,467.0,671.0,590.0,672.0,14620.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1545.0,1455.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,90.0,4508.0,4508.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
200,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,188.0,1005.0,580.0,712.0,12415.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1544.0,1538.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,6.0,4025.0,4036.0,,,,,,,,2.0,664.0,,,,,,,,,,,,,,,,,,
201,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1760.0,263.0,114.0,96.0,535.0,11168.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,5292.0,5113.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,179.0,330257.0,332555.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,197680.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
202,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1125.0,337.0,1683.0,502.0,1294.0,11144.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:44:07.000,6.4.1,30.0,turicreate,,,,,367.0,367.0,https://pypi.org/project/turicreate,,,25822.0,25952.0,,,,,,,,3.0,9639.0,,,,,,,,,,,,,,,,,,
203,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1406.0,303.0,889.0,129.0,759.0,9043.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],651.0,638.0,https://pypi.org/project/autokeras,2023-01-28 18:46:30.271,13.0,14050.0,14287.0,,,,,,,,2.0,17787.0,,,,,,,,,,,,,,,,,,
204,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,,870.0,86.0,274.0,78.0,376.0,7766.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,41244.0,40236.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,1008.0,2552309.0,2578823.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1139907.0,,,,,2.0,413.0,,,,,,,,,,,,,,,,,,
205,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-02-29 14:03:48.000000,2024-02-29 14:02:13,1151.0,36.0,776.0,61.0,914.0,245.0,1108.0,7043.0,A python library for user-friendly forecasting and anomaly detection on time series.,112.0,32,True,2024-01-21 16:13:43.000,0.27.2,40.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,536.0,531.0,https://pypi.org/project/u8darts,2024-01-21 16:13:43.000,5.0,24032.0,25327.0,https://anaconda.org/conda-forge/u8darts-all,2024-01-21 21:20:33.765,39934.0,https://hub.docker.com/r/unit8/darts,2024-01-21 16:15:31.089895,,517.0,2.0,,,,,,,,,,,,,,,,,,,
206,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-02-26 08:44:22.000000,2024-02-25 06:52:03,4339.0,130.0,842.0,142.0,476.0,84.0,765.0,6970.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",68.0,32,False,2024-02-25 07:38:59.000,1.8.0,21.0,stanza,stanfordnlp/stanza,,,,2501.0,2501.0,https://pypi.org/project/stanza,,,165800.0,165956.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7338.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
207,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-02-29 00:42:15.000000,2023-12-27 14:04:05,2705.0,5.0,1119.0,209.0,1045.0,19.0,615.0,6488.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16.000,1.5.0,62.0,deeppavlov,,,,['tensorflow'],376.0,376.0,https://pypi.org/project/deeppavlov,,,10914.0,10914.0,,,,,,,,2.0,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,
208,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,304.0,294.0,152.0,268.0,5361.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,998.0,964.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,10384.0,10563.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12889.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
209,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,,2014-08-14 01:56:16.000,2024-02-24 17:59:41.000000,2024-02-23 15:26:08,1639.0,4.0,827.0,119.0,524.0,125.0,337.0,4732.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,104.0,32,False,2024-01-05 08:47:39.000,0.23.1,29.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],12355.0,12355.0,https://pypi.org/project/mlxtend,,,626444.0,633383.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,298397.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
210,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,,2014-12-17 18:16:59.000,2024-02-29 13:48:32.000000,2024-02-29 11:12:30,29664.0,461.0,1531.0,183.0,2057.0,19.0,1566.0,4694.0,"mlpack: a fast, header-only C++ machine learning library.",311.0,32,False,2023-11-27 18:45:09.000,4.3.0,46.0,mlpack,conda-forge/mlpack,,,,,,https://pypi.org/project/mlpack,,,4453.0,8276.0,https://anaconda.org/conda-forge/mlpack,2023-11-29 00:35:31.566,168245.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
211,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-02-25 14:50:44.000000,2024-02-25 14:47:17,3852.0,49.0,550.0,85.0,547.0,102.0,465.0,4654.0,Online machine learning in Python.,110.0,32,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,464.0,432.0,https://pypi.org/project/river,2023-12-05 00:13:21.000,32.0,31019.0,32590.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53444.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
212,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-02-29 13:55:51.000000,2024-02-28 19:09:22,2154.0,13.0,277.0,44.0,2123.0,332.0,652.0,4636.0,Aim An easy-to-use & supercharged open-source experiment tracker.,61.0,32,True,2024-02-07 09:25:26.000,3.18.1,910.0,aim,conda-forge/aim,,,,468.0,449.0,https://pypi.org/project/aim,2024-02-28 20:09:55.000,19.0,117206.0,118568.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42240.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
213,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,,152.0,76.0,66.0,17.0,120.0,3665.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,32,True,2023-11-21 23:50:46.000,6.1.3,49.0,ftfy,conda-forge/ftfy,,,,17820.0,17168.0,https://pypi.org/project/ftfy,2023-11-21 23:50:46.000,652.0,4189122.0,4196727.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,281385.0,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,
214,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-02-29 13:21:01.000000,2024-02-27 10:53:12,8482.0,106.0,682.0,100.0,13146.0,38.0,811.0,3625.0,State of the Art Natural Language Processing.,112.0,32,True,2024-02-27 13:48:42.000,5.3.0,100.0,spark-nlp,,,,['spark'],,,https://pypi.org/project/spark-nlp,,,3925818.0,3925818.0,,,,,,,,2.0,,-4.0,,,,,,,,,,,,,,,,,
215,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-02-23 23:38:39.000000,2024-02-23 23:38:38,1423.0,31.0,453.0,54.0,768.0,40.0,473.0,3565.0,NeuralProphet: A simple forecasting package.,52.0,32,True,2024-02-23 20:22:47.000,0.8.0,34.0,neuralprophet,,,,['pytorch'],397.0,392.0,https://pypi.org/project/neuralprophet,2024-02-23 20:22:47.000,5.0,82757.0,82757.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
216,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,672.0,186.0,737.0,262.0,669.0,3398.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,32,True,2020-10-21 13:39:07.000,2.1.2,9.0,dyNET,,,,,255.0,255.0,https://pypi.org/project/dyNET,,,255533.0,255702.0,,,,,,,,3.0,14948.0,,,,,,,,,,,,,,,,,,
217,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2024-02-07 10:05:31.000000,2022-08-22 18:21:12,586.0,,576.0,77.0,78.0,63.0,161.0,3035.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,5386.0,5219.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,167.0,2141789.0,2144800.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,240894.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
218,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-02-27 20:07:46.000000,2024-02-27 20:07:45,1636.0,8.0,323.0,60.0,186.0,126.0,192.0,2743.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1207.0,1158.0,https://pypi.org/project/tslearn,2023-12-12 14:39:23.000,49.0,334225.0,363279.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1278419.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
219,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2024-02-24 11:32:18.000000,2024-02-24 11:32:17,2935.0,13.0,687.0,78.0,854.0,257.0,627.0,2581.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",123.0,32,True,2023-10-16 21:49:45.000,0.1.24,24.0,pgmpy,,,,,903.0,870.0,https://pypi.org/project/pgmpy,2023-10-16 20:46:07.000,33.0,42956.0,42963.0,,,,,,,,2.0,311.0,,,,,,,,,,,,,,,,,,
220,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,3.0,398.0,39.0,149.0,45.0,239.0,2349.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1661.0,1486.0,https://pypi.org/project/category_encoders,2023-10-29 20:29:52.000,175.0,1456315.0,1465273.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,250829.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
221,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-02-26 14:51:30.000000,2023-12-18 19:57:13,1353.0,11.0,299.0,22.0,45.0,30.0,200.0,2149.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:14.000,0.4.5,78.0,explainerdashboard,conda-forge/explainerdashboard,,,,443.0,443.0,https://pypi.org/project/explainerdashboard,,,81065.0,82191.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42806.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
222,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-02-29 14:32:47.000000,2024-02-29 14:11:48,1297.0,88.0,370.0,58.0,1224.0,107.0,612.0,1535.0,The official Python client for the Huggingface Hub.,139.0,32,True,2024-02-29 08:24:08.000,0.21.3,66.0,huggingface_hub,conda-forge/huggingface_hub,,,,,,https://pypi.org/project/huggingface_hub,,,26606989.0,26650831.0,https://anaconda.org/conda-forge/huggingface_hub,2024-02-28 17:44:10.924,1578341.0,,,,,2.0,,-4.0,,,,,,,,,,,,,,,,,
223,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-02-23 02:51:07.000000,2024-02-23 02:45:37,1079.0,2.0,227.0,34.0,251.0,50.0,271.0,1495.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,7403.0,7403.0,https://pypi.org/project/pmdarima,,,2250742.0,2276637.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1035801.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
