,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
124,Face Recognition,ageitgey/face_recognition,,image,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000000,2021-03-20 02:37:00.000000,2020-09-26 15:32:59.000000,11016,591.0,537.0,39916,211.0,The world's simplest facial recognition api for Python and the command line.,45.0,29,True,2018-08-21 18:34:21.000000,1.2.3,21.0,face_recognition,,,,['pytorch'],406.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000000,406.0,50479.0,50488.0,,,,,,,,2.0,441.0,,,,,,,,,,,,,,,,,,,,,,
125,Magenta,magenta/magenta,,audio,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000000,2021-04-19 14:20:10.000000,2021-04-19 14:20:02.000000,3425,307.0,552.0,16613,1387.0,Magenta: Music and Art Generation with Machine Intelligence.,149.0,29,True,2020-11-12 19:17:18.000000,2.1.3,66.0,magenta,,,,['tensorflow'],360.0,290.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000000,70.0,5516.0,5516.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
126,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-05-10 21:19:01.000000,2021-05-10 21:18:57.000000,4218,99.0,2342.0,16369,1132.0,"Detectron2 is FAIR's next-generation platform for object detection, segmentation and other visual recognition tasks.",158.0,29,True,2021-03-13 01:36:49.000000,0.4,8.0,,conda-forge/detectron2,,,['pytorch'],232.0,232.0,,,,,1580.0,https://anaconda.org/conda-forge/detectron2,2021-04-30 18:28:16.538000,18966.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
127,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2021-05-13 04:46:55.000000,2021-05-12 14:34:39.000000,2177,124.0,1355.0,13489,533.0,A library for efficient similarity search and clustering of dense vectors.,84.0,29,True,2021-04-29 11:27:06.000000,1.1.0,47.0,pymilvus,conda-forge/faiss,,,,371.0,365.0,https://pypi.org/project/pymilvus,2021-04-29 11:27:06.000000,6.0,16916.0,24574.0,https://anaconda.org/conda-forge/faiss,2021-04-19 13:07:02.042000,91905.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
128,Prophet,facebook/prophet,,time-series-data,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000000,2021-05-11 23:44:25.000000,2021-05-11 23:44:25.000000,3647,76.0,1525.0,12700,667.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,132.0,29,True,2021-04-02 23:45:16.000000,1.0,14.0,fbprophet,,,,,150.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000000,150.0,792808.0,792820.0,,,,,,,,1.0,604.0,,,,,,,,,,,,,,,,,,,,,,
129,EasyOCR,JaidedAI/EasyOCR,,ocr,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000000,2021-05-07 03:02:54.000000,2021-05-07 03:02:54.000000,1267,122.0,186.0,11415,404.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",78.0,29,True,2021-04-24 01:07:20.000000,1.3.1,22.0,easyocr,,,,,219.0,219.0,https://pypi.org/project/easyocr,2021-04-24 01:07:20.000000,0.0,18492.0,44009.0,,,,,,,,1.0,280695.0,,,,,,,,,,,,,,,,,,,,,,
130,horovod,horovod/horovod,,distributed-ml,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000000,2021-05-12 18:01:00.000000,2021-05-08 13:08:53.000000,1820,237.0,1550.0,11190,930.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",119.0,29,True,2021-02-15 20:51:41.000000,0.21.3,64.0,horovod,,,,,405.0,365.0,https://pypi.org/project/horovod,2021-02-15 20:51:41.000000,40.0,46010.0,46010.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,,,,,,,,,
131,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-05-13 14:01:12.000000,2021-05-13 14:01:09.000000,1889,771.0,1226.0,10987,4447.0,Geometric Deep Learning Extension Library for PyTorch.,162.0,29,True,2021-04-09 08:44:51.000000,1.7.0,26.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-12-02 14:54:13.000000,24.0,37925.0,37925.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
132,TFlearn,tflearn/tflearn,,ml-frameworks,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51.000000,2429,563.0,361.0,9536,613.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,29,True,2020-11-11 19:26:11.000000,0.5.0,8.0,tflearn,,,,['tensorflow'],4195.0,3233.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000000,962.0,17977.0,17977.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
133,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2021-03-15 18:24:14.000000,2021-03-15 18:23:31.000000,1271,19.0,137.0,8854,545.0,TensorFlow-based neural network library.,51.0,29,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],658.0,576.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,79984.0,80493.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,9163.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
134,Lime,marcotcr/lime,,interpretability,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000000,2021-05-10 15:19:09.000000,2021-01-12 16:12:17.000000,1402,63.0,446.0,8719,508.0,Lime: Explaining the predictions of any machine learning classifier.,57.0,29,True,2020-04-03 22:05:03.000000,0.2.0.0,38.0,lime,conda-forge/lime,,,,1375.0,1247.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000000,128.0,344654.0,346007.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538000,71736.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
135,TPOT,EpistasisLab/tpot,,hyperopt,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000000,2021-03-17 21:46:35.000000,2021-01-06 15:17:46.000000,1396,214.0,596.0,7995,2368.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,108.0,29,False,2021-01-06 15:20:08.000000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1051.0,971.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000000,80.0,27976.0,30080.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005000,117826.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
136,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2021-05-13 14:49:54.000000,2021-05-12 15:53:40.000000,426,500.0,1221.0,6044,1365.0,Modin: Speed up your Pandas workflows by changing a single line of code.,75.0,29,True,2021-03-16 02:04:13.000000,0.9.1,37.0,modin,,,,['pandas'],379.0,361.0,https://pypi.org/project/modin,2021-03-04 23:04:25.000000,18.0,149364.0,155111.0,,,,,,,,2.0,195415.0,,,,,,,,,,,,,,,,,,,,,,
137,SpeechRecognition,Uberi/speech_recognition,,audio,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000000,2021-02-28 19:52:57.000000,2019-07-02 17:29:47.000000,1918,222.0,271.0,5614,360.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",41.0,29,False,2017-12-05 14:05:14.000000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,9307.0,8219.0,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000000,1088.0,160980.0,162928.0,https://anaconda.org/conda-forge/speechrecognition,2021-01-11 17:26:33.040000,111079.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
138,faust,robinhood/faust,,data-pipelines,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2021-04-21 18:29:47.000000,2020-10-09 12:59:42.000000,459,236.0,226.0,5534,4137.0,Python Stream Processing.,91.0,29,True,2020-02-25 22:57:18.000000,1.10.4,46.0,faust,,,,,765.0,737.0,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,781638.0,781638.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
139,yfinance,ranaroussi/yfinance,,financial-data,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000000,2021-05-04 10:50:37.000000,2021-03-25 00:42:57.000000,1224,308.0,229.0,4933,,Yahoo! Finance market data downloader (+faster Pandas Datareader).,36.0,29,True,2021-03-25 00:43:03.000000,0.1.59,24.0,yfinance,ranaroussi/yfinance,,,,4442.0,4416.0,https://pypi.org/project/yfinance,2021-03-25 00:43:03.000000,26.0,215051.0,217248.0,https://anaconda.org/ranaroussi/yfinance,2019-12-27 21:30:44.606000,46155.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
140,TinyDB,msiemens/tinydb,,data-containers,https://github.com/msiemens/tinydb,https://github.com/msiemens/tinydb,MIT,2013-07-12 23:31:13.000000,2021-05-06 13:48:20.000000,2021-04-19 18:15:07.000000,370,8.0,248.0,4246,614.0,TinyDB is a lightweight document oriented database optimized for your happiness :).,64.0,29,True,2021-02-11 19:31:26.000000,4.4.0,59.0,tinydb,conda-forge/tinydb,,,,1118.0,,https://pypi.org/project/tinydb,2021-02-11 19:31:24.000000,1118.0,288849.0,290842.0,https://anaconda.org/conda-forge/tinydb,2021-02-11 21:20:33.462000,117603.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
141,kaggle,Kaggle/kaggle-api,,ml-experiments,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000000,2021-03-19 16:43:36.000000,2021-03-15 15:49:05.000000,806,177.0,118.0,4030,145.0,Official Kaggle API.,36.0,29,True,2021-03-13 00:50:03.000000,1.5.12,48.0,kaggle,conda-forge/kaggle,,,,5913.0,5349.0,https://pypi.org/project/kaggle,2021-03-13 00:50:03.000000,564.0,188776.0,191105.0,https://anaconda.org/conda-forge/kaggle,2021-03-16 16:09:03.613000,55900.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
142,Kedro,quantumblacklabs/kedro,,data-pipelines,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56.000000,2021-05-13 07:05:03.000000,2021-05-13 06:04:50.000000,443,54.0,424.0,3837,1229.0,"A Python framework for creating reproducible, maintainable and modular data science code.",106.0,29,True,2021-04-21 15:12:01.000000,0.17.3,27.0,kedro,,,,,482.0,466.0,https://pypi.org/project/kedro,2021-04-21 15:12:51.000000,16.0,139368.0,139368.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
143,Ignite,pytorch/ignite,,ml-frameworks,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000000,2021-05-13 00:10:46.000000,2021-05-11 21:44:17.000000,449,104.0,715.0,3552,1108.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,136.0,29,True,2021-03-03 23:10:39.000000,0.4.4,553.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],941.0,879.0,https://pypi.org/project/pytorch-ignite,2021-05-13 00:10:46.000000,62.0,45926.0,47638.0,https://anaconda.org/pytorch/ignite,2021-03-03 23:10:32.721000,59949.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
144,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2021-05-09 15:37:54.000000,2021-05-09 15:37:54.000000,704,95.0,287.0,3479,1218.0,A library of extension and helper modules for Python's data analysis and machine learning libraries.,84.0,29,True,2020-11-26 04:18:15.000000,0.18.0,46.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],3345.0,3155.0,https://pypi.org/project/mlxtend,2020-11-26 04:18:15.000000,190.0,320971.0,324589.0,https://anaconda.org/conda-forge/mlxtend,2020-11-26 05:32:00.667000,166442.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
145,sacred,IDSIA/sacred,,ml-experiments,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000000,2021-04-27 12:19:28.000000,2021-04-27 12:19:28.000000,315,92.0,405.0,3441,1305.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",92.0,29,True,2020-12-14 15:21:05.000000,0.8.2,27.0,sacred,,,,,1068.0,914.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000000,154.0,22696.0,22696.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
146,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2021-05-13 13:24:58.000000,2021-04-17 00:27:42.000000,423,60.0,583.0,3012,2813.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",56.0,29,True,2021-02-28 20:52:16.000000,2.0.7,159.0,dedupe,,,,,264.0,186.0,https://pypi.org/project/dedupe,2021-04-17 00:35:34.000000,78.0,81687.0,81687.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
147,ftfy,LuminosoInsight/python-ftfy,,nlp,https://github.com/LuminosoInsight/python-ftfy,https://github.com/LuminosoInsight/python-ftfy,MIT,2012-08-24 16:14:59.000000,2021-05-07 17:22:16.000000,2021-05-04 17:36:06.000000,102,12.0,103.0,2963,585.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",17.0,29,True,2021-04-16 14:45:14.000000,6.0.1,44.0,ftfy,conda-forge/ftfy,,,,3962.0,3202.0,https://pypi.org/project/ftfy,2021-04-16 14:45:14.000000,760.0,989607.0,991728.0,https://anaconda.org/conda-forge/ftfy,2021-04-19 06:46:27.267000,103976.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
148,Koalas,databricks/koalas,,data-containers,https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2021-05-12 21:11:01.000000,2021-05-03 00:35:18.000000,310,116.0,443.0,2795,1536.0,Koalas: pandas API on Apache Spark.,50.0,29,True,2021-05-03 00:39:34.000000,1.8.0,45.0,koalas,conda-forge/koalas,,,"['spark', 'pandas']",94.0,92.0,https://pypi.org/project/koalas,2021-05-03 00:38:09.000000,2.0,2932725.0,2936393.0,https://anaconda.org/conda-forge/koalas,2021-05-03 04:19:17.678000,87142.0,,,,,2.0,996.0,,,,,,,,,,,,,,,,,,,,,,
149,mrjob,Yelp/mrjob,,data-pipelines,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000000,2021-03-31 18:37:58.000000,2020-11-16 22:20:52.000000,590,202.0,1089.0,2543,8622.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,29,True,2020-09-17 22:26:01.000000,0.7.4,60.0,mrjob,conda-forge/mrjob,,,,842.0,730.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000000,112.0,95576.0,101866.0,https://anaconda.org/conda-forge/mrjob,2020-12-24 22:44:29.424000,352287.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
150,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-03-16 02:11:45.000000,2021-03-16 02:11:39.000000,339,42.0,322.0,2399,1503.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,29,True,2021-02-03 16:40:09.000000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,426.0,374.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000000,52.0,75670.0,77730.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 16:19:07.762000,26782.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
151,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-05-12 20:35:22.000000,2021-05-12 18:11:34.000000,338,207.0,695.0,2387,3435.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,79.0,29,True,2021-04-15 13:43:21.000000,1.4.1,27.0,gpytorch,,,,['pytorch'],284.0,276.0,https://pypi.org/project/gpytorch,2021-04-15 13:43:21.000000,8.0,60306.0,60306.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
152,hmmlearn,hmmlearn/hmmlearn,,probabilistics,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000000,2021-05-11 16:31:39.000000,2021-05-11 16:31:39.000000,647,66.0,293.0,2254,359.0,"Hidden Markov Models in Python, with scikit-learn like API.",33.0,29,True,2021-02-03 14:33:20.000000,0.2.5,7.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1176.0,970.0,https://pypi.org/project/hmmlearn,2021-02-03 14:32:44.000000,206.0,151281.0,153903.0,https://anaconda.org/conda-forge/hmmlearn,2021-02-04 16:23:17.046000,78671.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
153,pandas-datareader,pydata/pandas-datareader,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000000,2021-05-12 09:10:01.000000,2020-12-31 11:58:23.000000,521,86.0,371.0,1993,764.0,Extract data from a wide range of Internet sources into a pandas DataFrame.,77.0,29,True,2020-07-10 10:04:14.000000,0.9.0,21.0,pandas-datareader,conda-forge/pandas-datareader,,,['pandas'],10673.0,9267.0,https://pypi.org/project/pandas-datareader,2020-07-10 10:04:14.000000,1406.0,234876.0,237272.0,https://anaconda.org/conda-forge/pandas-datareader,2021-03-16 22:58:42.079000,117429.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
154,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-03-25 13:32:22.000000,2021-01-03 14:55:15.000000,258,22.0,76.0,1951,184.0,A Python Perceptual Image Hashing Module.,17.0,29,True,2021-03-25 13:49:48.000000,4.1.0,17.0,ImageHash,conda-forge/imagehash,,,,3075.0,2543.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,784067.0,786253.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,118063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
155,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-05-10 15:05:39.000000,2021-05-10 15:05:39.000000,307,711.0,1849.0,1887,10168.0,"With Holoviews, your data visualizes itself.",104.0,29,True,2021-04-26 15:45:22.000000,1.14.3,70.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2021-04-08 13:54:50.000000,170.0,111934.0,126014.0,https://anaconda.org/conda-forge/holoviews,2021-04-08 15:16:37.674000,485300.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,5992.0,,,,,,,,,,,,,,,,
156,hdbscan,scikit-learn-contrib/hdbscan,,others,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000000,2021-04-07 15:55:02.000000,2021-04-07 15:55:02.000000,339,225.0,146.0,1877,884.0,A high performance implementation of HDBSCAN clustering.,69.0,29,True,2021-02-03 20:21:02.000000,0.8.27,43.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],955.0,831.0,https://pypi.org/project/hdbscan,2021-02-03 20:21:02.000000,124.0,189346.0,200733.0,https://anaconda.org/conda-forge/hdbscan,2021-02-14 03:07:15.749000,660499.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
157,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-04-29 14:08:33.000000,2021-04-15 16:51:28.000000,420,200.0,600.0,1612,2111.0,Survival analysis in Python.,93.0,29,True,2021-04-13 14:41:27.000000,0.25.11,156.0,lifelines,conda-forge/lifelines,,,,692.0,566.0,https://pypi.org/project/lifelines,2021-04-13 14:41:27.000000,126.0,229587.0,232040.0,https://anaconda.org/conda-forge/lifelines,2021-04-06 18:57:53.837000,144749.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
158,Cartopy,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,LGPL-3.0,2013-11-04 16:36:27.000000,2021-05-11 16:30:06.000000,2021-05-03 18:53:09.000000,406,141.0,1245.0,1488,3317.0,Rasterio reads and writes geospatial raster datasets.,109.0,29,False,2021-04-21 16:59:37.000000,0.19.0,22.0,Cartopy,conda-forge/cartopy,,,,3501.0,3155.0,https://pypi.org/project/Cartopy,2021-04-23 16:49:22.000000,346.0,62613.0,87594.0,https://anaconda.org/conda-forge/cartopy,2021-05-05 04:47:46.742000,1548225.0,,,,,3.0,732.0,,,,,,,,,,,,,,,,,,,,,,
159,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-04-22 23:16:41.000000,2021-03-24 13:03:31.000000,302,75.0,75.0,1448,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],2311.0,2113.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,171277.0,171968.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,24192.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
160,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-05-13 11:30:46.000000,2021-05-12 19:23:49.000000,311,143.0,319.0,1306,850.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",122.0,29,True,2021-03-25 16:30:33.000000,0.8.1,14.0,torchaudio,,,,['pytorch'],2853.0,2835.0,https://pypi.org/project/torchaudio,2021-03-25 16:29:07.000000,18.0,227784.0,227784.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
161,ipyleaflet,jupyter-widgets/ipyleaflet,,geospatial-data,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000000,2021-05-12 06:28:39.000000,2021-05-12 06:28:31.000000,290,154.0,257.0,1118,916.0,A Jupyter - Leaflet.js bridge.,64.0,29,True,2021-01-05 16:38:38.000000,0.13.6,70.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],936.0,836.0,https://pypi.org/project/ipyleaflet,2021-01-05 16:38:38.000000,98.0,46117.0,80182.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,668727.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,22920.0,,,,,,,,,,,,,,,,
