,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
276,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-05-10 10:55:09.000000,2022-05-02 14:25:44,946,5.0,396,55.0,117.0,269.0,156.0,2167,A high performance implementation of HDBSCAN clustering.,78.0,30,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1518.0,1368.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,150.0,402686.0,418071.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1076958.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
277,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-05-18 18:07:09.000000,2021-12-06 15:56:44,1581,,274,60.0,133.0,87.0,182.0,2114,A machine learning toolkit dedicated to time-series data.,36.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,,,['sklearn'],508.0,489.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,116507.0,121561.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,252706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
278,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-05-19 10:27:16.000000,2022-05-19 10:27:16,1347,177.0,311,30.0,531.0,207.0,246.0,1962,Time series forecasting with PyTorch.,29.0,30,True,2022-03-24 21:27:35.000,0.10.1,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2022-03-24 21:27:35.000,4.0,63793.0,64710.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-03-24 23:01:40.805,18347.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
279,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-05-09 08:46:05.000000,2022-05-09 07:42:07,1123,140.0,226,36.0,228.0,18.0,98.0,1704,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,30,True,2022-05-09 08:46:05.000,2.0.1,21.0,shapash,,,,['jupyter'],75.0,74.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,19713.0,19713.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
280,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-05-19 14:31:21.000000,2022-05-19 13:48:13,2539,183.0,360,54.0,1926.0,181.0,521.0,1385,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,97.0,30,True,2022-05-09 15:36:48.000,0.23.1,36.0,pennylane,conda-forge/pennylane,,,,32.0,,https://pypi.org/project/pennylane,2022-05-09 15:36:48.000,32.0,13113.0,13279.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,994.0,,,,,2.0,60.0,,,,,,,,,,,,,,,,,,,,
281,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-05-14 00:30:12.000000,2022-05-06 19:31:50,1445,62.0,237,39.0,203.0,48.0,138.0,1232,TensorLy: Tensor Learning in Python.,52.0,30,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,,284.0,254.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,4913.0,9887.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,238781.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-03-10 20:26:25.000000,2022-03-10 20:26:25,974,25.0,154,55.0,182.0,37.0,226.0,1154,A full spaCy pipeline and models for scientific/biomedical documents.,23.0,30,True,2022-03-10 20:16:24.000,0.5.0,11.0,scispacy,,,,,478.0,461.0,https://pypi.org/project/scispacy,2022-03-10 20:16:24.000,17.0,27835.0,27835.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
283,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-03-02 09:28:56.000000,2021-07-15 17:22:49,1466,,136,42.0,125.0,54.0,630.0,1092,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,True,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,,1044.0,911.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,2845628.0,2846930.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,82030.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
284,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2022-05-09 05:22:13.000000,2022-05-09 05:22:09,514,42.0,370,54.0,34.0,15.0,130.0,1012,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",21.0,30,True,2022-04-14 21:25:10.000,0.12.1,16.0,kmodes,conda-forge/kmodes,,,,1216.0,1190.0,https://pypi.org/project/kmodes,2022-04-14 21:22:39.000,26.0,352399.0,352743.0,https://anaconda.org/conda-forge/kmodes,2022-04-15 01:12:43.970,8617.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
285,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2022-05-13 15:49:01.000000,2022-05-11 13:45:48,10174,459.0,233,32.0,1351.0,376.0,462.0,835,Python package for earth-observing satellite data processing.,122.0,30,False,2022-04-14 07:42:54.000,0.36.0,77.0,satpy,conda-forge/satpy,,,,77.0,66.0,https://pypi.org/project/satpy,2022-04-14 07:42:54.000,11.0,1995.0,3899.0,https://anaconda.org/conda-forge/satpy,2022-04-14 11:56:29.017,87597.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
286,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-05-11 10:03:15.285000,2022-05-10 11:01:04,542,7.0,32,12.0,41.0,5.0,23.0,187,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,11.0,30,False,2022-05-10 14:03:13.000,0.9.0,39.0,blis,conda-forge/cython-blis,,,,18376.0,18147.0,https://pypi.org/project/blis,2022-05-10 12:37:32.000,229.0,4794316.0,4832801.0,https://anaconda.org/conda-forge/cython-blis,2022-05-11 10:03:15.285,1462452.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
287,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2021-12-03 07:10:56.000000,2020-01-31 13:06:18,347,,4310,585.0,367.0,478.0,432.0,12614,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,29,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,433.0,394.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1313.0,1313.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
288,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2022-05-04 03:24:20.000000,2022-05-04 03:24:14,243,22.0,1635,120.0,31.0,87.0,96.0,10047,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",15.0,29,True,2022-05-04 02:45:07.000,0.35.2,137.0,vit-pytorch,,,,['pytorch'],110.0,107.0,https://pypi.org/project/vit-pytorch,2022-05-04 02:45:07.000,3.0,22026.0,22026.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
289,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-05-18 10:49:28.000000,2022-04-19 23:31:31,292,10.0,1301,447.0,43.0,80.0,83.0,9803,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,29,True,2021-12-13 23:17:39.000,4.0.2,42.0,dopamine-rl,,,,['tensorflow'],37.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000,37.0,44874.0,44874.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
290,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2022-04-27 09:26:40.000000,2021-07-17 22:17:12,2385,,2654,548.0,199.0,42.0,,8730,Python Backtesting library for trading strategies.,52.0,29,False,,,155.0,backtrader,,,,,1078.0,1029.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,49.0,12658.0,12658.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
291,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-05-15 15:32:28.013000,2022-05-15 04:45:23,3191,31.0,572,122.0,108.0,90.0,770.0,6411,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",65.0,29,True,2022-05-14 22:25:39.000,13.4.4,196.0,ocrmypdf,conda-forge/ocrmypdf,,,,12.0,,https://pypi.org/project/ocrmypdf,2022-05-14 22:25:39.000,12.0,21994.0,22673.0,https://anaconda.org/conda-forge/ocrmypdf,2022-05-15 15:32:28.013,10195.0,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
292,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2021-12-21 18:56:28.651000,2021-12-21 03:31:43,507,,971,151.0,403.0,41.0,440.0,6399,Automatic extraction of relevant features from time series:.,82.0,29,True,2021-12-21 03:37:03.000,0.19.0,27.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],55.0,,https://pypi.org/project/tsfresh,2021-12-21 03:37:03.000,55.0,409352.0,412315.0,https://anaconda.org/conda-forge/tsfresh,2021-12-21 18:56:28.651,160012.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
293,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2022-05-18 15:52:01.000000,2022-05-18 15:50:18,761,100.0,876,136.0,104.0,79.0,946.0,5977,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,87.0,29,False,2022-04-28 16:15:23.000,0.6.2,11.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],208.0,203.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,5.0,17958.0,19486.0,https://anaconda.org/pytorch3d/pytorch3d,2022-04-28 15:25:00.343,45863.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
294,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201,,1328,190.0,780.0,25.0,422.0,5498,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,29,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],331.0,320.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1461.0,1588.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,2929.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
295,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-05-19 13:55:21.000000,2022-05-13 12:58:05,4068,279.0,482,101.0,278.0,27.0,299.0,4850,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",88.0,29,True,2022-04-20 09:48:23.000,0.6.2,28.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,2017-07-14 20:02:42.000,,5925.0,17124.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,1588.0,,,,,2.0,153623.0,,,,,,,,,,,,,,,,,,,,
296,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-05-09 20:56:02.000000,2022-04-19 21:26:51,771,6.0,1069,207.0,86.0,176.0,118.0,4764,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",26.0,29,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,285.0,266.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,19.0,21327.0,21327.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
297,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2021-12-26 17:08:51.000000,2020-07-15 13:46:58,1184,,1355,307.0,290.0,134.0,265.0,4390,Portfolio and risk analytics in Python.,56.0,29,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,437.0,405.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,5574.0,5739.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,8430.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
298,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-05-19 13:35:13.000000,2022-05-18 23:42:20,4393,174.0,958,129.0,2857.0,72.0,1034.0,4228,NeMo: a toolkit for conversational AI.,147.0,29,True,2022-04-26 21:29:23.000,1.8.2,55.0,nemo-toolkit,,,,['pytorch'],7.0,,https://pypi.org/project/nemo-toolkit,2022-04-26 20:42:24.000,7.0,16533.0,16663.0,,,,,,,,2.0,4188.0,,,,,,,,,,,,,,,,,,,,
299,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-03-14 22:25:39.000000,2022-03-09 16:54:36,461,19.0,619,91.0,197.0,99.0,347.0,4023,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,29,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,,775.0,730.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,399226.0,401496.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,118076.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
300,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161,,977,215.0,408.0,139.0,402.0,3815,Lightweight library to build and train neural networks in Theano.,72.0,29,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1169.0,908.0,https://pypi.org/project/lasagne,2021-12-15 16:05:43.118,261.0,3539.0,3539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
301,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-05-18 06:34:26.000000,2022-05-18 06:30:51,3299,39.0,377,81.0,314.0,15.0,355.0,3369,Online machine learning in Python.,77.0,29,True,2022-02-04 15:29:10.000,0.10.1,6.0,river,conda-forge/river,,,,128.0,116.0,https://pypi.org/project/river,2022-02-04 15:29:10.000,12.0,5485.0,6092.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,7896.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
302,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-05-15 08:44:51.000000,2022-04-03 20:16:49,722,12.0,361,38.0,114.0,37.0,143.0,3233,Data augmentation for NLP.,30.0,29,True,2021-12-25 02:49:58.000,1.1.10,36.0,nlpaug,conda-forge/nlpaug,,,,336.0,322.0,https://pypi.org/project/nlpaug,2021-12-23 17:35:56.000,14.0,57919.0,58078.0,https://anaconda.org/conda-forge/nlpaug,2021-12-25 16:31:39.772,1750.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
303,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-05-13 17:41:11.000000,2022-05-09 17:37:46,462,26.0,478,72.0,229.0,48.0,214.0,3011,Uplift modeling and causal inference with machine learning algorithms.,40.0,29,True,2022-03-14 23:38:27.000,0.12.3,19.0,causalml,,,,,48.0,47.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,46894.0,46894.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
304,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-05-12 05:30:16.000000,2021-11-07 22:16:38,171,,222,41.0,41.0,22.0,59.0,2858,A simple command-line utility for querying and monitoring GPU status.,12.0,29,True,2019-07-22 06:37:00.000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,1975.0,1876.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000,99.0,600572.0,604025.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,131246.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
305,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-04-22 07:57:30.389000,2022-04-21 22:32:03,411,8.0,471,113.0,72.0,14.0,87.0,2805,Module for automatic summarization of text documents and HTML pages.,22.0,29,True,2022-04-21 21:59:46.000,0.10.0,15.0,sumy,conda-forge/sumy,,,,1331.0,1230.0,https://pypi.org/project/sumy,2022-04-21 21:59:46.000,101.0,22188.0,22269.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,896.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
306,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-05-19 09:07:31.000000,2022-05-13 20:28:09,14783,78.0,399,71.0,2735.0,689.0,1349.0,2738,cuML - RAPIDS Machine Learning Library.,151.0,29,True,2022-04-06 17:07:52.000,22.04.00,21.0,cuml,,,,,3.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,3.0,748.0,748.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
307,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2022-05-18 11:54:22.000000,2022-05-18 11:53:44,879,137.0,327,72.0,40.0,40.0,159.0,2647,A library of reinforcement learning components and agents.,66.0,29,True,2022-02-10 06:52:01.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],78.0,76.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,2.0,4412.0,4535.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,2226.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
308,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452,,586,106.0,73.0,92.0,123.0,2569,Productivity Tools for Plotly + Pandas.,38.0,29,False,2020-03-01 17:42:01.000,0.17.3,28.0,cufflinks,,,,['pandas'],6019.0,5861.0,https://pypi.org/project/cufflinks,2021-12-15 15:49:58.297,158.0,333203.0,333203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
309,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198,,328,69.0,167.0,160.0,111.0,2537,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,29,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,85.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,85.0,2164070.0,2165930.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,111646.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
310,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2022-05-18 21:16:02.000000,2022-01-31 16:47:12,581,,558,77.0,137.0,57.0,333.0,2489,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,44.0,29,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],660.0,650.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,10.0,78276.0,78382.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,745.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
311,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-05-19 05:55:51.000000,2022-05-18 09:36:54,1091,97.0,222,48.0,118.0,35.0,281.0,2277,STUMPY is a powerful and scalable Python library for modern time series analysis.,29.0,29,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,4.0,,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,4.0,259052.0,260120.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,38453.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
312,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2022-04-14 16:10:53.000000,2022-04-02 15:23:34,1695,9.0,399,45.0,341.0,21.0,326.0,2227,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,29,True,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,305.0,292.0,https://pypi.org/project/foolbox,2022-04-02 15:26:45.000,13.0,2664.0,2929.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,5830.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
313,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-05-04 23:46:23.000000,2022-04-04 04:17:16,2457,45.0,249,30.0,441.0,43.0,160.0,1963,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",51.0,29,True,2021-11-10 01:36:28.000,0.3.4,42.0,textattack,conda-forge/textattack,,,,85.0,78.0,https://pypi.org/project/textattack,2021-11-10 01:36:28.000,7.0,2457.0,2594.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,2742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
314,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-05-04 23:34:17.279000,2021-11-09 18:12:47,178,,219,54.0,58.0,81.0,165.0,1628,A Python wrapper for the tesseract-ocr API.,26.0,29,True,2021-06-19 21:10:18.000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,,726.0,659.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,67.0,62575.0,64806.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,69178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
315,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-05-18 11:38:55.000000,2022-05-18 11:38:52,431,64.0,187,42.0,395.0,127.0,170.0,1615,Algorithms for explaining machine learning models.,18.0,29,True,2022-05-18 11:35:00.000,0.7.0,25.0,alibi,,,,,190.0,166.0,https://pypi.org/project/alibi,2022-05-18 11:32:55.000,24.0,26213.0,26213.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
