,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,dnf_id,yay_id,snap_id,new_addition
206,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-06-01 01:36:36.000000,2023-06-01 01:36:36,3903.0,75.0,1022,155.0,1005.0,57.0,538.0,1598,Documentation and samples for ArcGIS API for Python.,88.0,32,True,2023-01-19 20:46:21.000,2.1.0,37.0,arcgis,,esridocker/arcgis-api-python-notebook,,,31.0,,https://pypi.org/project/arcgis,91170.0,91388.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,40.0,10165.0,2.0,8266.0,2023-01-27 17:01:00.499,31.0,,,,,,,,,,,,,,,,,,
207,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,271,51.0,153.0,99.0,217.0,1531,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,7597.0,7086.0,https://pypi.org/project/geocoder,632817.0,634449.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,124106.0,,,,,2.0,,2018-04-04 12:34:51.000,511.0,,,,,,,,,,,,,,,,,geocoder,
208,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-05-31 21:19:15.000000,2023-05-26 06:35:16,805.0,15.0,312,124.0,752.0,196.0,158.0,1402,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",79.0,32,True,2023-05-26 02:36:01.000,0.7.5,30.0,tensorflow-model-optimization,,,,['tensorflow'],2883.0,2853.0,https://pypi.org/project/tensorflow-model-optimization,320483.0,320483.0,,,,,,,,2.0,,2022-07-21 14:40:44.572,30.0,,,,,,,,,,,,,,,,,,
209,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2023-03-06 11:41:24.000000,2023-03-05 16:58:56,1817.0,1.0,197,29.0,205.0,24.0,375.0,1285,The ctypes-based simple ImageMagick binding for Python.,102.0,32,True,2023-01-05 13:25:52.000,0.6.11,54.0,wand,conda-forge/wand,,,,16718.0,16007.0,https://pypi.org/project/wand,695660.0,696468.0,https://anaconda.org/conda-forge/wand,2022-08-22 21:57:19.809,24728.0,,,,,2.0,14950.0,2023-01-05 13:11:36.729,711.0,,,,,,,,,,,,,,,,,,
210,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2023-06-01 04:32:15.000000,2023-05-20 21:34:03,2776.0,49.0,339,56.0,1038.0,328.0,838.0,1226,Cartopy - a cartographic python library with matplotlib support.,122.0,32,False,2022-12-12 22:24:06.347,0.21.1,28.0,cartopy,conda-forge/cartopy,,,,3780.0,3382.0,https://pypi.org/project/cartopy,80207.0,113997.0,https://anaconda.org/conda-forge/cartopy,2023-03-18 00:21:28.463,2939809.0,,,,,2.0,,2022-12-12 22:24:06.347,398.0,,,,,,,,,,,,,,,,,,
211,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-03-01 07:56:28.000000,2023-01-12 06:10:52,1485.0,,149,41.0,130.0,14.0,633.0,1133,A Python data analysis library that is optimized for humans instead of machines.,51.0,32,True,2023-01-04 20:14:00.948,1.7.1,29.0,agate,conda-forge/agate,,,,1928.0,1788.0,https://pypi.org/project/agate,2768596.0,2770315.0,https://anaconda.org/conda-forge/agate,2023-01-05 00:05:13.909,130695.0,,,,,2.0,,2023-01-04 20:14:00.948,140.0,,,,,,,,,,,,,,,,,,
212,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-05-31 17:20:38.000000,2023-05-31 17:20:37,891.0,26.0,202,59.0,97.0,37.0,167.0,958,Input pipeline framework.,27.0,32,True,2023-04-13 22:32:01.919,1.13.0,55.0,tensorflow-transform,,,,['tensorflow'],1415.0,1359.0,https://pypi.org/project/tensorflow-transform,779375.0,779375.0,,,,,,,,2.0,,2022-12-08 21:21:59.948,56.0,,,,,,,,,,,,,,,,,,
213,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2023-05-20 22:36:41.000000,2023-05-02 11:40:38,1798.0,49.0,209,20.0,272.0,42.0,259.0,719,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",41.0,32,True,2023-01-08 01:14:38.679,1.4.7,46.0,salib,conda-forge/salib,,,,855.0,778.0,https://pypi.org/project/salib,131983.0,133505.0,https://anaconda.org/conda-forge/salib,2023-01-08 04:17:22.342,120248.0,,,,,2.0,,2023-01-08 01:14:38.679,77.0,,,,,,,,,,,,,,,,,,
214,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-06-01 13:04:48.000000,2023-06-01 13:04:48,152304.0,4023.0,77,51.0,1777.0,83.0,275.0,647,TensorFlow ROCm port.,4385.0,32,True,2022-12-06 16:42:53.965,2.9.4,94.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,3353.0,3353.0,,,,,,,,3.0,21.0,2022-12-06 16:42:53.965,5.0,,,,,,,,,,,,,,,,,,
215,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-06-01 13:51:13.000000,2023-06-01 13:18:44,33388.0,471.0,11721,947.0,22685.0,,,21315,Apache Flink Python API.,1729.0,31,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,54853.0,54853.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
216,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-05-11 07:42:20.000000,2023-05-01 17:35:06,1420.0,1.0,3721,776.0,1128.0,373.0,587.0,18504,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],479.0,441.0,https://pypi.org/project/magenta,5765.0,5765.0,,,,,,,,2.0,,2022-08-01 18:23:00.243,38.0,,,,,,,,,,,,,,,,,,
217,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-04-21 11:09:36.000000,2023-03-28 11:49:55,2665.0,1.0,2052,184.0,996.0,547.0,690.0,11777,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:40:34.942,2.3.1,49.0,paddlehub,,,,['paddle'],1293.0,1287.0,https://pypi.org/project/paddlehub,6489.0,6501.0,,,,,,,,2.0,620.0,2022-11-28 08:40:34.942,6.0,,,,,,,,,,,,,,,,,,
218,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,,2021-01-19 08:37:25.000,2023-06-01 14:44:02.000000,2023-06-01 14:42:15,13476.0,2627.0,4050,65.0,7387.0,1576.0,7079.0,10947,The Unified Machine Learning Framework.,1003.0,31,False,2023-05-31 17:57:58.000,1.1.15,10.0,ivy-core,,,,,,,https://pypi.org/project/ivy-core,263.0,263.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
219,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-02-23 15:39:15.000000,2023-02-23 15:39:10,857.0,,1265,426.0,79.0,30.0,156.0,9570,TensorFlow-based neural network library.,56.0,31,True,2020-03-27 10:36:19.000,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1075.0,1075.0,https://pypi.org/project/dm-sonnet,21781.0,22317.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,23068.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
220,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-05-26 06:16:49.000000,2023-05-26 06:16:46,2804.0,118.0,1822,177.0,344.0,139.0,463.0,7421,FinRL: Financial Reinforcement Learning.,95.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,1812.0,1812.0,,,,,,,,1.0,,2022-07-25 13:29:00.262,,,,,,,,,,,,,,,,,,,
221,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-05-30 13:06:06.000000,2023-05-01 09:51:59,535.0,3.0,1121,164.0,414.0,61.0,463.0,7380,Automatic extraction of relevant features from time series:.,85.0,31,True,2023-01-02 17:33:26.842,0.20.0,29.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],73.0,,https://pypi.org/project/tsfresh,214955.0,228207.0,https://anaconda.org/conda-forge/tsfresh,2022-12-31 04:32:34.503,887925.0,,,,,2.0,,2023-01-02 17:33:26.842,73.0,,,,,,,,,,,,,,,,,,
222,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-05-31 07:00:44.000000,2023-04-18 11:08:13,2759.0,1.0,1222,213.0,695.0,158.0,823.0,6972,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],489.0,450.0,https://pypi.org/project/auto-sklearn,35426.0,36060.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,16490.0,,,,,2.0,44.0,2022-09-20 10:32:07.471,39.0,,,,,,,,,,,,,,,,,,
223,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,,2011-09-06 22:24:59.000,2023-06-01 03:39:55.000000,2023-06-01 03:39:55,1204.0,10.0,887,127.0,263.0,377.0,245.0,6748,Distributed Asynchronous Hyperparameter Optimization in Python.,98.0,31,False,,,7.0,hyperopt,conda-forge/hyperopt,,,,10515.0,10515.0,https://pypi.org/project/hyperopt,1751757.0,1763998.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,697737.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
224,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-05-31 23:46:26.000000,2023-03-14 16:10:05,3603.0,29.0,847,143.0,437.0,88.0,712.0,6653,Official Stanford NLP Python Library for Many Human Languages.,58.0,31,False,2023-03-14 05:09:33.000,1.5.0,16.0,stanza,stanfordnlp/stanza,,,,1855.0,1855.0,https://pypi.org/project/stanza,158248.0,158415.0,https://anaconda.org/stanfordnlp/stanza,2023-03-24 23:37:42.794,6515.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
225,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-03-31 20:54:33.000000,2023-03-31 20:54:05,2943.0,3.0,1819,201.0,206.0,9.0,1343.0,6276,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,31,True,2019-01-18 19:18:13.000,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1291.0,1291.0,https://pypi.org/project/tensorpack,15695.0,16167.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,9410.0,,,,,3.0,150.0,,,,,,,,,,,,,,,,,,,,
226,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-06-01 13:02:20.000000,2023-05-28 20:49:05,1019.0,67.0,664,49.0,773.0,222.0,813.0,5940,A python library for user-friendly forecasting and anomaly detection on time series.,92.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,287.0,281.0,https://pypi.org/project/u8darts,14113.0,15363.0,https://anaconda.org/conda-forge/u8darts-all,2023-04-12 19:12:26.863,28612.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,383.0,2.0,,2023-01-12 12:53:02.898,6.0,,,,,,,,,,,,,,,,,,
227,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-06-01 13:24:18.000000,2023-06-01 02:23:03,36643.0,358.0,687,138.0,8038.0,827.0,4641.0,5543,cuDF - GPU DataFrame Library.,255.0,31,True,2023-04-12 14:26:01.000,23.04.00,36.0,cudf,,,,,8.0,,https://pypi.org/project/cudf,2040.0,2040.0,,,,,,,,1.0,,2020-06-01 20:07:47.000,8.0,,,,,,,,,,,,,,,,,,
228,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-06-01 10:46:25.000000,2023-05-22 13:59:44,1049.0,17.0,346,81.0,491.0,50.0,431.0,5164,A scikit-learn compatible neural network library that wraps PyTorch.,58.0,31,True,2023-05-17 10:20:33.000,0.13.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",914.0,865.0,https://pypi.org/project/skorch,44037.0,57551.0,https://anaconda.org/conda-forge/skorch,2023-05-19 10:19:53.639,770298.0,,,,,3.0,,2022-11-18 12:33:08.762,49.0,,,,,,,,,,,,,,,,,,
229,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-04-07 02:29:54.000000,2020-07-15 13:46:58,1184.0,,1594,305.0,292.0,152.0,265.0,4992,Portfolio and risk analytics in Python.,58.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,841.0,807.0,https://pypi.org/project/pyfolio,10968.0,11149.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,11614.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,
230,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-05-04 12:21:21.000000,2023-05-04 11:45:28,917.0,4.0,634,148.0,785.0,141.0,347.0,4614,Deep Learning Visualization Toolkit.,32.0,31,True,2023-03-03 04:46:06.678,2.5.1,42.0,visualdl,,,,['paddle'],2077.0,2038.0,https://pypi.org/project/visualdl,128065.0,128073.0,,,,,,,,2.0,300.0,2023-01-17 11:38:01.856,39.0,,,,,,,,,,,,,,,,,,
231,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-05-20 12:35:31.000000,2023-04-30 18:36:20,483.0,20.0,661,93.0,206.0,137.0,354.0,4352,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,31,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1163.0,1116.0,https://pypi.org/project/lightfm,332173.0,334558.0,https://anaconda.org/conda-forge/lightfm,2023-03-24 09:32:34.243,155041.0,,,,,1.0,,2020-11-27 19:55:08.000,47.0,,,,,,,,,,,,,,,,,,
232,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-06-01 06:03:36.000000,2023-05-27 17:21:18,1009.0,6.0,419,212.0,697.0,140.0,308.0,3964,Model interpretability and understanding for PyTorch.,101.0,31,True,2022-12-28 01:14:50.000,0.6.0,8.0,captum,conda-forge/captum,,,['pytorch'],1227.0,1227.0,https://pypi.org/project/captum,124908.0,125564.0,https://anaconda.org/conda-forge/captum,2023-02-15 03:32:14.724,11811.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2023-05-29 02:57:35.000000,2023-02-17 16:34:52,3273.0,,501,120.0,361.0,69.0,728.0,3734,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",71.0,31,True,2023-02-17 16:58:05.493,2.0.23,174.0,dedupe,conda-forge/dedupe,,,,328.0,279.0,https://pypi.org/project/dedupe,68151.0,69965.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,32663.0,,,,,2.0,,2023-01-18 18:01:10.230,49.0,,,,,,,,,,,,,,,,,,
234,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-06-01 13:16:58.000000,2023-05-30 09:35:46,1334.0,97.0,697,70.0,1635.0,264.0,600.0,3583,Probabilistic time series modeling in Python.,105.0,31,True,2023-05-24 11:50:41.242,0.13.1,90.0,gluonts,anaconda/gluonts,,,['mxnet'],14.0,,https://pypi.org/project/gluonts,127504.0,127520.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,334.0,,,,,2.0,,2022-06-30 19:47:56.000,14.0,,,,,,,,,,,,,,,,,,
235,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-05-29 07:23:15.000000,2023-04-06 11:04:27,1124.0,45.0,636,58.0,994.0,100.0,716.0,3437,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,31,True,2023-04-06 11:05:25.000,1.0.0,19.0,mmocr,,,,['pytorch'],52.0,52.0,https://pypi.org/project/mmocr,9465.0,9465.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
236,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-05-25 12:22:50.000000,2023-05-22 17:51:35,969.0,34.0,567,100.0,326.0,11.0,702.0,3109,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,989.0,935.0,https://pypi.org/project/pomegranate,28795.0,31428.0,https://anaconda.org/conda-forge/pomegranate,2022-09-19 21:08:05.664,123786.0,,,,,2.0,,2022-02-21 06:50:33.000,54.0,,,,,,,,,,,,,,,,,,
237,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-06-01 10:02:37.000000,2023-02-05 22:03:50,437.0,,448,63.0,185.0,144.0,137.0,3049,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08.000,0.7.0,8.0,hnswlib,conda-forge/hnswlib,,,,1211.0,1211.0,https://pypi.org/project/hnswlib,842734.0,845604.0,https://anaconda.org/conda-forge/hnswlib,2023-02-07 21:30:59.590,86112.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
238,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-04-19 02:58:40.728000,2023-04-18 19:00:21,461.0,6.0,727,118.0,110.0,55.0,361.0,2780,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,31,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1994.0,1854.0,https://pypi.org/project/hmmlearn,194078.0,197307.0,https://anaconda.org/conda-forge/hmmlearn,2023-04-19 02:58:40.728,177616.0,,,,,2.0,,2022-09-26 20:05:34.581,140.0,,,,,,,,,,,,,,,,,,
239,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-06-01 14:21:03.000000,2023-05-31 06:16:21,1140.0,35.0,174,23.0,283.0,68.0,97.0,2610,Lightning fast forecasting with statistical and econometric models.,21.0,31,True,2023-02-28 19:28:00.449,1.5.0,26.0,statsforecast,conda-forge/statsforecast,,,,311.0,294.0,https://pypi.org/project/statsforecast,325333.0,327830.0,https://anaconda.org/conda-forge/statsforecast,2023-03-09 15:13:56.487,37456.0,,,,,2.0,,2022-12-01 04:10:47.608,17.0,,,,,,,,,,,,,,,,,,
240,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-05-31 11:06:54.000000,2023-03-24 16:56:01,1602.0,3.0,315,59.0,153.0,107.0,186.0,2497,A machine learning toolkit dedicated to time-series data.,41.0,31,True,2023-01-20 13:21:39.000,0.5.3.2,96.0,tslearn,conda-forge/tslearn,,,['sklearn'],877.0,835.0,https://pypi.org/project/tslearn,249105.0,262650.0,https://anaconda.org/conda-forge/tslearn,2023-05-21 08:22:55.413,853364.0,,,,,2.0,,2023-01-20 13:26:34.462,42.0,,,,,,,,,,,,,,,,,,
241,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-05-31 09:35:01.000000,2023-05-31 09:34:56,895.0,39.0,207,40.0,443.0,63.0,157.0,2495,JAX-based neural network library.,74.0,31,True,2022-11-16 12:15:05.000,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,,1272.0,1272.0,https://pypi.org/project/dm-haiku,120215.0,120603.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,10866.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
242,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-05-18 07:56:25.000000,2023-05-18 07:56:25,2819.0,87.0,962,122.0,463.0,53.0,289.0,2416,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],295.0,,https://pypi.org/project/ipyparallel,124961.0,134718.0,https://anaconda.org/conda-forge/ipyparallel,2023-04-14 13:49:01.099,839186.0,,,,,2.0,,2022-06-20 10:37:35.000,295.0,,,,,,,,,,,,,,,,,,
243,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-05-20 22:40:37.000000,2023-04-20 03:41:53,699.0,4.0,223,38.0,780.0,64.0,280.0,2328,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],2185.0,2136.0,https://pypi.org/project/fairscale,450175.0,456895.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,127698.0,,,,,2.0,,2022-12-11 18:09:31.906,49.0,,,,,,,,,,,,,,,,,,
244,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-06-01 14:41:02.000000,2023-06-01 14:21:54,1996.0,570.0,180,19.0,1785.0,213.0,933.0,1988,Argilla: the open-source data curation platform for LLMs.,48.0,31,True,2023-05-31 14:53:21.000,1.8.0,83.0,rubrix,conda-forge/rubrix,,,,573.0,573.0,https://pypi.org/project/rubrix,682.0,1910.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,22119.0,,,,,2.0,,,,,,,,,,,,,,argilla-io/argilla,,,,,,,
