,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
195,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-06-01 17:58:23.000000,2022-05-30 19:33:21,5173,117.0,468,101.0,1244.0,86.0,439.0,4526,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",70.0,32,True,2022-05-10 01:50:43.164,1.3.12,76.0,perspective-python,conda-forge/perspective,,,['jupyter'],260.0,251.0,https://pypi.org/project/perspective-python,2022-03-14 20:14:01.000,9.0,3038.0,8371.0,https://anaconda.org/conda-forge/perspective,2022-05-18 17:48:37.412,68270.0,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-05-13 22:12:24.034,,2489.0,,,,,,,,,,,,
196,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-06-02 12:24:55.000000,2022-05-31 20:39:30,27910,282.0,1405,180.0,1782.0,103.0,1398.0,4006,mlpack: a scalable C++ machine learning library --.,288.0,32,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,203.0,2376.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,102177.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
197,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-06-02 00:19:52.000000,2022-05-31 20:39:56,1385,32.0,535,61.0,1505.0,136.0,934.0,3972,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,173.0,32,True,2022-05-04 20:27:48.000,0.4.9,921.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],83.0,,https://pypi.org/project/pytorch-ignite,2022-06-02 00:19:52.000,83.0,172058.0,173904.0,https://anaconda.org/pytorch/ignite,2022-05-04 20:29:56.200,88652.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
198,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-06-02 14:11:55.000000,2022-06-02 12:08:46,17152,377.0,993,242.0,3507.0,465.0,863.0,3935,Building Large-Scale AI Applications for Distributed Big Data.,143.0,32,True,2022-03-09 07:47:13.000,2.0.0,243.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-06-02 13:08:09.000,1.0,6353.0,6353.0,,,,,,,,2.0,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,
199,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-05-31 12:39:27.000000,2022-05-31 06:34:34,1797,68.0,168,65.0,104.0,63.0,428.0,3093,A grammar of graphics for Python.,95.0,32,True,2021-03-25 12:57:10.000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,203.0,,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000,203.0,243796.0,246555.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423,168317.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
200,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-05-18 02:15:34.000000,2022-05-18 02:15:31,6936,16.0,587,125.0,1034.0,280.0,1043.0,2878,High-performance interactive 2D/3D data visualization library.,173.0,32,True,2022-04-18 18:40:13.000,0.10.0,30.0,vispy,conda-forge/vispy,,,['jupyter'],852.0,756.0,https://pypi.org/project/vispy,2022-04-18 19:26:41.000,96.0,49588.0,53746.0,https://anaconda.org/conda-forge/vispy,2022-04-18 23:44:31.256,230813.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,37.0,,,,,,,,,,,,
201,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-05-30 17:59:56.000000,2022-05-30 17:59:55,1345,42.0,351,89.0,584.0,128.0,373.0,2780,Quickly and accurately render even the largest data.,47.0,32,True,2022-04-25 21:30:45.000,0.14.0,28.0,datashader,conda-forge/datashader,,,,1207.0,1112.0,https://pypi.org/project/datashader,2022-05-07 00:06:46.000,95.0,46636.0,52226.0,https://anaconda.org/conda-forge/datashader,2022-04-26 20:02:47.634,307475.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
202,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-05-28 07:57:10.000000,2022-05-25 20:36:57,935,23.0,400,103.0,576.0,332.0,671.0,2689,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",122.0,32,True,2022-02-22 22:38:34.000,5.2.0,36.0,coremltools,conda-forge/coremltools,,,,1057.0,913.0,https://pypi.org/project/coremltools,2022-02-22 22:38:34.000,144.0,95687.0,97322.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,31232.0,,,,,1.0,4250.0,,,,,,,,,,,,,,,,,,,
203,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-05-29 13:41:00.000000,2022-05-24 20:59:36,419,12.0,696,113.0,94.0,54.0,333.0,2512,"Hidden Markov Models in Python, with scikit-learn like API.",40.0,32,True,2022-02-10 14:13:50.000,0.2.7,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1412.0,1285.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,127.0,292622.0,295413.0,https://anaconda.org/conda-forge/hmmlearn,2022-02-12 03:10:38.209,120026.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
204,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000,2022-05-31 07:37:56.000000,2022-05-31 07:37:56,2650,81.0,887,113.0,384.0,54.0,278.0,2199,IPython Parallel: Interactive Parallel Computing in Python.,110.0,32,True,2022-04-01 18:12:45.000,8.2.1,39.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],286.0,,https://pypi.org/project/ipyparallel,2022-05-09 13:31:35.000,286.0,47883.0,56120.0,https://anaconda.org/conda-forge/ipyparallel,2022-05-10 12:00:39.038,609602.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
205,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-05-25 10:15:03.000000,2022-05-25 10:15:03,2818,12.0,632,79.0,763.0,224.0,563.0,2057,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",106.0,32,True,2022-03-30 19:18:53.000,0.1.18,17.0,pgmpy,,,,,368.0,357.0,https://pypi.org/project/pgmpy,2022-03-30 19:09:08.000,11.0,91249.0,91255.0,,,,,,,,2.0,153.0,,,,,,,,,,,,,,,,,,,
206,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-06-02 03:33:16.000000,2022-06-02 03:10:58,1886,173.0,197,69.0,584.0,50.0,376.0,1826,Adaptive Experimentation Platform.,115.0,32,True,2022-04-26 19:55:48.000,0.2.5.1,27.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],294.0,279.0,https://pypi.org/project/ax-platform,2022-04-26 21:57:06.000,15.0,152914.0,153029.0,https://anaconda.org/conda-forge/ax-platform,2022-04-27 22:01:59.917,1380.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
207,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-06-01 13:42:24.000000,2022-06-01 12:34:10,2354,63.0,424,77.0,1130.0,132.0,643.0,1629,Gaussian processes in TensorFlow.,78.0,32,True,2022-05-10 10:46:33.000,2.5.2,37.0,gpflow,conda-forge/gpflow,,,['tensorflow'],394.0,365.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,24752.0,24992.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,11800.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
208,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-05-16 06:22:28.000000,2022-05-16 06:22:23,747,21.0,282,122.0,684.0,168.0,153.0,1245,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",67.0,32,True,2022-03-18 17:04:59.000,0.7.2,26.0,tensorflow-model-optimization,,,,['tensorflow'],1846.0,1826.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,20.0,169457.0,169457.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
209,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-06-01 02:10:15.000000,2022-06-01 02:10:05,1749,5.0,196,29.0,191.0,18.0,355.0,1174,The ctypes-based simple ImageMagick binding for Python.,98.0,32,True,2021-12-15 14:01:46.387,0.2.0,50.0,wand,conda-forge/wand,,,,11936.0,11245.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,691.0,337686.0,338202.0,https://anaconda.org/conda-forge/wand,2022-05-18 03:24:18.727,11588.0,,,,,2.0,7596.0,,,,,,,,,,,,,,,,,,,
210,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-06-02 13:10:34.000000,2022-05-31 15:48:40,15690,349.0,90,26.0,3140.0,487.0,3032.0,316,"Keep code, data, containers under control with git and git-annex.",47.0,32,True,2022-05-12 15:23:39.000,0.16.3,82.0,datalad,conda-forge/datalad,,,,54.0,,https://pypi.org/project/datalad,2022-05-12 15:23:39.000,54.0,6951.0,11024.0,https://anaconda.org/conda-forge/datalad,2022-05-12 21:27:43.488,207728.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
211,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2021-08-27 04:46:43.000000,2020-03-31 15:55:14,16116,,4402,1283.0,552.0,836.0,2533.0,17168,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",271.0,31,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,1128.0,1309.0,,,,,,,,3.0,13959.0,,,,,,,,,,,,,,,,,,,
212,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-05-26 20:32:29.000000,2022-03-07 21:16:14,848,1.0,1281,431.0,69.0,23.0,152.0,9299,TensorFlow-based neural network library.,53.0,31,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],899.0,847.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,22334.0,22778.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,13782.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
213,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2022-06-02 14:38:42.000000,2021-11-19 11:13:47,5439,,2347,235.0,1168.0,563.0,3316.0,7802,Open-source simulator for autonomous driving research.,138.0,31,True,2021-11-17 08:28:27.000,0.9.13,24.0,carla,,,,,187.0,184.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000,3.0,19350.0,19350.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-05-27 16:41:46.000000,2022-05-26 01:12:26,390,3.0,2018,283.0,102.0,234.0,281.0,6295,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",45.0,31,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,274437.0,276392.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,136911.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-05-27 18:56:58.000000,2022-05-14 13:22:02,743,1.0,814,124.0,188.0,220.0,259.0,6152,Manipulate audio with a simple and easy high level interface.,92.0,31,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,13380.0,12479.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,1627485.0,1628045.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,23529.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-05-31 12:04:38.000000,2022-05-31 12:00:18,2615,4.0,1034,212.0,951.0,81.0,551.0,5754,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,31,True,2022-05-31 12:04:38.000,0.17.4,50.0,deeppavlov,,,,['tensorflow'],274.0,268.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,11484.0,11484.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-06-02 10:23:17.000000,2022-06-01 00:29:45,511,35.0,511,239.0,652.0,222.0,229.0,5668,Build and manage real-life data science projects with ease!.,52.0,31,True,2022-05-26 23:25:08.000,2.6.3,48.0,metaflow,conda-forge/metaflow,,,,295.0,286.0,https://pypi.org/project/metaflow,2022-05-27 16:40:14.000,9.0,49672.0,51059.0,https://anaconda.org/conda-forge/metaflow,2022-05-29 17:48:23.914,41630.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
218,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-05-16 16:49:25.000000,2022-02-09 16:15:17,2589,,2101,165.0,858.0,112.0,1216.0,5614,Open Source Neural Machine Translation in PyTorch.,174.0,31,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],150.0,141.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,9.0,6339.0,6339.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-04-11 06:45:39.000000,2022-04-01 05:47:58,397,8.0,220,56.0,57.0,34.0,78.0,5082,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",17.0,31,True,2022-03-04 09:32:08.000,0.4.1,7.0,einops,conda-forge/einops,,,,3094.0,2894.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,200.0,3667120.0,3667612.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,16241.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
220,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-06-02 07:12:26.000000,2022-06-02 06:21:48,2342,101.0,1056,63.0,1061.0,559.0,561.0,4879,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",78.0,31,True,2022-04-20 08:05:01.000,2.5.0,15.0,paddleseg,,,,['paddle'],568.0,566.0,https://pypi.org/project/paddleseg,2022-04-20 08:05:01.000,2.0,1298.0,1298.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-06-02 14:17:08.000000,2022-06-02 01:09:56,35195,428.0,602,140.0,6437.0,733.0,3862.0,4779,cuDF - GPU DataFrame Library.,241.0,31,True,2022-04-06 15:19:46.000,22.04.00,24.0,cudf,,,,,5.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,5.0,1424.0,1424.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
222,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-06-02 14:59:54.000000,2022-06-02 14:12:47,1284,164.0,760,80.0,1177.0,212.0,1156.0,4758,Haystack is an open source NLP framework that leverages Transformer models. It enables developers to implement..,117.0,31,True,2022-05-05 10:48:07.000,1.4.0,35.0,haystack,,,,,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,1202.0,1202.0,,,,,,,,2.0,13.0,,,,,,,,,,,,,,,,,,,
223,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-05-17 14:19:09.000000,2022-01-22 18:26:24,2187,,968,201.0,193.0,225.0,253.0,4719,Distributed Evolutionary Algorithms in Python.,78.0,31,False,2020-01-21 01:18:06.000,1.3.1,19.0,deap,conda-forge/deap,,,,2993.0,2672.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,321.0,177301.0,179808.0,https://anaconda.org/conda-forge/deap,2022-04-11 15:37:59.925,180516.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,Activeloop,activeloopai/Hub,data-pipelines,,https://github.com/activeloopai/Hub,https://github.com/activeloopai/Hub,MPL-2.0,2019-08-09 06:17:59.000,2022-06-02 14:07:42.000000,2022-06-02 11:46:51,5795,434.0,377,62.0,1316.0,55.0,318.0,4568,"Dataset format for AI. Build, manage, query & visualize datasets for deep learning. Stream data real-time to..",97.0,31,True,2022-06-01 18:53:26.000,2.5.1,135.0,hub,,,,,53.0,,https://pypi.org/project/hub,2022-05-18 08:19:49.000,53.0,5671.0,5671.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-06-02 13:20:57.000000,2022-06-01 21:39:06,888,81.0,592,87.0,986.0,163.0,534.0,4520,"AutoGluon: AutoML for Image, Text, and Tabular Data.",73.0,31,True,2022-06-01 02:40:34.000,0.4.2,802.0,autogluon,,,,['mxnet'],129.0,125.0,https://pypi.org/project/autogluon,2022-06-02 09:04:51.000,4.0,68539.0,68539.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-06-02 13:11:34.000000,2022-06-02 13:11:23,4432,192.0,973,130.0,2934.0,72.0,1058.0,4289,NeMo: a toolkit for conversational AI.,149.0,31,True,2022-04-26 21:29:23.000,1.8.2,55.0,nemo-toolkit,,,,['pytorch'],7.0,,https://pypi.org/project/nemo-toolkit,2022-04-26 20:42:24.000,7.0,19334.0,19521.0,,,,,,,,2.0,6171.0,2.0,,,,,,,,,,,,,,,,,,
227,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-06-02 14:22:18.000000,2022-05-29 19:23:58,6195,135.0,767,107.0,700.0,146.0,525.0,4107,A PyTorch-based Speech Toolkit.,157.0,31,True,2021-12-20 04:22:27.000,0.5.11,10.0,speechbrain,,,,['pytorch'],184.0,182.0,https://pypi.org/project/speechbrain,2021-12-20 04:23:25.000,2.0,9664.0,9664.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
228,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-04-27 02:07:43.000000,2022-01-27 13:24:16,139,,965,151.0,107.0,146.0,77.0,4091,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,26271.0,25516.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,291823.0,294197.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,85479.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-05-26 22:45:42.000000,2022-05-26 22:45:42,811,78.0,880,79.0,38.0,1.0,453.0,3901,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",25.0,31,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,,600.0,597.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,33753.0,33753.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-04-30 12:04:38.000000,2022-03-28 13:48:51,1318,3.0,341,78.0,339.0,90.0,445.0,3831,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",97.0,31,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,,1481.0,1379.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,52485.0,52551.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,463.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-06-02 12:42:21.000000,2022-06-02 12:39:40,3317,57.0,377,81.0,319.0,15.0,361.0,3396,Online machine learning in Python.,80.0,31,True,2022-05-28 19:28:00.000,0.11.0,7.0,river,conda-forge/river,,,,134.0,122.0,https://pypi.org/project/river,2022-05-28 18:33:26.000,12.0,7645.0,8249.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,8456.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
232,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-05-31 14:01:29.000000,2022-05-31 14:01:29,3520,13.0,458,108.0,933.0,228.0,358.0,3305,Plotting library for IPython/Jupyter notebooks.,58.0,31,True,2022-02-11 15:29:07.544,0.5.34,100.0,bqplot,conda-forge/bqplot,,,['jupyter'],133.0,31.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,92.0,84593.0,124609.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,970490.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,26722.0,,,,,,,,,,,,
233,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-05-24 16:55:57.000000,2022-05-06 20:29:06,1012,52.0,311,66.0,1230.0,108.0,155.0,3301,A Python toolbox for performing gradient-free optimization.,49.0,31,True,2022-03-08 18:42:46.000,0.5.0,36.0,nevergrad,conda-forge/nevergrad,,,,353.0,335.0,https://pypi.org/project/nevergrad,2022-03-08 18:42:46.000,18.0,41802.0,42810.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,26217.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
