,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
284,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2024-04-10 13:26:10.000000,2023-01-31 19:40:04,3203.0,,1383.0,189.0,785.0,44.0,423.0,6089.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",132.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],665.0,658.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,7.0,1666.0,1834.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,7922.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
285,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-05-27 20:13:37.000000,2024-05-08 23:39:06,618.0,8.0,696.0,108.0,191.0,13.0,345.0,5582.0,Python-tesseract is an optical character recognition (OCR) tool for python.,49.0,30,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,848.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,848.0,2123936.0,2137123.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,606632.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
286,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2024-05-26 06:00:36.000000,2024-05-09 21:11:54,613.0,20.0,743.0,83.0,342.0,54.0,331.0,4823.0,Uplift modeling and causal inference with machine learning algorithms.,62.0,30,True,2024-04-19 00:19:00.000,0.15.1,24.0,causalml,,,,,201.0,200.0,https://pypi.org/project/causalml,2024-04-19 00:19:00.000,1.0,52154.0,52154.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
287,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-05-30 10:06:43.000000,2024-05-29 14:49:37,1466.0,19.0,737.0,74.0,1798.0,313.0,632.0,4371.0,Probabilistic time series modeling in Python.,113.0,30,True,2024-05-27 13:18:31.000,0.15.0,109.0,gluonts,anaconda/gluonts,,,['mxnet'],27.0,,https://pypi.org/project/gluonts,2024-05-27 13:18:31.000,27.0,240391.0,240415.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,766.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
288,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-05-23 02:03:20.000000,2023-11-02 13:49:44,662.0,,844.0,150.0,129.0,133.0,104.0,4077.0,Technical Analysis Library using Pandas and Numpy.,34.0,30,True,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,3520.0,3431.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,89.0,119420.0,120088.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,26060.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
289,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-03-18 02:23:40.000000,2023-12-19 14:36:52,3303.0,,537.0,120.0,371.0,77.0,737.0,3992.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",70.0,30,True,2023-02-17 16:58:05.493,2.0.23,174.0,dedupe,conda-forge/dedupe,,,,344.0,326.0,https://pypi.org/project/dedupe,2023-02-17 16:58:05.493,18.0,68785.0,70531.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,50646.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
290,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-05-29 08:58:56.000000,2024-04-08 14:14:18,1091.0,3.0,346.0,58.0,1349.0,130.0,174.0,3864.0,A Python toolbox for performing gradient-free optimization.,55.0,30,True,2024-02-20 14:59:08.000,1.0.2,47.0,nevergrad,conda-forge/nevergrad,,,,734.0,688.0,https://pypi.org/project/nevergrad,2024-02-20 14:59:08.000,46.0,244045.0,245063.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,48889.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
291,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-05-21 05:38:23.000000,2024-03-15 01:19:18,1424.0,1.0,459.0,56.0,777.0,44.0,475.0,3683.0,NeuralProphet: A simple forecasting package.,53.0,30,True,2024-02-23 20:22:47.000,0.8.0,34.0,neuralprophet,,,,['pytorch'],449.0,444.0,https://pypi.org/project/neuralprophet,2024-02-23 20:22:47.000,5.0,165813.0,165813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
292,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-05-27 13:55:52.000000,2024-05-20 08:31:13,502.0,18.0,545.0,40.0,527.0,13.0,,3682.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,44.0,30,True,2024-05-20 08:40:32.000,0.11.16,102.0,sahi,conda-forge/sahi,,,,1134.0,1109.0,https://pypi.org/project/sahi,2024-05-20 08:40:32.000,25.0,115681.0,118231.0,https://anaconda.org/conda-forge/sahi,2024-05-21 00:15:11.285,59308.0,,,,,2.0,24871.0,,,,,,,,,,,,,,,,,,,
293,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2024-05-21 14:48:48.000000,2024-05-21 13:42:18,3660.0,4.0,462.0,101.0,1049.0,256.0,368.0,3580.0,Plotting library for IPython/Jupyter notebooks.,64.0,30,True,2024-02-27 15:38:38.000,0.12.43,112.0,bqplot,conda-forge/bqplot,,,['jupyter'],168.0,55.0,https://pypi.org/project/bqplot,2024-03-25 09:03:21.000,92.0,117846.0,148003.0,https://anaconda.org/conda-forge/bqplot,2024-02-19 16:46:43.025,1305062.0,,,,,3.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2024-03-25 09:04:27.051,21.0,2969.0,,,,,,,,,,,,
294,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2024-05-27 17:19:38.000000,2023-11-21 21:15:59,435.0,,604.0,77.0,229.0,85.0,406.0,3446.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,30,True,2023-09-29 21:07:11.000,0.7.2,47.0,implicit,conda-forge/implicit,,,,1368.0,1340.0,https://pypi.org/project/implicit,2023-09-29 21:07:11.000,28.0,190061.0,204578.0,https://anaconda.org/conda-forge/implicit,2023-11-21 19:59:55.425,637526.0,,,,,1.0,786.0,,,,,,,,,,,,,,,,,,,
295,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2024-04-25 20:54:01.681000,2024-04-24 11:35:19,406.0,3.0,243.0,64.0,53.0,9.0,,3317.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",15.0,30,True,2024-04-24 11:36:32.000,4.6.2,28.0,textdistance,conda-forge/textdistance,,,,6498.0,6405.0,https://pypi.org/project/textdistance,2024-04-24 11:35:57.000,93.0,886590.0,899913.0,https://anaconda.org/conda-forge/textdistance,2024-04-25 20:54:01.681,559034.0,,,,,2.0,1000.0,,,,,,,,,,,,,,,,,,,
296,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-05-06 21:21:33.000000,2024-03-11 00:59:40,984.0,4.0,573.0,97.0,336.0,46.0,718.0,3275.0,"Fast, flexible and easy to use probabilistic modelling in Python.",73.0,30,True,2024-03-11 01:00:49.000,1.0.4,74.0,pomegranate,conda-forge/pomegranate,,,,1153.0,1099.0,https://pypi.org/project/pomegranate,2024-03-11 01:00:49.000,54.0,33283.0,36439.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,151520.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
297,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-05-30 14:22:37.000000,2024-05-24 12:31:11,643.0,74.0,584.0,37.0,878.0,122.0,720.0,3272.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",79.0,30,True,2024-03-27 16:32:44.000,1.0.1,30.0,anomalib,,,,,72.0,69.0,https://pypi.org/project/anomalib,2024-03-27 16:33:12.000,3.0,16606.0,16959.0,,,,,,,,2.0,10243.0,,,,,,,,,,,,,,,,,,,
298,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-05-26 18:22:38.000000,2024-05-26 18:22:07,334.0,1.0,323.0,66.0,76.0,15.0,123.0,3039.0,A Python Perceptual Image Hashing Module.,26.0,30,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,13288.0,13070.0,https://pypi.org/project/ImageHash,2022-09-28 08:48:24.658,218.0,1731634.0,1735744.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,369900.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
299,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2024-05-30 14:08:22.000000,2024-05-29 20:44:03,7801.0,422.0,345.0,81.0,9072.0,121.0,338.0,2889.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",115.0,30,True,2024-05-29 20:46:58.000,0.33.0,541.0,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",4.0,,https://pypi.org/project/determined,2024-05-29 21:14:14.000,4.0,46702.0,46880.0,,,,,,,,3.0,8016.0,,,,,,,,,,,,,,,,,,,
300,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-03-31 00:50:11.000000,2024-03-31 00:50:11,2705.0,24.0,366.0,38.0,517.0,53.0,216.0,2786.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",65.0,30,True,2024-03-11 02:20:29.000,0.3.10,47.0,textattack,conda-forge/textattack,,,,259.0,253.0,https://pypi.org/project/textattack,2024-03-11 02:20:29.000,6.0,3361.0,3531.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,7511.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
301,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,12.0,421.0,45.0,365.0,22.0,349.0,2669.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,30,True,2024-03-04 20:59:17.000,3.3.4,71.0,foolbox,conda-forge/foolbox,,,,598.0,584.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,2436.0,2726.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,13346.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
302,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-05-23 09:12:42.000000,2024-05-06 15:17:55,1587.0,44.0,322.0,37.0,339.0,33.0,159.0,2652.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,38.0,30,True,2024-05-06 15:33:09.000,2.5.0,40.0,shapash,,,,['jupyter'],166.0,162.0,https://pypi.org/project/shapash,2024-05-06 15:33:09.000,4.0,6879.0,6879.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
303,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2024-05-30 01:19:32.000000,2024-05-30 01:17:33,1149.0,41.0,295.0,33.0,479.0,99.0,373.0,2565.0,Scalable and user friendly neural forecasting algorithms.,45.0,30,True,2024-05-07 16:36:59.000,1.7.2,23.0,neuralforecast,conda-forge/neuralforecast,,,,170.0,154.0,https://pypi.org/project/neuralforecast,2024-05-07 16:36:59.000,16.0,41366.0,41970.0,https://anaconda.org/conda-forge/neuralforecast,2024-05-08 05:29:53.055,15712.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
304,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-05-06 22:09:13.000000,2024-04-05 11:33:33,2908.0,28.0,991.0,122.0,516.0,59.0,300.0,2558.0,IPython Parallel: Interactive Parallel Computing in Python.,113.0,30,False,2024-04-05 11:35:24.000,8.8.0,47.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],109.0,,https://pypi.org/project/ipyparallel,2024-04-05 11:35:24.000,109.0,460350.0,484005.0,https://anaconda.org/conda-forge/ipyparallel,2024-04-05 13:21:22.787,1017179.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
305,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2024-05-29 19:27:30.000000,2024-05-29 19:27:30,898.0,38.0,128.0,21.0,382.0,119.0,240.0,1859.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,52.0,30,True,2024-04-14 13:04:28.000,0.11.4,48.0,equinox,,,,['jax'],695.0,568.0,https://pypi.org/project/equinox,2024-04-14 13:04:28.000,127.0,246346.0,246346.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
306,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2024-05-09 13:59:01.000000,2024-05-09 13:59:01,451.0,11.0,282.0,60.0,105.0,22.0,100.0,1810.0,ffn - a financial function library for Python.,33.0,30,True,2023-12-31 16:05:45.000,1.0.1,33.0,ffn,conda-forge/ffn,,,,473.0,457.0,https://pypi.org/project/ffn,2023-12-31 15:47:45.000,16.0,149042.0,149244.0,https://anaconda.org/conda-forge/ffn,2023-12-31 19:11:58.314,7487.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
307,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2024-05-27 11:41:58.000000,2024-05-06 18:14:07,2448.0,1.0,437.0,76.0,1266.0,148.0,682.0,1804.0,Gaussian processes in TensorFlow.,84.0,30,True,2024-02-07 15:19:13.000,2.9.1,49.0,gpflow,conda-forge/gpflow,,,['tensorflow'],696.0,659.0,https://pypi.org/project/gpflow,2024-02-07 15:19:13.000,37.0,61458.0,61835.0,https://anaconda.org/conda-forge/gpflow,2023-06-16 16:08:37.785,27157.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
308,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2024-04-29 20:57:51.000000,2024-04-29 20:57:51,290.0,5.0,359.0,50.0,78.0,78.0,113.0,1785.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,43.0,30,True,2023-04-23 23:55:02.142,3.4.1,26.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],6185.0,6087.0,https://pypi.org/project/pyldavis,2023-04-23 23:55:02.142,98.0,152986.0,154128.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,81127.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
309,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2024-05-28 21:36:35.000000,2024-04-29 07:26:04,1656.0,163.0,96.0,22.0,312.0,35.0,77.0,1775.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",36.0,30,True,2024-04-29 07:26:08.000,2.12.0,114.0,usearch,,unum/usearch,,,98.0,78.0,https://pypi.org/project/usearch,2024-04-29 08:22:26.000,6.0,63019.0,69447.0,,,,https://hub.docker.com/r/unum/usearch,2024-04-29 07:28:41.232497,1.0,75.0,3.0,1266.0,,,usearch,https://www.npmjs.com/package/usearch,2024-04-10 02:44:41.570,14.0,6308.0,,,,,,,,,,,,
310,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2024-05-17 01:07:41.000000,2024-02-16 16:14:36,365.0,,261.0,48.0,314.0,248.0,184.0,1767.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,30,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],328.0,327.0,https://pypi.org/project/tensorflow-recommenders,2023-02-03 02:17:00.422,1.0,461221.0,461221.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
311,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2024-05-08 21:10:35.000000,2024-05-08 21:10:35,1593.0,3.0,283.0,55.0,139.0,80.0,185.0,1763.0,"CUDA integration for Python, plus shiny features.",82.0,30,True,2024-01-03 16:54:41.000,2024.1,53.0,pycuda,conda-forge/pycuda,,,,3011.0,2876.0,https://pypi.org/project/pycuda,2024-01-03 16:54:26.000,135.0,50721.0,59579.0,https://anaconda.org/conda-forge/pycuda,2024-01-06 20:33:04.514,336635.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
312,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-05-30 11:34:58.000000,2024-05-29 21:46:13,1820.0,260.0,358.0,28.0,1909.0,257.0,105.0,1752.0,Pytorch domain library for recommendation systems.,234.0,30,True,2024-04-25 01:39:04.000,0.7.0,77.0,torchrec-nightly-cpu,,,,,115.0,115.0,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,915.0,915.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
313,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2024-05-03 19:44:08.000000,2024-04-29 13:01:42,1192.0,70.0,181.0,19.0,159.0,48.0,136.0,1719.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,29.0,30,True,2024-03-15 11:44:36.000,0.35.0,38.0,audiomentations,,,,,504.0,491.0,https://pypi.org/project/audiomentations,2024-03-15 11:44:36.000,13.0,22086.0,22086.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
314,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2024-03-30 17:39:23.000000,2024-03-30 17:39:23,1059.0,8.0,217.0,52.0,204.0,30.0,281.0,1624.0,A full spaCy pipeline and models for scientific/biomedical documents.,33.0,30,True,2024-03-08 05:58:36.000,0.5.4,15.0,scispacy,,,,,934.0,903.0,https://pypi.org/project/scispacy,2024-03-08 05:58:36.000,31.0,25595.0,25595.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
315,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2024-05-27 05:55:24.000000,2024-05-27 05:55:23,1252.0,6.0,136.0,31.0,111.0,35.0,256.0,1549.0,Statistical package in Python based on Pandas.,45.0,30,False,2024-01-13 15:48:45.000,0.5.4,40.0,pingouin,conda-forge/pingouin,,,,2119.0,2045.0,https://pypi.org/project/pingouin,2024-01-13 15:46:36.000,74.0,65641.0,68175.0,https://anaconda.org/conda-forge/pingouin,2024-01-15 09:58:06.763,119143.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
316,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2024-04-11 17:54:34.000000,2024-04-11 17:54:34,1875.0,14.0,269.0,45.0,274.0,62.0,198.0,1509.0,TensorLy: Tensor Learning in Python.,67.0,30,True,2023-03-08 01:09:02.237,0.8.1,20.0,tensorly,conda-forge/tensorly,,,,738.0,658.0,https://pypi.org/project/tensorly,2023-03-08 01:09:02.237,80.0,28774.0,33840.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,364756.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
317,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2024-05-30 09:45:48.000000,2024-05-30 09:45:47,1477.0,5.0,159.0,31.0,251.0,,,1321.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",22.0,30,True,2024-04-25 12:54:53.000,1.3.5,77.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1723.0,1672.0,https://pypi.org/project/spacy-transformers,2024-04-25 12:53:43.000,51.0,278580.0,279763.0,https://anaconda.org/conda-forge/spacy-transformers,2023-12-19 11:34:09.090,35494.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
318,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-05-13 16:50:32.000000,2024-03-15 15:54:00,4210.0,3.0,285.0,80.0,644.0,21.0,609.0,1283.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,30,True,2024-01-31 22:49:04.000,24.01,37.0,pysal,conda-forge/pysal,,,,1571.0,1532.0,https://pypi.org/project/pysal,2024-01-31 22:49:08.000,39.0,25482.0,37322.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,544649.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
319,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-05-21 06:47:52.000000,2024-05-21 06:47:51,1964.0,22.0,322.0,28.0,2270.0,88.0,227.0,1249.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,42.0,30,True,2024-05-20 22:12:33.000,0.35.1,56.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",107.0,101.0,https://pypi.org/project/raiwidgets,2024-05-20 22:07:15.000,6.0,9220.0,9220.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
320,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-04-05 19:20:06.000000,2024-04-05 18:52:42,3044.0,17.0,269.0,34.0,37.0,1.0,491.0,1214.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,30,True,2024-04-05 19:20:07.000,0.41.3,210.0,ktrain,,,,['tensorflow'],524.0,521.0,https://pypi.org/project/ktrain,2024-04-05 18:57:50.000,3.0,10051.0,10051.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
321,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2024-05-21 08:53:03.000000,2024-05-21 08:53:03,10684.0,152.0,228.0,36.0,1477.0,206.0,350.0,1163.0,Computations and statistics on manifolds with geometric structures.,92.0,30,True,2023-08-30 05:36:10.000,2.7.0,32.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,110.0,107.0,https://pypi.org/project/geomstats,2023-08-30 05:33:32.000,3.0,2725.0,2837.0,https://anaconda.org/conda-forge/geomstats,2023-08-30 16:59:06.279,2596.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
