,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
220,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-10-03 19:31:42.000000,2024-10-03 19:24:18,3913.0,30.0,537.0,82.0,603.0,114.0,495.0,5036.0,Online machine learning in Python.,121.0,32,True,2024-07-09 19:24:30.000,0.21.2,22.0,river,conda-forge/river,,,,80414.0,626.0,570.0,https://pypi.org/project/river,2024-07-09 19:24:30.000,56.0,78483.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,81135.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
221,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2024-07-02 00:51:45.000000,2024-07-02 00:51:45,1646.0,,858.0,116.0,530.0,149.0,342.0,4875.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,107.0,32,True,2024-01-05 09:13:47.000,0.23.1,52.0,mlxtend,conda-forge/mlxtend,,['sklearn'],,613880.0,15594.0,15413.0,https://pypi.org/project/mlxtend,2024-01-05 09:13:47.000,181.0,607519.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,324417.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
222,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-08-11 18:38:37.000000,2024-06-17 19:23:44,491.0,,619.0,65.0,223.0,223.0,162.0,4319.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,989617.0,7152.0,7018.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,984433.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,238471.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
223,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-08-26 09:23:15.000000,2024-08-26 09:20:38,1348.0,4.0,380.0,69.0,371.0,102.0,460.0,4233.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,32,True,2024-08-26 09:23:15.000,0.8.6,30.0,sacred,conda-forge/sacred,,,,209009.0,3268.0,3208.0,https://pypi.org/project/sacred,2024-08-26 09:23:15.000,60.0,208820.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,6635.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
224,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-10-07 02:25:19.000000,2024-08-15 14:20:30,3331.0,10.0,548.0,120.0,382.0,72.0,743.0,4116.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",72.0,32,True,2024-08-15 14:31:34.000,3.0.3,179.0,dedupe,conda-forge/dedupe,,,,153620.0,359.0,340.0,https://pypi.org/project/dedupe,2024-08-15 14:31:34.000,19.0,151409.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,75187.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
225,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-10-04 07:57:04.000000,2024-10-04 07:45:46,1113.0,19.0,352.0,58.0,1379.0,121.0,184.0,3946.0,A Python toolbox for performing gradient-free optimization.,57.0,32,True,2024-09-25 16:43:58.000,1.0.5,50.0,nevergrad,conda-forge/nevergrad,,,,81607.0,809.0,751.0,https://pypi.org/project/nevergrad,2024-09-25 16:43:58.000,58.0,80583.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,54295.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
226,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-10-10 10:12:03.000000,2024-10-10 10:12:03,1904.0,113.0,620.0,42.0,904.0,476.0,305.0,3911.0,Time series forecasting with PyTorch.,53.0,32,True,2024-09-09 09:36:07.000,1.1.1,36.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,56557.0,464.0,442.0,https://pypi.org/project/pytorch-forecasting,2024-09-09 09:36:07.000,22.0,55237.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,64694.0,2.0,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,,,,,,,
227,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-09-27 22:14:33.000000,2024-09-27 22:14:33,3900.0,20.0,553.0,58.0,914.0,366.0,979.0,3540.0,A highly efficient implementation of Gaussian Processes in PyTorch.,135.0,32,True,2024-09-06 21:42:56.000,1.13,41.0,gpytorch,conda-forge/gpytorch,,['pytorch'],,266604.0,2546.0,2377.0,https://pypi.org/project/gpytorch,2024-09-06 21:48:53.000,169.0,263247.0,https://anaconda.org/conda-forge/gpytorch,2024-09-07 18:14:18.267,177950.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
228,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-10-10 11:34:40.000000,2024-08-14 20:32:21,1311.0,2.0,813.0,306.0,1470.0,331.0,518.0,3505.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,['pytorch'],,1364311.0,285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,1364311.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
229,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-10-09 16:24:11.000000,2024-10-09 16:24:08,1187.0,1.0,1663.0,154.0,210.0,13.0,693.0,3473.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,32,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,['tensorflow'],,1943980.0,303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,1941863.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,105865.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
230,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2024-09-21 03:01:04.000000,2024-09-21 03:01:04,1581.0,21.0,447.0,93.0,126.0,91.0,348.0,3391.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,49.0,32,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,230544.0,1283.0,1220.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,63.0,227448.0,https://anaconda.org/conda-forge/nmslib,2024-09-09 06:18:10.925,148636.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
231,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-08-30 20:15:08.000000,2024-05-03 16:54:19,704.0,,276.0,46.0,828.0,102.0,285.0,3168.0,PyTorch extensions for high performance and large scale training.,75.0,32,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,['pytorch'],,550012.0,6591.0,6438.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,541271.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,305937.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
232,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-10-10 12:04:09.000000,2024-10-10 09:19:45,1267.0,63.0,267.0,29.0,1121.0,72.0,498.0,3118.0,A python library for self-supervised learning on images.,53.0,32,True,2024-09-24 08:48:24.000,1.5.13,127.0,lightly,,,['pytorch'],,34804.0,335.0,321.0,https://pypi.org/project/lightly,2024-09-24 08:50:32.000,14.0,34804.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
233,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2024-10-02 13:16:06.886000,2024-10-01 21:19:30,966.0,9.0,393.0,38.0,151.0,46.0,248.0,2405.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2024-10-01 21:24:24.000,2.6.4,33.0,category_encoders,conda-forge/category_encoders,,['sklearn'],,1363638.0,2473.0,2189.0,https://pypi.org/project/category_encoders,2024-10-01 21:24:24.000,284.0,1355758.0,https://anaconda.org/conda-forge/category_encoders,2024-10-02 13:16:06.886,283692.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
234,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-09-05 19:07:36.000000,2024-09-05 19:07:36,2302.0,2.0,551.0,70.0,486.0,260.0,710.0,2350.0,Survival analysis in Python.,119.0,32,True,2024-06-26 15:36:45.000,0.29.0,171.0,lifelines,conda-forge/lifelines,,,,1175275.0,3115.0,2965.0,https://pypi.org/project/lifelines,2024-06-26 15:36:45.000,150.0,1168282.0,https://anaconda.org/conda-forge/lifelines,2024-06-27 16:03:16.815,370667.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
235,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2024-10-10 10:51:35.000000,2024-10-10 02:35:10,1747.0,238.0,205.0,50.0,280.0,172.0,163.0,2136.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,32,True,2024-10-10 00:18:57.000,0.34.14,191.0,graphistry,,,['jupyter'],,9867.0,125.0,119.0,https://pypi.org/project/graphistry,2024-10-10 00:18:57.000,6.0,9867.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
236,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-09-17 00:19:55.000000,2024-09-17 00:19:55,953.0,9.0,252.0,47.0,349.0,210.0,141.0,1988.0,Evaluate: A library for easily evaluating machine learning models and datasets.,129.0,32,True,2024-09-11 10:17:30.000,0.4.3,16.0,evaluate,,,,,2464507.0,13408.0,13005.0,https://pypi.org/project/evaluate,2024-09-11 10:15:30.000,403.0,2464507.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
237,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-10-10 11:34:47.000000,2024-10-10 01:41:26,2158.0,196.0,419.0,32.0,2304.0,301.0,118.0,1893.0,Pytorch domain library for recommendation systems.,276.0,32,True,2024-07-23 18:00:18.000,0.8.0,77.0,torchrec-nightly-cpu,,,,,9152.0,144.0,144.0,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,9152.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
238,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2024-09-03 20:56:01.000000,2024-04-15 22:25:34,1519.0,,610.0,57.0,1884.0,90.0,899.0,1691.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,32,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,['tensorflow'],,1182367.0,363.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,363.0,1182367.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
239,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-09-25 16:29:21.000000,2024-09-25 16:23:34,731.0,15.0,331.0,46.0,384.0,72.0,234.0,1686.0,Training PyTorch models with differential privacy.,81.0,32,True,2024-08-03 10:32:52.000,1.5.2,24.0,opacus,conda-forge/opacus,,['pytorch'],124.0,218030.0,915.0,879.0,https://pypi.org/project/opacus,2024-08-03 10:32:52.000,36.0,217497.0,https://anaconda.org/conda-forge/opacus,2024-08-05 12:31:17.057,17526.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
240,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2024-04-20 16:14:16.000000,2018-10-12 15:53:05,1251.0,,284.0,51.0,158.0,114.0,218.0,1619.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,887767.0,11765.0,11553.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,886126.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,151048.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,geocoder
241,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-10-07 15:49:46.000000,2024-10-07 15:49:42,4366.0,68.0,303.0,79.0,671.0,17.0,634.0,1322.0,PySAL: Python Spatial Analysis Library Meta-Package.,79.0,32,True,2024-07-30 17:42:50.000,24.07,41.0,pysal,conda-forge/pysal,,,,57814.0,1712.0,1663.0,https://pypi.org/project/pysal,2024-07-30 17:42:53.000,49.0,46471.0,https://anaconda.org/conda-forge/pysal,2024-07-30 21:31:48.610,578505.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
242,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-10-09 14:52:43.000000,2024-10-09 09:12:50,721.0,30.0,108.0,25.0,579.0,357.0,451.0,1112.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",49.0,32,True,2024-09-27 16:52:43.000,0.11.0,76.0,hvplot,conda-forge/hvplot,,,,238230.0,6101.0,5899.0,https://pypi.org/project/hvplot,2024-09-27 13:31:34.000,202.0,225726.0,https://anaconda.org/conda-forge/hvplot,2024-09-30 07:58:27.071,650241.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
243,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2024-10-09 16:52:45.000000,2024-10-09 16:52:44,3382.0,17.0,239.0,50.0,410.0,74.0,279.0,1059.0,"OpenCL integration for Python, plus shiny features.",96.0,32,True,2024-06-25 02:02:14.000,2024.2.7,102.0,pyopencl,conda-forge/pyopencl,,,,107558.0,2214.0,2041.0,https://pypi.org/project/pyopencl,2024-06-25 02:02:14.000,173.0,82441.0,https://anaconda.org/conda-forge/pyopencl,2024-06-26 04:14:07.618,1306119.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
244,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-10-09 08:05:34.000000,2024-10-09 08:05:34,14009.0,230.0,290.0,34.0,1862.0,482.0,667.0,1057.0,Python package for earth-observing satellite data processing.,163.0,32,False,2024-08-15 13:27:18.000,0.51.0,96.0,satpy,conda-forge/satpy,,,,13668.0,177.0,147.0,https://pypi.org/project/satpy,2024-08-15 13:27:18.000,30.0,9368.0,https://anaconda.org/conda-forge/satpy,2024-08-15 19:19:25.115,223634.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
245,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-10-09 18:53:09.000000,2024-10-08 17:19:00,11574.0,47.0,243.0,56.0,12298.0,255.0,2213.0,976.0,Cloud-native genomic dataframes and batch computing.,95.0,32,True,2024-10-04 20:34:16.000,0.2.133,155.0,hail,,,['spark'],,37331.0,178.0,144.0,https://pypi.org/project/hail,2024-10-04 20:34:16.000,34.0,37331.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
246,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-10-09 08:40:32.000000,2024-10-09 08:40:29,1965.0,15.0,234.0,18.0,301.0,53.0,285.0,875.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",48.0,32,True,2024-08-19 16:35:23.000,1.5.1,49.0,salib,conda-forge/salib,,,,498395.0,1400.0,1273.0,https://pypi.org/project/salib,2024-08-19 16:35:23.000,127.0,494556.0,https://anaconda.org/conda-forge/salib,2024-09-20 11:56:36.472,184303.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
247,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-10-10 12:43:23.000000,2024-10-10 12:43:23,14480.0,280.0,434.0,54.0,2222.0,191.0,802.0,707.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",164.0,32,False,2024-03-08 22:14:36.000,1.9.0,28.0,dipy,conda-forge/dipy,,,,49363.0,1372.0,1249.0,https://pypi.org/project/dipy,2024-03-08 22:14:36.000,123.0,38921.0,https://anaconda.org/conda-forge/dipy,2024-03-10 04:37:57.447,511683.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
248,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2024-08-04 12:17:57.000000,2023-07-13 08:50:20,531.0,,2810.0,387.0,123.0,239.0,561.0,25723.0,Deezer source separation library including pretrained models.,19.0,31,False,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,['tensorflow'],3449049.0,79735.0,814.0,802.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,12.0,20665.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,93621.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
249,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-08-01 02:26:10.000000,2024-08-01 02:26:04,1422.0,1.0,3735.0,752.0,1140.0,413.0,589.0,19129.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,['tensorflow'],,6974.0,537.0,532.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,5.0,6974.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
250,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1807.0,284.0,3507.0,417.0,1684.0,14006.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,31,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,18342.0,68.0,21.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,47.0,18342.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
251,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,2.0,2074.0,182.0,1006.0,574.0,727.0,12692.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,['paddle'],795.0,5241.0,1738.0,1731.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,5230.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
252,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-10-08 06:44:39.000000,2024-10-08 06:44:36,2963.0,19.0,2375.0,201.0,472.0,246.0,475.0,9850.0,FinRL: Financial Reinforcement Learning.,117.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,1564.0,51.0,51.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,1564.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
253,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-07-25 10:51:05.000000,2024-02-23 19:03:07,2440.0,,1559.0,287.0,434.0,293.0,639.0,9694.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,31,False,2024-02-23 19:06:10.000,0.12.2,63.0,tpot,conda-forge/tpot,,['sklearn'],,49703.0,3049.0,3011.0,https://pypi.org/project/tpot,2024-02-23 19:06:10.000,38.0,44487.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,271267.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
254,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,456.0,261.0,577.0,364.0,9619.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,['tensorflow'],,4968.0,5033.0,5019.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,4968.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
255,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2024-09-30 16:34:15.000000,2024-09-30 16:34:14,1741.0,26.0,729.0,90.0,801.0,112.0,271.0,9582.0,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",51.0,31,False,2024-09-26 16:50:26.000,2.7.0,32.0,cleanlab,conda-forge/cleanlab,,,,25784.0,405.0,387.0,https://pypi.org/project/cleanlab,2024-09-26 16:50:26.000,18.0,25058.0,https://anaconda.org/conda-forge/cleanlab,2024-06-26 17:29:18.404,30504.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,
256,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,878.0,259.0,148.0,107.0,104.0,9223.0,Fuzzy String Matching in Python.,70.0,31,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,7883792.0,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,7878122.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,561413.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
257,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-03-20 22:02:13.000000,2024-03-20 22:02:12,1391.0,,1399.0,302.0,894.0,143.0,759.0,9129.0,AutoML library for deep learning.,143.0,31,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,['tensorflow'],18902.0,24092.0,752.0,739.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,23865.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
258,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2024-08-03 09:45:20.000000,2024-02-20 22:38:05,385.0,,2157.0,289.0,98.0,311.0,446.0,8589.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,19.0,31,True,2023-01-02 17:10:24.749,3.0.3,13.0,imageai,conda-forge/imageai,,,941562.0,21422.0,1699.0,1680.0,https://pypi.org/project/imageai,2023-01-02 17:10:24.749,19.0,9195.0,https://anaconda.org/conda-forge/imageai,2023-06-16 19:21:01.568,7982.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
